RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
78,0,22293,Heath Slocum,70.53,1340,19
80,0,24490,George McNeill,70.54,917,13
81,0,20766,Padraig Harrington,70.57,988,14
81,0,12782,Tim Herron,70.57,1482,21
81,0,24138,Ian Poulter,70.57,494,7
84,0,01313,Steve Elkington,70.62,918,13
85,0,06522,Ernie Els,70.63,1342,19
86,0,12716,Charley Hoffman,70.64,989,14
87,0,23409,James Driscoll,70.65,1201,17
87,0,24361,Pat Perez,70.65,1201,17
89,0,24358,Robert Garrigus,70.67,848,12
89,0,01706,Davis Love III,70.67,1060,15
89,0,20127,Chris Riley,70.67,1484,21
92,0,06004,Stephen Ames,70.68,1555,22
92,0,06621,Joe Durant,70.68,1343,19
94,0,06251,Chris DiMarco,70.70,1414,20
95,0,26476,Chez Reavie,70.71,990,14
95,0,27963,Chris Stroud,70.71,990,14
97,0,24781,Hunter Mahan,70.74,1344,19
98,0,26758,David Hearn,70.75,1698,24
98,0,10733,Kent Jones,70.75,1132,16
100,0,01116,Michael Bradley,70.78,637,9
100,0,23623,Bo Van Pelt,70.78,637,9
102,0,30711,Colt Knost,70.79,1699,24
103,0,27330,Josh Teater,70.80,1416,20
104,0,28158,Steve Marino,70.81,1133,16
105,0,20160,Charlie Wi,70.82,1558,22
106,0,06643,Paul Goydos,70.83,1629,23
106,0,33911,Nate Smith,70.83,850,12
108,0,33413,Ben Martin,70.85,921,13
108,0,22913,John Rollins,70.85,921,13
110,0,23788,D.J. Trahan,70.86,992,14
111,0,21407,Arjun Atwal,70.88,1205,17
111,0,24925,Jonathan Byrd,70.88,1205,17
113,0,10860,Justin Leonard,70.90,1489,21
114,0,24502,Adam Scott,70.91,780,11
115,0,29718,Anthony Kim,70.93,993,14
116,0,07457,Steve Flesch,70.96,1916,27
117,0,19970,Robert Karlsson,71.00,497,7
117,0,22046,Geoff Ogilvy,71.00,781,11
117,0,23320,Ryan Palmer,71.00,710,10
117,0,30692,Scott Stallings,71.00,781,11
117,0,26951,Johnson Wagner,71.00,923,13
122,0,23673,Michael Connell,71.05,1350,19
122,0,31401,Zack Miller,71.05,1350,19
124,0,10585,Scott McCarron,71.06,1279,18
125,0,22371,Aaron Baddeley,71.08,853,12
125,0,26596,Ryan Moore,71.08,924,13
127,0,20098,Stuart Appleby,71.11,640,9
127,0,34255,Joseph Bramlett,71.11,1280,18
129,0,22621,Ben Curtis,71.13,569,8
129,0,30946,Alex Prugh,71.13,1067,15
129,0,25457,Alexandre Rocha,71.13,1138,16
132,0,23497,Tag Ridings,71.14,1494,21
133,0,22405,Justin Rose,71.15,925,13
134,0,32366,Kevin Chappell,71.21,1353,19
135,0,22348,Nick O'Hern,71.22,1282,18
136,0,29420,Billy Horschel,71.24,1211,17
136,0,23800,Bryce Molder,71.24,1211,17
138,0,29720,Andres Gonzales,71.25,855,12
139,0,21731,Freddie Jacobson,71.31,927,13
140,0,21805,Harrison Frazar,71.33,642,9
140,0,20436,Garrett Willis,71.33,856,12
142,0,29478,Kevin Kisner,71.38,928,13
142,0,25632,Jimmy Walker,71.38,928,13
144,0,31557,Jim Herman,71.40,714,10
144,0,26331,Charl Schwartzel,71.40,357,5
146,0,32640,Troy Merritt,71.42,857,12
147,0,21350,Ryuji Imada,71.46,929,13
148,0,12652,Cameron Beckman,71.50,1144,16
148,0,20157,Retief Goosen,71.50,572,8
148,0,23548,Bill Lunde,71.50,1287,18
151,0,27974,Sung Kang,71.53,1073,15
152,0,26289,Boo Weekley,71.54,930,13
153,0,20848,Ángel Cabrera,71.56,644,9
154,0,26881,Jarrod Lyle,71.57,1503,21
155,0,28620,Aron Price,71.58,859,12
156,0,01797,Rocco Mediate,71.62,931,13
157,0,10505,Shane Bertsch,71.63,1146,16
158,0,26668,Marc Turnesa,71.64,788,11
159,0,30925,Dustin Johnson,71.67,860,12
160,0,26300,Matt Jones,71.70,717,10
160,0,25572,Graeme McDowell,71.70,717,10
162,0,20070,Matt Bettencourt,71.71,1004,14
163,0,28679,Fabián Gómez,71.72,1291,18
164,0,22961,David Mathis,71.73,1076,15
165,0,24290,D.J. Brigman,71.75,1148,16
166,0,25562,Andres Romero,71.80,1077,15
167,0,27939,Matt McQuillan,71.83,431,6
167,0,26679,Kevin Stadler,71.83,1293,18
169,0,35087,Bio Kim,71.90,719,10
169,0,24140,Sean O'Hair,71.90,719,10
171,0,23718,Nathan Green,71.92,935,13
172,0,24980,Scott Gutschewski,72.00,1152,16
173,0,25274,Steven Bowditch,72.06,1225,17
174,0,26420,Richard Johnson,72.09,793,11
175,0,28486,Michael Putnam,72.13,1082,15
176,0,32698,Bobby Gates,72.14,1010,14
177,0,25834,Daniel Summerhays,72.47,1232,17
178,0,08537,J.P. Hayes,72.57,1016,14
178,0,27141,J.B. Holmes,72.57,508,7
180,0,25444,Justin Hicks,72.67,654,9
181,0,23614,Rich Beem,72.73,800,11
182,0,27797,Derek Lamely,72.75,1164,16
182,0,26851,Marc Leishman,72.75,873,12
184,0,06515,Shaun Micheel,72.76,1237,17
185,0,32876,Martin Piller,73.00,949,13
186,0,27770,Camilo Villegas,73.36,1027,14
