RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,06527,Steve Stricker,67.70,677,10
2,0,27095,Nick Watney,68.25,1092,16
3,0,27936,Martin Laird,68.75,825,12
4,0,29221,Webb Simpson,68.85,1377,20
4,0,21878,Mark Wilson,68.85,895,13
6,0,30110,Kyle Stanley,68.92,896,13
7,0,25900,Lucas Glover,69.00,828,12
8,0,31323,Gary Woodland,69.11,1244,18
9,0,27933,John Merrick,69.13,1037,15
10,0,28089,Jason Day,69.14,968,14
11,0,24024,Zach Johnson,69.25,831,12
12,0,10809,Jim Furyk,69.27,1039,15
13,0,23638,Brendon de Jonge,69.29,1455,21
14,0,20572,Rod Pampling,69.36,971,14
15,0,01766,Billy Mayfair,69.39,1249,18
15,0,29518,Brendan Steele,69.39,1249,18
17,0,23983,Luke Donald,69.40,1041,15
18,0,20472,Alex Cejka,69.42,833,12
19,0,25240,D.A. Points,69.44,625,9
20,0,12510,Chad Campbell,69.47,1320,19
20,0,32102,Rickie Fowler,69.47,1042,15
22,0,24604,Hunter Haas,69.50,1390,20
22,0,01577,Lee Janzen,69.50,556,8
22,0,23108,Matt Kuchar,69.50,1251,18
22,0,23621,Rory Sabbatini,69.50,973,14
22,0,20645,John Senden,69.50,973,14
22,0,27649,Brandt Snedeker,69.50,1251,18
22,0,02206,David Toms,69.50,1251,18
29,0,11123,Chris Couch,69.55,1391,20
30,0,25686,Jason Dufner,69.58,835,12
30,0,21209,Sergio Garcia,69.58,835,12
32,0,08725,Tom Gillis,69.70,697,10
33,0,20593,Greg Chalmers,69.73,1534,22
34,0,23325,Vaughn Taylor,69.78,1256,18
35,0,30750,Tommy Gainey,69.79,1326,19
36,0,28475,Jeff Overton,69.80,1396,20
36,0,26287,Roland Thatcher,69.80,1047,15
38,0,21961,Charles Howell III,69.87,1048,15
39,0,23541,Ben Crane,69.89,629,9
39,0,24663,Y.E. Yang,69.89,629,9
41,0,08375,Paul Stankowski,69.95,1469,21
42,0,21753,Brian Davis,69.96,1609,23
43,0,10885,Robert Allenby,70.00,630,9
43,0,24846,Ricky Barnes,70.00,1050,15
43,0,24924,Bill Haas,70.00,910,13
43,0,06573,Brandt Jobe,70.00,980,14
43,0,08075,Jerry Kelly,70.00,910,13
43,0,01810,Phil Mickelson,70.00,1260,18
43,0,27064,Jhonattan Vegas,70.00,1610,23
50,0,28087,Kris Blanks,70.05,1331,19
50,0,23353,J.J. Henry,70.05,1331,19
52,0,25396,Kevin Na,70.07,981,14
53,0,34072,Will Strickler,70.10,701,10
54,0,31202,William McGirt,70.12,1753,25
55,0,24507,Jason Bohn,70.13,1122,16
55,0,27120,Troy Matteson,70.13,1052,15
57,0,19846,Brian Gay,70.15,912,13
57,0,30926,Chris Kirk,70.15,912,13
57,0,27214,Kevin Streelman,70.15,1403,20
60,0,24357,K.J. Choi,70.17,1263,18
60,0,09011,David Duval,70.17,842,12
62,0,07867,Woody Austin,70.20,1053,15
63,0,25804,Bubba Watson,70.21,1334,19
64,0,33141,Keegan Bradley,70.26,1335,19
65,0,22378,Trevor Immelman,70.30,1406,20
66,0,27466,Spencer Levin,70.31,1125,16
67,0,06567,Vijay Singh,70.35,1196,17
68,0,20498,Briny Baird,70.36,774,11
68,0,12602,Dean Wilson,70.36,985,14
70,0,31193,Jim Renner,70.42,845,12
71,0,20229,Stewart Cink,70.43,986,14
71,0,01948,Tim Petrovic,70.43,1479,21
73,0,21949,Joe Ogilvie,70.47,1057,15
73,0,25818,Scott Piercy,70.47,1057,15
75,0,33419,Cameron Tringale,70.48,1621,23
76,0,25345,Carl Pettersson,70.50,1128,16
76,0,32150,Michael Thompson,70.50,1269,18
78,0,29910,Blake Adams,70.53,1340,19
