RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL EARLY ROUNDS
1,0,06527,Steve Stricker,68.64,1510,22
2,0,02206,David Toms,69.03,2623,38
3,0,27649,Brandt Snedeker,69.17,2490,36
4,0,29221,Webb Simpson,69.36,2497,36
5,0,27466,Spencer Levin,69.44,3611,52
6,0,27095,Nick Watney,69.45,2014,29
7,0,23983,Luke Donald,69.52,1738,25
7,0,21209,Sergio Garcia,69.52,1877,27
9,0,21961,Charles Howell III,69.55,3060,44
10,0,32102,Rickie Fowler,69.66,2438,35
10,0,31323,Gary Woodland,69.66,2647,38
12,0,23108,Matt Kuchar,69.68,2369,34
13,0,27933,John Merrick,69.73,2301,33
14,0,21753,Brian Davis,69.76,3558,51
15,0,23638,Brendon de Jonge,69.82,3491,50
16,0,20645,John Senden,69.83,2863,41
17,0,28089,Jason Day,69.89,2446,35
18,0,24024,Zach Johnson,69.95,2868,41
19,0,12510,Chad Campbell,69.96,3778,54
20,0,20572,Rod Pampling,69.97,2449,35
21,0,24924,Bill Haas,69.98,2869,41
22,0,23353,J.J. Henry,70.00,3640,52
22,0,01810,Phil Mickelson,70.00,2660,38
24,0,23320,Ryan Palmer,70.05,2592,37
24,0,27963,Chris Stroud,70.05,2872,41
26,0,11123,Chris Couch,70.08,2663,38
26,0,23621,Rory Sabbatini,70.08,3434,49
26,0,22293,Heath Slocum,70.08,3434,49
29,0,19846,Brian Gay,70.09,3084,44
29,0,23623,Bo Van Pelt,70.09,3014,43
31,0,30926,Chris Kirk,70.11,3085,44
32,0,21731,Freddie Jacobson,70.12,3015,43
32,0,24781,Hunter Mahan,70.12,2945,42
34,0,23541,Ben Crane,70.13,2735,39
35,0,30110,Kyle Stanley,70.14,3577,51
36,0,29910,Blake Adams,70.15,4560,65
36,0,26331,Charl Schwartzel,70.15,1894,27
38,0,06573,Brandt Jobe,70.18,3509,50
39,0,08075,Jerry Kelly,70.20,2878,41
40,0,01766,Billy Mayfair,70.23,3652,52
41,0,26758,David Hearn,70.27,3373,48
42,0,25818,Scott Piercy,70.28,2811,40
43,0,10885,Robert Allenby,70.29,3374,48
43,0,27936,Martin Laird,70.29,2390,34
43,0,25396,Kevin Na,70.29,3163,45
46,0,25686,Jason Dufner,70.31,2461,35
47,0,22405,Justin Rose,70.32,3094,44
48,0,25345,Carl Pettersson,70.35,3447,49
49,0,20157,Retief Goosen,70.36,1970,28
50,0,10505,Shane Bertsch,70.37,2111,30
50,0,33141,Keegan Bradley,70.37,3026,43
52,0,12716,Charley Hoffman,70.40,3661,52
52,0,22913,John Rollins,70.40,3027,43
54,0,20498,Briny Baird,70.44,2254,32
54,0,25900,Lucas Glover,70.44,2395,34
54,0,31202,William McGirt,70.44,3522,50
54,0,29518,Brendan Steele,70.44,3029,43
58,0,33419,Cameron Tringale,70.45,3875,55
59,0,23800,Bryce Molder,70.46,2607,37
59,0,26951,Johnson Wagner,70.46,2889,41
61,0,25804,Bubba Watson,70.48,2960,42
62,0,23409,James Driscoll,70.49,2890,41
62,0,06567,Vijay Singh,70.49,2749,39
62,0,23325,Vaughn Taylor,70.49,3031,43
65,0,20127,Chris Riley,70.51,3032,43
65,0,21878,Mark Wilson,70.51,3032,43
67,0,12782,Tim Herron,70.52,3103,44
67,0,24502,Adam Scott,70.52,1481,21
69,0,20229,Stewart Cink,70.54,2610,37
70,0,07867,Woody Austin,70.56,2399,34
70,0,20160,Charlie Wi,70.56,3175,45
72,0,01706,Davis Love III,70.58,2188,31
72,0,23788,D.J. Trahan,70.58,3176,45
74,0,22046,Geoff Ogilvy,70.60,2471,35
75,0,27974,Sung Kang,70.61,2330,33
76,0,32150,Michael Thompson,70.62,2613,37
77,0,20593,Greg Chalmers,70.64,3320,47
77,0,24361,Pat Perez,70.64,3108,44
79,0,24604,Hunter Haas,70.65,3391,48
80,0,24925,Jonathan Byrd,70.66,3109,44
81,0,22378,Trevor Immelman,70.67,3039,43
82,0,27120,Troy Matteson,70.68,3110,44
83,0,22621,Ben Curtis,70.69,2545,36
83,0,22348,Nick O'Hern,70.69,2757,39
85,0,21949,Joe Ogilvie,70.70,2828,40
85,0,28620,Aron Price,70.70,2121,30
87,0,26476,Chez Reavie,70.71,3394,48
88,0,27330,Josh Teater,70.72,4031,57
89,0,23718,Nathan Green,70.73,3112,44
89,0,26596,Ryan Moore,70.73,2617,37
89,0,27214,Kevin Streelman,70.73,3678,52
89,0,24663,Y.E. Yang,70.73,2122,30
93,0,20848,Ángel Cabrera,70.75,1698,24
93,0,32366,Kevin Chappell,70.75,2547,36
95,0,08375,Paul Stankowski,70.77,3114,44
96,0,06251,Chris DiMarco,70.79,3681,52
97,0,28087,Kris Blanks,70.80,3257,46
97,0,26287,Roland Thatcher,70.80,2478,35
99,0,30925,Dustin Johnson,70.81,2266,32
99,0,26851,Marc Leishman,70.81,3328,47
101,0,06621,Joe Durant,70.83,2833,40
102,0,24507,Jason Bohn,70.84,3117,44
103,0,24138,Ian Poulter,70.85,1913,27
103,0,26289,Boo Weekley,70.85,2834,40
105,0,01116,Michael Bradley,70.86,2976,42
105,0,23548,Bill Lunde,70.86,3614,51
107,0,06004,Stephen Ames,70.87,2764,39
107,0,25240,D.A. Points,70.87,3189,45
109,0,10733,Kent Jones,70.88,3048,43
109,0,12602,Dean Wilson,70.88,2268,32
111,0,10809,Jim Furyk,70.89,2481,35
112,0,25274,Steven Bowditch,70.91,3049,43
113,0,23497,Tag Ridings,70.92,3617,51
114,0,12652,Cameron Beckman,70.93,2837,40
115,0,24357,K.J. Choi,70.94,2341,33
115,0,28158,Steve Marino,70.94,2554,36
117,0,22371,Aaron Baddeley,70.97,2271,32
117,0,08725,Tom Gillis,70.97,2413,34
117,0,29718,Anthony Kim,70.97,2768,39
117,0,24490,George McNeill,70.97,2555,36
121,0,24846,Ricky Barnes,71.00,2627,37
121,0,27064,Jhonattan Vegas,71.00,3053,43
123,0,33413,Ben Martin,71.03,2486,35
124,0,10585,Scott McCarron,71.05,2842,40
125,0,33911,Nate Smith,71.06,2203,31
126,0,29720,Andres Gonzales,71.09,2488,35
126,0,22961,David Mathis,71.09,3057,43
128,0,10860,Justin Leonard,71.13,2774,39
128,0,25562,Andres Romero,71.13,2774,39
130,0,30692,Scott Stallings,71.14,3059,43
130,0,25632,Jimmy Walker,71.14,2988,42
132,0,20070,Matt Bettencourt,71.16,3060,43
132,0,20766,Padraig Harrington,71.16,2277,32
134,0,20472,Alex Cejka,71.18,2420,34
134,0,07457,Steve Flesch,71.18,3488,49
136,0,20098,Stuart Appleby,71.20,2136,30
136,0,19970,Robert Karlsson,71.20,2136,30
138,0,29420,Billy Horschel,71.21,2777,39
138,0,26300,Matt Jones,71.21,2421,34
140,0,01313,Steve Elkington,71.23,1852,26
140,0,24358,Robert Garrigus,71.23,3134,44
142,0,24980,Scott Gutschewski,71.24,2636,37
142,0,01577,Lee Janzen,71.24,2636,37
142,0,25572,Graeme McDowell,71.24,1781,25
142,0,20436,Garrett Willis,71.24,2422,34
146,0,34255,Joseph Bramlett,71.26,3064,43
146,0,21805,Harrison Frazar,71.26,2209,31
148,0,31557,Jim Herman,71.27,2138,30
149,0,23673,Michael Connell,71.28,2851,40
150,0,28475,Jeff Overton,71.29,3707,52
151,0,21350,Ryuji Imada,71.30,3137,44
152,0,01948,Tim Petrovic,71.31,3209,45
153,0,06522,Ernie Els,71.33,2782,39
154,0,24140,Sean O'Hair,71.36,2569,36
155,0,32698,Bobby Gates,71.40,2999,42
155,0,30946,Alex Prugh,71.40,3356,47
157,0,28486,Michael Putnam,71.41,2785,39
158,0,30711,Colt Knost,71.42,3071,43
159,0,30750,Tommy Gainey,71.43,3500,49
160,0,31193,Jim Renner,71.45,2358,33
161,0,34072,Will Strickler,71.52,2074,29
162,0,24290,D.J. Brigman,71.54,2790,39
163,0,21407,Arjun Atwal,71.55,3649,51
164,0,25457,Alexandre Rocha,71.56,2576,36
165,0,35087,Bio Kim,71.58,2577,36
166,0,29478,Kevin Kisner,71.63,2722,38
167,0,32640,Troy Merritt,71.64,2579,36
168,0,08537,J.P. Hayes,71.65,1863,26
169,0,28679,Fabián Gómez,71.70,2868,40
169,0,26679,Kevin Stadler,71.70,3298,46
171,0,09011,David Duval,71.81,2585,36
172,0,27939,Matt McQuillan,71.84,1796,25
173,0,25444,Justin Hicks,71.85,1868,26
174,0,27141,J.B. Holmes,71.88,1869,26
174,0,26881,Jarrod Lyle,71.88,2875,40
176,0,26668,Marc Turnesa,71.93,2158,30
177,0,27770,Camilo Villegas,71.97,2303,32
178,0,06515,Shaun Micheel,72.04,3242,45
179,0,06643,Paul Goydos,72.07,2955,41
180,0,27797,Derek Lamely,72.11,2596,36
181,0,26420,Richard Johnson,72.14,2669,37
182,0,31401,Zack Miller,72.15,3391,47
183,0,01797,Rocco Mediate,72.47,2174,30
184,0,25834,Daniel Summerhays,72.80,2912,40
185,0,32876,Martin Piller,72.87,2186,30
186,0,23614,Rich Beem,72.93,1969,27
