RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,52372,Cameron Champ,6
1,0,30911,Tommy Fleetwood,6
1,0,50526,Tom Lovelady,6
1,0,33667,Carlos Ortiz,6
5,0,25364,Paul Casey,5
5,0,27936,Martin Laird,5
5,0,39546,Keith Mitchell,5
5,0,45486,Joaquin Niemann,5
5,0,08793,Tiger Woods,5
10,0,47504,Sam Burns,4
10,0,19846,Brian Gay,4
10,0,28679,Fabián Gómez,4
10,0,31646,Emiliano Grillo,4
10,0,20766,Padraig Harrington,4
10,0,12716,Charley Hoffman,4
10,0,27974,Sung Kang,4
10,0,32757,Patton Kizzire,4
10,0,33122,Russell Knox,4
10,0,26851,Marc Leishman,4
10,0,37380,Curtis Luck,4
10,0,28158,Steve Marino,4
10,0,47993,Denny McCarthy,4
10,0,30786,Brady Schnell,4
10,0,34046,Jordan Spieth,4
10,0,10387,Chris Thompson,4
10,0,29484,Peter Uihlein,4
10,0,27064,Jhonattan Vegas,4
10,0,31323,Gary Woodland,4
10,0,37340,Chase Wright,4
30,0,49303,Anders Albertson,3
30,0,45526,Abraham Ancer,3
30,0,30978,Kiradech Aphibarnrat,3
30,0,35450,Patrick Cantlay,3
30,0,25720,Chad Collins,3
30,0,39997,Corey Conners,3
30,0,34076,Joel Dahmen,3
30,0,45609,Tyler Duncan,3
30,0,34099,Harris English,3
30,0,28307,Matt Every,3
30,0,29725,Tony Finau,3
30,0,39412,Zack Fischer,3
30,0,29833,Yoshinori Fujimoto,3
30,0,46523,Joey Garber,3
30,0,24358,Robert Garrigus,3
30,0,33399,Adam Hadwin,3
30,0,32448,James Hahn,3
30,0,26758,David Hearn,3
30,0,34098,Russell Henley,3
30,0,31557,Jim Herman,3
30,0,49298,Kramer Hickok,3
30,0,39977,Max Homa,3
30,0,24321,Kodai Ichihara,3
30,0,39971,Sungjae Im,3
30,0,36514,Yuki Inamori,3
30,0,36799,Stephan Jaeger,3
30,0,24024,Zach Johnson,3
30,0,26300,Matt Jones,3
30,0,46440,Smylie Kaufman,3
30,0,37455,Si Woo Kim,3
30,0,30926,Chris Kirk,3
30,0,36689,Brooks Koepka,3
30,0,30944,Jason Kokrak,3
30,0,29926,Danny Lee,3
30,0,35296,Haotong Li,3
30,0,27129,Luke List,3
30,0,35449,Adam Long,3
30,0,01706,Davis Love III,3
30,0,25572,Graeme McDowell,3
30,0,32640,Troy Merritt,3
30,0,26596,Ryan Moore,3
30,0,46601,Trey Mullinax,3
30,0,48822,Sebastián Muñoz,3
30,0,26329,Louis Oosthuizen,3
30,0,29908,C.T. Pan,3
30,0,40250,Taylor Pendrith,3
30,0,24361,Pat Perez,3
30,0,25818,Scott Piercy,3
30,0,49771,J.T. Poston,3
30,0,28252,Seamus Power,3
30,0,30946,Alex Prugh,3
30,0,46970,Jon Rahm,3
30,0,26476,Chez Reavie,3
30,0,22405,Justin Rose,3
30,0,29223,Sam Saunders,3
30,0,48081,Xander Schauffele,3
30,0,46501,Ollie Schniederjans,3
30,0,24502,Adam Scott,3
30,0,20645,John Senden,3
30,0,39327,Ben Silverman,3
30,0,29221,Webb Simpson,3
30,0,27649,Brandt Snedeker,3
30,0,30692,Scott Stallings,3
30,0,34431,Robert Streb,3
30,0,25493,Nick Taylor,3
30,0,26951,Johnson Wagner,3
30,0,27095,Nick Watney,3
30,0,25804,Bubba Watson,3
30,0,47128,Richy Werenski,3
99,0,33948,Byeong Hun An,2
99,0,19803,Ryan Armour,2
99,0,22371,Aaron Baddeley,2
99,0,28259,Sangmoon Bae,2
99,0,32334,Charlie Beljan,2
99,0,28697,Gaganjeet Bhullar,2
99,0,27895,Jonas Blixt,2
99,0,40009,Dominic Bozzelli,2
99,0,33141,Keegan Bradley,2
99,0,29479,Scott Brown,2
99,0,29268,Bronson Burgoon,2
99,0,26499,Rafa Cabrera Bello,2
99,0,32200,Roberto Castro,2
99,0,45734,John Catlin,2
99,0,34021,Bud Cauley,2
99,0,20472,Alex Cejka,2
99,0,32366,Kevin Chappell,2
99,0,34306,John Chin,2
99,0,20229,Stewart Cink,2
99,0,51766,Wyndham Clark,2
99,0,45860,Case Cochran,2
99,0,46435,Austin Cook,2
99,0,11123,Chris Couch,2
99,0,54926,George Cunningham,2
99,0,34262,Jon Curran,2
99,0,45157,Cam Davis,2
99,0,28089,Jason Day,2
99,0,47959,Bryson DeChambeau,2
99,0,23983,Luke Donald,2
99,0,25686,Jason Dufner,2
99,0,06522,Ernie Els,2
99,0,30907,Rhys Enoch,2
99,0,30191,Julián Etulain,2
99,0,31416,Derek Fathauer,2
99,0,40098,Matt Fitzpatrick,2
99,0,32102,Rickie Fowler,2
99,0,29970,Dylan Frittelli,2
99,0,10809,Jim Furyk,2
99,0,21209,Sergio Garcia,2
99,0,29535,Brice Garnett,2
99,0,25900,Lucas Glover,2
99,0,46402,Talor Gooch,2
99,0,29974,Branden Grace,2
99,0,39954,Cody Gribble,2
99,0,24924,Bill Haas,2
99,0,34563,Chesson Hadley,2
99,0,34363,Tyrrell Hatton,2
99,0,23353,J.J. Henry,2
99,0,27141,J.B. Holmes,2
99,0,29420,Billy Horschel,2
99,0,35461,Beau Hossler,2
99,0,21961,Charles Howell III,2
99,0,29222,Billy Hurley III,2
99,0,30925,Dustin Johnson,2
99,0,47420,Jake Knapp,2
99,0,32816,Satoshi Kodaira,2
99,0,35879,Kelly Kraft,2
99,0,23108,Matt Kuchar,2
99,0,31420,Anirban Lahiri,2
99,0,33410,Andrew Landry,2
99,0,28775,Nate Lashley,2
99,0,49766,Hank Lebioda,2
99,0,39004,Dru Love,2
99,0,33204,Shane Lowry,2
99,0,32839,Hideki Matsuyama,2
99,0,28237,Rory McIlroy,2
99,0,24449,Parker McLachlin,2
99,0,01810,Phil Mickelson,2
99,0,50525,Collin Morikawa,2
99,0,34213,Grayson Murray,2
99,0,25396,Kevin Na,2
99,0,27349,Alex Noren,2
99,0,33968,Thorbjørn Olesen,2
99,0,39262,Alvaro Ortiz,2
99,0,20572,Rod Pampling,2
99,0,27556,Ted Potter Jr.,2
99,0,34360,Patrick Reed,2
99,0,47856,Seth Reeves,2
99,0,54303,Charlie Reiter,2
99,0,35210,George Riley,2
99,0,35732,Wes Roach,2
99,0,36699,Patrick Rodgers,2
99,0,32058,José de Jesús Rodríguez,2
99,0,37275,Sam Ryder,2
99,0,23621,Rory Sabbatini,2
99,0,46046,Scottie Scheffler,2
99,0,47347,Adam Schenk,2
99,0,26331,Charl Schwartzel,2
99,0,39113,Shubhankar Sharma,2
99,0,46035,Callum Shinkwin,2
99,0,35891,Cameron Smith,2
99,0,39324,J.J. Spaun,2
99,0,30110,Kyle Stanley,2
99,0,29518,Brendan Steele,2
99,0,49960,Sepp Straka,2
99,0,27214,Kevin Streelman,2
99,0,06527,Steve Stricker,2
99,0,27963,Chris Stroud,2
99,0,31560,Brian Stuard,2
99,0,33449,Zack Sucher,2
99,0,50493,Justin Suh,2
99,0,40115,Adam Svensson,2
99,0,48699,Callum Tarren,2
99,0,23325,Vaughn Taylor,2
99,0,27330,Josh Teater,2
99,0,33448,Justin Thomas,2
99,0,32150,Michael Thompson,2
99,0,30927,Brendon Todd,2
99,0,23788,D.J. Trahan,2
99,0,32333,Kevin Tway,2
99,0,08385,Omar Uresti,2
99,0,40006,Erik van Rooyen,2
99,0,37189,Harold Varner III,2
99,0,25632,Jimmy Walker,2
99,0,48887,Matt Wallace,2
99,0,10423,Mike Weir,2
99,0,32139,Danny Willett,2
99,0,56278,Matthew Wolff,2
217,0,21633,Steve Allan,1
217,0,20098,Stuart Appleby,1
217,0,54625,Dawson Armstrong,1
217,0,21407,Arjun Atwal,1
217,0,23048,Eric Axley,1
217,0,30996,Mark Baldwin,1
217,0,55410,Shintaro Ban,1
217,0,24846,Ricky Barnes,1
217,0,40026,Daniel Berger,1
217,0,33803,Lucas Bjerregaard,1
217,0,27958,Ryan Blaum,1
