RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,08793,Tiger Woods,52
2,0,06567,Vijay Singh,34
3,0,01810,Phil Mickelson,31
4,0,01329,Brad Faxon,28
5,0,01320,Bob Estes,25
6,0,24357,K.J. Choi,20
6,0,21961,Charles Howell III,20
6,0,01968,Nick Price,20
6,0,02104,Jeff Sluman,20
10,0,06621,Joe Durant,19
10,0,01381,Fred Funk,19
10,0,02002,John Riegger,19
13,0,20229,Stewart Cink,18
13,0,01619,Skip Kendall,18
13,0,06332,Neal Lancaster,18
13,0,01706,Davis Love III,18
13,0,06595,Kevin Sutherland,18
13,0,02214,Kirk Triplett,18
19,0,08931,Glen Day,17
19,0,01307,Joel Edwards,17
19,0,01457,Jay Haas,17
19,0,02223,Bob Tway,17
23,0,12652,Cameron Beckman,16
23,0,01203,Russ Cochran,16
23,0,06012,Greg Kraft,16
23,0,10585,Scott McCarron,16
23,0,20127,Chris Riley,16
28,0,01042,Paul Azinger,15
28,0,01219,John Cook,15
28,0,19846,Brian Gay,15
28,0,01527,Scott Hoch,15
28,0,20094,Jonathan Kaye,15
28,0,10860,Justin Leonard,15
28,0,06350,Bob May,15
28,0,01945,Kenny Perry,15
28,0,02170,Hal Sutton,15
37,0,01024,Billy Andrade,14
37,0,01249,John Daly,14
37,0,06251,Chris DiMarco,14
37,0,23125,Brad Elder,14
37,0,21209,Sergio Garcia,14
37,0,01766,Billy Mayfair,14
37,0,12660,Jesper Parnevik,14
44,0,21806,Paul Gow,13
44,0,10565,Ian Leggatt,13
44,0,01927,Dennis Paulson,13
44,0,01938,David Peoples,13
44,0,02010,Loren Roberts,13
44,0,08375,Paul Stankowski,13
44,0,02206,David Toms,13
44,0,02239,Scott Verplank,13
44,0,02245,Grant Waite,13
44,0,02246,Duffy Waldorf,13
44,0,02257,Brian Watts,13
44,0,02267,D.A. Weibring,13
56,0,20098,Stuart Appleby,12
56,0,07867,Woody Austin,12
56,0,01161,Mark Calcavecchia,12
56,0,07457,Steve Flesch,12
56,0,21805,Harrison Frazar,12
56,0,10809,Jim Furyk,12
56,0,12645,Brent Geiberger,12
56,0,01418,Bill Glasson,12
56,0,08537,J.P. Hayes,12
56,0,08545,Glen Hnatiuk,12
56,0,01553,John Huston,12
56,0,01577,Lee Janzen,12
56,0,06573,Brandt Jobe,12
56,0,06315,Pete Jordan,12
56,0,01677,Tom Lehman,12
56,0,06090,Jim McGovern,12
56,0,06140,Sean Murphy,12
56,0,10457,Frank Nobilo,12
56,0,06373,José María Olazábal,12
56,0,01943,Chris Perry,12
56,0,23621,Rory Sabbatini,12
56,0,06527,Steve Stricker,12
56,0,06613,Tommy Tolles,12
79,0,10885,Robert Allenby,11
79,0,06004,Stephen Ames,11
79,0,20498,Briny Baird,11
79,0,01093,Ronnie Black,11
79,0,01185,Brandel Chamblee,11
79,0,01191,Barry Cheesman,11
79,0,19881,Robert Damron,11
79,0,06036,Scott Dunlap,11
79,0,01313,Steve Elkington,11
79,0,06522,Ernie Els,11
79,0,01361,Dan Forsman,11
79,0,01475,Donnie Hammond,11
79,0,10962,Bradley Hughes,11
79,0,08075,Jerry Kelly,11
79,0,01666,Bernhard Langer,11
79,0,01707,Steve Lowery,11
79,0,01724,Jeff Maggert,11
79,0,02110,Jerry Smith,11
