RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,01706,Davis Love III,8
1,0,01766,Billy Mayfair,8
3,0,01042,Paul Azinger,5
3,0,21805,Harrison Frazar,5
3,0,01475,Donnie Hammond,5
3,0,21007,Gabriel Hjertstedt,5
3,0,10649,Tom Scherrer,5
3,0,20436,Garrett Willis,5
3,0,20566,Kaname Yokoo,5
10,0,10885,Robert Allenby,4
10,0,23613,Rich Barcelo,4
10,0,01098,Jay Don Blake,4
10,0,01157,Tom Byrum,4
10,0,01161,Mark Calcavecchia,4
10,0,01175,Jim Carter,4
10,0,01219,John Cook,4
10,0,01249,John Daly,4
10,0,12645,Brent Geiberger,4
10,0,20157,Retief Goosen,4
10,0,01771,Blaine McCallister,4
10,0,22046,Geoff Ogilvy,4
10,0,01927,Dennis Paulson,4
10,0,01938,David Peoples,4
10,0,01945,Kenny Perry,4
10,0,07749,Brett Quigley,4
10,0,02002,John Riegger,4
10,0,23034,Brent Schwarzrock,4
10,0,11011,Mike Sposa,4
10,0,06613,Tommy Tolles,4
10,0,02206,David Toms,4
10,0,02239,Scott Verplank,4
32,0,21633,Steve Allan,3
32,0,06004,Stephen Ames,3
32,0,20098,Stuart Appleby,3
32,0,01035,Tommy Armour III,3
32,0,23614,Rich Beem,3
32,0,07003,David Berganio Jr.,3
32,0,22290,Rob Bradley,3
32,0,08123,Jeff Brehaut,3
32,0,12510,Chad Campbell,3
32,0,20831,Emanuele Canonica,3
32,0,07569,Mark Carnevale,3
32,0,01185,Brandel Chamblee,3
32,0,01203,Russ Cochran,3
32,0,21584,Richie Coughlan,3
32,0,06251,Chris DiMarco,3
32,0,06621,Joe Durant,3
32,0,01307,Joel Edwards,3
32,0,12760,Danny Ellis,3
32,0,06522,Ernie Els,3
32,0,01320,Bob Estes,3
32,0,01323,Brad Fabel,3
32,0,01329,Brad Faxon,3
32,0,07457,Steve Flesch,3
32,0,01378,David Frost,3
32,0,21209,Sergio Garcia,3
