RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,01320,Bob Estes,17
2,0,01527,Scott Hoch,14
3,0,01706,Davis Love III,13
4,0,01666,Bernhard Langer,11
4,0,08793,Tiger Woods,11
6,0,20127,Chris Riley,10
7,0,01161,Mark Calcavecchia,9
7,0,21209,Sergio Garcia,9
7,0,19846,Brian Gay,9
7,0,21806,Paul Gow,9
7,0,02104,Jeff Sluman,9
12,0,01381,Fred Funk,8
12,0,10565,Ian Leggatt,8
12,0,01968,Nick Price,8
15,0,01024,Billy Andrade,7
15,0,07867,Woody Austin,7
15,0,06621,Joe Durant,7
15,0,09011,David Duval,7
15,0,10809,Jim Furyk,7
15,0,10201,Matt Gogel,7
15,0,08633,Per-Ulrik Johansson,7
15,0,10860,Justin Leonard,7
15,0,01810,Phil Mickelson,7
15,0,02101,Joey Sindelar,7
15,0,06595,Kevin Sutherland,7
15,0,02223,Bob Tway,7
27,0,06004,Stephen Ames,6
27,0,20098,Stuart Appleby,6
27,0,20498,Briny Baird,6
27,0,12652,Cameron Beckman,6
27,0,01139,Olin Browne,6
27,0,06251,Chris DiMarco,6
27,0,23125,Brad Elder,6
27,0,06522,Ernie Els,6
27,0,01378,David Frost,6
27,0,12645,Brent Geiberger,6
27,0,01457,Jay Haas,6
27,0,06575,Dudley Hart,6
27,0,01553,John Huston,6
27,0,06332,Neal Lancaster,6
27,0,01707,Steve Lowery,6
27,0,01724,Jeff Maggert,6
27,0,12680,Shigeki Maruyama,6
27,0,01766,Billy Mayfair,6
27,0,10585,Scott McCarron,6
27,0,10912,Craig Perks,6
27,0,01941,Tom Pernice Jr.,6
27,0,06567,Vijay Singh,6
27,0,06527,Steve Stricker,6
27,0,02206,David Toms,6
27,0,02214,Kirk Triplett,6
27,0,02239,Scott Verplank,6
53,0,01042,Paul Azinger,5
53,0,07003,David Berganio Jr.,5
53,0,01098,Jay Don Blake,5
53,0,20593,Greg Chalmers,5
53,0,24357,K.J. Choi,5
53,0,19825,Darren Clarke,5
53,0,19972,José Coceres,5
53,0,08931,Glen Day,5
53,0,01307,Joel Edwards,5
53,0,01329,Brad Faxon,5
53,0,07457,Steve Flesch,5
53,0,01361,Dan Forsman,5
53,0,23338,David Gossett,5
53,0,12782,Tim Herron,5
53,0,21961,Charles Howell III,5
53,0,06514,Kevin Johnson,5
53,0,06315,Pete Jordan,5
53,0,08075,Jerry Kelly,5
53,0,01677,Tom Lehman,5
53,0,11032,Frank Lickliter II,5
53,0,06350,Bob May,5
53,0,06090,Jim McGovern,5
53,0,01797,Rocco Mediate,5
53,0,06515,Shaun Micheel,5
53,0,22046,Geoff Ogilvy,5
53,0,01938,David Peoples,5
53,0,01945,Kenny Perry,5
53,0,07749,Brett Quigley,5
53,0,02106,Chris Smith,5
53,0,02110,Jerry Smith,5
53,0,08375,Paul Stankowski,5
53,0,02170,Hal Sutton,5
53,0,06078,Esteban Toledo,5
53,0,10423,Mike Weir,5
53,0,10425,Jay Williamson,5
53,0,20566,Kaname Yokoo,5
89,0,01014,Fulton Allem,4
89,0,10885,Robert Allenby,4
89,0,01035,Tommy Armour III,4
89,0,23614,Rich Beem,4
89,0,01132,Mark Brooks,4
89,0,06809,Bob Burns,4
89,0,01175,Jim Carter,4
89,0,20229,Stewart Cink,4
89,0,12388,Michael Clark II,4
89,0,01219,John Cook,4
89,0,01249,John Daly,4
89,0,19881,Robert Damron,4
89,0,21805,Harrison Frazar,4
89,0,20043,Edward Fryatt,4
89,0,06643,Paul Goydos,4
89,0,01475,Donnie Hammond,4
89,0,20766,Padraig Harrington,4
89,0,08537,J.P. Hayes,4
89,0,23353,J.J. Henry,4
89,0,01577,Lee Janzen,4
89,0,19958,Miguel Angel Jiménez,4
89,0,20094,Jonathan Kaye,4
89,0,01619,Skip Kendall,4
89,0,23108,Matt Kuchar,4
89,0,01685,J.L. Lewis,4
89,0,01723,Andrew Magee,4
89,0,01761,Len Mattiace,4
89,0,01771,Blaine McCallister,4
89,0,08339,Spike McRoy,4
89,0,01823,Larry Mize,4
89,0,12753,David Morland IV,4
89,0,06373,José María Olazábal,4
