RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,01320,Bob Estes,25
2,0,01968,Nick Price,20
3,0,01619,Skip Kendall,18
4,0,08931,Glen Day,17
5,0,12652,Cameron Beckman,16
6,0,06350,Bob May,15
6,0,01945,Kenny Perry,15
8,0,06251,Chris DiMarco,14
9,0,06332,Neal Lancaster,13
9,0,10585,Scott McCarron,13
9,0,20127,Chris Riley,13
9,0,02010,Loren Roberts,13
9,0,02239,Scott Verplank,13
14,0,08537,J.P. Hayes,12
14,0,01553,John Huston,12
14,0,01577,Lee Janzen,12
17,0,06617,Brian Henninger,10
17,0,08793,Tiger Woods,10
19,0,09011,David Duval,9
19,0,01381,Fred Funk,9
19,0,23338,David Gossett,9
19,0,02106,Chris Smith,9
19,0,10423,Mike Weir,9
24,0,01042,Paul Azinger,8
24,0,01098,Jay Don Blake,8
24,0,12823,Carlos Franco,8
24,0,23108,Matt Kuchar,8
24,0,08553,Lee Porter,8
29,0,01200,Keith Clearwater,7
30,0,01143,Brad Bryant,6
30,0,12510,Chad Campbell,6
30,0,19881,Robert Damron,6
30,0,23125,Brad Elder,6
30,0,01361,Dan Forsman,6
30,0,12645,Brent Geiberger,6
30,0,08881,Tripp Isenhour,6
30,0,12680,Shigeki Maruyama,6
38,0,20498,Briny Baird,5
38,0,20229,Stewart Cink,5
38,0,19825,Darren Clarke,5
38,0,01203,Russ Cochran,5
38,0,06522,Ernie Els,5
38,0,01385,Jim Gallagher Jr.,5
38,0,22892,Jason Gore,5
38,0,12626,Joey Gullion,5
38,0,08545,Glen Hnatiuk,5
38,0,08633,Per-Ulrik Johansson,5
38,0,07749,Brett Quigley,5
38,0,11011,Mike Sposa,5
38,0,06078,Esteban Toledo,5
38,0,08385,Omar Uresti,5
52,0,06004,Stephen Ames,4
52,0,20099,Doug Barron,4
52,0,07003,David Berganio Jr.,4
52,0,06220,Jaxon Brigman,4
52,0,06809,Bob Burns,4
52,0,24925,Jonathan Byrd,4
52,0,01157,Tom Byrum,4
52,0,25364,Paul Casey,4
52,0,24357,K.J. Choi,4
52,0,25791,Michael Christensen,4
52,0,12388,Michael Clark II,4
52,0,01219,John Cook,4
52,0,01226,Fred Couples,4
52,0,07763,Doug Dunakey,4
52,0,01307,Joel Edwards,4
52,0,12760,Danny Ellis,4
52,0,10809,Jim Furyk,4
52,0,21209,Sergio Garcia,4
52,0,23353,J.J. Henry,4
52,0,24739,Katsumune Imai,4
52,0,06315,Pete Jordan,4
52,0,20218,Shingo Katayama,4
52,0,08075,Jerry Kelly,4
52,0,01887,Mark O'Meara,4
52,0,20095,Carl Paulson,4
52,0,01927,Dennis Paulson,4
52,0,23034,Brent Schwarzrock,4
52,0,02135,Mike Standly,4
52,0,12714,Chris Tidland,4
52,0,02241,Bobby Wadkins,4
52,0,20436,Garrett Willis,4
52,0,02294,Willie Wood,4
52,0,02322,Richard Zokol,4
85,0,25083,Jeremy Anderson,3
85,0,21180,Tony Carolan,3
85,0,01282,Trevor Dodds,3
85,0,06621,Joe Durant,3
85,0,22122,Andrew McLardy,3
85,0,12660,Jesper Parnevik,3
85,0,01938,David Peoples,3
85,0,11246,Des Smyth,3
85,0,02206,David Toms,3
94,0,01078,Jim Benepe,2
94,0,12393,Rodney Butcher,2
94,0,07569,Mark Carnevale,2
94,0,25939,Nick Cassini,2
94,0,20593,Greg Chalmers,2
94,0,22621,Ben Curtis,2
94,0,06741,Gene Fieger,2
94,0,20763,Pierre Fulke,2
94,0,06575,Dudley Hart,2
94,0,24956,Mikko Ilonen,2
94,0,01706,Davis Love III,2
94,0,01724,Jeff Maggert,2
94,0,25275,James McLean,2
94,0,08635,Colin Montgomerie,2
94,0,20628,Arron Oberholser,2
94,0,01926,Steve Pate,2
94,0,01960,Don Pooley,2
94,0,24138,Ian Poulter,2
94,0,25457,Alexandre Rocha,2
94,0,06567,Vijay Singh,2
94,0,23500,Dane Staton,2
94,0,06693,Ken Tanigawa,2
