RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,26758,David Hearn,31' 11",28561.333,895,Under
2,0,30925,Dustin Johnson,32' 8",36317.583,1112,2 Under
3,0,39328,Conrad Shindler,33' 3",26115.000,786,Under
4,0,22056,Cameron Percy,33' 7",24572.833,731,1 Under
5,0,30926,Chris Kirk,33' 8",57795.667,1717,1 Under
6,0,35545,Blayne Barber,33' 9",36034.750,1067,1 Under
6,0,33410,Andrew Landry,33' 9",43881.833,1300,Under
6,0,26476,Chez Reavie,33' 9",36156.167,1072,1 Under
9,0,19803,Ryan Armour,33' 10",58195.000,1719,1 Under
10,0,35532,Tom Hoge,33' 11",49966.417,1473,1 Under
10,0,24024,Zach Johnson,33' 11",43656.250,1288,1 Under
10,0,21528,Henrik Stenson,33' 11",26684.750,786,1 Under
10,0,31560,Brian Stuard,33' 11",53267.917,1572,Under
14,0,34563,Chesson Hadley,34' 1",54245.417,1593,1 Under
15,0,33141,Keegan Bradley,34' 2",48912.583,1430,1 Under
16,0,23353,J.J. Henry,34' 4",38798.917,1130,Under
16,0,37275,Sam Ryder,34' 4",42879.333,1250,1 Under
16,0,08793,Tiger Woods,34' 4",36233.250,1055,1 Under
19,0,48084,Wesley Bryan,34' 5",31180.000,905,Under
19,0,25396,Kevin Na,34' 5",42805.083,1245,1 Under
19,0,24138,Ian Poulter,34' 5",30724.583,892,1 Under
19,0,39324,J.J. Spaun,34' 5",43684.333,1269,1 Under
23,0,12510,Chad Campbell,34' 6",41215.500,1195,Under
23,0,33122,Russell Knox,34' 6",45524.833,1321,Under
23,0,28775,Nate Lashley,34' 6",21483.250,622,Under
23,0,26329,Louis Oosthuizen,34' 6",28264.000,819,Under
23,0,27095,Nick Watney,34' 6",49112.333,1422,1 Under
28,0,32102,Rickie Fowler,34' 7",37451.250,1083,1 Under
28,0,10809,Jim Furyk,34' 7",28500.167,825,Under
28,0,22405,Justin Rose,34' 7",32722.750,947,1 Under
28,0,30110,Kyle Stanley,34' 7",41419.000,1198,1 Under
28,0,29485,Brett Stegmaier,34' 7",28902.500,836,Under
28,0,23325,Vaughn Taylor,34' 7",43102.333,1246,1 Under
34,0,39997,Corey Conners,34' 8",48904.333,1412,1 Under
34,0,19846,Brian Gay,34' 8",57079.667,1646,1 Under
34,0,34046,Jordan Spieth,34' 8",40785.333,1177,1 Under
37,0,20229,Stewart Cink,34' 9",41565.417,1197,1 Under
37,0,32757,Patton Kizzire,34' 9",48218.667,1388,1 Under
37,0,26596,Ryan Moore,34' 9",40862.500,1176,1 Under
37,0,33418,Shawn Stefani,34' 9",37039.500,1067,1 Under
