RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,01226,Fred Couples,72.84,59,81,-60,-9.00
2,0,08793,Tiger Woods,72.03,103,143,-115,-5.00
3,0,01810,Phil Mickelson,69.60,87,125,-91,+15.00
4,0,22371,Aaron Baddeley,68.33,82,120,-87,+1.00
5,0,01320,Bob Estes,68.22,73,107,-77,-26.00
6,0,01968,Nick Price,67.57,50,74,-53,E
7,0,23983,Luke Donald,67.33,68,101,-71,-36.00
8,0,06567,Vijay Singh,66.50,137,206,-146,-19.00
9,0,20229,Stewart Cink,66.43,95,143,-100,-27.00
10,0,07457,Steve Flesch,65.76,121,184,-128,-24.00
11,0,06595,Kevin Sutherland,65.69,90,137,-96,-5.00
12,0,19825,Darren Clarke,65.66,65,99,-71,-1.00
13,0,20663,Brenden Pappas,65.55,137,209,-146,+5.00
14,0,19824,Craig Barlow,65.03,119,183,-130,E
15,0,25345,Carl Pettersson,64.75,79,122,-83,+1.00
16,0,02214,Kirk Triplett,64.66,86,133,-89,-20.00
17,0,02010,Loren Roberts,64.58,31,48,-33,-38.00
18,0,20098,Stuart Appleby,64.43,96,149,-103,E
19,0,10860,Justin Leonard,64.29,72,112,-76,-19.00
20,0,01457,Jay Haas,64.10,75,117,-80,-27.00
21,0,08123,Jeff Brehaut,64.06,139,217,-144,-6.00
22,0,20940,Kenichi Kuboya,64.00,80,125,-84,-10.00
23,0,08375,Paul Stankowski,63.57,82,129,-91,+7.00
24,0,24357,K.J. Choi,63.28,112,177,-120,-20.00
24,0,10733,Kent Jones,63.28,81,128,-85,-13.00
26,0,24925,Jonathan Byrd,63.16,120,190,-125,+9.00
27,0,12510,Chad Campbell,63.01,109,173,-124,-9.00
28,0,10809,Jim Furyk,62.77,86,137,-96,-37.00
29,0,06527,Steve Stricker,62.50,55,88,-56,+6.00
30,0,22892,Jason Gore,62.42,93,149,-102,+18.00
31,0,11011,Mike Sposa,62.40,78,125,-88,E
32,0,01577,Lee Janzen,62.39,68,109,-79,-20.00
33,0,22046,Geoff Ogilvy,62.34,96,154,-100,-14.00
34,0,12602,Dean Wilson,62.31,81,130,-83,-11.00
35,0,01553,John Huston,62.30,76,122,-82,-32.00
36,0,07749,Brett Quigley,62.26,99,159,-102,+1.00
37,0,01706,Davis Love III,62.24,89,143,-97,-3.00
38,0,21209,Sergio Garcia,62.22,56,90,-63,+2.00
39,0,20593,Greg Chalmers,62.13,105,169,-114,-8.00
40,0,20634,Peter Lonard,62.07,90,145,-93,-4.00
41,0,01035,Tommy Armour III,62.00,62,100,-67,-11.00
42,0,01388,Robert Gamez,61.84,128,207,-143,+3.00
43,0,10912,Craig Perks,61.60,77,125,-84,-10.00
44,0,20628,Arron Oberholser,61.43,86,140,-90,-13.00
45,0,01361,Dan Forsman,61.07,80,131,-83,-18.00
46,0,20121,Todd Fischer,60.96,89,146,-94,-17.00
47,0,20645,John Senden,60.83,132,217,-139,-6.00
48,0,12660,Jesper Parnevik,60.82,104,171,-111,-8.00
49,0,01161,Mark Calcavecchia,60.74,82,135,-83,-12.00
50,0,24502,Adam Scott,60.66,37,61,-41,+2.00
51,0,20094,Jonathan Kaye,60.56,86,142,-92,+2.00
52,0,12661,Todd Barranger,60.51,95,157,-104,+21.00
53,0,20157,Retief Goosen,60.48,75,124,-81,-4.00
54,0,19846,Brian Gay,60.34,70,116,-77,-15.00
55,0,06004,Stephen Ames,60.26,91,151,-99,-17.00
56,0,06251,Chris DiMarco,60.13,95,158,-102,-14.00
57,0,01928,Corey Pavin,60.00,60,100,-62,-22.00
57,0,01948,Tim Petrovic,60.00,96,160,-104,-21.00
57,0,02206,David Toms,60.00,78,130,-83,-21.00
60,0,21805,Harrison Frazar,59.89,106,177,-112,-3.00
61,0,06581,David Sutherland,59.86,85,142,-91,-10.00
61,0,02239,Scott Verplank,59.86,85,142,-90,-39.00
63,0,01941,Tom Pernice Jr.,59.77,104,174,-114,-15.00
64,0,10107,Deane Pappas,59.76,98,164,-102,+10.00
65,0,01945,Kenny Perry,59.60,90,151,-94,-21.00
66,0,06078,Esteban Toledo,59.46,88,148,-94,-31.00
67,0,06034,Marco Dawson,59.42,82,138,-85,-9.00
68,0,12705,Cliff Kresge,59.32,105,177,-114,-6.00
69,0,21961,Charles Howell III,59.31,121,204,-132,-17.00
70,0,01677,Tom Lehman,59.26,80,135,-87,-2.00
71,0,01761,Len Mattiace,59.18,58,98,-61,-29.00
72,0,06332,Neal Lancaster,59.11,120,203,-130,-12.00
73,0,10565,Ian Leggatt,59.09,78,132,-83,+1.00
73,0,12680,Shigeki Maruyama,59.09,65,110,-72,-15.00
75,0,22548,Patrick Sheehan,59.06,101,171,-112,-11.00
76,0,23541,Ben Crane,58.97,92,156,-96,-4.00
77,0,20498,Briny Baird,58.89,106,180,-114,-28.00
78,0,01938,David Peoples,58.70,81,138,-89,-13.00
79,0,10885,Robert Allenby,58.67,88,150,-95,-3.00
80,0,01685,J.L. Lewis,58.64,95,162,-105,+18.00
81,0,12823,Carlos Franco,58.51,141,241,-156,-3.00
82,0,23338,David Gossett,58.33,98,168,-108,-19.00
83,0,12782,Tim Herron,58.24,106,182,-110,E
84,0,06515,Shaun Micheel,58.23,92,158,-97,-8.00
85,0,02223,Bob Tway,58.06,90,155,-96,-13.00
86,0,23552,Hank Kuehne,58.05,119,205,-127,+4.00
87,0,02106,Chris Smith,58.01,105,181,-112,+3.00
88,0,06522,Ernie Els,57.89,55,95,-63,-7.00
89,0,19972,José Coceres,57.84,59,102,-64,-3.00
90,0,08537,J.P. Hayes,57.83,48,83,-50,-33.00
91,0,22913,John Rollins,57.72,71,123,-74,-17.00
92,0,25031,Andy Miller,57.69,90,156,-97,+7.00
92,0,10213,Dicky Pride,57.69,60,104,-62,-20.00
94,0,23034,Brent Schwarzrock,57.66,79,137,-81,+2.00
