RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
95,0,07223,Brian Bateman,57.60,72,125,-76,+4.00
96,0,01175,Jim Carter,57.14,72,126,-75,-13.00
96,0,23353,J.J. Henry,57.14,112,196,-123,+3.00
98,0,08075,Jerry Kelly,56.91,107,188,-114,-14.00
99,0,07101,Dave Stockton Jr.,56.78,67,118,-71,-12.00
100,0,20572,Rod Pampling,56.76,84,148,-88,-13.00
101,0,10585,Scott McCarron,56.69,89,157,-93,-10.00
102,0,08931,Glen Day,56.41,88,156,-95,-33.00
103,0,01157,Tom Byrum,56.31,58,103,-63,-17.00
104,0,01381,Fred Funk,56.20,77,137,-80,-33.00
105,0,20436,Garrett Willis,56.12,110,196,-119,-4.00
106,0,12645,Brent Geiberger,55.95,47,84,-51,-13.00
107,0,01139,Olin Browne,55.91,71,127,-74,-47.00
108,0,12662,Thomas Levet,55.86,81,145,-87,-12.00
109,0,01887,Mark O'Meara,55.77,29,52,-33,-6.00
109,0,26489,Cameron Yancey,55.77,58,104,-63,+5.00
111,0,23108,Matt Kuchar,55.68,49,88,-51,+4.00
112,0,07721,Pat Bates,55.56,85,153,-90,-19.00
112,0,02246,Duffy Waldorf,55.56,85,153,-91,-6.00
114,0,02049,Gene Sauers,55.36,62,112,-65,+3.00
115,0,24356,Jason Buha,55.32,52,94,-53,+1.00
115,0,06643,Paul Goydos,55.32,52,94,-55,-25.00
115,0,11032,Frank Lickliter II,55.32,78,141,-84,-22.00
118,0,06617,Brian Henninger,55.22,37,67,-37,-6.00
119,0,02104,Jeff Sluman,54.97,83,151,-87,-29.00
120,0,01024,Billy Andrade,54.82,91,166,-94,-9.00
121,0,08339,Spike McRoy,54.78,86,157,-89,+6.00
121,0,23177,Kenneth Staton,54.78,63,115,-70,+5.00
123,0,12388,Michael Clark II,54.76,46,84,-47,-5.00
123,0,26950,John Morgan,54.76,92,168,-101,-1.00
125,0,23036,Chris Anderson,54.68,76,139,-83,-13.00
126,0,08633,Per-Ulrik Johansson,54.60,95,174,-98,-5.00
127,0,23621,Rory Sabbatini,54.49,85,156,-89,+4.00
128,0,01042,Paul Azinger,54.39,62,114,-66,-5.00
129,0,20568,Anthony Painter,54.32,88,162,-91,+16.00
130,0,01766,Billy Mayfair,54.30,101,186,-106,-9.00
131,0,01569,Peter Jacobsen,54.26,51,94,-55,-4.00
131,0,20573,Scott Laycock,54.26,51,94,-53,-4.00
131,0,01724,Jeff Maggert,54.26,70,129,-74,-17.00
131,0,20095,Carl Paulson,54.26,121,223,-130,-20.00
135,0,07941,Mike Grob,54.23,77,142,-82,-17.00
136,0,22295,Darron Stiles,54.17,91,168,-100,-9.00
137,0,01249,John Daly,54.14,72,133,-80,+1.00
138,0,12652,Cameron Beckman,54.09,86,159,-92,-8.00
139,0,10201,Matt Gogel,54.00,54,100,-58,-7.00
140,0,02101,Joey Sindelar,53.94,89,165,-93,-12.00
141,0,06573,Brandt Jobe,53.57,75,140,-80,-5.00
142,0,10425,Jay Williamson,53.54,68,127,-73,-11.00
143,0,01378,David Frost,53.47,54,101,-60,-33.00
144,0,08725,Tom Gillis,53.39,63,118,-67,-6.00
145,0,20548,Hidemichi Tanaka,53.30,105,197,-110,-37.00
146,0,01307,Joel Edwards,53.19,50,94,-53,-19.00
147,0,01098,Jay Don Blake,53.13,51,96,-52,+8.00
147,0,01619,Skip Kendall,53.13,85,160,-89,-48.00
149,0,23135,Tim Clark,53.09,43,81,-48,-31.00
150,0,06575,Dudley Hart,53.06,52,98,-55,-13.00
150,0,02002,John Riegger,53.06,52,98,-56,-6.00
152,0,25450,Ty Tryon,53.04,61,115,-63,+6.00
153,0,20099,Doug Barron,52.86,74,140,-78,-19.00
153,0,22293,Heath Slocum,52.86,74,140,-77,-20.00
155,0,02170,Hal Sutton,52.78,57,108,-61,-13.00
156,0,24361,Pat Perez,52.53,83,158,-93,-12.00
157,0,20029,Notah Begay III,52.38,77,147,-84,E
158,0,19881,Robert Damron,52.35,78,149,-79,-20.00
159,0,01329,Brad Faxon,52.25,58,111,-63,-18.00
160,0,12755,Vance Veazey,52.17,60,115,-63,-1.00
161,0,01797,Rocco Mediate,51.89,55,106,-60,-2.00
162,0,06809,Bob Burns,51.85,56,108,-61,-6.00
162,0,23656,Jason Caron,51.85,70,135,-73,+7.00
164,0,21739,Aaron Barber,51.72,60,116,-64,-19.00
165,0,01132,Mark Brooks,51.69,46,89,-47,-23.00
165,0,10423,Mike Weir,51.69,61,118,-62,-12.00
167,0,08337,Mike Heinen,51.67,108,209,-116,-15.00
168,0,23614,Rich Beem,51.54,67,130,-73,+6.00
169,0,20127,Chris Riley,51.38,56,109,-60,-23.00
170,0,20472,Alex Cejka,51.37,75,146,-80,-2.00
171,0,07867,Woody Austin,51.13,113,221,-125,-9.00
172,0,08547,John Maginnes,51.06,48,94,-51,-20.00
173,0,26420,Richard Johnson,50.43,58,115,-60,-13.00
174,0,01707,Steve Lowery,50.35,71,141,-78,-13.00
175,0,06621,Joe Durant,50.00,87,174,-90,-11.00
175,0,23125,Brad Elder,50.00,39,78,-40,+4.00
175,0,01723,Andrew Magee,50.00,90,180,-97,-14.00
178,0,20574,Mathew Goggin,49.75,100,201,-108,+5.00
179,0,01475,Donnie Hammond,49.61,64,129,-65,-20.00
180,0,20566,Kaname Yokoo,48.84,42,86,-45,-2.00
181,0,21878,Mark Wilson,48.67,55,113,-56,-13.00
182,0,21806,Paul Gow,48.41,61,126,-67,-8.00
183,0,21633,Steve Allan,47.52,48,101,-50,+16.00
184,0,08545,Glen Hnatiuk,47.15,58,123,-63,-17.00
185,0,01666,Bernhard Langer,46.38,32,69,-34,-17.00
186,0,22621,Ben Curtis,45.63,47,103,-51,-10.00
187,0,20771,Steven Alker,45.26,43,95,-46,-41.00
188,0,25692,Akio Sadakata,43.08,56,130,-59,+5.00
189,0,06475,Jeff Klein,40.32,25,62,-28,-8.00
190,0,20623,Gavin Coles,39.66,23,58,-23,-2.00
