RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,30946,Alex Prugh,154.3,5033287000,906
2,0,01249,John Daly,155.3,2824184000,505
3,0,27436,Graham DeLaet,156.9,4853369000,859
3,0,06012,Greg Kraft,156.9,2450932000,434
5,0,26392,Chris Wilson,157.1,3200776000,566
6,0,23349,Charles Warren,157.4,3415970000,603
7,0,24358,Robert Garrigus,157.5,3712877000,655
7,0,22122,Andrew McLardy,157.5,2897573000,511
7,0,10425,Jay Williamson,157.5,4042254000,713
10,0,31560,Brian Stuard,157.9,4621736000,813
11,0,20850,Daniel Chopra,158.1,4268032000,750
12,0,12782,Tim Herron,158.3,4547237000,798
12,0,21961,Charles Howell III,158.3,6264080000,1099
14,0,08375,Paul Stankowski,158.7,3381508000,592
15,0,01313,Steve Elkington,158.8,4104937000,718
16,0,06621,Joe Durant,158.9,3837409000,671
16,0,21209,Sergio Garcia,158.9,2384967000,417
16,0,28158,Steve Marino,158.9,4045445000,707
19,0,33419,Cameron Tringale,159.0,2982240000,521
20,0,32102,Rickie Fowler,159.1,5516359000,963
20,0,20105,Jeff Gove,159.1,2846863000,497
20,0,20691,Greg Owen,159.1,4003091000,699
23,0,29910,Blake Adams,159.2,4860123000,848
23,0,27330,Josh Teater,159.2,6091347000,1063
25,0,23322,Brett Wetterich,159.3,3493397000,609
26,0,28500,Martin Flores,159.5,3966636000,691
26,0,29221,Webb Simpson,159.5,6029615000,1050
26,0,26289,Boo Weekley,159.5,5054021000,880
29,0,27120,Troy Matteson,159.6,5325374000,927
30,0,27963,Chris Stroud,159.7,4842011000,842
31,0,24227,Justin Bolli,159.8,2727667000,474
31,0,01320,Bob Estes,159.8,4822115000,838
31,0,26851,Marc Leishman,159.8,4659619000,810
34,0,28475,Jeff Overton,159.9,4537360000,788
35,0,20070,Matt Bettencourt,160.0,4469187000,776
35,0,20378,Mathias Grönberg,160.0,3231643000,561
35,0,22056,Cameron Percy,160.0,3888464000,675
35,0,25345,Carl Pettersson,160.0,5557093000,965
39,0,01619,Skip Kendall,160.1,3297287000,572
39,0,27797,Derek Lamely,160.1,4167016000,723
39,0,26695,Michael Letzig,160.1,5128428000,890
39,0,01707,Steve Lowery,160.1,3602404000,625
39,0,01797,Rocco Mediate,160.1,4115374000,714
44,0,21949,Joe Ogilvie,160.2,5548070000,962
44,0,12714,Chris Tidland,160.2,4418237000,766
46,0,27141,J.B. Holmes,160.3,5736250000,994
46,0,01706,Davis Love III,160.3,4299936000,745
48,0,20098,Stuart Appleby,160.4,5891086000,1020
49,0,01116,Michael Bradley,160.5,4696382000,813
49,0,08537,J.P. Hayes,160.5,4414921000,764
49,0,23548,Bill Lunde,160.5,4529361000,784
49,0,23621,Rory Sabbatini,160.5,4193768000,726
53,0,07363,Craig Bowden,160.6,3266111000,565
53,0,23673,Michael Connell,160.6,5069729000,877
53,0,29285,Brent Delahoussaye,160.6,3225995000,558
53,0,22913,John Rollins,160.6,4862999000,841
57,0,01945,Kenny Perry,160.7,3836017000,663
57,0,26882,Michael Sim,160.7,3663115000,633
57,0,06567,Vijay Singh,160.7,3725270000,644
60,0,24925,Jonathan Byrd,160.8,5529760000,955
60,0,26881,Jarrod Lyle,160.8,3084472000,533
60,0,27933,John Merrick,160.8,6194620000,1070
60,0,07749,Brett Quigley,160.8,5958314000,1029
60,0,23307,Roger Tambellini,160.8,4196786000,725
65,0,23613,Rich Barcelo,160.9,3771989000,651
65,0,28307,Matt Every,160.9,3173370000,548
67,0,07867,Woody Austin,161.0,5500199000,949
67,0,27302,Garth Mulroy,161.0,2729285000,471
69,0,24357,K.J. Choi,161.1,4146863000,715
70,0,12652,Cameron Beckman,161.2,4022805000,693
70,0,20663,Brenden Pappas,161.2,3666899000,632
70,0,22293,Heath Slocum,161.2,5088029000,877
70,0,32617,Jerod Turner,161.2,2484095000,428
74,0,20498,Briny Baird,161.3,5569540000,959
74,0,21731,Freddie Jacobson,161.3,5254111000,905
74,0,10860,Justin Leonard,161.3,4680611000,806
74,0,08385,Omar Uresti,161.3,4401894000,758
78,0,12705,Cliff Kresge,161.4,3096284000,533
78,0,25892,Steve Wheatcroft,161.4,3630725000,625
80,0,06251,Chris DiMarco,161.5,5441605000,936
80,0,23409,James Driscoll,161.5,4969910000,855
80,0,08725,Tom Gillis,161.5,5699239000,980
80,0,01577,Lee Janzen,161.5,4644751000,799
80,0,27060,John Mallinger,161.5,4366462000,751
80,0,24361,Pat Perez,161.5,5524054000,950
86,0,32640,Troy Merritt,161.6,4816216000,828
86,0,20686,Jeev Milkha Singh,161.6,3642499000,626
88,0,12510,Chad Campbell,161.7,5605154000,963
88,0,01724,Jeff Maggert,161.7,4185171000,719
88,0,25818,Scott Piercy,161.7,5146386000,884
91,0,22371,Aaron Baddeley,161.8,5648416000,970
91,0,23638,Brendon de Jonge,161.8,6126841000,1052
91,0,22378,Trevor Immelman,161.8,3000440000,515
94,0,06004,Stephen Ames,161.9,4696719000,806
94,0,20229,Stewart Cink,161.9,4324109000,742
94,0,23135,Tim Clark,161.9,4714422000,809
