RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
101,0,01577,Lee Janzen,163.8,7417145.000,1258
101,0,27613,David Lutterus,163.8,5931499.000,1006
103,0,08725,Tom Gillis,163.9,9535350.000,1616
103,0,20160,Charlie Wi,163.9,9429874.000,1598
105,0,06004,Stephen Ames,164.0,7323003.000,1240
105,0,01706,Davis Love III,164.0,6991889.000,1184
105,0,12714,Chris Tidland,164.0,7185472.000,1217
105,0,12602,Dean Wilson,164.0,4976272.000,843
109,0,23788,D.J. Trahan,164.1,8680697.000,1469
110,0,22371,Aaron Baddeley,164.2,9268254.000,1568
110,0,20229,Stewart Cink,164.2,6873952.000,1163
110,0,28500,Martin Flores,164.2,6755106.000,1143
110,0,27933,John Merrick,164.2,9727753.000,1646
110,0,23623,Bo Van Pelt,164.2,9220222.000,1560
115,0,20593,Greg Chalmers,164.3,9199110.000,1555
115,0,26420,Richard Johnson,164.3,7744483.000,1309
117,0,24507,Jason Bohn,164.4,7846581.000,1326
117,0,20472,Alex Cejka,164.4,7155104.000,1209
117,0,21753,Brian Davis,164.4,9458281.000,1598
117,0,09011,David Duval,164.4,5911719.000,999
117,0,08075,Jerry Kelly,164.4,8713641.000,1472
117,0,27302,Garth Mulroy,164.4,4445124.000,751
117,0,24361,Pat Perez,164.4,8793075.000,1486
117,0,22913,John Rollins,164.4,7961476.000,1345
117,0,21878,Mark Wilson,164.4,8363856.000,1413
126,0,07749,Brett Quigley,164.5,9346369.000,1578
126,0,27214,Kevin Streelman,164.5,8477821.000,1432
126,0,02239,Scott Verplank,164.5,5944522.000,1004
129,0,20572,Rod Pampling,164.6,7448651.000,1257
130,0,23353,J.J. Henry,164.7,8391248.000,1415
130,0,30925,Dustin Johnson,164.7,6678103.000,1126
130,0,23108,Matt Kuchar,164.7,7975725.000,1345
130,0,24140,Sean O'Hair,164.7,6894483.000,1163
130,0,22056,Cameron Percy,164.7,6242866.000,1053
130,0,01948,Tim Petrovic,164.7,9999604.000,1687
136,0,22378,Trevor Immelman,164.8,4573042.000,771
136,0,25804,Bubba Watson,164.8,7099836.000,1197
138,0,26301,James Nitties,164.9,8606966.000,1450
139,0,28087,Kris Blanks,165.0,7887043.000,1328
139,0,23409,James Driscoll,165.0,7845269.000,1321
139,0,32640,Troy Merritt,165.0,8153568.000,1373
139,0,23621,Rory Sabbatini,165.0,7115610.000,1198
143,0,01766,Billy Mayfair,165.1,6904863.000,1162
143,0,22405,Justin Rose,165.1,7453217.000,1254
143,0,20645,John Senden,165.1,9254047.000,1557
143,0,27649,Brandt Snedeker,165.1,7976704.000,1342
143,0,06527,Steve Stricker,165.1,5967048.000,1004
148,0,24490,George McNeill,165.2,7453424.000,1253
149,0,27936,Martin Laird,165.3,8440734.000,1418
149,0,06595,Kevin Sutherland,165.3,8338458.000,1401
149,0,25632,Jimmy Walker,165.3,7472304.000,1256
152,0,23983,Luke Donald,165.5,5665947.000,951
152,0,26300,Matt Jones,165.5,8499693.000,1427
152,0,27095,Nick Watney,165.5,7369309.000,1237
152,0,24663,Y.E. Yang,165.5,6167000.000,1035
156,0,20848,Ángel Cabrera,165.6,5448996.000,914
157,0,01161,Mark Calcavecchia,165.7,3531995.000,592
157,0,25364,Paul Casey,165.7,4723280.000,792
157,0,23718,Nathan Green,165.7,8656690.000,1451
157,0,24924,Bill Haas,165.7,8030270.000,1346
161,0,28089,Jason Day,165.9,7590049.000,1271
161,0,24024,Zach Johnson,165.9,8038469.000,1346
161,0,01810,Phil Mickelson,165.9,6062460.000,1015
164,0,26951,Johnson Wagner,166.1,7910334.000,1323
165,0,20157,Retief Goosen,166.3,5675197.000,948
165,0,26679,Kevin Stadler,166.3,7736895.000,1292
167,0,25686,Jason Dufner,166.4,7390453.000,1234
167,0,24138,Ian Poulter,166.4,3642226.000,608
167,0,21959,Ted Purdy,166.4,8040390.000,1342
167,0,28780,Nicholas Thompson,166.4,8260947.000,1379
171,0,25396,Kevin Na,166.5,8161707.000,1362
172,0,28620,Aron Price,166.7,6663067.000,1110
173,0,10809,Jim Furyk,166.8,6473666.000,1078
173,0,20766,Padraig Harrington,166.8,4712696.000,785
175,0,25562,Andres Romero,166.9,7762280.000,1292
176,0,24846,Ricky Barnes,167.0,8936385.000,1486
176,0,25720,Chad Collins,167.0,8104401.000,1348
176,0,26596,Ryan Moore,167.0,6566373.000,1092
176,0,25240,D.A. Points,167.0,8516703.000,1417
176,0,20436,Garrett Willis,167.0,7625164.000,1268
181,0,12716,Charley Hoffman,167.1,8299727.000,1380
182,0,25900,Lucas Glover,167.2,6325222.000,1051
182,0,20574,Mathew Goggin,167.2,8175241.000,1358
182,0,28237,Rory McIlroy,167.2,4322543.000,718
185,0,10885,Robert Allenby,167.3,6601291.000,1096
185,0,10585,Scott McCarron,167.3,8959481.000,1488
187,0,22946,Henrik Bjornstad,167.7,6385961.000,1058
187,0,06522,Ernie Els,167.7,5951395.000,986
189,0,11123,Chris Couch,167.9,6372178.000,1054
190,0,24502,Adam Scott,168.3,5664423.000,935
191,0,24781,Hunter Mahan,168.7,7267578.000,1197
192,0,27770,Camilo Villegas,169.0,6121003.000,1006
