RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,10425,Jay Williamson,158.2,6224604.000,1093
2,0,01249,John Daly,158.4,4790129.000,840
3,0,06012,Greg Kraft,159.3,3991266.000,696
4,0,30946,Alex Prugh,159.4,8227480.000,1434
5,0,32617,Jerod Turner,159.9,4122724.000,716
6,0,01116,Michael Bradley,160.1,7033452.000,1220
6,0,08385,Omar Uresti,160.1,6304630.000,1094
8,0,29910,Blake Adams,160.3,7769842.000,1346
9,0,24227,Justin Bolli,160.4,4319380.000,748
9,0,08537,J.P. Hayes,160.4,7033526.000,1218
11,0,22122,Andrew McLardy,160.5,4541246.000,786
11,0,29221,Webb Simpson,160.5,9479492.000,1641
13,0,20691,Greg Owen,160.6,6409981.000,1109
13,0,31560,Brian Stuard,160.6,7331257.000,1268
15,0,20105,Jeff Gove,160.7,4570715.000,790
15,0,27330,Josh Teater,160.7,9532782.000,1648
15,0,26392,Chris Wilson,160.7,5351459.000,925
18,0,06621,Joe Durant,160.8,5927009.000,1024
18,0,12782,Tim Herron,160.8,7130851.000,1232
20,0,29285,Brent Delahoussaye,160.9,4882411.000,843
21,0,20070,Matt Bettencourt,161.0,7229728.000,1247
21,0,20850,Daniel Chopra,161.0,6918709.000,1194
23,0,23135,Tim Clark,161.1,7053249.000,1216
23,0,28475,Jeff Overton,161.1,7378820.000,1272
23,0,25345,Carl Pettersson,161.1,8610600.000,1485
26,0,33419,Cameron Tringale,161.2,4654208.000,802
27,0,23673,Michael Connell,161.3,8025662.000,1382
27,0,02206,David Toms,161.3,7301276.000,1257
29,0,24358,Robert Garrigus,161.4,6327022.000,1089
29,0,10860,Justin Leonard,161.4,7511747.000,1293
31,0,19846,Brian Gay,161.6,8557788.000,1471
31,0,01619,Skip Kendall,161.6,5113694.000,879
31,0,26882,Michael Sim,161.6,5527947.000,950
31,0,20686,Jeev Milkha Singh,161.6,5417588.000,931
31,0,12755,Vance Veazey,161.6,4998442.000,859
36,0,27436,Graham DeLaet,161.7,7917854.000,1360
36,0,28307,Matt Every,161.7,5298443.000,910
36,0,32102,Rickie Fowler,161.7,8646176.000,1485
36,0,26289,Boo Weekley,161.7,7703690.000,1323
40,0,01320,Bob Estes,161.8,7402975.000,1271
40,0,21731,Freddie Jacobson,161.8,8048365.000,1382
40,0,23322,Brett Wetterich,161.8,5515823.000,947
43,0,07363,Craig Bowden,161.9,4988051.000,856
43,0,12705,Cliff Kresge,161.9,4704463.000,807
43,0,01724,Jeff Maggert,161.9,6580686.000,1129
43,0,06567,Vijay Singh,161.9,5957022.000,1022
43,0,22293,Heath Slocum,161.9,7628194.000,1309
48,0,25190,Jeff Quinney,162.0,8335648.000,1429
49,0,06251,Chris DiMarco,162.1,8151750.000,1397
49,0,01329,Brad Faxon,162.1,5019690.000,860
49,0,21961,Charles Howell III,162.1,9381646.000,1608
52,0,26881,Jarrod Lyle,162.2,4801010.000,822
52,0,23349,Charles Warren,162.2,5729325.000,981
54,0,26851,Marc Leishman,162.3,7513944.000,1286
54,0,26695,Michael Letzig,162.3,8370258.000,1433
54,0,01941,Tom Pernice Jr.,162.3,6071149.000,1039
54,0,01945,Kenny Perry,162.3,5871554.000,1005
58,0,07867,Woody Austin,162.4,8688037.000,1486
59,0,01313,Steve Elkington,162.5,6188392.000,1058
59,0,23548,Bill Lunde,162.5,7043089.000,1204
59,0,27060,John Mallinger,162.5,6797171.000,1162
59,0,27120,Troy Matteson,162.5,8177753.000,1398
59,0,06515,Shaun Micheel,162.5,5568388.000,952
59,0,20127,Chris Riley,162.5,6574793.000,1124
65,0,24925,Jonathan Byrd,162.6,8608666.000,1471
65,0,21209,Sergio Garcia,162.6,3763415.000,643
65,0,27797,Derek Lamely,162.6,6721481.000,1148
65,0,27466,Spencer Levin,162.6,10282163.000,1757
65,0,01797,Rocco Mediate,162.6,6388155.000,1091
70,0,23541,Ben Crane,162.7,6909546.000,1180
70,0,20378,Mathias Grönberg,162.7,5242543.000,895
70,0,20663,Brenden Pappas,162.7,5768722.000,985
73,0,23613,Rich Barcelo,162.8,6084722.000,1038
73,0,23638,Brendon de Jonge,162.8,9576894.000,1634
73,0,06514,Kevin Johnson,162.8,5147307.000,878
73,0,28158,Steve Marino,162.8,6606517.000,1127
73,0,08375,Paul Stankowski,162.8,5567426.000,950
78,0,06643,Paul Goydos,162.9,6908196.000,1178
78,0,21949,Joe Ogilvie,162.9,9020507.000,1538
78,0,25892,Steve Wheatcroft,162.9,6062338.000,1034
81,0,12652,Cameron Beckman,163.0,6215989.000,1059
81,0,23800,Bryce Molder,163.0,7667496.000,1307
81,0,22046,Geoff Ogilvy,163.0,5257303.000,896
81,0,27963,Chris Stroud,163.0,7592719.000,1294
85,0,24357,K.J. Choi,163.1,6429770.000,1095
86,0,21350,Ryuji Imada,163.2,8840904.000,1505
86,0,26287,Roland Thatcher,163.2,7102552.000,1209
88,0,12510,Chad Campbell,163.3,8535318.000,1452
88,0,22621,Ben Curtis,163.3,6970852.000,1186
88,0,01707,Steve Lowery,163.3,5906546.000,1005
88,0,10423,Mike Weir,163.3,4208394.000,716
92,0,24912,Will MacKenzie,163.4,7135548.000,1213
93,0,07457,Steve Flesch,163.5,6851872.000,1164
93,0,27141,J.B. Holmes,163.5,9284135.000,1577
93,0,23307,Roger Tambellini,163.5,6532883.000,1110
96,0,20098,Stuart Appleby,163.6,9286504.000,1577
96,0,25818,Scott Piercy,163.6,8532561.000,1449
96,0,23325,Vaughn Taylor,163.6,8347649.000,1417
99,0,20498,Briny Baird,163.7,8355004.000,1418
99,0,23320,Ryan Palmer,163.7,7451036.000,1264
