RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,01706,Davis Love III,36' 2",101,3654.417,+3.00
1,0,22913,John Rollins,36' 2",77,2783.250,+3.00
1,0,06567,Vijay Singh,36' 2",129,4666.667,+3.00
4,0,22293,Heath Slocum,36' 7",107,3915.000,+12.00
5,0,08537,J.P. Hayes,37' 4",76,2835.750,+6.00
6,0,06251,Chris DiMarco,37' 8",117,4405.250,+21.00
7,0,31401,Zack Miller,37' 9",118,4454.583,+17.00
8,0,24290,D.J. Brigman,37' 10",108,4087.000,+17.00
9,0,26476,Chez Reavie,38' 0",121,4595.167,+20.00
9,0,26289,Boo Weekley,38' 0",87,3304.583,+17.00
11,0,25686,Jason Dufner,38' 3",89,3405.333,+10.00
11,0,24490,George McNeill,38' 3",87,3326.167,+8.00
13,0,19846,Brian Gay,38' 4",79,3028.083,+4.00
13,0,28679,Fabián Gómez,38' 4",112,4294.583,+19.00
13,0,25804,Bubba Watson,38' 4",111,4252.417,E
16,0,22961,David Mathis,38' 6",89,3428.083,+11.00
17,0,21805,Harrison Frazar,38' 7",97,3743.750,+16.00
18,0,27649,Brandt Snedeker,38' 8",131,5069.833,+3.00
19,0,09011,David Duval,38' 9",129,4995.333,+29.00
19,0,01797,Rocco Mediate,38' 9",72,2787.167,+17.00
21,0,24846,Ricky Barnes,38' 10",124,4816.833,+13.00
22,0,27936,Martin Laird,39' 0",93,3623.917,E
23,0,21961,Charles Howell III,39' 3",126,4946.500,-1.00
23,0,23788,D.J. Trahan,39' 3",147,5765.500,+19.00
25,0,30692,Scott Stallings,39' 4",104,4088.167,+19.00
25,0,24663,Y.E. Yang,39' 4",84,3307.250,+1.00
27,0,11123,Chris Couch,39' 5",105,4141.083,+5.00
27,0,25345,Carl Pettersson,39' 5",162,6380.167,+16.00
29,0,21350,Ryuji Imada,39' 6",147,5803.917,+11.00
30,0,26331,Charl Schwartzel,39' 8",65,2578.667,+11.00
31,0,21878,Mark Wilson,39' 10",95,3781.917,+21.00
32,0,28087,Kris Blanks,39' 11",113,4512.000,+18.00
33,0,20848,Ángel Cabrera,40' 0",91,3641.333,+14.00
33,0,32102,Rickie Fowler,40' 0",110,4403.583,-4.00
35,0,01810,Phil Mickelson,40' 2",123,4942.917,E
36,0,30926,Chris Kirk,40' 3",141,5680.833,+13.00
37,0,12510,Chad Campbell,40' 4",118,4761.500,+24.00
37,0,30925,Dustin Johnson,40' 4",97,3909.750,+11.00
37,0,23548,Bill Lunde,40' 4",118,4756.000,+21.00
37,0,34072,Will Strickler,40' 4",70,2824.250,+18.00
41,0,23108,Matt Kuchar,40' 5",127,5135.917,-5.00
41,0,27963,Chris Stroud,40' 5",125,5049.833,+18.00
43,0,07867,Woody Austin,40' 6",79,3201.667,+18.00
43,0,08725,Tom Gillis,40' 6",96,3887.333,+22.00
45,0,27974,Sung Kang,40' 7",88,3571.417,+20.00
45,0,06515,Shaun Micheel,40' 7",126,5110.000,+16.00
47,0,12652,Cameron Beckman,40' 8",123,4998.583,+22.00
47,0,21753,Brian Davis,40' 8",97,3941.667,+11.00
49,0,01313,Steve Elkington,40' 9",42,1712.833,+4.00
49,0,24924,Bill Haas,40' 9",145,5914.667,+8.00
