RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,45522,Christiaan Bezuidenhout,48.41%,183,378
2,0,22371,Aaron Baddeley,47.22%,187,396
3,0,50525,Collin Morikawa,46.56%,176,378
4,0,51894,Vince Whaley,45.45%,180,396
5,0,33653,Thomas Detry,45.32%,155,342
6,0,34099,Harris English,45.30%,212,468
7,0,57975,Harry Hall,45.17%,187,414
8,0,50188,S.H. Kim,45.16%,252,558
9,0,57366,Cameron Young,44.97%,170,378
10,0,57900,Chandler Phillips,44.91%,194,432
11,0,51766,Wyndham Clark,44.72%,161,360
12,0,35506,Mackenzie Hughes,44.44%,208,468
12,0,37275,Sam Ryder,44.44%,208,468
14,0,30927,Brendon Todd,44.25%,223,504
15,0,54591,Ben Griffin,44.10%,254,576
16,0,34466,Peter Malnati,44.02%,206,468
17,0,52215,Robert MacIntyre,43.96%,182,414
18,0,46441,Robby Shelton,43.52%,188,432
19,0,46046,Scottie Scheffler,43.21%,140,324
20,0,51634,Sahith Theegala,43.11%,194,450
21,0,47995,Davis Riley,43.06%,186,432
22,0,47993,Denny McCarthy,42.82%,185,432
23,0,37455,Si Woo Kim,42.75%,177,414
24,0,47504,Sam Burns,42.50%,153,360
25,0,35450,Patrick Cantlay,42.48%,130,306
26,0,39977,Max Homa,42.42%,168,396
26,0,40250,Taylor Pendrith,42.42%,168,396
28,0,33399,Adam Hadwin,42.36%,183,432
29,0,47420,Jake Knapp,42.33%,160,378
30,0,28089,Jason Day,42.11%,144,342
30,0,32839,Hideki Matsuyama,42.11%,144,342
32,0,46442,Maverick McNealy,42.00%,189,450
33,0,40098,Matt Fitzpatrick,41.94%,151,360
34,0,48084,Wesley Bryan,41.83%,128,306
34,0,52453,Nicolai HÃ¸jgaard,41.83%,128,306
36,0,33448,Justin Thomas,41.81%,143,342
37,0,40006,Erik van Rooyen,41.79%,173,414
38,0,40058,Zac Blair,41.67%,195,468
38,0,47591,Eric Cole,41.67%,240,576
40,0,55893,Sam Stevens,41.56%,202,486
41,0,34098,Russell Henley,41.52%,142,342
42,0,49771,J.T. Poston,41.44%,179,432
43,0,48081,Xander Schauffele,41.39%,149,360
44,0,31646,Emiliano Grillo,41.30%,171,414
45,0,50493,Justin Suh,41.24%,193,468
46,0,26596,Ryan Moore,41.20%,178,432
47,0,45157,Cam Davis,41.16%,163,396
48,0,47806,Raul Pereda,41.11%,148,360
49,0,52514,Trace Crowe,41.01%,155,378
50,0,60004,Jacob Bridgeman,40.97%,177,432
50,0,32367,Jorge Campillo,40.97%,118,288
50,0,46717,Viktor Hovland,40.97%,118,288
50,0,36799,Stephan Jaeger,40.97%,177,432
50,0,55789,Taylor Montgomery,40.97%,118,288
55,0,34374,Erik Barnes,40.94%,140,342
56,0,32102,Rickie Fowler,40.91%,162,396
57,0,48867,Matti Schmid,40.89%,184,450
58,0,47983,Chad Ramey,40.81%,191,468
59,0,47347,Adam Schenk,40.80%,213,522
60,0,33948,Byeong Hun An,40.74%,154,378
61,0,51977,Max Greyserman,40.66%,161,396
62,0,34587,Chan Kim,40.51%,175,432
63,0,35532,Tom Hoge,40.48%,204,504
63,0,46113,Ryan McCormick,40.48%,153,378
65,0,26476,Chez Reavie,40.44%,182,450
66,0,29908,C.T. Pan,40.43%,131,324
67,0,59095,Chris Gotterup,40.34%,167,414
67,0,51997,Andrew Novak,40.34%,167,414
69,0,52513,Carson Young,40.33%,196,486
70,0,23108,Matt Kuchar,40.28%,174,432
71,0,39971,Sungjae Im,40.22%,181,450
72,0,52666,Sami Valimaki,40.21%,152,378
73,0,28237,Rory McIlroy,40.12%,130,324
73,0,28252,Seamus Power,40.12%,195,486
75,0,27644,Brian Harman,40.10%,166,414
76,0,24502,Adam Scott,40.06%,137,342
77,0,32791,K.H. Lee,40.00%,180,450
78,0,59866,Nick Dunlap,39.95%,151,378
78,0,60767,Blaine Hale Jr.,39.95%,151,378
80,0,55182,Tom Kim,39.90%,158,396
80,0,30926,Chris Kirk,39.90%,158,396
80,0,59143,Mac Meissner,39.90%,158,396
83,0,34563,Chesson Hadley,39.86%,165,414
83,0,27649,Brandt Snedeker,39.86%,165,414
85,0,56630,Akshay Bhatia,39.78%,179,450
85,0,35461,Beau Hossler,39.78%,179,450
85,0,58168,Davis Thompson,39.78%,179,450
88,0,56149,Wilson Furr,39.68%,150,378
89,0,29535,Brice Garnett,39.58%,114,288
89,0,34256,Andrew Putnam,39.58%,171,432
89,0,29221,Webb Simpson,39.58%,114,288
92,0,47988,Nick Hardy,39.51%,192,486
92,0,33204,Shane Lowry,39.51%,128,324
94,0,51349,Nico Echavarria,39.48%,199,504
95,0,22405,Justin Rose,39.47%,135,342
96,0,33486,Roger Sloan,39.39%,156,396
97,0,59836,Pierceson Coody,39.37%,163,414
98,0,49947,Taylor Moore,39.29%,198,504
99,0,32333,Kevin Tway,39.20%,127,324
100,0,35617,Martin Trainer,39.17%,141,360
101,0,29725,Tony Finau,39.15%,148,378
102,0,57362,Austin Eckroat,39.11%,176,450
103,0,33408,Tyson Alexander,39.10%,183,468
104,0,25900,Lucas Glover,39.09%,190,486
104,0,36801,Mark Hubbard,39.09%,190,486
106,0,29420,Billy Horschel,38.89%,147,378
106,0,39975,Michael Kim,38.89%,189,486
106,0,48153,Matthieu Pavon,38.89%,126,324
106,0,46340,Alex Smalley,38.89%,182,468
110,0,27064,Jhonattan Vegas,38.62%,146,378
111,0,33968,ThorbjÃ¸rn Olesen,38.52%,104,270
112,0,36699,Patrick Rodgers,38.49%,194,504
113,0,32640,Troy Merritt,38.46%,180,468
114,0,33141,Keegan Bradley,38.38%,152,396
115,0,54628,Lee Hodges,38.29%,193,504
116,0,34076,Joel Dahmen,38.25%,179,468
116,0,36884,Ben Kohles,38.25%,179,468
118,0,34021,Bud Cauley,38.24%,117,306
119,0,25493,Nick Taylor,38.22%,172,450
119,0,54783,Dylan Wu,38.22%,172,450
121,0,32070,Rafael Campos,38.16%,158,414
121,0,29936,Ryan Fox,38.16%,158,414
123,0,34046,Jordan Spieth,38.10%,144,378
124,0,59442,Parker Coody,37.96%,123,324
124,0,38991,Alejandro Tosti,37.96%,164,432
126,0,27936,Martin Laird,37.92%,157,414
126,0,50484,Hayden Springer,37.92%,157,414
128,0,39997,Corey Conners,37.88%,150,396
129,0,24024,Zach Johnson,37.85%,109,288
130,0,52955,Ludvig Ãberg,37.78%,136,360
130,0,39324,J.J. Spaun,37.78%,170,450
130,0,47483,Will Zalatoris,37.78%,136,360
133,0,37378,Min Woo Lee,37.65%,122,324
134,0,51287,Ryo Hisatsune,37.61%,176,468
135,0,32757,Patton Kizzire,37.57%,142,378
136,0,54421,Garrick Higgo,37.56%,169,450
