RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,28252,Seamus Power,47,637,7.4
2,0,54591,Ben Griffin,43,650,6.6
3,0,51634,Sahith Theegala,41,621,6.6
3,0,30927,Brendon Todd,41,701,5.8
5,0,47504,Sam Burns,37,535,6.9
5,0,35532,Tom Hoge,37,702,5.3
5,0,33486,Roger Sloan,37,397,9.3
8,0,46046,Scottie Scheffler,36,474,7.6
8,0,55893,Sam Stevens,36,558,6.5
8,0,50493,Justin Suh,36,422,8.5
8,0,52513,Carson Young,36,515,7.0
12,0,33948,Byeong Hun An,35,494,7.1
12,0,45522,Christiaan Bezuidenhout,35,578,6.1
12,0,32102,Rickie Fowler,35,511,6.8
12,0,52375,Doug Ghim,35,496,7.1
12,0,40162,Justin Lower,35,571,6.1
12,0,47995,Davis Riley,35,512,6.8
18,0,35461,Beau Hossler,34,575,5.9
18,0,47993,Denny McCarthy,34,634,5.4
20,0,49947,Taylor Moore,33,638,5.2
20,0,40115,Adam Svensson,33,688,4.8
20,0,25493,Nick Taylor,33,557,5.9
23,0,47591,Eric Cole,32,771,4.2
23,0,39997,Corey Conners,32,523,6.1
23,0,31646,Emiliano Grillo,32,542,5.9
23,0,35506,Mackenzie Hughes,32,651,4.9
23,0,46442,Maverick McNealy,32,591,5.4
23,0,34256,Andrew Putnam,32,530,6.0
29,0,29725,Tony Finau,31,490,6.3
29,0,51977,Max Greyserman,31,489,6.3
29,0,29420,Billy Horschel,31,486,6.4
29,0,50188,S.H. Kim,31,702,4.4
29,0,39546,Keith Mitchell,31,524,5.9
29,0,40250,Taylor Pendrith,31,534,5.8
29,0,57900,Chandler Phillips,31,591,5.2
29,0,49771,J.T. Poston,31,574,5.4
29,0,40006,Erik van Rooyen,31,513,6.0
29,0,57366,Cameron Young,31,541,5.7
39,0,56630,Akshay Bhatia,30,598,5.0
39,0,33141,Keegan Bradley,30,504,6.0
39,0,57362,Austin Eckroat,30,554,5.4
39,0,46717,Viktor Hovland,30,397,7.6
39,0,36699,Patrick Rodgers,30,619,4.8
39,0,33448,Justin Thomas,30,444,6.8
45,0,60004,Jacob Bridgeman,29,439,6.6
45,0,47988,Nick Hardy,29,487,6.0
45,0,39971,Sungjae Im,29,602,4.8
45,0,36799,Stephan Jaeger,29,536,5.4
45,0,32791,K.H. Lee,29,493,5.9
45,0,59143,Mac Meissner,29,444,6.5
45,0,47347,Adam Schenk,29,600,4.8
45,0,39327,Ben Silverman,29,496,5.8
53,0,52955,Ludvig Ãberg,28,486,5.8
53,0,32070,Rafael Campos,28,296,9.5
53,0,33399,Adam Hadwin,28,523,5.4
53,0,27644,Brian Harman,28,595,4.7
53,0,36801,Mark Hubbard,28,617,4.5
53,0,55182,Tom Kim,28,528,5.3
53,0,47679,Victor Perez,28,404,6.9
53,0,58168,Davis Thompson,28,578,4.8
61,0,51766,Wyndham Clark,27,504,5.4
61,0,51349,Nico Echavarria,27,498,5.4
61,0,35310,Lanto Griffin,27,360,7.5
61,0,50525,Collin Morikawa,27,559,4.8
61,0,50484,Hayden Springer,27,404,6.7
61,0,27214,Kevin Streelman,27,379,7.1
61,0,54783,Dylan Wu,27,510,5.3
68,0,34099,Harris English,26,591,4.4
68,0,54421,Garrick Higgo,26,418,6.2
68,0,47420,Jake Knapp,26,501,5.2
68,0,36884,Ben Kohles,26,474,5.5
68,0,27139,David Skinns,26,457,5.7
68,0,38991,Alejandro Tosti,26,426,6.1
74,0,33408,Tyson Alexander,25,446,5.6
74,0,40026,Daniel Berger,25,377,6.6
74,0,33653,Thomas Detry,25,515,4.9
74,0,54628,Lee Hodges,25,570,4.4
74,0,30926,Chris Kirk,25,481,5.2
74,0,32839,Hideki Matsuyama,25,489,5.1
74,0,32640,Troy Merritt,25,410,6.1
74,0,36871,Matt NeSmith,25,363,6.9
74,0,29908,C.T. Pan,25,391,6.4
74,0,47983,Chad Ramey,25,510,4.9
74,0,48867,Matti Schmid,25,440,5.7
85,0,35450,Patrick Cantlay,24,432,5.6
85,0,57975,Harry Hall,24,559,4.3
85,0,51696,Rico Hoey,24,457,5.3
85,0,34587,Chan Kim,24,480,5.0
85,0,23108,Matt Kuchar,24,482,5.0
85,0,27129,Luke List,24,461,5.2
85,0,51997,Andrew Novak,24,535,4.5
85,0,52666,Sami Valimaki,24,415,5.8
85,0,31323,Gary Woodland,24,477,5.0
94,0,28089,Jason Day,23,479,4.8
94,0,50497,Adrien Dumont de Chassart,23,366,6.3
94,0,59866,Nick Dunlap,23,485,4.7
94,0,25900,Lucas Glover,23,543,4.2
94,0,34098,Russell Henley,23,511,4.5
94,0,37455,Si Woo Kim,23,595,3.9
94,0,33204,Shane Lowry,23,441,5.2
94,0,26596,Ryan Moore,23,432,5.3
94,0,46441,Robby Shelton,23,481,4.8
94,0,51890,Greyson Sigg,23,425,5.4
94,0,49960,Sepp Straka,23,475,4.8
105,0,40058,Zac Blair,22,527,4.2
105,0,45157,Cam Davis,22,524,4.2
105,0,40098,Matt Fitzpatrick,22,488,4.5
