RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,06527,Steve Stricker,6' 6",2228.083,341
1,0,08793,Tiger Woods,6' 6",1537.333,236
3,0,24138,Ian Poulter,6' 10",1763.250,258
3,0,20127,Chris Riley,6' 10",2512.333,368
5,0,08931,Glen Day,6' 11",2338.667,340
5,0,19846,Brian Gay,6' 11",3345.917,483
7,0,23135,Tim Clark,7' 0",2154.583,306
7,0,10809,Jim Furyk,7' 0",2389.167,342
7,0,23108,Matt Kuchar,7' 0",2840.167,406
10,0,23718,Nathan Green,7' 1",3821.250,537
10,0,01928,Corey Pavin,7' 1",2274.750,320
10,0,10423,Mike Weir,7' 1",2720.833,384
13,0,06522,Ernie Els,7' 2",2076.000,289
13,0,26679,Kevin Stadler,7' 2",1962.167,273
13,0,22295,Darron Stiles,7' 2",1665.250,232
16,0,26881,Jarrod Lyle,7' 3",1970.667,271
16,0,01941,Tom Pernice Jr.,7' 3",3150.833,435
18,0,06251,Chris DiMarco,7' 4",3604.000,492
18,0,27466,Spencer Levin,7' 4",2460.917,335
18,0,01948,Tim Petrovic,7' 4",3517.583,478
18,0,25632,Jimmy Walker,7' 4",2677.250,366
22,0,20472,Alex Cejka,7' 5",2726.500,368
22,0,23548,Bill Lunde,7' 5",2826.083,383
22,0,25396,Kevin Na,7' 5",3309.917,445
22,0,26497,Casey Wittenberg,7' 5",2104.250,285
26,0,23800,Bryce Molder,7' 6",1967.417,262
26,0,22348,Nick O'Hern,7' 6",3290.750,439
26,0,02214,Kirk Triplett,7' 6",2213.250,294
29,0,24357,K.J. Choi,7' 7",1930.083,254
29,0,20104,Ken Duke,7' 7",3206.833,425
29,0,20766,Padraig Harrington,7' 7",2168.333,285
29,0,23353,J.J. Henry,7' 7",3068.417,403
29,0,21731,Freddie Jacobson,7' 7",3140.167,412
29,0,10860,Justin Leonard,7' 7",2880.000,379
29,0,07749,Brett Quigley,7' 7",2904.083,382
29,0,23621,Rory Sabbatini,7' 7",2682.000,355
29,0,08845,Scott Sterling,7' 7",1444.667,191
29,0,10425,Jay Williamson,7' 7",1957.917,259
39,0,01132,Mark Brooks,7' 8",1878.917,245
39,0,12510,Chad Campbell,7' 8",2534.583,330
39,0,23541,Ben Crane,7' 8",3409.250,443
39,0,21961,Charles Howell III,7' 8",3223.417,420
39,0,26476,Chez Reavie,7' 8",2910.083,381
39,0,06567,Vijay Singh,7' 8",2143.667,280
39,0,12602,Dean Wilson,7' 8",2840.667,371
46,0,01320,Bob Estes,7' 9",2977.167,384
46,0,24024,Zach Johnson,7' 9",3076.250,395
46,0,08075,Jerry Kelly,7' 9",3459.833,445
46,0,24490,George McNeill,7' 9",3429.833,442
46,0,23497,Tag Ridings,7' 9",1674.167,215
46,0,24502,Adam Scott,7' 9",1794.750,232
46,0,02239,Scott Verplank,7' 9",3264.833,422
46,0,27770,Camilo Villegas,7' 9",2125.083,274
46,0,26498,Matt Weibring,7' 9",2267.750,293
55,0,23778,Brad Adamonis,7' 10",2692.917,342
55,0,10885,Robert Allenby,7' 10",2266.667,290
55,0,26300,Matt Jones,7' 10",1777.667,228
55,0,29221,Webb Simpson,7' 10",3975.750,507
55,0,23623,Bo Van Pelt,7' 10",3394.083,434
60,0,20498,Briny Baird,7' 11",2681.417,340
60,0,24846,Ricky Barnes,7' 11",1965.583,249
60,0,25686,Jason Dufner,7' 11",3305.750,417
60,0,20634,Peter Lonard,7' 11",3402.583,432
60,0,20645,John Senden,7' 11",3429.417,431
60,0,06595,Kevin Sutherland,7' 11",3005.500,379
66,0,07867,Woody Austin,8' 0",3317.417,416
66,0,28087,Kris Blanks,8' 0",2011.250,251
66,0,24507,Jason Bohn,8' 0",3183.667,400
66,0,24925,Jonathan Byrd,8' 0",3047.833,381
66,0,21753,Brian Davis,8' 0",4159.250,520
66,0,20157,Retief Goosen,8' 0",2686.000,336
66,0,10117,Bob Heintz,8' 0",2263.667,283
66,0,12705,Cliff Kresge,8' 0",3114.000,389
66,0,26695,Michael Letzig,8' 0",3911.250,488
66,0,27060,John Mallinger,8' 0",3169.417,398
66,0,25240,D.A. Points,8' 0",3631.167,452
77,0,20098,Stuart Appleby,8' 1",2899.917,359
77,0,12652,Cameron Beckman,8' 1",3278.333,406
77,0,09011,David Duval,8' 1",1848.250,229
77,0,01313,Steve Elkington,8' 1",2629.167,325
77,0,07457,Steve Flesch,8' 1",2617.583,324
77,0,21805,Harrison Frazar,8' 1",3483.833,433
77,0,25900,Lucas Glover,8' 1",3600.833,446
77,0,01766,Billy Mayfair,8' 1",2840.500,352
77,0,10585,Scott McCarron,8' 1",3649.583,451
77,0,01810,Phil Mickelson,8' 1",2190.333,272
77,0,22046,Geoff Ogilvy,8' 1",2606.750,323
77,0,20572,Rod Pampling,8' 1",2690.667,333
77,0,25190,Jeff Quinney,8' 1",3271.167,404
77,0,22548,Patrick Sheehan,8' 1",1581.500,195
91,0,28089,Jason Day,8' 2",2314.667,282
91,0,23983,Luke Donald,8' 2",2773.000,341
91,0,01706,Davis Love III,8' 2",3390.833,415
91,0,02206,David Toms,8' 2",3256.583,400
95,0,20593,Greg Chalmers,8' 3",3195.417,387
95,0,21209,Sergio Garcia,8' 3",1933.833,234
95,0,20574,Mathew Goggin,8' 3",2797.083,338
95,0,21350,Ryuji Imada,8' 3",3357.583,409
95,0,24912,Will MacKenzie,8' 3",2501.250,303
95,0,20691,Greg Owen,8' 3",3138.583,381
95,0,24361,Pat Perez,8' 3",2863.250,346
95,0,22405,Justin Rose,8' 3",2551.250,308
95,0,21878,Mark Wilson,8' 3",3860.333,467
95,0,24663,Y.E. Yang,8' 3",3076.167,371
105,0,29718,Anthony Kim,8' 4",2759.750,331
105,0,26596,Ryan Moore,8' 4",3291.583,396
105,0,21959,Ted Purdy,8' 4",3951.083,476
105,0,26289,Boo Weekley,8' 4",2814.917,337
105,0,20160,Charlie Wi,8' 4",3690.417,442
110,0,01226,Fred Couples,8' 5",1782.250,211
110,0,06643,Paul Goydos,8' 5",3147.500,374
110,0,24924,Bill Haas,8' 5",3665.417,436
110,0,24503,Jeff Klauk,8' 5",4032.167,478
110,0,01797,Rocco Mediate,8' 5",2924.250,348
110,0,25345,Carl Pettersson,8' 5",3402.667,403
116,0,20848,Ángel Cabrera,8' 6",1894.750,223
116,0,20229,Stewart Cink,8' 6",2826.000,334
116,0,22892,Jason Gore,8' 6",2915.250,342
116,0,01677,Tom Lehman,8' 6",1419.917,167
116,0,26301,James Nitties,8' 6",3733.250,439
116,0,24140,Sean O'Hair,8' 6",2548.417,300
116,0,01945,Kenny Perry,8' 6",3224.833,380
116,0,25919,Brian Vranesh,8' 6",2130.000,251
124,0,22371,Aaron Baddeley,8' 7",3017.250,350
124,0,22961,David Mathis,8' 7",3541.750,411
124,0,28475,Jeff Overton,8' 7",3991.667,465
124,0,27649,Brandt Snedeker,8' 7",3013.417,351
124,0,25804,Bubba Watson,8' 7",2610.000,305
129,0,06621,Joe Durant,8' 8",1894.083,219
129,0,12782,Tim Herron,8' 8",4004.167,461
129,0,27936,Martin Laird,8' 8",2773.417,319
129,0,27963,Chris Stroud,8' 8",3184.000,368
129,0,31323,Gary Woodland,8' 8",1620.750,187
134,0,06197,Michael Allen,8' 9",2618.667,300
134,0,23614,Rich Beem,8' 9",2559.917,292
134,0,12716,Charley Hoffman,8' 9",4097.333,468
134,0,10733,Kent Jones,8' 9",2975.583,341
134,0,28158,Steve Marino,8' 9",3657.917,419
134,0,30927,Brendon Todd,8' 9",2256.917,258
134,0,28118,Peter Tomasulo,8' 9",2162.333,246
141,0,06004,Stephen Ames,8' 10",2453.917,279
141,0,22621,Ben Curtis,8' 10",2432.583,276
141,0,24358,Robert Garrigus,8' 10",2883.917,328
141,0,01473,Todd Hamilton,8' 10",3206.917,363
141,0,30925,Dustin Johnson,8' 10",2936.500,332
141,0,25818,Scott Piercy,8' 10",3653.167,414
141,0,22913,John Rollins,8' 10",3970.833,449
148,0,24449,Parker McLachlin,8' 11",3689.833,415
148,0,28620,Aron Price,8' 11",3687.667,413
148,0,22293,Heath Slocum,8' 11",3847.000,431
148,0,23349,Charles Warren,8' 11",2321.167,261
152,0,01142,Bart Bryant,9' 0",2654.250,295
152,0,23638,Brendon de Jonge,9' 0",3812.083,422
152,0,27120,Troy Matteson,9' 0",3862.083,429
155,0,01035,Tommy Armour III,9' 1",2491.667,274
155,0,01724,Jeff Maggert,9' 1",3337.333,368
157,0,01577,Lee Janzen,9' 2",3189.417,349
157,0,26420,Richard Johnson,9' 2",3819.917,416
157,0,21949,Joe Ogilvie,9' 2",4165.917,455
157,0,27095,Nick Watney,9' 2",3535.167,384
161,0,01161,Mark Calcavecchia,9' 3",3088.000,335
161,0,23320,Ryan Palmer,9' 3",3461.500,375
163,0,31416,Derek Fathauer,9' 4",2938.583,315
163,0,26851,Marc Leishman,9' 4",4056.417,436
163,0,25562,Andres Romero,9' 4",2018.250,216
163,0,28780,Nicholas Thompson,9' 4",4268.750,459
163,0,23788,D.J. Trahan,9' 4",3445.833,369
168,0,30711,Colt Knost,9' 5",2803.167,297
168,0,06539,Rick Price,9' 5",2106.083,223
168,0,23325,Vaughn Taylor,9' 5",3992.000,424
171,0,20070,Matt Bettencourt,9' 6",4696.917,493
171,0,20850,Daniel Chopra,9' 6",4462.167,468
171,0,27141,J.B. Holmes,9' 6",3452.583,364
174,0,06012,Greg Kraft,9' 8",2240.167,232
174,0,24781,Hunter Mahan,9' 8",3693.417,381
174,0,27214,Kevin Streelman,9' 8",4268.417,440
177,0,01329,Brad Faxon,9' 9",3744.583,384
177,0,01707,Steve Lowery,9' 9",4292.583,441
179,0,26951,Johnson Wagner,9' 10",3966.417,402
180,0,07223,Brian Bateman,9' 11",2610.250,264
180,0,26668,Marc Turnesa,9' 11",4153.000,418
182,0,27933,John Merrick,10' 0",3624.250,363
183,0,27683,Leif Olson,10' 7",2684.917,253
184,0,23048,Eric Axley,11' 5",4099.167,359
