RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,6616585
2,0,09011,David Duval,3641906
3,0,01706,Davis Love III,2475328
4,0,01943,Chris Perry,2145707
5,0,02170,Hal Sutton,2127578
6,0,02146,Payne Stewart,2077950
7,0,10860,Justin Leonard,2020991
8,0,01724,Jeff Maggert,2016469
9,0,02206,David Toms,1959672
10,0,10809,Jim Furyk,1827593
11,0,01926,Steve Pate,1755960
12,0,01810,Phil Mickelson,1722681
13,0,01381,Fred Funk,1638881
14,0,02104,Jeff Sluman,1621491
15,0,12645,Brent Geiberger,1541409
16,0,02218,Ted Tryba,1533636
17,0,01553,John Huston,1519387
18,0,12782,Tim Herron,1511202
19,0,01677,Tom Lehman,1435564
20,0,01320,Bob Estes,1357618
21,0,01927,Dennis Paulson,1313814
22,0,02246,Duffy Waldorf,1302784
23,0,06575,Dudley Hart,1267994
24,0,02010,Loren Roberts,1258745
25,0,20029,Notah Begay III,1255314
26,0,20229,Stewart Cink,1255100
27,0,01527,Scott Hoch,1172692
28,0,08931,Glen Day,1109513
29,0,01797,Rocco Mediate,963075
30,0,01619,Skip Kendall,962642
31,0,06044,Scott Gump,954732
32,0,01723,Andrew Magee,911565
33,0,02223,Bob Tway,899484
34,0,11032,Frank Lickliter II,872422
35,0,01887,Mark O'Meara,868796
36,0,02214,Kirk Triplett,863399
37,0,01577,Lee Janzen,849994
38,0,20094,Jonathan Kaye,845051
39,0,01418,Bill Glasson,838788
40,0,01139,Olin Browne,834331
41,0,06012,Greg Kraft,810777
42,0,01035,Tommy Armour III,782185
43,0,06617,Brian Henninger,774486
44,0,01226,Fred Couples,769192
45,0,02257,Brian Watts,767409
46,0,01766,Billy Mayfair,741733
47,0,01161,Mark Calcavecchia,733971
48,0,01457,Jay Haas,696861
49,0,06643,Paul Goydos,695052
50,0,06251,Chris DiMarco,672503
51,0,06595,Kevin Sutherland,663891
52,0,06527,Steve Stricker,662461
53,0,01941,Tom Pernice Jr.,656140
54,0,01685,J.L. Lewis,622883
55,0,23614,Rich Beem,610555
56,0,01329,Brad Faxon,582691
57,0,01928,Corey Pavin,569045
58,0,01219,John Cook,567168
59,0,01042,Paul Azinger,562053
60,0,01132,Mark Brooks,557037
61,0,07457,Steve Flesch,552346
62,0,08993,Franklin Langham,535652
63,0,08075,Jerry Kelly,533702
64,0,06036,Scott Dunlap,533027
65,0,21805,Harrison Frazar,530971
66,0,01157,Tom Byrum,495319
67,0,01996,Mike Reid,482867
68,0,02239,Scott Verplank,474260
69,0,01175,Jim Carter,459026
70,0,06613,Tommy Tolles,456316
71,0,02133,Craig Stadler,454091
72,0,01361,Dan Forsman,439571
73,0,08537,J.P. Hayes,436302
74,0,19881,Robert Damron,434157
75,0,01261,Jay Delsing,431879
76,0,10649,Tom Scherrer,427849
77,0,08547,John Maginnes,426666
78,0,01945,Kenny Perry,426184
79,0,01191,Barry Cheesman,417728
80,0,01185,Brandel Chamblee,414994
81,0,02101,Joey Sindelar,413993
82,0,07753,Kevin Wentworth,413601
83,0,08385,Omar Uresti,405201
84,0,01761,Len Mattiace,403115
85,0,10585,Scott McCarron,400678
86,0,01098,Jay Don Blake,389765
87,0,01823,Larry Mize,386554
88,0,01707,Steve Lowery,385937
89,0,02279,Mark Wiebe,385508
90,0,10213,Dicky Pride,381040
91,0,01323,Brad Fabel,380441
92,0,20127,Chris Riley,367805
93,0,08375,Paul Stankowski,362889
94,0,10569,Mike Brisky,361084
95,0,01599,Steve Jones,360706
96,0,01024,Billy Andrade,345801
97,0,06581,David Sutherland,338129
98,0,07867,Woody Austin,338045
99,0,01510,Nolan Henke,335804
100,0,20099,Doug Barron,334995
101,0,19824,Craig Barlow,327393
102,0,06062,Charles Raulerson,326893
103,0,06014,Eric Booker,320753
104,0,01203,Russ Cochran,314423
105,0,01093,Ronnie Black,306636
106,0,01133,Billy Ray Brown,301472
107,0,07763,Doug Dunakey,298069
108,0,01771,Blaine McCallister,295932
109,0,06315,Pete Jordan,295419
110,0,01040,Emlyn Aubrey,290806
111,0,21949,Joe Ogilvie,287346
112,0,01569,Peter Jacobsen,285461
113,0,06332,Neal Lancaster,283140
114,0,01331,Rick Fehr,275865
115,0,06573,Brandt Jobe,272100
116,0,01533,P.H. Horgan III,265956
117,0,01549,Mike Hulbert,264524
118,0,10425,Jay Williamson,263618
119,0,01096,Phil Blackmar,261853
120,0,01116,Michael Bradley,257525
121,0,11011,Mike Sposa,255408
122,0,08045,Perry Moss,238986
123,0,07749,Brett Quigley,209318
124,0,07101,Dave Stockton Jr.,197127
125,0,06064,Jeff Gallagher,189847
126,0,06621,Joe Durant,187062
127,0,01249,John Daly,186215
128,0,06140,Sean Murphy,185299
129,0,02267,D.A. Weibring,182713
130,0,01127,Danny Briggs,182245
131,0,01266,Clark Dennis,180843
132,0,01748,Doug Martin,179610
133,0,02099,Scott Simpson,179006
134,0,01063,Ben Bates,176919
135,0,01376,Bob Friend,170982
136,0,02131,Mike Springer,165675
137,0,10963,Jimmy Green,152091
138,0,12652,Cameron Beckman,147036
139,0,02008,Lee Rinker,145678
140,0,02256,Tom Watson,141410
141,0,01891,David Ogrin,141082
142,0,06809,Bob Burns,138118
143,0,01072,Chip Beck,137423
144,0,01385,Jim Gallagher Jr.,131758
