RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,06567,Vijay Singh,2.12,231,109
2,0,08793,Tiger Woods,2.20,163,74
3,0,10809,Jim Furyk,2.22,206,93
4,0,26420,Richard Johnson,2.24,112,50
5,0,06595,Kevin Sutherland,2.26,197,87
6,0,08123,Jeff Brehaut,2.28,153,67
6,0,06373,José María Olazábal,2.28,121,53
8,0,06575,Dudley Hart,2.32,195,84
9,0,23983,Luke Donald,2.33,140,60
10,0,20474,Phillip Price,2.34,171,73
10,0,22293,Heath Slocum,2.34,232,99
12,0,01139,Olin Browne,2.39,227,95
12,0,21805,Harrison Frazar,2.39,241,101
14,0,20099,Doug Barron,2.40,168,70
14,0,06251,Chris DiMarco,2.40,180,75
16,0,22405,Justin Rose,2.41,229,95
16,0,02101,Joey Sindelar,2.41,251,104
18,0,25345,Carl Pettersson,2.42,254,105
18,0,02223,Bob Tway,2.42,201,83
20,0,01313,Steve Elkington,2.43,163,67
20,0,01810,Phil Mickelson,2.43,180,74
20,0,10425,Jay Williamson,2.43,129,53
23,0,01361,Dan Forsman,2.44,122,50
23,0,27095,Nick Watney,2.44,217,89
25,0,01766,Billy Mayfair,2.45,269,110
26,0,20645,John Senden,2.47,245,99
26,0,02104,Jeff Sluman,2.47,232,94
26,0,06527,Steve Stricker,2.47,153,62
29,0,25900,Lucas Glover,2.48,213,86
30,0,06034,Marco Dawson,2.49,204,82
30,0,21209,Sergio Garcia,2.49,169,68
32,0,01381,Fred Funk,2.50,252,101
32,0,12680,Shigeki Maruyama,2.50,245,98
34,0,02010,Loren Roberts,2.51,133,53
35,0,12602,Dean Wilson,2.52,217,86
36,0,24024,Zach Johnson,2.53,240,95
36,0,01706,Davis Love III,2.53,190,75
38,0,22295,Darron Stiles,2.54,193,76
38,0,02214,Kirk Triplett,2.54,132,52
40,0,20850,Daniel Chopra,2.55,265,104
40,0,08075,Jerry Kelly,2.55,252,99
42,0,20229,Stewart Cink,2.56,230,90
42,0,21878,Mark Wilson,2.56,179,70
44,0,19846,Brian Gay,2.57,254,99
44,0,20628,Arron Oberholser,2.57,162,63
44,0,24361,Pat Perez,2.57,229,89
44,0,07749,Brett Quigley,2.57,236,92
48,0,01945,Kenny Perry,2.58,206,80
49,0,01035,Tommy Armour III,2.59,267,103
49,0,01142,Bart Bryant,2.59,236,91
49,0,23623,Bo Van Pelt,2.59,290,112
52,0,20498,Briny Baird,2.60,250,96
52,0,24507,Jason Bohn,2.60,237,91
52,0,01320,Bob Estes,2.60,239,92
52,0,12782,Tim Herron,2.60,257,99
