RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
41,0,20628,Arron Oberholser,15.96,181,1134
41,0,12602,Dean Wilson,15.96,247,1548
43,0,01928,Corey Pavin,15.98,210,1314
44,0,01941,Tom Pernice Jr.,15.99,308,1926
45,0,01706,Davis Love III,16.07,217,1350
45,0,20548,Hidemichi Tanaka,16.07,295,1836
47,0,20098,Stuart Appleby,16.11,232,1440
48,0,01035,Tommy Armour III,16.13,299,1854
49,0,24024,Zach Johnson,16.14,276,1710
49,0,10425,Jay Williamson,16.14,154,954
51,0,10860,Justin Leonard,16.15,218,1350
52,0,08075,Jerry Kelly,16.16,288,1782
52,0,02206,David Toms,16.16,224,1386
54,0,27095,Nick Watney,16.17,259,1602
55,0,20498,Briny Baird,16.20,280,1728
56,0,22046,Geoff Ogilvy,16.25,272,1674
57,0,19846,Brian Gay,16.27,290,1782
57,0,23623,Bo Van Pelt,16.27,328,2016
59,0,02239,Scott Verplank,16.28,252,1548
60,0,20850,Daniel Chopra,16.29,305,1872
61,0,21961,Charles Howell III,16.30,264,1620
62,0,21350,Ryuji Imada,16.31,229,1404
62,0,06527,Steve Stricker,16.31,182,1116
64,0,06621,Joe Durant,16.32,238,1458
65,0,12510,Chad Campbell,16.36,271,1656
66,0,20157,Retief Goosen,16.39,180,1098
67,0,25900,Lucas Glover,16.41,254,1548
67,0,20382,Stephen Leaney,16.41,254,1548
67,0,12454,Mario Tiziani,16.41,192,1170
70,0,02214,Kirk Triplett,16.45,154,936
71,0,08385,Omar Uresti,16.47,249,1512
72,0,12823,Carlos Franco,16.52,226,1368
73,0,20378,Mathias Grönberg,16.57,173,1044
74,0,23108,Matt Kuchar,16.67,180,1080
74,0,20691,Greg Owen,16.67,240,1440
74,0,01948,Tim Petrovic,16.67,279,1674
77,0,23541,Ben Crane,16.74,223,1332
78,0,06332,Neal Lancaster,16.78,287,1710
79,0,24361,Pat Perez,16.79,269,1602
80,0,23725,Brendan Jones,16.81,239,1422
81,0,24140,Sean O'Hair,16.84,300,1782
82,0,01797,Rocco Mediate,16.97,223,1314
83,0,24980,Scott Gutschewski,17.01,251,1476
83,0,12660,Jesper Parnevik,17.01,251,1476
85,0,10885,Robert Allenby,17.04,273,1602
86,0,23135,Tim Clark,17.05,267,1566
87,0,01685,J.L. Lewis,17.06,301,1764
88,0,24502,Adam Scott,17.08,209,1224
89,0,01677,Tom Lehman,17.16,207,1206
90,0,23325,Vaughn Taylor,17.17,306,1782
91,0,21753,Brian Davis,17.19,232,1350
92,0,26287,Roland Thatcher,17.20,226,1314
93,0,01666,Bernhard Langer,17.25,208,1206
94,0,20094,Jonathan Kaye,17.27,230,1332
95,0,24357,K.J. Choi,17.28,227,1314
96,0,06573,Brandt Jobe,17.33,287,1656
97,0,23409,James Driscoll,17.37,222,1278
98,0,20623,Gavin Coles,17.38,219,1260
99,0,21951,Joey Snyder III,17.40,307,1764
100,0,25240,D.A. Points,17.41,282,1620
101,0,01329,Brad Faxon,17.45,223,1278
102,0,01157,Tom Byrum,17.47,261,1494
103,0,06004,Stephen Ames,17.51,249,1422
103,0,25396,Kevin Na,17.51,271,1548
105,0,01161,Mark Calcavecchia,17.53,284,1620
106,0,22371,Aaron Baddeley,17.55,259,1476
107,0,23322,Brett Wetterich,17.57,234,1332
108,0,24604,Hunter Haas,17.58,250,1422
109,0,21407,Arjun Atwal,17.61,206,1170
110,0,10201,Matt Gogel,17.62,241,1368
111,0,08545,Glen Hnatiuk,17.68,175,990
112,0,01388,Robert Gamez,17.70,290,1638
113,0,19881,Robert Damron,17.73,284,1602
114,0,01024,Billy Andrade,17.74,265,1494
115,0,10733,Kent Jones,17.75,310,1746
115,0,02246,Duffy Waldorf,17.75,262,1476
117,0,01887,Mark O'Meara,17.76,211,1188
117,0,20812,Tjaart van der Walt,17.76,179,1008
119,0,24925,Jonathan Byrd,17.79,317,1782
120,0,20121,Todd Fischer,17.81,311,1746
121,0,01707,Steve Lowery,17.82,308,1728
121,0,23788,D.J. Trahan,17.82,247,1386
123,0,20572,Rod Pampling,17.86,270,1512
123,0,20160,Charlie Wi,17.86,209,1170
125,0,01226,Fred Couples,17.89,219,1224
125,0,23497,Tag Ridings,17.89,293,1638
127,0,08537,J.P. Hayes,17.90,203,1134
128,0,23320,Ryan Palmer,17.93,313,1746
129,0,08931,Glen Day,17.95,252,1404
130,0,21731,Freddie Jacobson,18.00,230,1278
131,0,01577,Lee Janzen,18.04,237,1314
132,0,07867,Woody Austin,18.06,325,1800
132,0,12652,Cameron Beckman,18.06,299,1656
134,0,12645,Brent Geiberger,18.08,192,1062
135,0,19824,Craig Barlow,18.11,251,1386
136,0,01553,John Huston,18.15,281,1548
137,0,22913,John Rollins,18.19,311,1710
138,0,24781,Hunter Mahan,18.21,331,1818
139,0,08725,Tom Gillis,18.22,246,1350
140,0,01724,Jeff Maggert,18.24,243,1332
141,0,01418,Bill Glasson,18.27,171,936
142,0,21949,Joe Ogilvie,18.29,326,1782
143,0,26758,David Hearn,18.30,224,1224
144,0,20472,Alex Cejka,18.31,267,1458
145,0,22548,Patrick Sheehan,18.33,363,1980
146,0,01487,Jeff Hart,18.40,202,1098
147,0,10117,Bob Heintz,18.41,222,1206
148,0,19972,José Coceres,18.42,179,972
148,0,24912,Will MacKenzie,18.42,242,1314
148,0,26679,Kevin Stadler,18.42,305,1656
151,0,11032,Frank Lickliter II,18.46,319,1728
151,0,02106,Chris Smith,18.46,309,1674
153,0,21806,Paul Gow,18.47,246,1332
154,0,01619,Skip Kendall,18.52,260,1404
154,0,08993,Franklin Langham,18.52,290,1566
154,0,20634,Peter Lonard,18.52,280,1512
157,0,01823,Larry Mize,18.56,167,900
158,0,06515,Shaun Micheel,18.57,264,1422
159,0,07223,Brian Bateman,18.62,315,1692
160,0,23349,Charles Warren,18.65,292,1566
161,0,06197,Michael Allen,18.70,303,1620
162,0,12826,Paul Claxton,18.71,266,1422
163,0,10423,Mike Weir,18.77,223,1188
164,0,01132,Mark Brooks,18.90,245,1296
165,0,21959,Ted Purdy,18.94,416,2196
166,0,24227,Justin Bolli,18.96,215,1134
167,0,10585,Scott McCarron,18.99,253,1332
168,0,20663,Brenden Pappas,19.06,175,918
169,0,01473,Todd Hamilton,19.11,313,1638
170,0,01127,Danny Briggs,19.12,234,1224
171,0,01219,John Cook,19.13,241,1260
172,0,01042,Paul Azinger,19.28,229,1188
172,0,01457,Jay Haas,19.28,177,918
174,0,20502,Michael Long,19.29,243,1260
175,0,10962,Bradley Hughes,19.34,181,936
176,0,23621,Rory Sabbatini,19.52,274,1404
177,0,01175,Jim Carter,19.54,211,1080
178,0,01723,Andrew Magee,19.66,276,1404
179,0,21633,Steve Allan,19.67,347,1764
180,0,20766,Padraig Harrington,19.79,171,864
181,0,23036,Chris Anderson,19.80,221,1116
182,0,01599,Steve Jones,19.96,194,972
183,0,20127,Chris Riley,19.97,230,1152
184,0,22621,Ben Curtis,20.00,234,1170
184,0,07457,Steve Flesch,20.00,306,1530
186,0,20396,Lee Westwood,20.02,173,864
187,0,24138,Ian Poulter,20.34,205,1008
188,0,23552,Hank Kuehne,20.42,294,1440
189,0,01249,John Daly,20.47,280,1368
190,0,25847,Rob Rashell,20.68,242,1170
191,0,01927,Dennis Paulson,20.72,235,1134
192,0,23614,Rich Beem,20.79,232,1116
193,0,20433,Mark Hensby,20.83,255,1224
194,0,01761,Len Mattiace,21.03,318,1512
195,0,21498,Hideto Tanihara,21.18,183,864
196,0,28088,Matt Davidson,21.59,206,954
197,0,24290,D.J. Brigman,21.60,280,1296
198,0,23540,Jason Allred,22.07,290,1314
198,0,23063,Scott Hend,22.07,290,1314
200,0,06599,John Elliott,22.72,229,1008
201,0,10912,Craig Perks,22.82,267,1170
202,0,12662,Thomas Levet,23.17,221,954
