RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,06567,Vijay Singh,12.69,249,1962
2,0,10809,Jim Furyk,13.14,220,1674
3,0,08793,Tiger Woods,13.36,178,1332
4,0,06595,Kevin Sutherland,14.43,226,1566
5,0,26420,Richard Johnson,14.44,130,900
6,0,01139,Olin Browne,14.56,249,1710
7,0,06373,José María Olazábal,14.57,139,954
8,0,22293,Heath Slocum,14.65,261,1782
9,0,08123,Jeff Brehaut,14.68,177,1206
10,0,23983,Luke Donald,14.72,159,1080
11,0,06575,Dudley Hart,14.75,223,1512
12,0,22405,Justin Rose,14.85,254,1710
13,0,01313,Steve Elkington,14.93,180,1206
14,0,20474,Phillip Price,14.99,197,1314
14,0,02223,Bob Tway,14.99,224,1494
16,0,02010,Loren Roberts,15.09,144,954
17,0,25345,Carl Pettersson,15.13,286,1890
18,0,20099,Doug Barron,15.16,191,1260
19,0,21209,Sergio Garcia,15.20,186,1224
20,0,20645,John Senden,15.26,272,1782
21,0,01381,Fred Funk,15.29,278,1818
22,0,01810,Phil Mickelson,15.32,204,1332
23,0,01361,Dan Forsman,15.33,138,900
23,0,02101,Joey Sindelar,15.33,287,1872
25,0,01766,Billy Mayfair,15.35,304,1980
26,0,06251,Chris DiMarco,15.41,208,1350
27,0,20229,Stewart Cink,15.43,250,1620
27,0,02104,Jeff Sluman,15.43,261,1692
29,0,01320,Bob Estes,15.46,256,1656
30,0,23353,J.J. Henry,15.56,280,1800
31,0,01142,Bart Bryant,15.57,255,1638
32,0,24507,Jason Bohn,15.63,256,1638
33,0,01945,Kenny Perry,15.69,226,1440
34,0,12680,Shigeki Maruyama,15.70,277,1764
34,0,07749,Brett Quigley,15.70,260,1656
36,0,22295,Darron Stiles,15.79,216,1368
37,0,12782,Tim Herron,15.88,283,1782
38,0,21805,Harrison Frazar,15.90,289,1818
39,0,06034,Marco Dawson,15.92,235,1476
40,0,21878,Mark Wilson,15.95,201,1260
