RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,23983,Luke Donald,10.55,21,199
2,0,02223,Bob Tway,10.95,30,274
3,0,10809,Jim Furyk,11.34,39,344
4,0,08537,J.P. Hayes,11.68,25,214
5,0,06251,Chris DiMarco,11.97,31,259
6,0,23036,Chris Anderson,12.06,24,199
7,0,01823,Larry Mize,12.08,18,149
8,0,01810,Phil Mickelson,12.13,37,305
9,0,20628,Arron Oberholser,12.38,26,210
10,0,06332,Neal Lancaster,12.54,41,327
10,0,20382,Stephen Leaney,12.54,36,287
12,0,24507,Jason Bohn,12.70,39,307
13,0,23108,Matt Kuchar,12.71,23,181
14,0,19972,José Coceres,12.72,22,173
15,0,25345,Carl Pettersson,12.77,47,368
16,0,21805,Harrison Frazar,12.83,49,382
17,0,01313,Steve Elkington,12.86,27,210
18,0,02010,Loren Roberts,12.87,22,171
19,0,01945,Kenny Perry,13.09,39,298
20,0,01388,Robert Gamez,13.17,42,319
20,0,21878,Mark Wilson,13.17,32,243
22,0,01381,Fred Funk,13.18,39,296
23,0,22405,Justin Rose,13.24,45,340
24,0,01766,Billy Mayfair,13.27,54,407
25,0,12782,Tim Herron,13.62,50,367
26,0,26420,Richard Johnson,13.66,25,183
27,0,25900,Lucas Glover,13.74,43,313
28,0,01928,Corey Pavin,13.81,33,239
29,0,23135,Tim Clark,13.90,46,331
30,0,19824,Craig Barlow,13.91,37,266
31,0,06575,Dudley Hart,14.00,42,300
32,0,08793,Tiger Woods,14.02,46,328
33,0,24357,K.J. Choi,14.06,35,249
34,0,01418,Bill Glasson,14.09,21,149
35,0,06004,Stephen Ames,14.17,36,254
36,0,02214,Kirk Triplett,14.20,24,169
37,0,02239,Scott Verplank,14.29,48,336
38,0,24502,Adam Scott,14.35,33,230
39,0,20623,Gavin Coles,14.41,34,236
40,0,02104,Jeff Sluman,14.42,45,312
41,0,26287,Roland Thatcher,14.46,35,242
42,0,20850,Daniel Chopra,14.52,54,372
43,0,21350,Ryuji Imada,14.55,39,268
44,0,23623,Bo Van Pelt,14.60,59,404
45,0,21407,Arjun Atwal,14.62,37,253
46,0,23353,J.J. Henry,14.63,48,328
47,0,06621,Joe Durant,14.65,40,273
48,0,20548,Hidemichi Tanaka,14.66,51,348
49,0,08545,Glen Hnatiuk,14.69,26,177
50,0,20099,Doug Barron,14.72,34,231
51,0,24925,Jonathan Byrd,14.73,52,353
51,0,06595,Kevin Sutherland,14.73,43,292
53,0,20378,Mathias Grönberg,14.80,29,196
54,0,24361,Pat Perez,14.85,45,303
55,0,10425,Jay Williamson,14.88,25,168
56,0,24024,Zach Johnson,14.97,50,334
57,0,20645,John Senden,15.07,52,345
58,0,12680,Shigeki Maruyama,15.11,50,331
59,0,08075,Jerry Kelly,15.12,49,324
60,0,08123,Jeff Brehaut,15.13,36,238
61,0,21209,Sergio Garcia,15.16,37,244
62,0,02246,Duffy Waldorf,15.22,44,289
63,0,21951,Joey Snyder III,15.27,51,334
64,0,01139,Olin Browne,15.29,50,327
65,0,12826,Paul Claxton,15.35,37,241
66,0,22295,Darron Stiles,15.36,41,267
67,0,01042,Paul Azinger,15.42,35,227
68,0,23541,Ben Crane,15.44,42,272
69,0,12454,Mario Tiziani,15.53,32,206
70,0,08993,Franklin Langham,15.54,39,251
70,0,20474,Phillip Price,15.54,39,251
72,0,22046,Geoff Ogilvy,15.56,54,347
73,0,02101,Joey Sindelar,15.62,57,365
74,0,24912,Will MacKenzie,15.69,40,255
74,0,22913,John Rollins,15.69,51,325
76,0,21949,Joe Ogilvie,15.71,55,350
77,0,19846,Brian Gay,15.77,50,317
78,0,24138,Ian Poulter,15.79,27,171
79,0,20157,Retief Goosen,15.81,34,215
80,0,20098,Stuart Appleby,15.88,44,277
81,0,08725,Tom Gillis,15.90,38,239
82,0,26679,Kevin Stadler,15.92,53,333
83,0,01948,Tim Petrovic,15.93,47,295
84,0,21753,Brian Davis,15.97,42,263
85,0,01132,Mark Brooks,16.00,32,200
86,0,22293,Heath Slocum,16.02,54,337
87,0,10733,Kent Jones,16.03,55,343
88,0,01175,Jim Carter,16.11,24,149
89,0,27095,Nick Watney,16.13,50,310
90,0,06567,Vijay Singh,16.15,68,421
91,0,24140,Sean O'Hair,16.18,55,340
91,0,12602,Dean Wilson,16.18,50,309
93,0,01361,Dan Forsman,16.28,28,172
94,0,22371,Aaron Baddeley,16.38,48,293
95,0,02206,David Toms,16.39,49,299
96,0,01887,Mark O'Meara,16.40,31,189
97,0,21633,Steve Allan,16.41,54,329
98,0,21731,Freddie Jacobson,16.45,38,231
98,0,01619,Skip Kendall,16.45,38,231
98,0,06527,Steve Stricker,16.45,38,231
101,0,01161,Mark Calcavecchia,16.46,54,328
102,0,06373,José María Olazábal,16.48,30,182
102,0,01941,Tom Pernice Jr.,16.48,58,352
104,0,24227,Justin Bolli,16.50,34,206
104,0,01127,Danny Briggs,16.50,33,200
106,0,23497,Tag Ridings,16.53,59,357
107,0,23788,D.J. Trahan,16.54,44,266
108,0,06573,Brandt Jobe,16.56,54,326
109,0,10117,Bob Heintz,16.60,42,253
110,0,08385,Omar Uresti,16.67,47,282
111,0,21959,Ted Purdy,16.75,69,412
112,0,23325,Vaughn Taylor,16.76,61,364
113,0,01035,Tommy Armour III,16.77,54,322
114,0,25396,Kevin Na,16.79,47,280
115,0,01329,Brad Faxon,16.87,42,249
116,0,20572,Rod Pampling,16.89,51,302
117,0,24604,Hunter Haas,16.91,47,278
118,0,01142,Bart Bryant,16.97,56,330
119,0,10885,Robert Allenby,16.98,54,318
120,0,01553,John Huston,16.99,53,312
121,0,20094,Jonathan Kaye,17.05,45,264
122,0,12823,Carlos Franco,17.06,43,252
122,0,01666,Bernhard Langer,17.06,36,211
124,0,12510,Chad Campbell,17.09,54,316
125,0,12645,Brent Geiberger,17.34,30,173
126,0,02106,Chris Smith,17.47,58,332
127,0,01320,Bob Estes,17.48,54,309
128,0,07867,Woody Austin,17.55,63,359
128,0,24980,Scott Gutschewski,17.55,53,302
130,0,23725,Brendan Jones,17.56,46,262
131,0,20229,Stewart Cink,17.59,54,307
132,0,20498,Briny Baird,17.61,59,335
133,0,08931,Glen Day,17.67,44,249
134,0,10860,Justin Leonard,17.74,44,248
134,0,10585,Scott McCarron,17.74,44,248
136,0,19881,Robert Damron,17.75,49,276
137,0,01677,Tom Lehman,17.84,38,213
138,0,20121,Todd Fischer,17.87,57,319
139,0,20634,Peter Lonard,17.95,49,273
140,0,01685,J.L. Lewis,17.96,58,323
141,0,20691,Greg Owen,18.01,49,272
142,0,06034,Marco Dawson,18.03,53,294
143,0,01457,Jay Haas,18.13,29,160
144,0,07749,Brett Quigley,18.15,57,314
145,0,28088,Matt Davidson,18.18,28,154
146,0,07457,Steve Flesch,18.22,47,258
147,0,20812,Tjaart van der Walt,18.23,33,181
148,0,01707,Steve Lowery,18.31,63,344
149,0,22548,Patrick Sheehan,18.35,71,387
150,0,01706,Davis Love III,18.38,50,272
151,0,24781,Hunter Mahan,18.41,67,364
151,0,10423,Mike Weir,18.41,37,201
153,0,11032,Frank Lickliter II,18.42,63,342
154,0,01797,Rocco Mediate,18.45,43,233
155,0,23320,Ryan Palmer,18.58,68,366
156,0,25240,D.A. Points,18.62,54,290
157,0,12660,Jesper Parnevik,18.66,50,268
157,0,20160,Charlie Wi,18.66,39,209
159,0,20472,Alex Cejka,18.78,46,245
159,0,22621,Ben Curtis,18.78,34,181
161,0,24290,D.J. Brigman,18.81,41,218
162,0,01249,John Daly,18.82,51,271
163,0,26758,David Hearn,18.86,43,228
164,0,23409,James Driscoll,19.07,41,215
165,0,23614,Rich Beem,19.13,35,183
166,0,21806,Paul Gow,19.17,46,240
167,0,20766,Padraig Harrington,19.25,31,161
168,0,01219,John Cook,19.37,43,222
168,0,23063,Scott Hend,19.37,49,253
170,0,21961,Charles Howell III,19.47,59,303
171,0,01577,Lee Janzen,19.57,46,235
172,0,12662,Thomas Levet,19.61,30,153
172,0,20663,Brenden Pappas,19.61,40,204
174,0,01024,Billy Andrade,19.80,58,293
175,0,01473,Todd Hamilton,19.87,59,297
176,0,10201,Matt Gogel,19.92,47,236
177,0,07223,Brian Bateman,20.00,64,320
178,0,01157,Tom Byrum,20.08,51,254
179,0,23349,Charles Warren,20.19,64,317
180,0,23322,Brett Wetterich,20.22,55,272
181,0,06197,Michael Allen,20.34,60,295
182,0,01723,Andrew Magee,20.48,51,249
183,0,01226,Fred Couples,20.65,51,247
184,0,01487,Jeff Hart,20.67,37,179
185,0,06515,Shaun Micheel,20.75,50,241
186,0,20127,Chris Riley,20.79,37,178
187,0,12652,Cameron Beckman,20.82,66,317
188,0,10912,Craig Perks,21.20,39,184
189,0,01761,Len Mattiace,21.46,50,233
190,0,20396,Lee Westwood,21.48,32,149
191,0,01724,Jeff Maggert,21.51,54,251
192,0,20433,Mark Hensby,21.61,51,236
193,0,23552,Hank Kuehne,21.98,60,273
194,0,23621,Rory Sabbatini,22.26,59,265
195,0,01599,Steve Jones,22.30,31,139
196,0,23540,Jason Allred,22.43,48,214
197,0,10962,Bradley Hughes,22.67,34,150
198,0,25847,Rob Rashell,22.91,41,179
199,0,20502,Michael Long,22.97,48,209
200,0,06599,John Elliott,23.20,42,181
201,0,21498,Hideto Tanihara,24.82,34,137
202,0,01927,Dennis Paulson,26.18,50,191
