RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,01161,Mark Calcavecchia,22.10,354,1602
2,0,02133,Craig Stadler,22.08,302,1368
3,0,01042,Paul Azinger,21.64,370,1710
4,0,01958,Dan Pohl,21.59,373,1728
5,0,01235,Ben Crenshaw,21.55,322,1494
6,0,02159,Curtis Strange,21.49,379,1764
7,0,02146,Payne Stewart,21.48,375,1746
8,0,02242,Lanny Wadkins,21.43,324,1512
9,0,02170,Hal Sutton,21.42,347,1620
10,0,01666,Bernhard Langer,21.26,222,1044
11,0,01072,Chip Beck,21.07,349,1656
12,0,01706,Davis Love III,21.05,322,1530
13,0,01633,Tom Kite,20.99,340,1620
14,0,01378,David Frost,20.98,370,1764
14,0,01876,Greg Norman,20.98,253,1206
16,0,01226,Fred Couples,20.94,343,1638
17,0,01968,Nick Price,20.87,308,1476
18,0,02255,Denis Watson,20.86,353,1692
19,0,02256,Tom Watson,20.81,251,1206
20,0,02241,Bobby Wadkins,20.53,377,1836
21,0,01135,Ken Brown,20.46,232,1134
22,0,01823,Larry Mize,20.35,293,1440
22,0,02033,Dave Rummells,20.35,403,1980
24,0,01783,Mark McCumber,20.23,375,1854
25,0,02321,Fuzzy Zoeller,20.22,262,1296
26,0,01682,Wayne Levi,20.21,302,1494
27,0,01096,Phil Blackmar,20.06,361,1800
28,0,01846,Jodie Mudd,20.05,350,1746
28,0,01960,Don Pooley,20.05,332,1656
30,0,01303,Bob Eastwood,20.01,335,1674
31,0,01329,Brad Faxon,19.96,327,1638
32,0,01522,Lon Hinkle,19.93,244,1224
32,0,01527,Scott Hoch,19.93,348,1746
34,0,01884,Mac O'Grady,19.92,312,1566
34,0,01887,Mark O'Meara,19.92,312,1566
34,0,01926,Steve Pate,19.92,416,2088
37,0,01945,Kenny Perry,19.77,274,1386
38,0,01717,Sandy Lyle,19.71,188,954
39,0,01150,George Burns,19.61,360,1836
