RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,08793,Tiger Woods,68.415,4718,- 65.794,68
2,0,06567,Vijay Singh,68.649,7049,- 46.769,102
3,0,10423,Mike Weir,68.969,5242,- 69.343,75
4,0,06522,Ernie Els,68.991,4194,- 54.549,60
5,0,10809,Jim Furyk,69.102,6997,- 17.712,101
6,0,20157,Retief Goosen,69.201,4463,- 34.116,64
7,0,01706,Davis Love III,69.410,5513,- 29.585,79
8,0,01945,Kenny Perry,69.573,6792,- 43.371,97
9,0,12510,Chad Campbell,69.680,7131,- 23.682,102
10,0,10885,Robert Allenby,69.751,5609,- 28.899,80
11,0,01226,Fred Couples,69.809,4737,- 59.770,67
12,0,02206,David Toms,69.862,5688,- 29.152,81
13,0,02239,Scott Verplank,69.876,6713,- 4.939,96
14,0,19825,Darren Clarke,69.906,3826,- 51.076,54
15,0,01457,Jay Haas,69.911,5835,- 32.390,83
16,0,02010,Loren Roberts,69.965,6059,- 42.041,86
17,0,01320,Bob Estes,70.062,6389,- 13.331,91
18,0,20229,Stewart Cink,70.081,7003,5.052,100
19,0,01381,Fred Funk,70.082,7663,- 24.068,109
20,0,20498,Briny Baird,70.119,7620,23.024,109
20,0,01329,Brad Faxon,70.119,6722,- 60.721,95
22,0,01968,Nick Price,70.120,4371,- 23.552,62
23,0,20098,Stuart Appleby,70.157,5995,- 31.674,85
24,0,10860,Justin Leonard,70.173,5272,- 9.051,75
25,0,21961,Charles Howell III,70.208,8084,- 10.042,115
26,0,01810,Phil Mickelson,70.249,5651,- 31.059,80
27,0,20127,Chris Riley,70.259,6328,- 4.673,90
28,0,01948,Tim Petrovic,70.286,7302,7.710,104
29,0,06251,Chris DiMarco,70.292,6512,25.126,93
30,0,20634,Peter Lonard,70.293,6395,- 68.609,90
31,0,02104,Jeff Sluman,70.302,7307,4.439,104
32,0,24502,Adam Scott,70.330,3294,- 58.823,46
33,0,01161,Mark Calcavecchia,70.334,5914,- 5.978,84
34,0,24357,K.J. Choi,70.350,7506,- 48.882,106
34,0,01361,Dan Forsman,70.350,6863,31.278,98
36,0,20094,Jonathan Kaye,70.360,6228,- 36.337,88
37,0,12782,Tim Herron,70.366,7031,5.646,100
38,0,01388,Robert Gamez,70.386,7998,26.058,114
39,0,02214,Kirk Triplett,70.411,6340,- 3.000,90
40,0,01677,Tom Lehman,70.420,5778,- 3.529,82
41,0,06004,Stephen Ames,70.422,6232,35.535,89
42,0,20572,Rod Pampling,70.440,5826,20.541,83
43,0,01797,Rocco Mediate,70.469,5511,- 14.456,78
44,0,02223,Bob Tway,70.479,5976,14.706,85
45,0,08075,Jerry Kelly,70.500,7328,4.010,104
46,0,07457,Steve Flesch,70.518,7607,8.956,108
47,0,06595,Kevin Sutherland,70.527,6642,- 12.481,94
48,0,21209,Sergio Garcia,70.564,4051,- 28.877,57
49,0,01553,John Huston,70.565,5256,36.409,75
50,0,06621,Joe Durant,70.577,6759,16.409,96
51,0,20628,Arron Oberholser,70.599,5629,18.921,80
52,0,20472,Alex Cejka,70.621,6443,- 16.506,91
53,0,02246,Duffy Waldorf,70.634,6064,10.537,86
54,0,23135,Tim Clark,70.645,5546,- 35.663,78
55,0,01577,Lee Janzen,70.646,5679,- 27.294,80
56,0,06515,Shaun Micheel,70.674,6633,10.313,94
57,0,06643,Paul Goydos,70.689,5849,18.208,83
58,0,02170,Hal Sutton,70.705,5715,12.087,81
59,0,07749,Brett Quigley,70.720,6211,12.344,88
60,0,07867,Woody Austin,70.742,7344,13.145,104
61,0,10213,Dicky Pride,70.752,5152,12.929,73
61,0,22548,Patrick Sheehan,70.752,6978,26.439,99
63,0,12680,Shigeki Maruyama,70.760,6032,- 17.433,85
64,0,24925,Jonathan Byrd,70.763,7165,- 17.973,101
65,0,06573,Brandt Jobe,70.787,5427,23.581,77
66,0,01619,Skip Kendall,70.788,7753,33.679,110
67,0,01938,David Peoples,70.798,6751,45.561,96
68,0,01941,Tom Pernice Jr.,70.804,7200,21.983,102
69,0,10585,Scott McCarron,70.825,5739,- 2.209,81
70,0,23621,Rory Sabbatini,70.842,6617,- 28.658,93
71,0,20663,Brenden Pappas,70.848,7272,25.336,103
72,0,20548,Hidemichi Tanaka,70.862,7897,39.572,112
73,0,12823,Carlos Franco,70.865,6846,27.931,97
74,0,08931,Glen Day,70.866,7109,48.457,101
75,0,23541,Ben Crane,70.886,6510,11.547,92
76,0,01685,J.L. Lewis,70.910,6899,- 20.742,97
77,0,22371,Aaron Baddeley,70.919,4739,12.584,67
78,0,01928,Corey Pavin,70.949,6111,- 9.388,86
79,0,01024,Billy Andrade,70.957,7077,18.672,100
80,0,20645,John Senden,70.971,7539,54.907,107
81,0,22913,John Rollins,70.972,6045,- 12.372,85
82,0,01139,Olin Browne,70.974,7781,26.188,110
83,0,10733,Kent Jones,70.987,4945,24.114,70
83,0,02002,John Riegger,70.987,3673,18.311,52
85,0,06034,Marco Dawson,70.997,5949,14.743,84
86,0,23983,Luke Donald,71.004,6250,- 1.608,88
87,0,12652,Cameron Beckman,71.010,5857,36.829,83
88,0,01035,Tommy Armour III,71.014,4545,- .111,64
89,0,01723,Andrew Magee,71.029,6287,34.599,89
90,0,01761,Len Mattiace,71.032,6644,- 38.053,93
91,0,01766,Billy Mayfair,71.044,7446,13.608,105
92,0,08123,Jeff Brehaut,71.073,7562,42.807,107
93,0,01157,Tom Byrum,71.083,6898,- 2.952,97
94,0,08375,Paul Stankowski,71.085,4726,36.690,67
95,0,11032,Frank Lickliter II,71.086,6468,.837,91
96,0,01378,David Frost,71.125,5659,31.011,80
97,0,23552,Hank Kuehne,71.126,5035,14.953,71
98,0,01666,Bernhard Langer,71.130,4591,- 38.650,64
99,0,23353,J.J. Henry,71.135,6790,38.976,96
100,0,12660,Jesper Parnevik,71.144,7112,2.395,100
101,0,23338,David Gossett,71.146,6520,25.402,92
101,0,01707,Steve Lowery,71.146,5696,- 4.321,80
103,0,10425,Jay Williamson,71.148,6545,.624,92
104,0,02101,Joey Sindelar,71.153,6453,21.885,91
105,0,01724,Jeff Maggert,71.155,5772,- 8.463,81
106,0,01569,Peter Jacobsen,71.158,5321,15.830,75
106,0,25345,Carl Pettersson,71.158,5627,- 5.497,79
108,0,06575,Dudley Hart,71.162,4694,2.714,66
109,0,21805,Harrison Frazar,71.178,6001,49.134,85
110,0,06332,Neal Lancaster,71.188,7576,41.089,107
111,0,22046,Geoff Ogilvy,71.193,5810,27.787,82
112,0,12602,Dean Wilson,71.199,5835,3.286,82
113,0,06617,Brian Henninger,71.205,3982,5.498,56
114,0,19824,Craig Barlow,71.211,6579,43.593,93
115,0,08537,J.P. Hayes,71.236,5599,28.662,79
116,0,21806,Paul Gow,71.258,4402,15.996,62
117,0,26420,Richard Johnson,71.283,6318,26.187,89
118,0,10107,Deane Pappas,71.294,5181,23.466,73
119,0,12645,Brent Geiberger,71.324,3607,30.504,51
120,0,08725,Tom Gillis,71.329,4831,19.357,68
121,0,11011,Mike Sposa,71.349,4969,25.453,70
122,0,07721,Pat Bates,71.350,7643,62.827,108
123,0,08633,Per-Ulrik Johansson,71.363,6805,45.803,96
124,0,12705,Cliff Kresge,71.366,7107,29.608,100
125,0,22621,Ben Curtis,71.373,4956,- 31.233,69
126,0,08337,Mike Heinen,71.397,6230,52.944,88
127,0,20573,Scott Laycock,71.427,4904,24.487,69
128,0,23614,Rich Beem,71.512,5525,- 18.550,77
129,0,07941,Mike Grob,71.530,5782,11.934,81
130,0,20095,Carl Paulson,71.541,7155,70.602,101
131,0,19881,Robert Damron,71.546,6850,18.457,96
132,0,19846,Brian Gay,71.555,6909,31.806,97
133,0,20121,Todd Fischer,71.575,6761,38.645,95
134,0,10201,Matt Gogel,71.580,5201,24.321,73
134,0,06078,Esteban Toledo,71.580,7542,45.428,106
136,0,22295,Darron Stiles,71.596,6427,16.670,90
137,0,24361,Pat Perez,71.598,6661,- 2.429,93
138,0,21633,Steve Allan,71.600,3515,- 6.580,49
138,0,23034,Brent Schwarzrock,71.600,4133,19.798,58
140,0,12662,Thomas Levet,71.612,5939,4.784,83
141,0,06581,David Sutherland,71.634,5200,29.274,73
142,0,10565,Ian Leggatt,71.643,4850,21.705,68
143,0,07223,Brian Bateman,71.646,4776,24.283,67
144,0,20029,Notah Begay III,71.651,6424,24.571,90
145,0,01475,Donnie Hammond,71.664,6559,34.054,92
146,0,22293,Heath Slocum,71.668,6980,43.473,98
147,0,01098,Jay Don Blake,71.695,5358,19.113,75
