RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
148,0,01887,Mark O'Meara,71.703,4847,- 42.878,67
149,0,08339,Spike McRoy,71.734,7190,55.149,101
150,0,20593,Greg Chalmers,71.740,6775,40.326,95
151,0,08545,Glen Hnatiuk,71.757,6354,32.403,89
152,0,20436,Garrett Willis,71.767,6849,40.668,96
153,0,21739,Aaron Barber,71.798,6709,40.052,94
154,0,20574,Mathew Goggin,71.813,6162,13.900,86
155,0,01307,Joel Edwards,71.822,4304,5.310,60
156,0,23036,Chris Anderson,71.835,6856,40.143,96
157,0,06527,Steve Stricker,71.837,4009,13.882,56
158,0,25031,Andy Miller,71.868,5377,13.098,75
159,0,01175,Jim Carter,71.882,6666,19.033,93
160,0,22892,Jason Gore,71.924,5948,21.680,83
161,0,08547,John Maginnes,71.943,6235,24.017,87
162,0,20940,Kenichi Kuboya,71.949,6382,21.481,89
163,0,21878,Mark Wilson,71.958,5746,10.606,80
164,0,20099,Doug Barron,71.960,6283,49.522,88
165,0,01042,Paul Azinger,71.968,5238,15.648,73
166,0,01132,Mark Brooks,72.031,6241,25.678,87
167,0,02106,Chris Smith,72.049,6601,27.492,92
168,0,19972,José Coceres,72.069,4486,- 17.749,62
169,0,12388,Michael Clark II,72.088,3882,10.727,54
169,0,23125,Brad Elder,72.088,3518,14.306,49
171,0,26950,John Morgan,72.162,5676,24.803,79
172,0,20771,Steven Alker,72.163,6110,23.854,85
173,0,23177,Kenneth Staton,72.177,4103,11.109,57
174,0,06809,Bob Burns,72.189,6042,21.840,84
175,0,25692,Akio Sadakata,72.255,5813,39.634,81
176,0,23108,Matt Kuchar,72.321,4393,18.559,61
177,0,10912,Craig Perks,72.372,5682,35.361,79
178,0,01249,John Daly,72.389,4070,- 16.234,56
179,0,24356,Jason Buha,72.446,4184,17.857,58
180,0,23656,Jason Caron,72.498,5136,11.341,71
181,0,12755,Vance Veazey,72.536,4764,23.406,66
182,0,02049,Gene Sauers,72.594,6137,33.490,85
183,0,20568,Anthony Painter,72.707,6153,27.070,85
184,0,07101,Dave Stockton Jr.,72.794,5567,38.164,77
185,0,20623,Gavin Coles,72.899,4791,20.308,66
186,0,26489,Cameron Yancey,72.906,4073,9.750,56
187,0,20566,Kaname Yokoo,72.915,3923,14.400,54
188,0,12661,Todd Barranger,73.113,5460,23.459,75
189,0,06475,Jeff Klein,73.700,4257,17.616,58
190,0,25450,Ty Tryon,73.779,3663,25.974,50
