RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+2.82,69.38,72.20
2,0,06567,Vijay Singh,+2.56,69.11,71.67
3,0,10423,Mike Weir,+2.23,69.89,72.12
4,0,10809,Jim Furyk,+2.15,69.28,71.43
5,0,06522,Ernie Els,+2.08,69.90,71.98
6,0,20157,Retief Goosen,+1.99,69.73,71.72
7,0,01706,Davis Love III,+1.94,69.78,71.72
8,0,01945,Kenny Perry,+1.54,70.02,71.56
9,0,01226,Fred Couples,+1.48,70.70,72.18
10,0,12510,Chad Campbell,+1.45,69.91,71.36
11,0,10885,Robert Allenby,+1.34,70.11,71.45
12,0,02206,David Toms,+1.30,70.22,71.52
13,0,02239,Scott Verplank,+1.26,69.93,71.19
14,0,01457,Jay Haas,+1.22,70.30,71.52
15,0,20229,Stewart Cink,+1.19,70.03,71.22
15,0,19825,Darren Clarke,+1.19,70.85,72.04
17,0,20098,Stuart Appleby,+1.17,70.53,71.70
18,0,01320,Bob Estes,+1.13,70.21,71.34
19,0,10860,Justin Leonard,+1.11,70.29,71.40
20,0,20498,Briny Baird,+1.08,69.91,70.99
21,0,01329,Brad Faxon,+1.03,70.76,71.79
21,0,21961,Charles Howell III,+1.03,70.30,71.33
23,0,06004,Stephen Ames,+1.02,70.02,71.04
23,0,01381,Fred Funk,+1.02,70.30,71.32
23,0,02010,Loren Roberts,+1.02,70.45,71.47
26,0,06251,Chris DiMarco,+1.01,70.02,71.03
26,0,02104,Jeff Sluman,+1.01,70.26,71.27
28,0,01968,Nick Price,+.98,70.50,71.48
29,0,02214,Kirk Triplett,+.96,70.44,71.40
30,0,01948,Tim Petrovic,+.94,70.21,71.15
31,0,01553,John Huston,+.93,70.08,71.01
31,0,06595,Kevin Sutherland,+.93,70.66,71.59
33,0,20127,Chris Riley,+.91,70.31,71.22
34,0,01388,Robert Gamez,+.90,70.16,71.06
35,0,08075,Jerry Kelly,+.89,70.46,71.35
35,0,01810,Phil Mickelson,+.89,70.64,71.53
37,0,01361,Dan Forsman,+.86,70.03,70.89
37,0,12782,Tim Herron,+.86,70.31,71.17
37,0,01677,Tom Lehman,+.86,70.46,71.32
40,0,07457,Steve Flesch,+.84,70.44,71.28
40,0,20572,Rod Pampling,+.84,70.19,71.03
42,0,01161,Mark Calcavecchia,+.80,70.40,71.20
43,0,02223,Bob Tway,+.78,70.31,71.09
44,0,01797,Rocco Mediate,+.77,70.65,71.42
45,0,24357,K.J. Choi,+.76,70.81,71.57
45,0,24502,Adam Scott,+.76,71.61,72.37
47,0,01619,Skip Kendall,+.75,70.48,71.23
47,0,02246,Duffy Waldorf,+.75,70.51,71.26
49,0,07867,Woody Austin,+.74,70.62,71.36
50,0,20634,Peter Lonard,+.72,71.06,71.78
51,0,20094,Jonathan Kaye,+.70,70.77,71.47
52,0,23135,Tim Clark,+.69,71.10,71.79
53,0,06621,Joe Durant,+.66,70.41,71.07
54,0,20628,Arron Oberholser,+.64,70.36,71.00
55,0,06643,Paul Goydos,+.62,70.47,71.09
56,0,08931,Glen Day,+.61,70.39,71.00
57,0,10585,Scott McCarron,+.60,70.85,71.45
57,0,07749,Brett Quigley,+.60,70.58,71.18
59,0,01941,Tom Pernice Jr.,+.58,70.59,71.17
60,0,01938,David Peoples,+.57,70.32,70.89
61,0,01577,Lee Janzen,+.56,70.99,71.55
61,0,06573,Brandt Jobe,+.56,70.48,71.04
61,0,12680,Shigeki Maruyama,+.56,70.96,71.52
64,0,24925,Jonathan Byrd,+.55,70.94,71.49
64,0,06515,Shaun Micheel,+.55,70.56,71.11
64,0,20548,Hidemichi Tanaka,+.55,70.51,71.06
67,0,23541,Ben Crane,+.54,70.76,71.30
67,0,08375,Paul Stankowski,+.54,70.54,71.08
69,0,10213,Dicky Pride,+.52,70.58,71.10
69,0,22548,Patrick Sheehan,+.52,70.48,71.00
71,0,20472,Alex Cejka,+.51,70.80,71.31
72,0,12823,Carlos Franco,+.50,70.58,71.08
72,0,20663,Brenden Pappas,+.50,70.60,71.10
72,0,02170,Hal Sutton,+.50,70.56,71.06
75,0,20645,John Senden,+.42,70.46,70.88
76,0,02002,John Riegger,+.36,70.63,70.99
77,0,23338,David Gossett,+.35,70.87,71.22
77,0,23621,Rory Sabbatini,+.35,71.15,71.50
79,0,08123,Jeff Brehaut,+.34,70.67,71.01
79,0,23983,Luke Donald,+.34,71.02,71.36
81,0,01024,Billy Andrade,+.33,70.77,71.10
81,0,21209,Sergio Garcia,+.33,71.07,71.40
81,0,01723,Andrew Magee,+.33,70.64,70.97
84,0,10733,Kent Jones,+.32,70.64,70.96
85,0,01378,David Frost,+.31,70.74,71.05
85,0,22046,Geoff Ogilvy,+.31,70.85,71.16
85,0,22913,John Rollins,+.31,71.12,71.43
88,0,06034,Marco Dawson,+.30,70.82,71.12
89,0,12652,Cameron Beckman,+.29,70.57,70.86
89,0,01685,J.L. Lewis,+.29,71.12,71.41
91,0,23552,Hank Kuehne,+.28,70.92,71.20
91,0,25345,Carl Pettersson,+.28,71.23,71.51
93,0,06332,Neal Lancaster,+.26,70.80,71.06
93,0,01766,Billy Mayfair,+.26,70.91,71.17
95,0,22371,Aaron Baddeley,+.25,70.73,70.98
95,0,01724,Jeff Maggert,+.25,71.26,71.51
97,0,01928,Corey Pavin,+.23,71.06,71.29
98,0,08537,J.P. Hayes,+.22,70.87,71.09
98,0,01707,Steve Lowery,+.22,71.20,71.42
100,0,01139,Olin Browne,+.21,70.74,70.95
100,0,02101,Joey Sindelar,+.21,70.91,71.12
102,0,19824,Craig Barlow,+.20,70.74,70.94
102,0,23353,J.J. Henry,+.20,70.73,70.93
104,0,01569,Peter Jacobsen,+.19,70.95,71.14
105,0,01761,Len Mattiace,+.18,71.44,71.62
106,0,06575,Dudley Hart,+.17,71.12,71.29
107,0,11032,Frank Lickliter II,+.15,71.08,71.23
107,0,10107,Deane Pappas,+.15,70.97,71.12
107,0,12660,Jesper Parnevik,+.15,71.12,71.27
110,0,01157,Tom Byrum,+.13,71.11,71.24
110,0,21805,Harrison Frazar,+.13,70.60,70.73
110,0,12602,Dean Wilson,+.13,71.16,71.29
113,0,01666,Bernhard Langer,+.12,71.73,71.85
114,0,08337,Mike Heinen,+.11,70.80,70.91
115,0,12645,Brent Geiberger,+.10,70.73,70.83
116,0,01035,Tommy Armour III,+.09,71.02,71.11
117,0,12705,Cliff Kresge,+.08,71.07,71.15
118,0,10425,Jay Williamson,+.06,71.14,71.20
119,0,07721,Pat Bates,+.05,70.77,70.82
119,0,21806,Paul Gow,+.05,71.00,71.05
121,0,20573,Scott Laycock,+.01,71.07,71.08
122,0,11011,Mike Sposa,E,70.99,70.99
123,0,26420,Richard Johnson,-.01,70.99,70.98
124,0,08633,Per-Ulrik Johansson,-.02,70.89,70.87
125,0,22621,Ben Curtis,-.04,71.83,71.79
126,0,08725,Tom Gillis,-.05,71.04,70.99
127,0,06581,David Sutherland,-.06,71.23,71.17
128,0,10201,Matt Gogel,-.12,71.25,71.13
128,0,23034,Brent Schwarzrock,-.12,71.26,71.14
130,0,12662,Thomas Levet,-.13,71.55,71.42
131,0,06617,Brian Henninger,-.14,71.11,70.97
132,0,20121,Todd Fischer,-.16,71.17,71.01
133,0,19881,Robert Damron,-.17,71.35,71.18
134,0,20095,Carl Paulson,-.18,70.84,70.66
135,0,06078,Esteban Toledo,-.19,71.15,70.96
136,0,01475,Donnie Hammond,-.21,71.29,71.08
136,0,24361,Pat Perez,-.21,71.62,71.41
138,0,07223,Brian Bateman,-.22,71.28,71.06
139,0,19846,Brian Gay,-.23,71.23,71.00
140,0,22293,Heath Slocum,-.24,71.22,70.98
141,0,08339,Spike McRoy,-.26,71.19,70.93
142,0,20574,Mathew Goggin,-.27,71.65,71.38
142,0,22295,Darron Stiles,-.27,71.41,71.14
144,0,23614,Rich Beem,-.28,71.75,71.47
144,0,07941,Mike Grob,-.28,71.38,71.10
146,0,10565,Ian Leggatt,-.29,71.32,71.03
147,0,21739,Aaron Barber,-.30,71.37,71.07
148,0,20436,Garrett Willis,-.38,71.34,70.96
149,0,20593,Greg Chalmers,-.39,71.32,70.93
149,0,01887,Mark O'Meara,-.39,72.34,71.95
151,0,20029,Notah Begay III,-.40,71.38,70.98
152,0,08545,Glen Hnatiuk,-.41,71.39,70.98
152,0,25031,Andy Miller,-.41,71.69,71.28
154,0,06527,Steve Stricker,-.45,71.59,71.14
155,0,01098,Jay Don Blake,-.48,71.44,70.96
156,0,21633,Steve Allan,-.49,71.73,71.24
156,0,23036,Chris Anderson,-.49,71.42,70.93
158,0,01175,Jim Carter,-.55,71.68,71.13
159,0,20940,Kenichi Kuboya,-.57,71.71,71.14
159,0,02106,Chris Smith,-.57,71.75,71.18
161,0,21878,Mark Wilson,-.58,71.83,71.25
162,0,20099,Doug Barron,-.59,71.40,70.81
163,0,01132,Mark Brooks,-.60,71.74,71.14
164,0,01307,Joel Edwards,-.62,71.73,71.11
165,0,22892,Jason Gore,-.63,71.66,71.03
166,0,19972,José Coceres,-.64,72.35,71.71
167,0,08547,John Maginnes,-.67,71.67,71.00
168,0,12388,Michael Clark II,-.68,71.89,71.21
169,0,01042,Paul Azinger,-.69,71.75,71.06
170,0,23108,Matt Kuchar,-.72,72.02,71.30
171,0,26950,John Morgan,-.77,71.85,71.08
171,0,23177,Kenneth Staton,-.77,71.98,71.21
173,0,20771,Steven Alker,-.81,71.88,71.07
174,0,01249,John Daly,-.82,72.68,71.86
175,0,06809,Bob Burns,-.84,71.93,71.09
175,0,10912,Craig Perks,-.84,71.92,71.08
