RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
148,0,02131,Mike Springer,2.96,311,105
151,0,01060,Dave Barr,2.97,178,60
151,0,06056,Jim Estes,2.97,190,64
153,0,01014,Fulton Allem,2.98,176,59
153,0,02241,Bobby Wadkins,2.98,268,90
155,0,01096,Phil Blackmar,2.99,239,80
156,0,01201,Lennie Clements,3.00,210,70
157,0,01717,Sandy Lyle,3.03,185,61
158,0,20154,Guy Hill,3.04,216,71
159,0,10457,Frank Nobilo,3.05,189,62
160,0,01006,John Adams,3.06,190,62
160,0,01810,Phil Mickelson,3.06,242,79
160,0,02023,Clarence Rose,3.06,300,98
163,0,01388,Robert Gamez,3.07,212,69
164,0,01093,Ronnie Black,3.09,241,78
165,0,08537,J.P. Hayes,3.12,209,67
166,0,06791,Mark Wurtz,3.13,172,55
167,0,01705,Tim Loustalot,3.14,201,64
168,0,01133,Billy Ray Brown,3.17,203,64
168,0,01378,David Frost,3.17,228,72
168,0,10207,Jimmy Johnston,3.17,184,58
168,0,07707,Mike Small,3.17,206,65
172,0,01068,Andy Bean,3.19,153,48
172,0,21593,Keith Nolan,3.19,172,54
174,0,02159,Curtis Strange,3.20,160,50
175,0,07087,Hugh Royer III,3.21,263,82
176,0,10195,Tim Conley,3.24,227,70
177,0,19883,Joe Daley,3.26,222,68
178,0,01633,Tom Kite,3.29,217,66
179,0,10213,Dicky Pride,3.31,195,59
180,0,06214,Guy Boros,3.33,290,87
181,0,06270,Bobby Gage,3.37,175,52
182,0,01604,Steve Jurgensen,3.38,243,72
183,0,21631,Iain Steel,3.44,213,62
184,0,01326,Nick Faldo,3.47,170,49
185,0,21007,Gabriel Hjertstedt,3.54,255,72
186,0,02099,Scott Simpson,3.56,203,57
187,0,12755,Vance Veazey,3.61,242,67
188,0,01072,Chip Beck,3.92,243,62
