RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,01175,Jim Carter,18,0,3,13,2000040
2,0,12782,Tim Herron,17,5,4,1,2000340
2,0,01761,Len Mattiace,17,3,3,4,2000100
4,0,08993,Franklin Langham,15,2,1,8,2000390
5,0,01569,Peter Jacobsen,14,1,5,2,2000030
6,0,01014,Fulton Allem,13,1,1,5,2000020
6,0,01755,Dick Mast,13,0,1,15,2000100
6,0,01797,Rocco Mediate,13,0,3,17,2000030
6,0,01996,Mike Reid,13,0,4,7,2000280
10,0,20771,Steven Alker,12,2,1,1,2000380
10,0,12823,Carlos Franco,12,0,1,9,2000020
10,0,01723,Andrew Magee,12,2,1,9,2000200
10,0,10912,Craig Perks,12,1,1,8,2000280
10,0,02218,Ted Tryba,12,3,4,12,2000250
15,0,07749,Brett Quigley,11,0,3,14,2000340
15,0,02010,Loren Roberts,11,0,2,5,2000130
15,0,11011,Mike Sposa,11,2,1,4,2000290
18,0,20098,Stuart Appleby,10,2,1,7,2000020
18,0,19824,Craig Barlow,10,0,1,10,2000455
18,0,12652,Cameron Beckman,10,4,1,1,2000340
18,0,01127,Danny Briggs,10,2,3,2,2000270
18,0,20229,Stewart Cink,10,4,2,9,2000370
18,0,06088,Steve Gotsche,10,1,1,13,2000280
18,0,12449,Ryan Howison,10,10,1,2,2000470
18,0,11032,Frank Lickliter II,10,0,2,2,2000280
18,0,20095,Carl Paulson,10,1,1,13,2000340
18,0,01968,Nick Price,10,0,4,16,2000260
18,0,02007,Larry Rinker,10,0,4,5,2000290
18,0,23621,Rory Sabbatini,10,2,4,11,2000350
18,0,07753,Kevin Wentworth,10,0,3,18,2000050
31,0,20029,Notah Begay III,9,2,2,4,2000050
31,0,01098,Jay Don Blake,9,1,2,6,2000260
31,0,06014,Eric Booker,9,0,4,5,2000400
31,0,01157,Tom Byrum,9,0,4,14,2000040
31,0,01161,Mark Calcavecchia,9,0,4,18,2000350
31,0,11653,Paul Curry,9,0,2,10,2000080
31,0,06522,Ernie Els,9,2,4,18,2000190
31,0,01323,Brad Fabel,9,4,1,1,2000140
31,0,01329,Brad Faxon,9,6,1,18,2000340
31,0,01361,Dan Forsman,9,2,4,11,2000420
31,0,01408,Kelly Gibson,9,0,4,15,2000440
31,0,01457,Jay Haas,9,0,1,9,2000050
31,0,08537,J.P. Hayes,9,0,1,2,2000110
31,0,01577,Lee Janzen,9,9,2,10,2000460
31,0,01619,Skip Kendall,9,0,3,9,2000180
31,0,06332,Neal Lancaster,9,0,4,15,2000040
31,0,10860,Justin Leonard,9,0,4,7,2000390
31,0,06140,Sean Murphy,9,1,2,10,2000290
31,0,01920,Craig Parry,9,1,3,10,2000430
31,0,01927,Dennis Paulson,9,0,4,12,2000170
31,0,23034,Brent Schwarzrock,9,1,4,6,2000420
31,0,06527,Steve Stricker,9,0,3,1,2000250
31,0,02206,David Toms,9,0,3,14,2000350
31,0,10425,Jay Williamson,9,0,2,2,2000290
55,0,01093,Ronnie Black,8,0,3,10,2000080
55,0,01116,Michael Bradley,8,4,3,9,2000420
55,0,01191,Barry Cheesman,8,0,2,13,2000160
55,0,01196,Brian Claar,8,5,1,17,2000300
55,0,01219,John Cook,8,1,1,9,2000020
55,0,01226,Fred Couples,8,0,4,17,2000250
55,0,01249,John Daly,8,1,2,11,2000150
55,0,07457,Steve Flesch,8,1,4,15,2000210
55,0,19846,Brian Gay,8,2,4,8,2000340
55,0,06643,Paul Goydos,8,0,4,17,2000340
55,0,06044,Scott Gump,8,0,2,1,2000280
55,0,01527,Scott Hoch,8,0,4,6,2000160
55,0,21961,Charles Howell III,8,0,3,16,2000390
55,0,08075,Jerry Kelly,8,0,1,17,2000220
55,0,06012,Greg Kraft,8,0,4,10,2000350
55,0,01677,Tom Lehman,8,1,1,11,2000160
55,0,01766,Billy Mayfair,8,7,1,7,2000030
55,0,06515,Shaun Micheel,8,0,1,12,2000390
55,0,01810,Phil Mickelson,8,1,2,6,2000280
55,0,01823,Larry Mize,8,1,2,14,2000250
55,0,08535,Gary Nicklaus,8,1,2,17,2000080
55,0,01941,Tom Pernice Jr.,8,0,1,2,2000340
55,0,06062,Charles Raulerson,8,0,3,17,2000020
55,0,08375,Paul Stankowski,8,0,1,18,2000180
55,0,02239,Scott Verplank,8,1,2,8,2000440
55,0,02257,Brian Watts,8,0,1,17,2000120
81,0,01024,Billy Andrade,7,1,1,2,2000455
81,0,01040,Emlyn Aubrey,7,7,2,12,2000430
81,0,01042,Paul Azinger,7,0,2,5,2000150
81,0,08243,Aaron Bengoechea,7,1,2,9,2000380
81,0,10944,Thomas Bjørn,7,0,2,1,2000120
81,0,10569,Mike Brisky,7,0,2,5,2000020
81,0,01156,Curt Byrum,7,1,3,13,2000320
81,0,20400,Michael Campbell,7,0,1,5,2000370
81,0,20593,Greg Chalmers,7,5,3,10,2000210
81,0,01200,Keith Clearwater,7,0,2,9,2000020
81,0,19822,Bobby Cochran,7,2,3,12,2000050
81,0,19881,Robert Damron,7,1,4,18,2000220
81,0,08931,Glen Day,7,4,3,11,2000260
81,0,01282,Trevor Dodds,7,0,2,14,2000070
81,0,09011,David Duval,7,3,2,14,2000030
81,0,01306,David Edwards,7,2,1,6,2000160
81,0,23125,Brad Elder,7,0,1,7,2000280
81,0,01331,Rick Fehr,7,0,4,4,2000100
81,0,01346,Ed Fiori,7,2,1,7,2000080
81,0,21805,Harrison Frazar,7,0,1,1,2000100
81,0,01381,Fred Funk,7,0,2,1,2000240
81,0,10809,Jim Furyk,7,3,3,6,2000020
81,0,01418,Bill Glasson,7,0,2,12,2000280
81,0,20574,Mathew Goggin,7,0,1,7,2000290
81,0,20157,Retief Goosen,7,0,1,7,2000490
81,0,20105,Jeff Gove,7,0,2,10,2000240
81,0,10963,Jimmy Green,7,1,4,2,2000210
81,0,20378,Mathias Grönberg,7,0,2,17,2000350
81,0,20766,Padraig Harrington,7,2,3,12,2000350
81,0,06575,Dudley Hart,7,0,1,1,2000110
81,0,08337,Mike Heinen,7,0,2,4,2000410
81,0,01510,Nolan Henke,7,1,1,6,2000100
81,0,21007,Gabriel Hjertstedt,7,0,3,16,2000280
81,0,07545,Kelly Holmes,7,0,1,6,2000280
81,0,01549,Mike Hulbert,7,1,1,13,2000030
81,0,19958,Miguel Angel Jiménez,7,0,2,12,2000340
81,0,06573,Brandt Jobe,7,7,1,1,2000460
81,0,01724,Jeff Maggert,7,0,3,2,2000460
81,0,01771,Blaine McCallister,7,6,1,17,2000100
81,0,10585,Scott McCarron,7,0,3,7,2000430
81,0,08045,Perry Moss,7,0,1,7,2000080
81,0,06373,José María Olazábal,7,2,2,4,2000350
81,0,12660,Jesper Parnevik,7,2,1,16,2000020
81,0,01938,David Peoples,7,0,4,12,2000440
81,0,23389,John Restino,7,0,1,14,2000170
81,0,06567,Vijay Singh,7,1,4,7,2000150
81,0,02104,Jeff Sluman,7,0,4,12,2000350
81,0,22064,Craig Spence,7,3,1,10,2000220
81,0,02159,Curtis Strange,7,1,3,8,2000290
81,0,06595,Kevin Sutherland,7,2,2,4,2000280
81,0,02246,Duffy Waldorf,7,7,2,14,2000460
81,0,10423,Mike Weir,7,0,4,10,2000460
81,0,02279,Mark Wiebe,7,1,4,1,2000320
81,0,19968,Jeff Williams,7,2,1,16,2000080
135,0,10885,Robert Allenby,6,1,4,17,2000080
135,0,07867,Woody Austin,6,5,3,16,2000280
135,0,20099,Doug Barron,6,1,4,7,2000290
135,0,01063,Ben Bates,6,0,1,15,2000360
135,0,24866,Jamie Broce,6,6,1,11,2000290
135,0,01132,Mark Brooks,6,0,1,6,2000280
135,0,01139,Olin Browne,6,2,1,9,2000240
135,0,23656,Jason Caron,6,0,1,7,2000390
135,0,12388,Michael Clark II,6,2,1,12,2000280
135,0,01261,Jay Delsing,6,3,1,10,2000420
135,0,06251,Chris DiMarco,6,2,2,2,2000455
135,0,01307,Joel Edwards,6,0,2,4,2000040
135,0,01320,Bob Estes,6,0,1,5,2000210
135,0,01334,Keith Fergus,6,0,2,8,2000260
135,0,01376,Bob Friend,6,5,1,4,2000170
135,0,20043,Edward Fryatt,6,0,1,10,2000420
135,0,20939,Keiichiro Fukabori,6,1,1,15,2000020
135,0,01385,Jim Gallagher Jr.,6,2,3,16,2000380
135,0,21209,Sergio Garcia,6,2,3,14,2000350
135,0,01414,Bob Gilder,6,0,4,9,2000230
135,0,01435,Wayne Grady,6,5,1,3,2000260
135,0,01469,Dan Halldorson,6,0,2,4,2000300
135,0,06617,Brian Henninger,6,4,1,8,2000440
135,0,08545,Glen Hnatiuk,6,1,1,1,2000240
135,0,20992,Kazuhiko Hosokawa,6,1,2,5,2000390
135,0,01553,John Huston,6,2,4,10,2000260
135,0,01599,Steve Jones,6,1,4,4,2000170
