RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
62,0,01142,Bart Bryant,70.50,1551,22
62,0,23800,Bryce Molder,70.50,1269,18
62,0,06527,Steve Stricker,70.50,1551,22
65,0,06515,Shaun Micheel,70.52,1622,23
65,0,01928,Corey Pavin,70.52,1481,21
67,0,06809,Bob Burns,70.53,2116,30
67,0,20502,Michael Long,70.53,1199,17
69,0,23541,Ben Crane,70.54,1693,24
69,0,19846,Brian Gay,70.54,2751,39
69,0,01685,J.L. Lewis,70.54,2610,37
72,0,23614,Rich Beem,70.56,1905,27
73,0,24925,Jonathan Byrd,70.57,1976,28
74,0,12680,Shigeki Maruyama,70.58,1694,24
75,0,19824,Craig Barlow,70.60,1059,15
76,0,01706,Davis Love III,70.61,1624,23
77,0,10213,Dicky Pride,70.63,1342,19
77,0,26289,Boo Weekley,70.63,1130,16
79,0,06004,Stephen Ames,70.64,1766,25
80,0,21633,Steve Allan,70.66,2049,29
80,0,10733,Kent Jones,70.66,2473,35
82,0,21805,Harrison Frazar,70.67,1060,15
83,0,12782,Tim Herron,70.68,1767,25
84,0,01161,Mark Calcavecchia,70.71,1697,24
84,0,01329,Brad Faxon,70.71,1980,28
84,0,21806,Paul Gow,70.71,1697,24
84,0,01761,Len Mattiace,70.71,2687,38
88,0,02214,Kirk Triplett,70.72,1273,18
89,0,01723,Andrew Magee,70.74,1627,23
90,0,20029,Notah Begay III,70.75,1698,24
91,0,23623,Bo Van Pelt,70.76,1769,25
91,0,10425,Jay Williamson,70.76,1769,25
93,0,06315,Pete Jordan,70.77,1557,22
94,0,20548,Hidemichi Tanaka,70.78,1911,27
95,0,08537,J.P. Hayes,70.80,1770,25
96,0,01157,Tom Byrum,70.81,1912,27
96,0,06332,Neal Lancaster,70.81,1912,27
98,0,23983,Luke Donald,70.82,1558,22
99,0,06498,Matt Peterson,70.83,2125,30
99,0,06078,Esteban Toledo,70.83,1629,23
101,0,06575,Dudley Hart,70.85,1842,26
102,0,20105,Jeff Gove,70.86,1984,28
103,0,01035,Tommy Armour III,70.87,2197,31
104,0,01378,David Frost,70.88,1843,26
104,0,01619,Skip Kendall,70.88,2410,34
106,0,01219,John Cook,70.92,1844,26
106,0,01677,Tom Lehman,70.92,1702,24
108,0,23621,Rory Sabbatini,70.93,993,14
109,0,01920,Craig Parry,70.94,1206,17
109,0,08375,Paul Stankowski,70.94,2412,34
111,0,08931,Glen Day,70.95,2696,38
111,0,01569,Peter Jacobsen,70.95,1348,19
111,0,06373,José María Olazábal,70.95,1490,21
114,0,23108,Matt Kuchar,70.96,1774,25
115,0,01098,Jay Don Blake,70.97,2058,29
116,0,01374,Robin Freeman,71.00,1846,26
116,0,01927,Dennis Paulson,71.00,1562,22
116,0,02246,Duffy Waldorf,71.00,2059,29
119,0,01941,Tom Pernice Jr.,71.04,1847,26
120,0,23903,Stephen Gangluff,71.05,1421,20
120,0,08339,Spike McRoy,71.05,1350,19
122,0,10649,Tom Scherrer,71.06,2345,33
123,0,08633,Per-Ulrik Johansson,71.07,1990,28
123,0,02104,Jeff Sluman,71.07,2132,30
125,0,12663,Phil Tataurangi,71.08,1848,26
126,0,07003,David Berganio Jr.,71.12,1778,25
127,0,01175,Jim Carter,71.13,2205,31
127,0,20574,Mathew Goggin,71.13,1636,23
129,0,01313,Steve Elkington,71.17,1708,24
129,0,02101,Joey Sindelar,71.17,1708,24
131,0,12753,David Morland IV,71.18,1210,17
132,0,01887,Mark O'Meara,71.19,1139,16
132,0,12660,Jesper Parnevik,71.19,1851,26
134,0,01766,Billy Mayfair,71.20,2492,35
134,0,10457,Frank Nobilo,71.20,2492,35
136,0,22046,Geoff Ogilvy,71.21,2065,29
137,0,20593,Greg Chalmers,71.26,2209,31
138,0,01249,John Daly,71.27,1069,15
139,0,01948,Tim Petrovic,71.29,1996,28
140,0,01724,Jeff Maggert,71.30,1640,23
140,0,20566,Kaname Yokoo,71.30,1426,20
142,0,12826,Paul Claxton,71.31,1854,26
143,0,01042,Paul Azinger,71.32,1569,22
144,0,08881,Tripp Isenhour,71.33,1712,24
144,0,06012,Greg Kraft,71.33,1926,27
146,0,06573,Brandt Jobe,71.36,1784,25
147,0,01132,Mark Brooks,71.38,2070,29
147,0,20043,Edward Fryatt,71.38,1713,24
147,0,02106,Chris Smith,71.38,1713,24
150,0,01388,Robert Gamez,71.41,1214,17
151,0,06617,Brian Henninger,71.43,1643,23
152,0,24937,Jess Daley,71.47,2144,30
153,0,12388,Michael Clark II,71.48,1644,23
154,0,21209,Sergio Garcia,71.50,1001,14
155,0,01203,Russ Cochran,71.52,1502,21
156,0,01926,Steve Pate,71.55,1431,20
157,0,23338,David Gossett,71.57,2004,28
158,0,10201,Matt Gogel,71.58,1718,24
158,0,01599,Steve Jones,71.58,1360,19
160,0,07867,Woody Austin,71.66,2078,29
160,0,08553,Lee Porter,71.66,2293,32
162,0,07223,Brian Bateman,71.69,2294,32
162,0,01666,Bernhard Langer,71.69,1147,16
162,0,23177,Kenneth Staton,71.69,2294,32
165,0,08993,Franklin Langham,71.71,1506,21
166,0,08123,Jeff Brehaut,71.72,1793,25
166,0,01185,Brandel Chamblee,71.72,2080,29
168,0,02245,Grant Waite,71.74,2439,34
169,0,01771,Blaine McCallister,71.85,1868,26
170,0,19958,Miguel Angel Jiménez,71.88,1222,17
171,0,06036,Scott Dunlap,71.89,1366,19
172,0,01527,Scott Hoch,71.93,1079,15
173,0,06643,Paul Goydos,71.95,1511,21
173,0,10962,Bradley Hughes,71.95,1439,20
173,0,22293,Heath Slocum,71.95,1583,22
173,0,02133,Craig Stadler,71.95,1439,20
177,0,23125,Brad Elder,71.96,1871,26
178,0,21949,Joe Ogilvie,72.00,1224,17
179,0,19972,José Coceres,72.07,1009,14
180,0,20663,Brenden Pappas,72.09,1658,23
181,0,10912,Craig Perks,72.11,2019,28
181,0,06613,Tommy Tolles,72.11,1298,18
181,0,23322,Brett Wetterich,72.11,1947,27
184,0,10117,Bob Heintz,72.12,1226,17
185,0,02322,Richard Zokol,72.13,1154,16
186,0,19817,Michael Muehr,72.14,1515,21
187,0,07749,Brett Quigley,72.16,2309,32
188,0,19881,Robert Damron,72.20,2166,30
189,0,02099,Scott Simpson,72.25,1445,20
190,0,21259,Jason Hill,72.29,1012,14
191,0,20095,Carl Paulson,72.32,1808,25
192,0,20094,Jonathan Kaye,72.35,1230,17
193,0,20436,Garrett Willis,72.36,2605,36
194,0,08535,Gary Nicklaus,72.42,1376,19
195,0,02170,Hal Sutton,72.43,1521,21
196,0,01549,Mike Hulbert,72.50,1160,16
197,0,01014,Fulton Allem,72.74,1382,19
198,0,02110,Jerry Smith,72.91,2333,32
199,0,06016,Brad Lardon,72.95,1386,19
200,0,02257,Brian Watts,73.09,1608,22
201,0,10107,Deane Pappas,73.46,1763,24
202,0,01514,Eduardo Herrera,73.88,1182,16
