RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,08793,Tiger Woods,67.83,407,6
2,0,01761,Len Mattiace,68.25,546,8
3,0,10201,Matt Gogel,68.33,820,12
4,0,02214,Kirk Triplett,68.46,890,13
5,0,01457,Jay Haas,68.50,548,8
6,0,01388,Robert Gamez,68.62,892,13
7,0,02206,David Toms,68.70,687,10
8,0,02223,Bob Tway,68.79,963,14
9,0,06575,Dudley Hart,68.82,757,11
10,0,01527,Scott Hoch,68.83,826,12
10,0,23621,Rory Sabbatini,68.83,826,12
12,0,10885,Robert Allenby,68.93,965,14
13,0,20572,Rod Pampling,68.94,1172,17
13,0,06567,Vijay Singh,68.94,1103,16
15,0,24357,K.J. Choi,69.00,759,11
15,0,23983,Luke Donald,69.00,1449,21
15,0,01797,Rocco Mediate,69.00,483,7
15,0,02239,Scott Verplank,69.00,759,11
19,0,01226,Fred Couples,69.10,691,10
20,0,20548,Hidemichi Tanaka,69.18,1176,17
21,0,01553,John Huston,69.19,1107,16
22,0,10423,Mike Weir,69.23,900,13
23,0,02010,Loren Roberts,69.25,554,8
24,0,22913,John Rollins,69.26,1316,19
25,0,20127,Chris Riley,69.27,1039,15
26,0,01313,Steve Elkington,69.29,485,7
27,0,23541,Ben Crane,69.35,1179,17
28,0,20634,Peter Lonard,69.40,347,5
29,0,01945,Kenny Perry,69.43,486,7
30,0,10860,Justin Leonard,69.44,625,9
30,0,01926,Steve Pate,69.44,625,9
32,0,02246,Duffy Waldorf,69.46,903,13
33,0,20157,Retief Goosen,69.50,278,4
33,0,02133,Craig Stadler,69.50,695,10
35,0,24925,Jonathan Byrd,69.59,1183,17
36,0,23614,Rich Beem,69.60,1392,20
36,0,01706,Davis Love III,69.60,696,10
36,0,02245,Grant Waite,69.60,1392,20
39,0,01948,Tim Petrovic,69.63,1114,16
40,0,01968,Nick Price,69.67,209,3
41,0,10912,Craig Perks,69.70,697,10
42,0,02104,Jeff Sluman,69.71,1185,17
42,0,12663,Phil Tataurangi,69.71,1185,17
44,0,06004,Stephen Ames,69.76,1186,17
44,0,21961,Charles Howell III,69.76,1186,17
46,0,01381,Fred Funk,69.77,907,13
47,0,01142,Bart Bryant,69.86,978,14
48,0,11032,Frank Lickliter II,69.87,1048,15
49,0,12660,Jesper Parnevik,69.89,629,9
