RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,33141,Keegan Bradley,2.560,294.8,115.153,250,0221402832
2,0,32102,Rickie Fowler,2.546,296.3,116.340,258,0225202873
2,0,50095,Austin Smotherman,2.546,289.6,113.760,291,0206302892
4,0,33948,Byeong Hun An,2.543,302.8,119.040,331,0199602888
5,0,58696,Peter Kuest,2.538,307.8,121.288,117,0220702831
5,0,32640,Troy Merritt,2.538,279.5,110.104,277,0212002849
5,0,51890,Greyson Sigg,2.538,280.6,110.570,344,0213502814
8,0,52955,Ludvig Åberg,2.535,304.8,120.224,155,0225502823
9,0,31646,Emiliano Grillo,2.534,285.4,112.610,334,0223402819
10,0,47128,Richy Werenski,2.528,285.2,112.789,295,0218802845
11,0,45157,Cam Davis,2.526,296.8,117.474,251,0221702834
11,0,24024,Zach Johnson,2.526,273.5,108.264,207,0223902834
11,0,47983,Chad Ramey,2.526,282.8,111.987,350,0216402861
14,0,47079,Harrison Endycott,2.525,277.6,109.916,258,0210202802
14,0,33410,Andrew Landry,2.525,274.8,108.827,239,0183902862
16,0,45609,Tyler Duncan,2.523,281.9,111.764,267,0226802848
17,0,34363,Tyrrell Hatton,2.522,292.8,116.103,267,0219802866
17,0,35461,Beau Hossler,2.522,289.7,114.853,324,0227402878
17,0,25632,Jimmy Walker,2.522,291.4,115.545,287,0205302859
20,0,29221,Webb Simpson,2.521,284.4,112.826,218,0222602880
21,0,48084,Wesley Bryan,2.519,288.8,114.648,112,0206902857
21,0,40250,Taylor Pendrith,2.519,298.8,118.593,326,0206802826
23,0,30926,Chris Kirk,2.518,281.5,111.785,302,0216002920
24,0,22056,Cameron Percy,2.516,276.1,109.770,192,0217702842
25,0,47504,Sam Burns,2.515,300.1,119.344,243,0219402856
25,0,52453,Nicolai Hojgaard,2.515,298.3,118.607,118,0219602765
27,0,49960,Sepp Straka,2.514,283.3,112.673,268,0216902855
28,0,20229,Stewart Cink,2.512,290.1,115.464,260,0221202815
28,0,27644,Brian Harman,2.512,276.5,110.074,304,0216202841
30,0,49453,Trevor Cone,2.511,301.8,120.206,229,0219202827
30,0,32448,James Hahn,2.511,286.1,113.937,297,0212402802
30,0,26476,Chez Reavie,2.511,270.8,107.869,341,0217902848
33,0,36799,Stephan Jaeger,2.509,292.9,116.707,371,0191602856
33,0,29908,C.T. Pan,2.509,278.7,111.072,171,0217602824
35,0,57362,Austin Eckroat,2.508,284.5,113.464,268,0215802791
36,0,55708,Hayden Buckley,2.507,286.7,114.331,238,0210802806
37,0,32366,Kevin Chappell,2.506,289.6,115.524,154,0202402774
37,0,55182,Tom Kim,2.506,281.7,112.397,292,0220102770
37,0,49771,J.T. Poston,2.506,282.6,112.777,312,0216702822
40,0,24140,Sean O'Hair,2.505,280.6,112.013,108,0212002916
41,0,49766,Hank Lebioda,2.504,282.6,112.849,148,0222902751
41,0,28237,Rory McIlroy,2.504,307.4,122.750,207,0198402899
43,0,23108,Matt Kuchar,2.503,276.4,110.441,353,0215302776
43,0,39324,J.J. Spaun,2.503,282.1,112.707,331,0208102786
45,0,34563,Chesson Hadley,2.501,284.3,113.706,276,0212702825
45,0,52513,Carson Young,2.501,279.6,111.793,283,0224902875
47,0,30692,Scott Stallings,2.500,288.8,115.511,220,0215402804
48,0,35450,Patrick Cantlay,2.499,294.4,117.820,235,0208802763
48,0,35506,Mackenzie Hughes,2.499,287.8,115.150,281,0212702756
48,0,32816,Satoshi Kodaira,2.499,269.5,107.871,163,0201102811
51,0,48867,Matti Schmid,2.498,300.1,120.132,172,0209702764
52,0,51349,Nico Echavarria,2.495,282.0,113.040,231,0207502832
52,0,29535,Brice Garnett,2.495,271.0,108.595,223,0211602855
52,0,27963,Chris Stroud,2.495,272.8,109.367,142,0223902771
55,0,52375,Doug Ghim,2.493,280.8,112.649,226,0215402856
55,0,35449,Adam Long,2.493,274.2,109.984,361,0205002760
55,0,23320,Ryan Palmer,2.493,284.3,114.036,255,0207502807
58,0,48887,Matt Wallace,2.492,289.1,116.017,225,0195602749
59,0,19803,Ryan Armour,2.491,263.4,105.771,263,0217202842
59,0,39971,Sungjae Im,2.491,283.9,113.980,354,0214202759
61,0,51950,Max McGreevy,2.490,272.8,109.561,250,0210502816
61,0,50525,Collin Morikawa,2.490,284.3,114.213,228,0212702797
61,0,36871,Matt NeSmith,2.490,285.3,114.578,321,0207002770
64,0,25493,Nick Taylor,2.489,278.7,112.000,292,0205502787
64,0,45242,Kevin Yu,2.489,297.7,119.599,124,0206502824
66,0,34098,Russell Henley,2.488,275.8,110.868,288,0206802810
66,0,54783,Dylan Wu,2.488,281.7,113.224,291,0209102883
68,0,35901,Paul Haley II,2.487,267.6,107.598,264,0212502897
69,0,33408,Tyson Alexander,2.486,285.6,114.850,260,0199802814
69,0,34255,Joseph Bramlett,2.486,303.3,121.999,206,0202502705
69,0,29420,Billy Horschel,2.486,282.0,113.422,191,0213202780
69,0,52374,Brandon Wu,2.486,280.4,112.778,294,0220802786
73,0,12716,Charley Hoffman,2.485,287.2,115.553,217,0201002872
73,0,39975,Michael Kim,2.485,287.4,115.626,263,0183702854
73,0,25818,Scott Piercy,2.485,273.9,110.201,287,0204602773
73,0,34046,Jordan Spieth,2.485,289.9,116.660,252,0173502911
77,0,46970,Jon Rahm,2.484,297.2,119.638,230,0209402805
77,0,27214,Kevin Streelman,2.484,280.9,113.077,319,0205502847
77,0,32139,Danny Willett,2.484,277.0,111.492,200,0206902823
80,0,33399,Adam Hadwin,2.483,280.9,113.151,306,0209302781
80,0,32757,Patton Kizzire,2.483,283.6,114.206,303,0213702819
80,0,39546,Keith Mitchell,2.483,295.3,118.933,273,0212102801
83,0,25686,Jason Dufner,2.482,280.1,112.872,260,0204402793
83,0,25900,Lucas Glover,2.482,276.2,111.288,315,0208502768
83,0,54591,Ben Griffin,2.482,289.2,116.511,310,0205202833
83,0,58168,Davis Thompson,2.482,293.4,118.230,280,0217702764
83,0,35617,Martin Trainer,2.482,290.9,117.232,139,0216502768
88,0,47988,Nick Hardy,2.479,292.2,117.863,332,0214502720
88,0,31557,Jim Herman,2.479,273.3,110.251,240,0211802807
90,0,27974,Sung Kang,2.478,277.1,111.825,114,0209202792
90,0,51491,Brandon Matthews,2.478,313.3,126.436,100,0216402860
90,0,47993,Denny McCarthy,2.478,279.2,112.667,305,0195202849
90,0,55454,Carl Yuan,2.478,292.9,118.194,245,0192302821
94,0,56630,Akshay Bhatia,2.476,286.6,115.750,206,0202702885
94,0,30911,Tommy Fleetwood,2.476,290.5,117.315,243,0214702747
94,0,50188,S.H. Kim,2.476,290.5,117.342,340,0199502798
97,0,47591,Eric Cole,2.474,285.5,115.374,435,0203902874
97,0,59018,Ryan Gerard,2.474,279.9,113.109,157,0226602753
99,0,29970,Dylan Frittelli,2.472,289.1,116.928,204,0218502770
100,0,33448,Justin Thomas,2.471,287.5,116.344,240,0198802754
100,0,57366,Cameron Young,2.471,304.3,123.129,244,0189102867
102,0,27554,Scott Harrington,2.470,294.7,119.311,225,0200202757
102,0,28775,Nate Lashley,2.470,275.9,111.696,322,0214002845
102,0,36326,David Lipsky,2.470,272.6,110.369,332,0210502868
102,0,47995,Davis Riley,2.470,289.8,117.316,285,0217402771
102,0,30927,Brendon Todd,2.470,265.0,107.311,353,0215402817
107,0,33204,Shane Lowry,2.469,285.7,115.737,205,0212202747
107,0,51997,Andrew Novak,2.469,281.4,113.998,242,0204702800
109,0,40098,Matt Fitzpatrick,2.468,288.8,117.033,248,0190902815
109,0,32839,Hideki Matsuyama,2.468,282.4,114.437,295,0208502824
109,0,46601,Trey Mullinax,2.468,299.2,121.251,225,0205802859
112,0,54628,Lee Hodges,2.467,285.2,115.580,358,0215102785
112,0,29289,S.Y. Noh,2.467,286.9,116.303,164,0210302716
112,0,36724,Augusto Núñez,2.467,294.3,119.301,198,0212802735
115,0,28089,Jason Day,2.466,292.5,118.608,246,0214602759
115,0,54421,Garrick Higgo,2.466,294.9,119.595,321,0188202787
115,0,32791,K.H. Lee,2.466,284.3,115.273,307,0208902733
115,0,31560,Brian Stuard,2.466,254.8,103.303,191,0204802779
119,0,48119,Ben Taylor,2.465,289.5,117.444,267,0210702869
120,0,34076,Joel Dahmen,2.464,275.8,111.940,263,0195702882
120,0,57975,Harry Hall,2.464,285.8,115.966,247,0209502755
122,0,49298,Kramer Hickok,2.463,277.0,112.451,293,0194002777
122,0,40162,Justin Lower,2.463,279.4,113.478,298,0217702771
122,0,46340,Alex Smalley,2.463,283.8,115.250,329,0174702800
122,0,55893,Sam Stevens,2.463,294.3,119.484,320,0209102738
126,0,32662,Michael Gligic,2.462,293.4,119.190,183,0213902782
126,0,46717,Viktor Hovland,2.462,291.0,118.199,254,0196102763
126,0,31202,William McGirt,2.462,264.3,107.349,152,0207702717
129,0,39997,Corey Conners,2.460,286.0,116.274,324,0207102746
130,0,28420,Ryan Brehm,2.459,296.6,120.583,216,0196102829
130,0,24925,Jonathan Byrd,2.459,277.1,112.688,118,0212102843
130,0,51070,Vincent Norrman,2.459,299.4,121.750,229,0217302812
133,0,51766,Wyndham Clark,2.458,303.4,123.456,254,0214602792
133,0,22405,Justin Rose,2.458,283.3,115.249,193,0210202866
135,0,46435,Austin Cook,2.457,265.5,108.059,233,0213702808
135,0,35532,Tom Hoge,2.457,279.5,113.750,337,0208802813
137,0,34099,Harris English,2.456,285.3,116.182,271,0212002763
137,0,39954,Cody Gribble,2.456,285.5,116.224,165,0210102731
139,0,45522,Christiaan Bezuidenhout,2.454,273.6,111.484,299,0208202749
140,0,34466,Peter Malnati,2.453,280.9,114.503,303,0195102776
141,0,29725,Tony Finau,2.452,289.3,117.967,299,0200802752
142,0,46441,Robby Shelton,2.448,276.3,112.871,289,0159102879
143,0,24502,Adam Scott,2.447,296.3,121.101,186,0203702827
143,0,31323,Gary Woodland,2.447,298.9,122.151,267,0203202826
145,0,33597,Harry Higgs,2.446,283.7,115.963,215,0215502792
145,0,50493,Justin Suh,2.446,284.7,116.403,365,0185302800
147,0,48117,Kurt Kitayama,2.440,297.5,121.908,128,0202202752
148,0,35879,Kelly Kraft,2.439,264.3,108.341,323,0204402752
148,0,53165,Doc Redman,2.439,278.0,114.009,300,0200302736
150,0,33653,Thomas Detry,2.438,296.5,121.619,219,0203602807
150,0,35310,Lanto Griffin,2.438,286.5,117.522,158,0207202714
150,0,27936,Martin Laird,2.438,276.6,113.449,208,0199702795
150,0,26596,Ryan Moore,2.438,260.3,106.775,272,0216602696
154,0,33122,Russell Knox,2.434,267.5,109.905,317,0195202786
154,0,52411,Kyle Westmoreland,2.434,302.3,124.205,177,0212202699
156,0,51634,Sahith Theegala,2.433,285.1,117.180,326,0183002799
157,0,30163,Henrik Norlander,2.432,278.0,114.286,224,0207702749
157,0,40006,Erik van Rooyen,2.432,287.1,118.027,206,0188802778
159,0,39067,MJ Daffue,2.431,292.0,120.118,248,0211302756
159,0,51414,Brent Grant,2.431,298.4,122.714,199,0208302770
159,0,49947,Taylor Moore,2.431,287.2,118.164,322,0213802762
162,0,37455,Si Woo Kim,2.429,275.7,113.522,381,0190102846
162,0,34409,David Lingmerth,2.429,258.3,106.372,228,0204802760
164,0,31577,Tano Goya,2.426,287.4,118.486,221,0193902786
165,0,36699,Patrick Rodgers,2.425,289.7,119.455,323,0208402776
