RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,32448,James Hahn,13.52,7924.84,586
2,0,26476,Chez Reavie,13.21,10702.92,810
3,0,51890,Greyson Sigg,13.18,11476.70,871
4,0,33141,Keegan Bradley,13.14,8080.03,615
5,0,35901,Paul Haley II,12.92,9171.13,710
6,0,25632,Jimmy Walker,12.84,8561.25,667
7,0,24024,Zach Johnson,12.74,6588.45,517
8,0,33410,Andrew Landry,12.66,8026.00,634
9,0,32366,Kevin Chappell,12.56,4459.38,355
10,0,47079,Harrison Endycott,12.47,8266.85,663
11,0,32102,Rickie Fowler,12.42,7264.69,585
12,0,49960,Sepp Straka,12.41,9156.54,738
13,0,32640,Troy Merritt,12.36,8442.61,683
14,0,36799,Stephan Jaeger,12.34,12685.80,1028
15,0,35449,Adam Long,12.29,10052.69,818
16,0,30926,Chris Kirk,12.28,9139.17,744
16,0,24140,Sean O'Hair,12.28,3560.58,290
18,0,32816,Satoshi Kodaira,12.27,5447.61,444
19,0,45157,Cam Davis,12.22,8136.21,666
19,0,23108,Matt Kuchar,12.22,9510.65,778
21,0,22405,Justin Rose,12.21,5386.76,441
21,0,27963,Chris Stroud,12.21,4713.88,386
23,0,36326,David Lipsky,12.19,8974.50,736
24,0,31646,Emiliano Grillo,12.14,9299.47,766
25,0,29535,Brice Garnett,12.08,7366.57,610
26,0,57362,Austin Eckroat,12.04,7992.25,664
27,0,45609,Tyler Duncan,12.03,9025.09,750
28,0,33948,Byeong Hun An,11.98,9905.79,827
29,0,29221,Webb Simpson,11.94,5363.07,449
30,0,48084,Wesley Bryan,11.93,3114.82,261
31,0,32139,Danny Willett,11.90,5964.14,501
32,0,29908,C.T. Pan,11.84,4346.15,367
33,0,52375,Doug Ghim,11.81,7325.09,620
33,0,22056,Cameron Percy,11.81,5339.89,452
35,0,31560,Brian Stuard,11.75,5710.11,486
36,0,28089,Jason Day,11.73,6367.99,543
37,0,19803,Ryan Armour,11.67,8319.10,713
38,0,24925,Jonathan Byrd,11.63,3733.49,321
39,0,39975,Michael Kim,11.53,7126.99,618
40,0,49771,J.T. Poston,11.52,8792.00,763
41,0,39546,Keith Mitchell,11.50,7899.62,687
42,0,46435,Austin Cook,11.48,6563.81,572
42,0,28237,Rory McIlroy,11.48,5175.69,451
44,0,47983,Chad Ramey,11.47,10080.10,879
45,0,55708,Hayden Buckley,11.43,6583.13,576
46,0,27644,Brian Harman,11.41,9729.67,853
47,0,39324,J.J. Spaun,11.40,8992.04,789
48,0,40162,Justin Lower,11.39,7858.11,690
49,0,55182,Tom Kim,11.38,8123.41,714
50,0,29420,Billy Horschel,11.36,5488.99,483
51,0,29289,S.Y. Noh,11.31,4976.32,440
52,0,27974,Sung Kang,11.27,2952.75,262
52,0,25818,Scott Piercy,11.27,8631.74,766
54,0,54591,Ben Griffin,11.25,9277.16,825
55,0,34363,Tyrrell Hatton,11.23,6973.60,621
56,0,46441,Robby Shelton,11.20,8089.31,722
57,0,27214,Kevin Streelman,11.19,8254.84,738
58,0,51349,Nico Echavarria,11.15,6164.64,553
58,0,37455,Si Woo Kim,11.15,10437.55,936
60,0,51634,Sahith Theegala,11.12,8841.56,795
60,0,30927,Brendon Todd,11.12,9061.17,815
62,0,47591,Eric Cole,11.11,11021.42,992
62,0,30692,Scott Stallings,11.11,6574.55,592
64,0,45522,Christiaan Bezuidenhout,11.10,8161.24,735
65,0,32757,Patton Kizzire,11.09,8451.27,762
66,0,40250,Taylor Pendrith,11.08,8265.73,746
67,0,28775,Nate Lashley,11.07,8759.80,791
68,0,47504,Sam Burns,11.06,6625.93,599
69,0,57975,Harry Hall,11.04,7018.73,636
70,0,20229,Stewart Cink,11.03,6539.74,593
71,0,35532,Tom Hoge,11.01,8297.94,754
71,0,58696,Peter Kuest,11.01,3325.14,302
71,0,51950,Max McGreevy,11.01,6790.11,617
74,0,35461,Beau Hossler,10.99,9260.86,843
74,0,47995,Davis Riley,10.99,7385.47,672
76,0,33408,Tyson Alexander,10.96,7012.85,640
76,0,47128,Richy Werenski,10.96,6775.24,618
78,0,50095,Austin Smotherman,10.95,7774.03,710
79,0,23320,Ryan Palmer,10.91,7366.10,675
80,0,33653,Thomas Detry,10.89,6132.11,563
81,0,47993,Denny McCarthy,10.85,8367.90,771
82,0,34076,Joel Dahmen,10.84,8670.97,800
82,0,33399,Adam Hadwin,10.84,8740.10,806
84,0,36871,Matt NeSmith,10.83,8389.77,775
84,0,48887,Matt Wallace,10.83,5867.68,542
86,0,50525,Collin Morikawa,10.82,6381.19,590
87,0,59018,Ryan Gerard,10.80,4891.06,453
88,0,50493,Justin Suh,10.76,8583.67,798
89,0,58168,Davis Thompson,10.73,7793.27,726
90,0,54628,Lee Hodges,10.70,9054.65,846
90,0,51491,Brandon Matthews,10.70,3145.29,294
92,0,12716,Charley Hoffman,10.69,5739.43,537
92,0,55893,Sam Stevens,10.69,8977.02,840
94,0,46046,Scottie Scheffler,10.68,7155.93,670
95,0,35506,Mackenzie Hughes,10.67,7257.42,680
95,0,50188,S.H. Kim,10.67,9051.33,848
97,0,48867,Matti Schmid,10.54,4174.08,396
98,0,26596,Ryan Moore,10.52,7203.30,685
99,0,52955,Ludvig Åberg,10.47,3768.29,360
100,0,46970,Jon Rahm,10.44,5346.91,512
101,0,31202,William McGirt,10.41,4113.68,395
101,0,54783,Dylan Wu,10.41,7356.88,707
103,0,40006,Erik van Rooyen,10.40,5179.18,498
104,0,30911,Tommy Fleetwood,10.39,5319.22,512
105,0,31557,Jim Herman,10.34,5585.50,540
105,0,52374,Brandon Wu,10.34,9033.21,874
105,0,52513,Carson Young,10.34,6888.75,666
108,0,31577,Tano Goya,10.31,5421.47,526
108,0,57366,Cameron Young,10.31,6060.81,588
110,0,35450,Patrick Cantlay,10.29,5975.62,581
110,0,34563,Chesson Hadley,10.29,7006.45,681
112,0,55454,Carl Yuan,10.28,6824.67,664
113,0,33204,Shane Lowry,10.25,4727.10,461
114,0,34255,Joseph Bramlett,10.21,5524.59,541
114,0,32662,Michael Gligic,10.21,4592.35,450
116,0,51997,Andrew Novak,10.19,5998.97,589
117,0,32791,K.H. Lee,10.17,7006.64,689
118,0,29970,Dylan Frittelli,10.16,5559.53,547
119,0,52453,Nicolai Hojgaard,10.13,2898.21,286
120,0,39997,Corey Conners,10.12,7693.80,760
121,0,32839,Hideki Matsuyama,10.11,6664.96,659
121,0,33448,Justin Thomas,10.11,5791.05,573
123,0,48119,Ben Taylor,10.09,6496.21,644
124,0,45242,Kevin Yu,10.04,3655.57,364
125,0,35879,Kelly Kraft,10.03,7149.26,713
126,0,40098,Matt Fitzpatrick,10.00,6130.32,613
126,0,34409,David Lingmerth,10.00,6289.56,629
128,0,28420,Ryan Brehm,9.94,5733.24,577
128,0,49766,Hank Lebioda,9.94,3777.74,380
130,0,46717,Viktor Hovland,9.92,6123.54,617
130,0,46340,Alex Smalley,9.92,7655.11,772
132,0,46601,Trey Mullinax,9.91,5957.12,601
133,0,34098,Russell Henley,9.87,6838.13,693
134,0,35617,Martin Trainer,9.85,3476.53,353
135,0,39954,Cody Gribble,9.81,4395.64,448
135,0,36724,Augusto Núñez,9.81,4867.48,496
137,0,25900,Lucas Glover,9.80,7009.93,715
138,0,33597,Harry Higgs,9.79,5817.83,594
139,0,25493,Nick Taylor,9.78,6680.46,683
140,0,46442,Maverick McNealy,9.76,3943.80,404
141,0,29725,Tony Finau,9.75,6844.52,702
142,0,34099,Harris English,9.73,5391.49,554
143,0,51766,Wyndham Clark,9.72,6299.01,648
144,0,25686,Jason Dufner,9.71,6155.74,634
144,0,36801,Mark Hubbard,9.71,7875.53,811
146,0,47988,Nick Hardy,9.70,7526.66,776
147,0,39971,Sungjae Im,9.68,8566.65,885
148,0,34046,Jordan Spieth,9.67,5780.68,598
149,0,54421,Garrick Higgo,9.63,7214.90,749
150,0,27936,Martin Laird,9.61,5880.79,612
151,0,49453,Trevor Cone,9.58,6417.22,670
152,0,56630,Akshay Bhatia,9.56,4941.00,517
153,0,27129,Luke List,9.48,7360.01,776
154,0,49298,Kramer Hickok,9.45,6523.39,690
155,0,55789,Taylor Montgomery,9.38,5804.22,619
155,0,48081,Xander Schauffele,9.38,4661.38,497
157,0,27349,Alex Noren,9.35,5926.62,634
158,0,34466,Peter Malnati,9.26,7346.94,793
159,0,31323,Gary Woodland,9.24,5313.76,575
160,0,39977,Max Homa,9.19,6350.65,691
161,0,33413,Ben Martin,9.18,6611.11,720
162,0,37338,Zecheng Dou,9.11,6631.62,728
163,0,34610,Matthias Schwab,9.01,6955.14,772
164,0,40115,Adam Svensson,8.96,8536.88,953
165,0,33122,Russell Knox,8.94,7125.24,797
166,0,52411,Kyle Westmoreland,8.93,4590.47,514
167,0,37275,Sam Ryder,8.92,7835.70,878
168,0,24502,Adam Scott,8.89,4099.26,461
169,0,51414,Brent Grant,8.82,4631.45,525
170,0,36699,Patrick Rodgers,8.79,7590.66,864
171,0,49947,Taylor Moore,8.75,6800.06,777
171,0,39335,Kevin Roy,8.75,3944.36,451
173,0,27554,Scott Harrington,8.67,5005.07,577
174,0,56762,Will Gordon,8.63,5669.52,657
175,0,40058,Zac Blair,8.59,5860.07,682
176,0,48117,Kurt Kitayama,8.53,2423.87,284
177,0,34256,Andrew Putnam,8.44,6967.99,826
178,0,53165,Doc Redman,8.40,5503.69,655
179,0,30163,Henrik Norlander,8.33,4897.24,588
180,0,51070,Vincent Norrman,8.30,4789.20,577
181,0,58967,Trevor Werbylo,8.21,4673.14,569
182,0,39058,Lucas Herbert,8.20,2984.49,364
183,0,39067,MJ Daffue,8.16,5783.57,709
184,0,32333,Kevin Tway,7.92,5176.55,654
185,0,35310,Lanto Griffin,7.86,2758.68,351
186,0,22371,Aaron Baddeley,7.72,3560.48,461
187,0,46414,Aaron Rai,7.70,6387.43,829
188,0,28252,Seamus Power,7.62,4497.96,590
189,0,52372,Cameron Champ,7.54,2828.22,375
190,0,34431,Robert Streb,7.36,4365.27,593
191,0,48699,Callum Tarren,7.04,5380.59,764
192,0,47347,Adam Schenk,6.81,5626.95,826
193,0,27095,Nick Watney,6.38,2859.39,448
