RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
37,0,58967,Trevor Werbylo,119.32,28875.22,242
38,0,27554,Scott Harrington,119.24,28140.61,236
39,0,32662,Michael Gligic,119.22,23724.29,199
39,0,36724,Augusto Núñez,119.22,25989.05,218
41,0,33948,Byeong Hun An,119.06,41552.39,349
42,0,39546,Keith Mitchell,118.94,34611.19,291
42,0,39335,Kevin Roy,118.94,22718.30,191
44,0,28089,Jason Day,118.65,30610.61,258
45,0,40250,Taylor Pendrith,118.58,41148.13,347
46,0,52453,Nicolai Hojgaard,118.54,15410.08,130
47,0,31577,Tano Goya,118.43,27119.88,229
48,0,58168,Davis Thompson,118.25,34883.42,295
49,0,37338,Zecheng Dou,118.22,37240.52,315
50,0,46717,Viktor Hovland,118.21,31798.63,269
50,0,55454,Carl Yuan,118.21,31326.81,265
52,0,49947,Taylor Moore,118.18,40537.22,343
53,0,29725,Tony Finau,118.03,38478.26,326
54,0,40006,Erik van Rooyen,117.91,26294.91,223
55,0,35450,Patrick Cantlay,117.86,29347.66,249
56,0,47988,Nick Hardy,117.82,41237.15,350
56,0,27095,Nick Watney,117.82,23328.85,198
58,0,27349,Alex Noren,117.67,31887.26,271
59,0,28252,Seamus Power,117.62,29758.33,253
60,0,45157,Cam Davis,117.53,33259.80,283
61,0,35310,Lanto Griffin,117.49,19503.68,166
62,0,48119,Ben Taylor,117.43,33584.90,286
63,0,30911,Tommy Fleetwood,117.33,30270.78,258
64,0,50188,S.H. Kim,117.32,41062.34,350
65,0,47995,Davis Riley,117.29,35540.12,303
66,0,35617,Martin Trainer,117.22,18051.78,154
67,0,51634,Sahith Theegala,117.20,41604.65,355
68,0,46442,Maverick McNealy,117.02,22819.52,195
69,0,40098,Matt Fitzpatrick,116.97,30528.82,261
70,0,29970,Dylan Frittelli,116.83,26053.46,223
71,0,36799,Stephan Jaeger,116.74,45413.55,389
72,0,34046,Jordan Spieth,116.61,32417.96,278
73,0,54591,Ben Griffin,116.55,39162.14,336
74,0,50493,Justin Suh,116.44,44131.02,379
75,0,32102,Rickie Fowler,116.32,32220.03,277
75,0,33448,Justin Thomas,116.32,30009.67,258
77,0,39997,Corey Conners,116.28,39302.45,338
78,0,29289,S.Y. Noh,116.20,19986.80,172
79,0,39954,Cody Gribble,116.19,20682.54,178
80,0,34099,Harris English,116.15,33800.49,291
80,0,34363,Tyrrell Hatton,116.15,33334.30,287
82,0,48887,Matt Wallace,116.05,27270.94,235
83,0,33597,Harry Higgs,115.95,26203.84,226
84,0,57975,Harry Hall,115.89,31058.45,268
85,0,56630,Akshay Bhatia,115.82,25133.70,217
86,0,33204,Shane Lowry,115.78,25123.84,217
87,0,54628,Lee Hodges,115.66,43486.49,376
88,0,39975,Michael Kim,115.61,32487.18,281
89,0,25632,Jimmy Walker,115.55,35935.43,311
90,0,32366,Kevin Chappell,115.52,18020.68,156
91,0,20229,Stewart Cink,115.46,31867.43,276
91,0,30692,Scott Stallings,115.46,26786.78,232
93,0,12716,Charley Hoffman,115.42,26776.88,232
93,0,33413,Ben Martin,115.42,37164.07,322
95,0,47591,Eric Cole,115.39,53541.79,464
96,0,22405,Justin Rose,115.37,24688.55,214
96,0,34431,Robert Streb,115.37,29305.10,254
98,0,32791,K.H. Lee,115.27,37348.25,324
99,0,46340,Alex Smalley,115.23,39984.65,347
100,0,33141,Keegan Bradley,115.18,30521.69,265
101,0,34610,Matthias Schwab,115.12,36954.06,321
102,0,35506,Mackenzie Hughes,115.11,34534.26,300
103,0,36801,Mark Hubbard,115.06,39927.53,347
104,0,40115,Adam Svensson,115.00,44276.84,385
105,0,33408,Tyson Alexander,114.85,32272.00,281
106,0,35461,Beau Hossler,114.83,39845.20,347
107,0,37275,Sam Ryder,114.70,41408.49,361
108,0,36871,Matt NeSmith,114.60,38505.85,336
109,0,48084,Wesley Bryan,114.59,14437.97,126
110,0,34466,Peter Malnati,114.45,37309.34,326
111,0,32839,Hideki Matsuyama,114.40,35693.12,312
112,0,55708,Hayden Buckley,114.30,28347.47,248
112,0,30163,Henrik Norlander,114.30,27773.94,243
114,0,50525,Collin Morikawa,114.26,27649.78,242
115,0,32757,Patton Kizzire,114.15,37670.94,330
116,0,46414,Aaron Rai,114.14,40061.99,351
117,0,51997,Andrew Novak,114.02,30102.07,264
118,0,53165,Doc Redman,114.00,35225.76,309
119,0,39971,Sungjae Im,113.97,42284.31,371
119,0,23320,Ryan Palmer,113.97,30999.51,272
121,0,32448,James Hahn,113.93,35204.37,309
122,0,35532,Tom Hoge,113.79,39826.48,350
123,0,34563,Chesson Hadley,113.71,33998.11,299
124,0,50095,Austin Smotherman,113.69,35812.82,315
125,0,37455,Si Woo Kim,113.49,46190.12,407
126,0,57362,Austin Eckroat,113.48,32001.23,282
127,0,27936,Martin Laird,113.43,25294.73,223
127,0,40162,Justin Lower,113.43,36749.73,324
129,0,29420,Billy Horschel,113.39,23471.82,207
130,0,54783,Dylan Wu,113.24,34199.03,302
131,0,33399,Adam Hadwin,113.14,36431.21,322
132,0,59018,Ryan Gerard,113.05,18539.60,164
133,0,27214,Kevin Streelman,113.04,37753.77,334
134,0,51349,Nico Echavarria,113.00,27233.53,241
135,0,49766,Hank Lebioda,112.85,17604.64,156
136,0,46441,Robby Shelton,112.83,34638.58,307
137,0,29221,Webb Simpson,112.82,25722.66,228
138,0,25686,Jason Dufner,112.81,31136.65,276
139,0,49771,J.T. Poston,112.79,36204.24,321
140,0,47128,Richy Werenski,112.74,34837.47,309
140,0,52374,Brandon Wu,112.74,34386.22,305
142,0,39324,J.J. Spaun,112.72,40353.93,358
143,0,49960,Sepp Straka,112.68,32790.28,291
144,0,47993,Denny McCarthy,112.67,35716.64,317
145,0,52375,Doug Ghim,112.65,26698.49,237
146,0,31646,Emiliano Grillo,112.62,40429.01,359
147,0,24925,Jonathan Byrd,112.54,13954.55,124
148,0,49298,Kramer Hickok,112.44,34968.89,311
149,0,55182,Tom Kim,112.40,34395.45,306
150,0,22371,Aaron Baddeley,112.20,24907.58,222
151,0,47983,Chad Ramey,112.06,42360.45,378
152,0,25493,Nick Taylor,112.05,34286.97,306
153,0,24140,Sean O'Hair,111.96,12762.94,114
154,0,34076,Joel Dahmen,111.94,31120.62,278
155,0,34256,Andrew Putnam,111.83,42608.27,381
156,0,30926,Chris Kirk,111.82,34662.77,310
157,0,52513,Carson Young,111.76,33192.91,297
158,0,45609,Tyler Duncan,111.75,30954.69,277
159,0,28775,Nate Lashley,111.69,37862.79,339
160,0,27974,Sung Kang,111.68,13624.68,122
161,0,45522,Christiaan Bezuidenhout,111.52,35128.41,315
162,0,32139,Danny Willett,111.49,23078.96,207
163,0,25900,Lucas Glover,111.30,37173.55,334
164,0,29908,C.T. Pan,111.06,20100.99,181
165,0,34098,Russell Henley,110.86,33257.30,300
166,0,40058,Zac Blair,110.72,28345.55,256
167,0,51890,Greyson Sigg,110.55,39685.84,359
168,0,23108,Matt Kuchar,110.46,40319.09,365
169,0,36326,David Lipsky,110.34,38065.69,345
170,0,25818,Scott Piercy,110.25,33185.46,301
171,0,31557,Jim Herman,110.23,27226.93,247
172,0,32640,Troy Merritt,110.09,31376.89,285
173,0,27644,Brian Harman,110.08,35334.40,321
174,0,47079,Harrison Endycott,109.96,29800.26,271
175,0,35449,Adam Long,109.95,40900.36,372
176,0,33122,Russell Knox,109.86,37461.07,341
177,0,22056,Cameron Percy,109.69,22377.48,204
178,0,51950,Max McGreevy,109.57,29693.49,271
179,0,27963,Chris Stroud,109.33,16180.69,148
180,0,33410,Andrew Landry,108.79,27307.14,251
181,0,29535,Brice Garnett,108.55,25616.93,236
182,0,35879,Kelly Kraft,108.38,36848.11,340
183,0,24024,Zach Johnson,108.27,23711.67,219
184,0,46435,Austin Cook,108.07,26261.60,243
185,0,32816,Satoshi Kodaira,107.90,18234.75,169
186,0,26476,Chez Reavie,107.87,38509.01,357
187,0,35901,Paul Haley II,107.58,30015.15,279
188,0,31202,William McGirt,107.41,16756.60,156
189,0,30927,Brendon Todd,107.34,40038.89,373
190,0,26596,Ryan Moore,106.78,30539.63,286
191,0,34409,David Lingmerth,106.38,25211.01,237
192,0,19803,Ryan Armour,105.76,28871.80,273
193,0,31560,Brian Stuard,103.30,21072.75,204
