RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,29223,Sam Saunders,31.75,67,211
2,0,33448,Justin Thomas,31.18,82,263
3,0,35891,Cameron Smith,30.29,83,274
4,0,25349,Tim Wilkinson,29.94,47,157
5,0,32102,Rickie Fowler,29.25,62,212
6,0,48081,Xander Schauffele,29.23,83,284
7,0,23325,Vaughn Taylor,29.11,85,292
8,0,23108,Matt Kuchar,29.00,87,300
9,0,25198,Francesco Molinari,28.72,56,195
10,0,40026,Daniel Berger,28.40,69,243
11,0,27974,Sung Kang,28.16,78,277
12,0,29222,Billy Hurley III,27.88,75,269
13,0,28089,Jason Day,27.78,60,216
14,0,25686,Jason Dufner,27.76,88,317
15,0,48822,Sebastián Muñoz,27.45,42,153
16,0,24502,Adam Scott,27.21,40,147
17,0,46970,Jon Rahm,27.04,83,307
18,0,25572,Graeme McDowell,26.88,43,160
19,0,34098,Russell Henley,26.83,77,287
20,0,22986,Søren Kjeldsen,26.67,28,105
21,0,34409,David Lingmerth,26.64,69,259
22,0,33399,Adam Hadwin,26.62,74,278
23,0,34046,Jordan Spieth,26.52,74,279
24,0,27958,Ryan Blaum,26.48,76,287
25,0,01810,Phil Mickelson,26.45,73,276
26,0,26596,Ryan Moore,26.34,54,205
26,0,27770,Camilo Villegas,26.34,54,205
28,0,20104,Ken Duke,26.32,60,228
29,0,24846,Ricky Barnes,26.25,68,259
30,0,31416,Derek Fathauer,26.21,65,248
30,0,31323,Gary Woodland,26.21,54,206
32,0,27466,Spencer Levin,26.19,55,210
33,0,25818,Scott Piercy,26.13,52,199
34,0,24140,Sean O'Hair,26.09,66,253
35,0,30110,Kyle Stanley,26.01,77,296
36,0,25364,Paul Casey,25.94,55,212
37,0,26329,Louis Oosthuizen,25.77,42,163
38,0,32640,Troy Merritt,25.71,72,280
39,0,29518,Brendan Steele,25.46,69,271
40,0,30926,Chris Kirk,25.42,76,299
41,0,48084,Wesley Bryan,25.31,62,245
42,0,28679,Fabián Gómez,25.27,46,182
43,0,25804,Bubba Watson,25.11,58,231
44,0,20229,Stewart Cink,25.08,80,319
44,0,29461,Jamie Lovemark,25.08,77,307
46,0,29478,Kevin Kisner,25.00,71,284
47,0,32839,Hideki Matsuyama,24.88,51,205
48,0,19803,Ryan Armour,24.86,44,177
48,0,25191,Gonzalo Fernandez-Castaño,24.86,45,181
50,0,24358,Robert Garrigus,24.78,56,226
50,0,33413,Ben Martin,24.78,57,230
52,0,35545,Blayne Barber,24.74,72,291
53,0,26951,Johnson Wagner,24.62,49,199
54,0,24024,Zach Johnson,24.54,66,269
55,0,37189,Harold Varner III,24.53,79,322
56,0,26851,Marc Leishman,24.47,58,237
57,0,32200,Roberto Castro,24.46,57,233
58,0,12510,Chad Campbell,24.44,65,266
59,0,27649,Brandt Snedeker,24.43,43,176
60,0,26499,Rafa Cabrera Bello,24.39,40,164
61,0,32757,Patton Kizzire,24.36,67,275
62,0,35879,Kelly Kraft,24.31,53,218
63,0,20572,Rod Pampling,24.20,53,219
64,0,35532,Tom Hoge,24.18,37,153
65,0,30925,Dustin Johnson,24.11,68,282
66,0,26476,Chez Reavie,24.07,71,295
67,0,39975,Michael Kim,24.03,68,283
68,0,27141,J.B. Holmes,23.86,63,264
69,0,47959,Bryson DeChambeau,23.85,62,260
70,0,24361,Pat Perez,23.77,63,265
71,0,46443,Brian Campbell,23.67,40,169
72,0,35506,Mackenzie Hughes,23.53,88,374
73,0,20771,Steven Alker,23.50,47,200
73,0,25720,Chad Collins,23.50,43,183
75,0,49771,J.T. Poston,23.48,62,264
76,0,35110,Brett Drewitt,23.46,42,179
77,0,20472,Alex Cejka,23.36,50,214
78,0,33461,Morgan Hoffmann,23.33,77,330
79,0,34213,Grayson Murray,23.31,86,369
80,0,28252,Seamus Power,23.29,58,249
81,0,33141,Keegan Bradley,23.26,67,288
82,0,21209,Sergio Garcia,23.24,43,185
82,0,34360,Patrick Reed,23.24,79,340
84,0,46440,Smylie Kaufman,23.22,62,267
85,0,29221,Webb Simpson,23.13,68,294
86,0,34466,Peter Malnati,23.05,71,308
87,0,22371,Aaron Baddeley,23.03,38,165
87,0,27963,Chris Stroud,23.03,38,165
89,0,10809,Jim Furyk,23.02,32,139
90,0,34021,Bud Cauley,22.95,67,292
91,0,27064,Jhonattan Vegas,22.94,53,231
92,0,29974,Branden Grace,22.84,45,197
93,0,21961,Charles Howell III,22.76,61,268
94,0,37455,Si Woo Kim,22.73,60,264
95,0,36689,Brooks Koepka,22.71,57,251
96,0,23497,Tag Ridings,22.58,49,217
97,0,31420,Anirban Lahiri,22.57,51,226
98,0,25493,Nick Taylor,22.56,74,328
99,0,12716,Charley Hoffman,22.55,83,368
100,0,20593,Greg Chalmers,22.53,66,293
101,0,23800,Bryce Molder,22.50,54,240
102,0,27644,Brian Harman,22.42,76,339
102,0,37454,Whee Kim,22.42,50,223
104,0,29479,Scott Brown,22.36,55,246
105,0,46501,Ollie Schniederjans,22.32,73,327
106,0,22405,Justin Rose,22.29,39,175
107,0,33122,Russell Knox,22.22,44,198
108,0,34174,John Huh,22.16,41,185
109,0,35450,Patrick Cantlay,22.15,35,158
