RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,01313,Steve Elkington,66' 4",66.333,1,66,66
2,0,06251,Chris DiMarco,43' 4",86.583,2,61,26
3,0,20548,Hidemichi Tanaka,41' 9",83.500,2,77,7
4,0,01388,Robert Gamez,38' 8",77.250,2,69,9
5,0,01685,J.L. Lewis,36' 6",72.917,2,62,11
6,0,06004,Stephen Ames,34' 3",68.417,2,47,21
7,0,01024,Billy Andrade,32' 0",95.917,3,56,1
8,0,19881,Robert Damron,31' 6",31.500,1,32,32
9,0,01666,Bernhard Langer,31' 2",93.417,3,52,15
10,0,12602,Dean Wilson,30' 1",90.167,3,44,17
11,0,01599,Steve Jones,29' 7",59.167,2,40,19
11,0,23320,Ryan Palmer,29' 7",118.167,4,62,15
13,0,01707,Steve Lowery,29' 1",232.583,8,53,11
14,0,06034,Marco Dawson,28' 10",86.583,3,55,6
15,0,23552,Hank Kuehne,28' 8",114.667,4,60,6
16,0,21633,Steve Allan,27' 7",165.500,6,60,9
17,0,01487,Jeff Hart,26' 9",53.500,2,37,16
18,0,20382,Stephen Leaney,26' 8",53.333,2,28,26
19,0,20663,Brenden Pappas,26' 5",290.417,11,75,7
20,0,25345,Carl Pettersson,26' 3",78.750,3,48,7
21,0,10585,Scott McCarron,26' 2",130.833,5,38,8
22,0,12454,Mario Tiziani,25' 9",102.833,4,47,7
23,0,23409,James Driscoll,25' 6",153.083,6,66,2
24,0,21731,Freddie Jacobson,25' 4",101.167,4,42,19
24,0,21878,Mark Wilson,25' 4",50.583,2,30,21
26,0,23349,Charles Warren,25' 3",126.167,5,50,3
27,0,06573,Brandt Jobe,25' 2",125.833,5,48,8
28,0,01161,Mark Calcavecchia,25' 1",100.417,4,38,7
28,0,20766,Padraig Harrington,25' 1",100.333,4,66,10
30,0,10809,Jim Furyk,24' 10",74.500,3,37,14
31,0,01473,Todd Hamilton,24' 0",47.917,2,34,14
32,0,01249,John Daly,23' 9",71.167,3,38,14
33,0,23135,Tim Clark,23' 7",70.667,3,29,15
34,0,23063,Scott Hend,23' 1",115.583,5,43,7
35,0,01132,Mark Brooks,22' 10",22.833,1,23,23
35,0,01381,Fred Funk,22' 10",45.583,2,36,10
37,0,01761,Len Mattiace,22' 8",68.000,3,32,13
38,0,24357,K.J. Choi,22' 6",90.000,4,44,7
38,0,21949,Joe Ogilvie,22' 6",134.917,6,58,3
40,0,01320,Bob Estes,22' 5",134.417,6,48,4
41,0,23036,Chris Anderson,22' 3",133.333,6,44,4
42,0,01142,Bart Bryant,22' 2",155.000,7,51,3
42,0,12660,Jesper Parnevik,22' 2",110.667,5,66,5
44,0,01553,John Huston,22' 0",88.083,4,73,1
45,0,24507,Jason Bohn,21' 11",131.250,6,54,12
46,0,20502,Michael Long,21' 9",152.417,7,41,7
47,0,02223,Bob Tway,21' 8",86.667,4,35,7
48,0,07223,Brian Bateman,21' 7",172.333,8,32,4
49,0,02206,David Toms,21' 6",150.500,7,39,6
50,0,02246,Duffy Waldorf,21' 5",64.333,3,54,5
51,0,22293,Heath Slocum,21' 1",63.333,3,40,9
52,0,06575,Dudley Hart,21' 0",84.000,4,59,5
52,0,26679,Kevin Stadler,21' 0",272.750,13,37,3
54,0,06527,Steve Stricker,20' 4",20.333,1,20,20
55,0,21350,Ryuji Imada,20' 0",60.083,3,44,8
55,0,20645,John Senden,20' 0",119.750,6,57,1"
57,0,01797,Rocco Mediate,19' 11",59.750,3,26,10
58,0,25900,Lucas Glover,19' 10",178.333,9,58,6
58,0,24361,Pat Perez,19' 10",59.583,3,41,4
60,0,22548,Patrick Sheehan,19' 7",58.750,3,41,7
61,0,20691,Greg Owen,19' 6",58.583,3,28,11
61,0,01941,Tom Pernice Jr.,19' 6",136.333,7,48,4
63,0,23788,D.J. Trahan,19' 5",174.667,9,47,5
64,0,21753,Brian Davis,19' 4",154.583,8,44,7
65,0,28088,Matt Davidson,19' 2",19.167,1,19,19
66,0,08385,Omar Uresti,18' 11",56.667,3,29,6
67,0,01035,Tommy Armour III,18' 10",113.167,6,34,9
68,0,23623,Bo Van Pelt,18' 9",93.667,5,30,5
69,0,20099,Doug Barron,18' 8",18.667,1,19,19
69,0,01329,Brad Faxon,18' 8",74.750,4,54,2
71,0,20623,Gavin Coles,18' 6",18.500,1,19,19
72,0,08123,Jeff Brehaut,18' 5",73.750,4,32,5
72,0,24140,Sean O'Hair,18' 5",147.083,8,52,2
74,0,23540,Jason Allred,18' 4",55.000,3,36,6
74,0,06515,Shaun Micheel,18' 4",91.583,5,30,3
74,0,08793,Tiger Woods,18' 4",164.833,9,54,4
77,0,10117,Bob Heintz,18' 3",54.750,3,39,2
78,0,12662,Thomas Levet,18' 2",36.250,2,21,15
78,0,10425,Jay Williamson,18' 2",36.250,2,27,9
80,0,20378,Mathias Grönberg,18' 0",144.000,8,36,4
81,0,20157,Retief Goosen,17' 11",71.500,4,29,3
82,0,21209,Sergio Garcia,17' 10",53.500,3,33,2
83,0,10885,Robert Allenby,17' 5",121.667,7,31,4
84,0,27095,Nick Watney,17' 3",86.333,5,26,8
85,0,20572,Rod Pampling,17' 0",51.083,3,24,12
85,0,01948,Tim Petrovic,17' 0",85.000,5,46,4
87,0,22295,Darron Stiles,16' 11",16.917,1,17,17
88,0,01706,Davis Love III,16' 9",83.667,5,24,7
88,0,22046,Geoff Ogilvy,16' 9",50.333,3,26,5
90,0,01042,Paul Azinger,16' 7",16.583,1,17,17
91,0,23541,Ben Crane,16' 5",98.250,6,34,3
92,0,25240,D.A. Points,16' 0",128.250,8,41,5
93,0,23621,Rory Sabbatini,15' 10",95.083,6,30,3
94,0,08537,J.P. Hayes,15' 9",47.250,3,22,6
95,0,12823,Carlos Franco,15' 8",93.833,6,37,3
96,0,01226,Fred Couples,15' 6",77.417,5,20,11
97,0,24925,Jonathan Byrd,15' 4",138.083,9,29,6
97,0,20160,Charlie Wi,15' 4",76.833,5,29,7
99,0,01723,Andrew Magee,15' 2",76.000,5,33,5
99,0,06567,Vijay Singh,15' 2",121.167,8,31,6
101,0,20474,Phillip Price,14' 11",59.667,4,29,5
101,0,21951,Joey Snyder III,14' 11",134.333,9,44,2
103,0,08725,Tom Gillis,14' 10",44.417,3,26,4
103,0,21961,Charles Howell III,14' 10",118.583,8,41,2
105,0,20498,Briny Baird,14' 5",86.250,6,25,5
106,0,24138,Ian Poulter,14' 4",28.583,2,24,5
107,0,23353,J.J. Henry,14' 3",42.833,3,21,7
107,0,21498,Hideto Tanihara,14' 3",42.667,3,24,9
109,0,08993,Franklin Langham,14' 1",14.083,1,14,14
109,0,01766,Billy Mayfair,14' 1",154.750,11,40,3
109,0,26287,Roland Thatcher,14' 1",42.250,3,24,5
112,0,20850,Daniel Chopra,13' 10",55.250,4,23,9
112,0,24781,Hunter Mahan,13' 10",69.333,5,30,5
114,0,24502,Adam Scott,13' 8",54.500,4,19,7
115,0,20098,Stuart Appleby,13' 5",40.167,3,17,10
116,0,08545,Glen Hnatiuk,13' 3",13.250,1,13,13
116,0,20634,Peter Lonard,13' 3",39.833,3,24,7
118,0,22371,Aaron Baddeley,13' 2",91.917,7,24,4
118,0,02104,Jeff Sluman,13' 2",66.000,5,16,8
120,0,01361,Dan Forsman,12' 11",25.750,2,21,5
121,0,21806,Paul Gow,12' 10",25.667,2,22,3
122,0,23322,Brett Wetterich,12' 8",88.583,7,23,8
123,0,22913,John Rollins,12' 6",62.667,5,33,3
124,0,21959,Ted Purdy,12' 4",37.000,3,18,4
125,0,24604,Hunter Haas,12' 3",85.750,7,28,1
126,0,26758,David Hearn,12' 2",72.917,6,20,7
127,0,12645,Brent Geiberger,12' 1",72.250,6,17,3
128,0,24290,D.J. Brigman,12' 0",12.000,1,12,12
128,0,01175,Jim Carter,12' 0",12.000,1,12,12
130,0,21407,Arjun Atwal,11' 11",47.583,4,23,4
130,0,07457,Steve Flesch,11' 11",59.500,5,33,5
130,0,19846,Brian Gay,11' 11",11.917,1,12,12
133,0,24980,Scott Gutschewski,11' 10",71.000,6,18,9
134,0,19972,José Coceres,11' 9",11.750,1,12,12
134,0,20433,Mark Hensby,11' 9",82.500,7,24,5
136,0,06599,John Elliott,11' 8",11.667,1,12,12
136,0,25396,Kevin Na,11' 8",35.083,3,26,4
138,0,20121,Todd Fischer,11' 7",23.083,2,12,11
138,0,10423,Mike Weir,11' 7",11.583,1,12,12
140,0,01619,Skip Kendall,11' 6",11.500,1,12,12
141,0,22405,Justin Rose,11' 4",33.917,3,13,10
142,0,12782,Tim Herron,11' 3",33.833,3,15,7
143,0,20628,Arron Oberholser,11' 1",33.250,3,25,4
144,0,21805,Harrison Frazar,11' 0",109.583,10,28,8"
145,0,07867,Woody Austin,10' 11",54.583,5,28,2
146,0,10201,Matt Gogel,10' 10",21.667,2,16,6
146,0,23725,Brendan Jones,10' 10",65.083,6,19,1
146,0,06332,Neal Lancaster,10' 10",32.500,3,17,6
149,0,10733,Kent Jones,10' 6",21.000,2,19,2
150,0,19824,Craig Barlow,10' 5",62.417,6,29,3
151,0,01577,Lee Janzen,10' 3",10.250,1,10,10
151,0,23325,Vaughn Taylor,10' 3",51.333,5,21,3
153,0,12826,Paul Claxton,10' 2",20.250,2,11,10
154,0,06621,Joe Durant,9' 10",19.667,2,11,8
154,0,10912,Craig Perks,9' 10",39.333,4,18,2
156,0,22621,Ben Curtis,9' 7",28.667,3,16,5
156,0,02106,Chris Smith,9' 7",28.833,3,15,2
158,0,06197,Michael Allen,9' 5",47.083,5,23,2
159,0,20127,Chris Riley,9' 3",9.250,1,9,9
160,0,20396,Lee Westwood,9' 1",27.250,3,16,2
161,0,12652,Cameron Beckman,8' 11",17.833,2,9,9
161,0,02101,Joey Sindelar,8' 11",8.917,1,9,9
163,0,24912,Will MacKenzie,8' 10",26.417,3,13,2
164,0,01945,Kenny Perry,8' 8",17.250,2,13,5
165,0,23614,Rich Beem,8' 4",16.667,2,12,5
166,0,12510,Chad Campbell,8' 3",16.417,2,10,6
167,0,08075,Jerry Kelly,7' 10",23.417,3,19,1
168,0,12680,Shigeki Maruyama,7' 8",38.500,5,17,3
168,0,25847,Rob Rashell,7' 8",7.667,1,8,8
170,0,23497,Tag Ridings,7' 3",43.417,6,10,2
171,0,20094,Jonathan Kaye,7' 2",7.167,1,7,7
172,0,06595,Kevin Sutherland,7' 0",21.000,3,13,2
173,0,01724,Jeff Maggert,6' 10",6.833,1,7,7
174,0,11032,Frank Lickliter II,6' 8",26.750,4,14,2
175,0,20472,Alex Cejka,6' 7",19.667,3,9,3
176,0,20229,Stewart Cink,5' 11",11.750,2,8,4
176,0,01927,Dennis Paulson,5' 11",23.667,4,14,2
178,0,10860,Justin Leonard,5' 8",5.667,1,6,6
179,0,26420,Richard Johnson,5' 7",5.583,1,6,6
180,0,01928,Corey Pavin,5' 0",9.917,2,9,11"
181,0,07749,Brett Quigley,4' 7",4.583,1,5,5
182,0,01457,Jay Haas,3' 3",3.250,1,3,3
183,0,01823,Larry Mize,3' 0",3.000,1,3,3
184,0,02239,Scott Verplank,11",.917,1,1,11"
