RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
129,0,01035,Tommy Armour III,51
129,0,19824,Craig Barlow,51
129,0,12652,Cameron Beckman,51
129,0,23614,Rich Beem,51
129,0,12826,Paul Claxton,51
129,0,19972,José Coceres,51
129,0,08931,Glen Day,51
129,0,06251,Chris DiMarco,51
129,0,08545,Glen Hnatiuk,51
129,0,08075,Jerry Kelly,51
129,0,01619,Skip Kendall,51
129,0,10860,Justin Leonard,51
129,0,20634,Peter Lonard,51
129,0,20502,Michael Long,51
129,0,12680,Shigeki Maruyama,51
129,0,20691,Greg Owen,51
129,0,25240,D.A. Points,51
129,0,21959,Ted Purdy,51
129,0,24502,Adam Scott,51
129,0,20645,John Senden,51
129,0,02104,Jeff Sluman,51
129,0,02106,Chris Smith,51
129,0,20548,Hidemichi Tanaka,51
129,0,23325,Vaughn Taylor,51
129,0,02239,Scott Verplank,51
129,0,10423,Mike Weir,51
129,0,20396,Lee Westwood,51
157,0,01042,Paul Azinger,50
157,0,24290,D.J. Brigman,50
157,0,01226,Fred Couples,50
157,0,19881,Robert Damron,50
157,0,28088,Matt Davidson,50
157,0,23983,Luke Donald,50
157,0,20121,Todd Fischer,50
157,0,12823,Carlos Franco,50
157,0,21806,Paul Gow,50
157,0,20378,Mathias Grönberg,50
157,0,26758,David Hearn,50
157,0,21350,Ryuji Imada,50
157,0,06332,Neal Lancaster,50
157,0,08993,Franklin Langham,50
157,0,24912,Will MacKenzie,50
157,0,22913,John Rollins,50
157,0,06595,Kevin Sutherland,50
157,0,26287,Roland Thatcher,50
157,0,02246,Duffy Waldorf,50
157,0,23322,Brett Wetterich,50
177,0,24507,Jason Bohn,49
177,0,24227,Justin Bolli,49
177,0,20472,Alex Cejka,49
177,0,22621,Ben Curtis,49
177,0,21209,Sergio Garcia,49
177,0,01418,Bill Glasson,49
177,0,23353,J.J. Henry,49
177,0,20094,Jonathan Kaye,49
177,0,01723,Andrew Magee,49
177,0,01927,Dennis Paulson,49
177,0,10912,Craig Perks,49
177,0,08385,Omar Uresti,49
189,0,20099,Doug Barron,48
189,0,01249,John Daly,48
189,0,06621,Joe Durant,48
189,0,01487,Jeff Hart,48
189,0,01599,Steve Jones,48
189,0,01797,Rocco Mediate,48
189,0,02101,Joey Sindelar,48
196,0,01132,Mark Brooks,47
196,0,10962,Bradley Hughes,47
196,0,01677,Tom Lehman,47
196,0,20127,Chris Riley,47
200,0,20157,Retief Goosen,46
200,0,21498,Hideto Tanihara,46
202,0,01175,Jim Carter,45
