RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,23541,Ben Crane,59
1,0,01361,Dan Forsman,59
1,0,20663,Brenden Pappas,59
4,0,01329,Brad Faxon,58
4,0,01761,Len Mattiace,58
6,0,21407,Arjun Atwal,57
6,0,20623,Gavin Coles,57
6,0,21731,Freddie Jacobson,57
6,0,26420,Richard Johnson,57
6,0,10733,Kent Jones,57
6,0,21949,Joe Ogilvie,57
6,0,23320,Ryan Palmer,57
6,0,02206,David Toms,57
6,0,02223,Bob Tway,57
15,0,23036,Chris Anderson,56
15,0,12510,Chad Campbell,56
15,0,10201,Matt Gogel,56
15,0,06575,Dudley Hart,56
15,0,12782,Tim Herron,56
15,0,21961,Charles Howell III,56
15,0,01810,Phil Mickelson,56
15,0,24140,Sean O'Hair,56
15,0,23621,Rory Sabbatini,56
24,0,06004,Stephen Ames,55
24,0,22371,Aaron Baddeley,55
24,0,01142,Bart Bryant,55
24,0,20229,Stewart Cink,55
24,0,01313,Steve Elkington,55
24,0,10809,Jim Furyk,55
24,0,19846,Brian Gay,55
24,0,01666,Bernhard Langer,55
24,0,01685,J.L. Lewis,55
24,0,01707,Steve Lowery,55
24,0,10585,Scott McCarron,55
24,0,01823,Larry Mize,55
24,0,20474,Phillip Price,55
24,0,23623,Bo Van Pelt,55
24,0,20160,Charlie Wi,55
39,0,21633,Steve Allan,54
39,0,01024,Billy Andrade,54
39,0,20498,Briny Baird,54
39,0,08123,Jeff Brehaut,54
39,0,24357,K.J. Choi,54
39,0,20850,Daniel Chopra,54
39,0,23135,Tim Clark,54
39,0,21805,Harrison Frazar,54
39,0,01388,Robert Gamez,54
39,0,20766,Padraig Harrington,54
39,0,10117,Bob Heintz,54
39,0,20433,Mark Hensby,54
39,0,23725,Brendan Jones,54
39,0,23552,Hank Kuehne,54
39,0,24781,Hunter Mahan,54
39,0,25396,Kevin Na,54
39,0,01887,Mark O'Meara,54
39,0,20628,Arron Oberholser,54
39,0,12660,Jesper Parnevik,54
39,0,24138,Ian Poulter,54
39,0,02010,Loren Roberts,54
39,0,22548,Patrick Sheehan,54
39,0,06527,Steve Stricker,54
39,0,23349,Charles Warren,54
39,0,27095,Nick Watney,54
39,0,12602,Dean Wilson,54
39,0,08793,Tiger Woods,54
66,0,20098,Stuart Appleby,53
66,0,07867,Woody Austin,53
66,0,01127,Danny Briggs,53
66,0,01139,Olin Browne,53
66,0,24925,Jonathan Byrd,53
66,0,01157,Tom Byrum,53
66,0,01219,John Cook,53
66,0,23409,James Driscoll,53
66,0,01381,Fred Funk,53
66,0,08725,Tom Gillis,53
66,0,24980,Scott Gutschewski,53
66,0,24604,Hunter Haas,53
66,0,08537,J.P. Hayes,53
66,0,23063,Scott Hend,53
66,0,01577,Lee Janzen,53
66,0,06573,Brandt Jobe,53
66,0,23108,Matt Kuchar,53
66,0,20382,Stephen Leaney,53
66,0,12662,Thomas Levet,53
66,0,01706,Davis Love III,53
66,0,01724,Jeff Maggert,53
66,0,01766,Billy Mayfair,53
66,0,06515,Shaun Micheel,53
66,0,22046,Geoff Ogilvy,53
66,0,06373,José María Olazábal,53
66,0,24361,Pat Perez,53
66,0,01941,Tom Pernice Jr.,53
66,0,01945,Kenny Perry,53
66,0,07749,Brett Quigley,53
66,0,25847,Rob Rashell,53
66,0,23497,Tag Ridings,53
66,0,22295,Darron Stiles,53
66,0,12454,Mario Tiziani,53
66,0,23788,D.J. Trahan,53
66,0,02214,Kirk Triplett,53
101,0,10885,Robert Allenby,52
101,0,23540,Jason Allred,52
101,0,07223,Brian Bateman,52
101,0,01161,Mark Calcavecchia,52
101,0,21753,Brian Davis,52
101,0,06034,Marco Dawson,52
101,0,06599,John Elliott,52
101,0,01320,Bob Estes,52
101,0,07457,Steve Flesch,52
101,0,12645,Brent Geiberger,52
101,0,25900,Lucas Glover,52
101,0,01457,Jay Haas,52
101,0,01473,Todd Hamilton,52
101,0,01553,John Huston,52
101,0,24024,Zach Johnson,52
101,0,11032,Frank Lickliter II,52
101,0,20572,Rod Pampling,52
101,0,01928,Corey Pavin,52
101,0,01948,Tim Petrovic,52
101,0,25345,Carl Pettersson,52
101,0,22405,Justin Rose,52
101,0,06567,Vijay Singh,52
101,0,22293,Heath Slocum,52
101,0,21951,Joey Snyder III,52
101,0,26679,Kevin Stadler,52
101,0,20812,Tjaart van der Walt,52
101,0,10425,Jay Williamson,52
101,0,21878,Mark Wilson,52
129,0,06197,Michael Allen,51
