RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,01361,Dan Forsman,87' 11",49570,47,492,4102002063
2,0,23541,Ben Crane,87' 1",67925,65,490,3101001732
3,0,20663,Brenden Pappas,86' 11",51117,49,492,3701001713
4,0,01761,Len Mattiace,85' 5",77890,76,481,4602002095
5,0,01329,Brad Faxon,85' 2",57207,56,479,1104002217
5,0,10733,Kent Jones,85' 2",89900,88,478,1703001819
7,0,20623,Gavin Coles,84' 7",62941,62,479,1701002060
8,0,21949,Joe Ogilvie,84' 5",78027,77,476,0802001953
9,0,02223,Bob Tway,84' 3",66755,66,473,1602001933
10,0,21731,Freddie Jacobson,83' 11",54389,54,473,0301001926
10,0,23320,Ryan Palmer,83' 11",79526,79,474,4801001802
12,0,21407,Arjun Atwal,83' 8",61259,61,471,1701002034
13,0,26420,Richard Johnson,83' 7",46128,46,472,2802002033
13,0,02206,David Toms,83' 7",62181,62,474,1301001592
15,0,24140,Sean O'Hair,83' 4",84035,84,469,4503001959
16,0,01810,Phil Mickelson,83' 2",49895,50,469,1402001627
17,0,06575,Dudley Hart,82' 8",70430,71,466,0501001774
18,0,23036,Chris Anderson,82' 7",57479,58,463,3503001681
19,0,12782,Tim Herron,82' 6",75225,76,467,3104001945
20,0,21961,Charles Howell III,82' 5",71243,72,463,4902001590
21,0,01685,J.L. Lewis,82' 4",79074,80,462,1301002427
22,0,10201,Matt Gogel,82' 3",65144,66,466,4301001874
23,0,23621,Rory Sabbatini,82' 2",59148,60,465,2004002327
24,0,01666,Bernhard Langer,82' 1",43347,44,458,0502002239
25,0,12510,Chad Campbell,81' 11",72754,74,465,1702002137
26,0,01313,Steve Elkington,81' 10",54024,55,460,1003001742
26,0,19846,Brian Gay,81' 10",89381,91,458,0504001854
26,0,01823,Larry Mize,81' 10",45152,46,459,4101001853
26,0,20474,Phillip Price,81' 10",60909,62,459,4003002024
30,0,01707,Steve Lowery,81' 8",83289,85,457,4603002361
31,0,23623,Bo Van Pelt,81' 5",90878,93,457,0802001804
32,0,20160,Charlie Wi,81' 3",57509,59,459,2701001775
33,0,01142,Bart Bryant,81' 2",73054,75,454,1003001834
34,0,20229,Stewart Cink,81' 1",69104,71,455,4803001562
35,0,23135,Tim Clark,80' 11",61175,63,453,4901001843
35,0,10809,Jim Furyk,80' 11",67966,70,457,2701001731
37,0,08793,Tiger Woods,80' 10",53355,55,452,2704001907
38,0,24781,Hunter Mahan,80' 9",90152,93,453,2001001540
39,0,06004,Stephen Ames,80' 8",59026,61,455,1602001891
39,0,22371,Aaron Baddeley,80' 8",71652,74,458,0803001898
41,0,20498,Briny Baird,80' 7",86052,89,451,3904001590
42,0,10585,Scott McCarron,80' 6",56975,59,454,2702002066
43,0,01024,Billy Andrade,80' 4",69434,72,452,0301001880
43,0,24138,Ian Poulter,80' 4",34705,36,450,4501001577
45,0,21805,Harrison Frazar,80' 3",88633,92,449,4004002462
45,0,20433,Mark Hensby,80' 3",46220,48,446,1902001501
47,0,10117,Bob Heintz,80' 2",59615,62,451,4301002095
47,0,01887,Mark O'Meara,80' 2",48108,50,448,4001002036
49,0,01388,Robert Gamez,80' 0",75828,79,449,1901001902
49,0,23725,Brendan Jones,80' 0",68178,71,449,1701001790
49,0,25396,Kevin Na,80' 0",74871,78,452,4851001770
49,0,02010,Loren Roberts,80' 0",46102,48,449,1601001786
53,0,08123,Jeff Brehaut,79' 11",60408,63,449,4801001873
54,0,06515,Shaun Micheel,79' 10",60374,63,444,0202001874
54,0,27095,Nick Watney,79' 10",74729,78,447,3201002108
56,0,22548,Patrick Sheehan,79' 9",90917,95,453,1601002010
57,0,21633,Steve Allan,79' 7",83085,87,451,4003001903
57,0,23409,James Driscoll,79' 7",58264,61,446,4303001662
57,0,20766,Padraig Harrington,79' 7",37264,39,449,2604001509
57,0,06527,Steve Stricker,79' 7",56346,59,448,0801002049
57,0,23349,Charles Warren,79' 7",75420,79,448,1704002495
62,0,01139,Olin Browne,79' 6",78200,82,444,3103001782
62,0,20628,Arron Oberholser,79' 6",48644,51,446,0801001663
64,0,12602,Dean Wilson,79' 4",74251,78,447,4703002158
65,0,01381,Fred Funk,79' 3",78009,82,443,1901001832
65,0,06573,Brandt Jobe,79' 3",76093,80,445,3901001819
65,0,23552,Hank Kuehne,79' 3",69420,73,447,4802001562
68,0,24357,K.J. Choi,79' 2",51306,54,446,0702001576
68,0,20850,Daniel Chopra,79' 2",86405,91,448,1803001993
68,0,08725,Tom Gillis,79' 2",63626,67,441,1804001824
71,0,22046,Geoff Ogilvy,79' 1",69244,73,444,3201001682
71,0,02214,Kirk Triplett,79' 1",41773,44,445,2202001500
73,0,06373,José María Olazábal,79' 0",38881,41,444,3602001544
74,0,01941,Tom Pernice Jr.,78' 11",82406,87,444,1801002081
74,0,12454,Mario Tiziani,78' 11",55848,59,438,3502001777
76,0,23108,Matt Kuchar,78' 10",51097,54,442,1401001494
77,0,24925,Jonathan Byrd,78' 9",86908,92,440,4301001942
77,0,20382,Stephen Leaney,78' 9",69910,74,440,2303001814
79,0,07867,Woody Austin,78' 8",84047,89,444,3703001673
80,0,01157,Tom Byrum,78' 7",71657,76,443,2403001643
80,0,01724,Jeff Maggert,78' 7",56574,60,441,2101001624
82,0,20098,Stuart Appleby,78' 6",59348,63,441,4803002007
82,0,23063,Scott Hend,78' 6",59368,63,445,4101001884
84,0,01127,Danny Briggs,78' 4",56414,60,441,0802001714
84,0,24361,Pat Perez,78' 4",67656,72,440,3902002260
84,0,01945,Kenny Perry,78' 4",56386,60,440,3603001841
87,0,22295,Darron Stiles,78' 3",63853,68,445,3203002126
88,0,08537,J.P. Hayes,78' 2",49691,53,440,4301001627
88,0,25847,Rob Rashell,78' 2",49712,53,440,1702001891
88,0,23497,Tag Ridings,78' 2",76881,82,438,4302001750
91,0,24604,Hunter Haas,78' 1",66507,71,441,3202001690
92,0,12662,Thomas Levet,78' 0",33713,36,442,1704001785
93,0,01219,John Cook,77' 11",53293,57,440,3202001889
93,0,01706,Davis Love III,77' 11",51426,55,441,4504001520
93,0,23788,D.J. Trahan,77' 11",64536,69,440,3201001691
96,0,07749,Brett Quigley,77' 10",77518,83,439,4701001904
96,0,10425,Jay Williamson,77' 10",42042,45,437,0504001875
98,0,26679,Kevin Stadler,77' 9",75545,81,435,0201001752
99,0,12645,Brent Geiberger,77' 8",48453,52,437,3901001746
99,0,01766,Billy Mayfair,77' 8",93226,100,439,1702001836
101,0,01161,Mark Calcavecchia,77' 7",69838,75,436,1601001690
101,0,12660,Jesper Parnevik,77' 7",61450,66,446,2101001795
103,0,01948,Tim Petrovic,77' 6",72521,78,437,2103001952
104,0,06034,Marco Dawson,77' 5",71538,77,435,1001001951
104,0,22293,Heath Slocum,77' 5",83614,90,435,4001001989
106,0,24024,Zach Johnson,77' 4",76995,83,435,4502001826
106,0,21951,Joey Snyder III,77' 4",83521,90,435,2404001998
108,0,01457,Jay Haas,77' 3",36165,39,436,0504001889
109,0,07457,Steve Flesch,77' 2",57391,62,435,4801001857
109,0,24980,Scott Gutschewski,77' 2",64805,70,439,1802001492
109,0,01577,Lee Janzen,77' 2",53708,58,443,4301001570
109,0,01928,Corey Pavin,77' 2",56500,61,437,4302001746
113,0,10885,Robert Allenby,77' 1",65707,71,433,3802001673
113,0,06567,Vijay Singh,77' 1",79591,86,434,2601001731
115,0,06599,John Elliott,76' 11",46161,50,432,3202001488
115,0,01320,Bob Estes,76' 11",71959,78,435,3202001688
115,0,20572,Rod Pampling,76' 11",62751,68,432,4104001541
118,0,01553,John Huston,76' 9",71844,78,431,2202001838
118,0,20812,Tjaart van der Walt,76' 9",49730,54,430,1402001626
120,0,25900,Lucas Glover,76' 8",70841,77,434,4301001597
121,0,23540,Jason Allred,76' 6",56945,62,433,0801001880
122,0,07223,Brian Bateman,76' 5",77067,84,432,2101001930
122,0,01473,Todd Hamilton,76' 5",66927,73,430,2301001783
122,0,20396,Lee Westwood,76' 5",30268,33,428,2401002189
122,0,21878,Mark Wilson,76' 5",56824,62,432,4102001620
126,0,02106,Chris Smith,76' 4",76907,84,428,0301001751
127,0,22405,Justin Rose,76' 3",79575,87,434,4302001855
128,0,19824,Craig Barlow,76' 2",56639,62,426,0301001605
128,0,08075,Jerry Kelly,76' 2",69448,76,429,1704001879
128,0,20634,Peter Lonard,76' 2",60346,66,428,4801001537
131,0,12680,Shigeki Maruyama,76' 1",77599,85,429,1001001872
131,0,20691,Greg Owen,76' 1",63014,69,426,1202001588
131,0,25345,Carl Pettersson,76' 1",83962,92,432,1104001742
134,0,12652,Cameron Beckman,76' 0",75719,83,429,2004001603
134,0,06251,Chris DiMarco,76' 0",53820,59,428,1801001682
136,0,11032,Frank Lickliter II,75' 11",78369,86,429,2704001764
136,0,24502,Adam Scott,75' 11",47353,52,428,2401001938
138,0,21753,Brian Davis,75' 9",56351,62,434,3702001553
138,0,25240,D.A. Points,75' 9",73654,81,426,4703001582
138,0,10423,Mike Weir,75' 9",42713,47,427,1002001847
141,0,20502,Michael Long,75' 8",58135,64,428,4701001624
142,0,08545,Glen Hnatiuk,75' 7",44422,49,421,3204001430
143,0,20645,John Senden,75' 6",80612,89,424,3803001562
143,0,02239,Scott Verplank,75' 6",59766,66,426,1603001524
145,0,01035,Tommy Armour III,75' 5",81460,90,423,0203001503
145,0,23614,Rich Beem,75' 5",43446,48,426,1002001506
147,0,12826,Paul Claxton,75' 4",59666,66,424,1701001718
148,0,10860,Justin Leonard,75' 2",47787,53,422,3602001748
148,0,21959,Ted Purdy,75' 2",90160,100,424,4101001681
150,0,08931,Glen Day,75' 1",64868,72,426,3804001482
150,0,20548,Hidemichi Tanaka,75' 1",83784,93,422,1801001770
152,0,02104,Jeff Sluman,75' 0",74662,83,422,3702001728
153,0,06332,Neal Lancaster,74' 10",75403,84,420,0502001616
154,0,06595,Kevin Sutherland,74' 9",66352,74,420,0804001600
155,0,23325,Vaughn Taylor,74' 8",78863,88,425,2303001746
155,0,26287,Roland Thatcher,74' 8",59135,66,419,3801001787
157,0,20121,Todd Fischer,74' 7",76939,86,418,3501001626
157,0,24912,Will MacKenzie,74' 7",60861,68,419,3703001858
159,0,06197,Michael Allen,74' 6",68811,77,421,0701001433
160,0,19972,José Coceres,74' 5",47324,53,424,3503001615
160,0,01619,Skip Kendall,74' 5",61644,69,422,2004001639
160,0,02246,Duffy Waldorf,74' 5",63423,71,420,2702001765
163,0,24290,D.J. Brigman,74' 3",53457,60,416,0201002049
164,0,26758,David Hearn,74' 1",54249,61,416,2803001525
164,0,22913,John Rollins,74' 1",72003,81,416,2601002380
166,0,28088,Matt Davidson,74' 0",44422,50,417,3103001468
166,0,21806,Paul Gow,74' 0",58591,66,421,4851001620
166,0,20378,Mathias Grönberg,74' 0",49719,56,420,3904001447
169,0,12823,Carlos Franco,73' 11",59448,67,418,1801001394
170,0,01042,Paul Azinger,73' 10",50510,57,415,2303001589
170,0,08993,Franklin Langham,73' 10",66459,75,418,3204001513
170,0,10912,Craig Perks,73' 10",50484,57,412,2701001562
173,0,23322,Brett Wetterich,73' 8",58337,66,414,4301001651
174,0,23983,Luke Donald,73' 6",35289,40,413,2404001430
175,0,21350,Ryuji Imada,73' 5",57292,65,414,0502001655
176,0,19881,Robert Damron,73' 0",68317,78,413,0303001688
177,0,01927,Dennis Paulson,72' 11",48149,55,411,1901001498
178,0,24507,Jason Bohn,72' 7",69685,80,408,3203001619
179,0,20472,Alex Cejka,72' 6",59152,68,409,2401001660
179,0,21209,Sergio Garcia,72' 6",45245,52,408,1001001736
181,0,23353,J.J. Henry,72' 5",73856,85,405,3201001726
181,0,01723,Andrew Magee,72' 5",59979,69,412,0204001667
183,0,01418,Bill Glasson,72' 4",38181,44,409,2602001618
184,0,24227,Justin Bolli,72' 1",51024,59,407,4854001556
184,0,01226,Fred Couples,72' 1",36334,42,414,3803001368
186,0,02101,Joey Sindelar,71' 11",83758,97,403,1901001683
187,0,20094,Jonathan Kaye,71' 10",55191,64,406,1601001535
187,0,08385,Omar Uresti,71' 10",62028,72,406,1401001636
189,0,22621,Ben Curtis,71' 9",41330,48,405,1202001411
190,0,20099,Doug Barron,71' 8",54197,63,403,1103001612
191,0,01797,Rocco Mediate,71' 6",54897,64,403,2202001477
192,0,01249,John Daly,71' 4",47938,56,404,2004001534
193,0,20127,Chris Riley,71' 1",34954,41,395,0702001601
194,0,06621,Joe Durant,70' 11",57022,67,397,2102001473
195,0,01487,Jeff Hart,70' 9",47530,56,397,4102001643
196,0,01599,Steve Jones,70' 8",39022,46,398,1301001868
197,0,10962,Bradley Hughes,69' 10",41065,49,393,4003001480
198,0,01677,Tom Lehman,69' 6",41699,50,391,1302001772
199,0,01132,Mark Brooks,69' 4",50745,61,392,3201001476
200,0,20157,Retief Goosen,68' 9",35474,43,385,4901001474
201,0,21498,Hideto Tanihara,68' 4",36882,45,387,2601001421
202,0,01175,Jim Carter,67' 8",43036,53,379,2802001611
