RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01203,Russ Cochran,14
1,0,08931,Glen Day,14
1,0,01928,Corey Pavin,14
4,0,09011,David Duval,13
5,0,01706,Davis Love III,12
5,0,01724,Jeff Maggert,12
5,0,02010,Loren Roberts,12
5,0,02146,Payne Stewart,12
9,0,10809,Jim Furyk,11
9,0,01553,John Huston,11
9,0,01766,Billy Mayfair,11
9,0,01926,Steve Pate,11
13,0,20229,Stewart Cink,10
13,0,07457,Steve Flesch,10
13,0,01418,Bill Glasson,10
13,0,12782,Tim Herron,10
13,0,08075,Jerry Kelly,10
13,0,11032,Frank Lickliter II,10
13,0,08375,Paul Stankowski,10
13,0,06595,Kevin Sutherland,10
13,0,02279,Mark Wiebe,10
22,0,01024,Billy Andrade,9
22,0,01161,Mark Calcavecchia,9
22,0,01175,Jim Carter,9
22,0,01196,Brian Claar,9
22,0,01219,John Cook,9
22,0,01313,Steve Elkington,9
22,0,01361,Dan Forsman,9
22,0,01381,Fred Funk,9
22,0,01457,Jay Haas,9
22,0,01468,Gary Hallberg,9
22,0,01619,Skip Kendall,9
22,0,01707,Steve Lowery,9
22,0,10585,Scott McCarron,9
22,0,08339,Spike McRoy,9
22,0,01887,Mark O'Meara,9
22,0,01943,Chris Perry,9
22,0,01945,Kenny Perry,9
22,0,10423,Mike Weir,9
40,0,06004,Stephen Ames,8
40,0,01035,Tommy Armour III,8
40,0,01098,Jay Don Blake,8
40,0,01185,Brandel Chamblee,8
40,0,01320,Bob Estes,8
40,0,01577,Lee Janzen,8
40,0,01599,Steve Jones,8
40,0,10860,Justin Leonard,8
40,0,01685,J.L. Lewis,8
40,0,01823,Larry Mize,8
40,0,02023,Clarence Rose,8
40,0,02104,Jeff Sluman,8
40,0,02131,Mike Springer,8
40,0,02170,Hal Sutton,8
40,0,02223,Bob Tway,8
55,0,01063,Ben Bates,7
55,0,01226,Fred Couples,7
55,0,01249,John Daly,7
55,0,01282,Trevor Dodds,7
55,0,01323,Brad Fabel,7
55,0,01385,Jim Gallagher Jr.,7
55,0,12645,Brent Geiberger,7
55,0,01510,Nolan Henke,7
55,0,01527,Scott Hoch,7
55,0,10962,Bradley Hughes,7
55,0,01549,Mike Hulbert,7
55,0,08547,John Maginnes,7
55,0,01771,Blaine McCallister,7
55,0,06090,Jim McGovern,7
55,0,01891,David Ogrin,7
55,0,01941,Tom Pernice Jr.,7
55,0,08553,Lee Porter,7
55,0,02133,Craig Stadler,7
55,0,02159,Curtis Strange,7
55,0,02206,David Toms,7
55,0,02218,Ted Tryba,7
55,0,02239,Scott Verplank,7
55,0,02246,Duffy Waldorf,7
55,0,07753,Kevin Wentworth,7
55,0,20396,Lee Westwood,7
