"course_id","facility_name","course_name","city","state","course_details_path"
"10436","Wyndemere Country Club","Wyndemere Country Club - GREEN/WHITE","Naples","FL","https://ncrdb.usga.org/courseTeeInfo?CourseID=10436"
"10437","Wyndemere Country Club","Wyndemere Country Club - WHITE/GOLD","Naples","FL","https://ncrdb.usga.org/courseTeeInfo?CourseID=10437"
"14376","Wynmoor Golf Club","Wynmoor Golf Club","Coconut Creek","FL","https://ncrdb.usga.org/courseTeeInfo?CourseID=14376"
"10391","Zellwood Station Country Club","Zellwood Station Country Club","Zellwood","FL","https://ncrdb.usga.org/courseTeeInfo?CourseID=10391"
"8985","Achasta Golf Club","Achasta Golf Club","Dahlonega","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8985"
"30514","Alfred ""Tup"" Holmes Golf Course","Alfred ""Tup"" Holmes Golf Course","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=30514"
"9134","Ansley Golf Club","Ansley Golf Club","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9134"
"9065","Ansley Golf Club - Settindown Creek","Ansley Golf Club - Settindown Creek","Roswell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9065"
"9000","Apple Mountain Resort & Golf Club","Apple Mountain Resort & Golf Club","Clarkesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9000"
"9202","Applewood Golf Course","Applewood Golf Course","Keysville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9202"
"9048","Arrowhead Country Club","Arrowhead Country Club","Jasper","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9048"
"8950","Arrowhead Pointe Golf Club","Arrowhead Pointe Golf Club","Elberton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8950"
"9265","Ashton Hills Golf Club","Ashton Hills Golf Club","Covington,","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9265"
"15059","Athens Country Club","Athens Country Club - Back/Dudley","Athens","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=15059"
"15058","Athens Country Club","Athens Country Club - Dudley/Front","Athens","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=15058"
"15057","Athens Country Club","Athens Country Club - Ross Course","Athens","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=15057"
"9088","Atlanta Athletic Club","Atlanta Athletic Club - Highlands","Johns Creek","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9088"
"32548","Atlanta Athletic Club","Atlanta Athletic Club - Par 3","Johns Creek","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=32548"
"8922","Atlanta Athletic Club","Atlanta Athletic Club - Riverside","Johns Creek","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8922"
"9282","Atlanta Country Club","Atlanta Country Club","Marietta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9282"
"9174","Atlanta National Golf Club","Atlanta National Golf Club","Milton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9174"
"13984","Augusta Country Club","Augusta Country Club","Augusta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13984"
"13983","Augusta Municipal Golf Course","Augusta Municipal Golf Course","Augusta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13983"
"23808","Bacon Park Golf Course","Bacon Park Golf Course - Ross Course","Savannah","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=23808"
"9043","Bainbridge Country Club","Bainbridge Country Club","Bainbridge","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9043"
"9274","Barnsley Resort","Barnsley Resort","Adairsville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9274"
"9271","Barrington Hall Golf Club","Barrington Hall Golf Club","Macon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9271"
"8995","Bartram Trail Golf Club","Bartram Trail Golf Club","Evans","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8995"
"9211","Battlefield Golf Club","Battlefield Golf Club","Ringgold","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9211"
"8956","Bear Creek Golf Club","Bear Creek Golf Club","Monroe","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8956"
"9160","Bear's Best Atlanta","Bear's Best Atlanta","Suwanee","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9160"
"9144","Belle Meade Country Club","Belle Meade Country Club","Thomson","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9144"
"9290","Bent Tree Country Club","Bent Tree Country Club","Jasper","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9290"
"9249","Bentwater Golf Club","Bentwater Golf Club","Acworth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9249"
"9037","Berkeley Hills Country Club","Berkeley Hills Country Club","Duluth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9037"
"14446","Big Canoe Golf Club","Big Canoe Golf Club - Cherokee/Creek","Big Canoe","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14446"
"14444","Big Canoe Golf Club","Big Canoe Golf Club - Choctaw/Cherokee","Big Canoe","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14444"
"14445","Big Canoe Golf Club","Big Canoe Golf Club - Creek/Choctaw","Big Canoe","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14445"
"9060","Black Creek Golf Club","Black Creek Golf Club","Ellabell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9060"
"9045","Blueberry Plantation Golf & Country Club","Blueberry Plantation Golf & Country Club","Alma","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9045"
"31231","Bobby Jones Golf Course","Bobby Jones Golf Course - Azalea","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=31231"
"31230","Bobby Jones Golf Course","Bobby Jones Golf Course - Magnolia","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=31230"
"35129","Bobby Jones Golf Course","Bobby Jones Golf Course - Magnolia / Azalea","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=35129"
"9151","Bowden Golf Course","Bowden Golf Course","Macon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9151"
"9142","Bradshaw Farm Golf Club","Bradshaw Farm Golf Club - Blue/Red","Woodstock","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9142"
"9140","Bradshaw Farm Golf Club","Bradshaw Farm Golf Club - Red/White","Woodstock","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9140"
"9141","Bradshaw Farm Golf Club","Bradshaw Farm Golf Club - White/Blue","Woodstock","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9141"
"9177","Braelinn Golf Club","Braelinn Golf Club","Peachtree City","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9177"
"9236","Brasstown Valley Resort & Spa","Brasstown Valley Resort & Spa","Young Harris","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9236"
"9014","Brazell's Creek Golf Course","Brazell's Creek Golf Course","Reidsville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9014"
"9205","Briar Creek Country Club","Briar Creek Country Club","Sylvania","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9205"
"9175","Brickyard Golf Club","Brickyard Golf Club","Macon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9175"
"9138","Brickyard Plantation Golf Club","Brickyard Plantation Golf Club - Ditches/Waters","Americus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9138"
"9137","Brickyard Plantation Golf Club","Brickyard Plantation Golf Club - Mounds/Ditches","Americus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9137"
"9139","Brickyard Plantation Golf Club","Brickyard Plantation Golf Club - Waters/Mounds","Americus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9139"
"8954","BridgeMill Athletic Club","BridgeMill Athletic Club","Canton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8954"
"9007","Brookfield Country Club","Brookfield Country Club","Roswell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9007"
"9034","Brookstone Golf & Country Club","Brookstone Golf & Country Club","Acworth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9034"
"8975","Browns Mill Golf Course","Browns Mill Golf Course","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8975"
"9041","Brunswick Country Club","Brunswick Country Club","Brunswick","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9041"
"9187","Bull Creek Golf Course","Bull Creek Golf Course - East Course","Midland","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9187"
"9179","Bull Creek Golf Course","Bull Creek Golf Course - West Course","Midland","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9179"
"8998","Butternut Creek Golf Course","Butternut Creek Golf Course","Blairsville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8998"
"9165","Calhoun Elks Golf Course","Calhoun Elks Golf Course","Calhoun","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9165"
"9027","Callahan Golf Links","Callahan Golf Links","Waleska","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9027"
"8968","Callaway Resort & Gardens","Callaway Resort & Gardens - Lake View","Pine Mountain","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8968"
"8967","Callaway Resort & Gardens","Callaway Resort & Gardens - Mountain View","Pine Mountain","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8967"
"9240","Callier Springs Country Club","Callier Springs Country Club","Rome","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9240"
"30489","Candler Park Golf Course","Candler Park Golf Course","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=30489"
"9276","Canongate 1 Golf Club","Canongate 1 Golf Club - Lee Course","Sharpsburg","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9276"
"9277","Canongate 1 Golf Club","Canongate 1 Golf Club - Roquemore Course","Sharpsburg","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9277"
"9279","Canton Golf Club","Canton Golf Club","Canton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9279"
"8953","Capital City Club - Brookhaven","Capital City Club - Brookhaven","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8953"
"9198","Capital City Club - Crabapple","Capital City Club - Crabapple","Woodstock","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9198"
"9264","Cartersville Country Club","Cartersville Country Club","Cartersville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9264"
"9283","Cateechee Ranch","Cateechee Ranch","Hartwell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9283"
"9024","Cedar Lake Golf Club","Cedar Lake Golf Club","Loganville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9024"
"26394","Cedar Valley Golf Course","Cedar Valley Golf Course","Cedartown","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=26394"
"14447","Champions Retreat Golf Club","Champions Retreat Golf Club - Bluff/Island","Evans","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14447"
"14449","Champions Retreat Golf Club","Champions Retreat Golf Club - Creek/Bluff","Evans","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14449"
"14448","Champions Retreat Golf Club","Champions Retreat Golf Club - Island/Creek","Evans","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14448"
"9119","Chapel Hills Golf Club","Chapel Hills Golf Club","Douglasville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9119"
"8978","Charlie Yates GC at East Lake","Charlie Yates GC at East Lake","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8978"
"9253","Chastain Park Golf Course","Chastain Park Golf Course","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9253"
"9082","Chateau Elan Golf Club","Chateau Elan Golf Club - Chateau Elan","Braselton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9082"
"9083","Chateau Elan Golf Club","Chateau Elan Golf Club - Woodlands","Braselton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9083"
"9074","Chattahoochee Golf Club","Chattahoochee Golf Club","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9074"
"8966","Cherokee Golf & Country Club","Cherokee Golf & Country Club - Cherokee Golf Club","Cedartown","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8966"
"9049","Cherokee Rose Country Club","Cherokee Rose Country Club","Hinesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9049"
"9209","Cherokee Run Golf Club","Cherokee Run Golf Club","Conyers","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9209"
"9275","Cherokee Town & Country Club","Cherokee Town & Country Club - North","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9275"
"13996","Cherokee Town & Country Club","Cherokee Town & Country Club - South","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13996"
"9254","Chestatee Golf Club","Chestatee Golf Club","Dawsonville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9254"
"9182","Chicopee Woods Golf Course","Chicopee Woods Golf Course - Mill/School","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9182"
"31268","Chicopee Woods Golf Course","Chicopee Woods Golf Course - Mill/Village","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=31268"
"31266","Chicopee Woods Golf Course","Chicopee Woods Golf Course - School/Mill","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=31266"
"9183","Chicopee Woods Golf Course","Chicopee Woods Golf Course - School/Village","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9183"
"9184","Chicopee Woods Golf Course","Chicopee Woods Golf Course - Village/Mill","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9184"
"31267","Chicopee Woods Golf Course","Chicopee Woods Golf Course - Village/School","Gainesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=31267"
"9270","Chimney Oaks Golf Club","Chimney Oaks Golf Club","Homer","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9270"
"9114","Chimneys Golf Course","Chimneys Golf Course","Winder","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9114"
"9221","Circlestone Country Club","Circlestone Country Club","Adel","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9221"
"9223","City Club at Lost Plantation","City Club at Lost Plantation","Rincon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9223"
"9051","City Club Marietta","City Club Marietta","Marietta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9051"
"9128","Club at Lake Sinclair","Club at Lake Sinclair","Milledgeville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9128"
"8965","Club at Savannah Harbor","Club at Savannah Harbor","Savannah","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8965"
"9292","Cobblestone Golf Course","Cobblestone Golf Course","Acworth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9292"
"9281","Collins Hill Golf Club","Collins Hill Golf Club","Lawrenceville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9281"
"9173","Coosa Country Club","Coosa Country Club","Rome","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9173"
"9261","Country Club of Columbus","Country Club of Columbus","Columbus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9261"
"9129","Country Club of Gwinnett","Country Club of Gwinnett","Snellville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9129"
"9291","Country Club of Roswell","Country Club of Roswell","Roswell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9291"
"13992","Country Club of the South","Country Club of the South","Johns Creek","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13992"
"8925","Country Oaks Golf Course","Country Oaks Golf Course","Thomasville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8925"
"9052","Countryland Golf Course","Countryland Golf Course","Cumming","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9052"
"9113","Coweta Club","Coweta Club","Newnan","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9113"
"9053","Creek at Hard Labor","Creek at Hard Labor","Social Circle","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9053"
"9262","Creekside Golf & Country Club","Creekside Golf & Country Club","Hiram","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9262"
"8980","Crooked Oak Golf Club of Colquitt","Crooked Oak Golf Club of Colquitt","Colquitt","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8980"
"9025","Crosswinds Golf Club","Crosswinds Golf Club","Savannah","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9025"
"9071","Crystal Falls Golf Club","Crystal Falls Golf Club","Dawsonville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9071"
"8944","Crystal Lake Golf & Country Club","Crystal Lake Golf & Country Club","Hampton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8944"
"13991","Currahee Club","Currahee Club","Toccoa","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13991"
"9059","Cuscowilla on Lake Oconee","Cuscowilla on Lake Oconee","Eatonton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9059"
"9231","Dalton Golf & Country Club","Dalton Golf & Country Club","Dalton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9231"
"8984","Dawson Country Club","Dawson Country Club","Dawson","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8984"
"8996","Deer Trail Country Club - Barnesville","Deer Trail Country Club - Barnesville","Barnesville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8996"
"9243","Dogwood Golf Club","Dogwood Golf Club","Austell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9243"
"9072","Double Oaks Golf Club","Double Oaks Golf Club","Commerce","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9072"
"9217","Doublegate Country Club","Doublegate Country Club","Albany","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9217"
"9018","Douglas Golf & Country Club","Douglas Golf & Country Club","Douglas","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9018"
"13995","Druid Hills Golf Club","Druid Hills Golf Club","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13995"
"9093","Dublin Country Club","Dublin Country Club","Dublin","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9093"
"9135","Dunwoody Country Club","Dunwoody Country Club","Dunwoody","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9135"
"9120","Eagle Watch Golf Club","Eagle Watch Golf Club","Woodstock","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9120"
"9268","Eagle's Landing Country Club","Eagle's Landing Country Club - Creek/Lake","Stockbridge,","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9268"
"13628","Eagle's Landing Country Club","Eagle's Landing Country Club - Hill/Creek","Stockbridge,","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13628"
"13627","Eagle's Landing Country Club","Eagle's Landing Country Club - Lake/Hill","Stockbridge,","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13627"
"9013","East Lake Golf Club","East Lake Golf Club","Atlanta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9013"
"9097","Echelon Golf Club","Echelon Golf Club","Alpharetta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9097"
"9227","Elberton Country Club","Elberton Country Club","Elberton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9227"
"9126","Evans Heights Golf Club","Evans Heights Golf Club","Claxton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9126"
"9206","Fairfield Plantation Golf & Country Club","Fairfield Plantation Golf & Country Club","Villa Rica","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9206"
"8979","Fairways of Canton","Fairways of Canton","Canton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8979"
"9159","Fields Ferry Golf Club","Fields Ferry Golf Club","Calhoun","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9159"
"9087","Fields Golf Club","Fields Golf Club","LaGrange","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9087"
"21251","First Tee of Augusta","First Tee of Augusta","Augusta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=21251"
"9156","Flat Creek Country Club","Flat Creek Country Club - Graveyard/Homestead","Peachtree City","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9156"
"9157","Flat Creek Country Club","Flat Creek Country Club - Homestead/Old Mill","Peachtree City","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9157"
"9158","Flat Creek Country Club","Flat Creek Country Club - Old Mill/Graveyard","Peachtree City","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9158"
"8942","Flint River Municipal GC of Albany","Flint River Municipal GC of Albany","Albany","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8942"
"8928","Folkston Golf Club","Folkston Golf Club","Folkston","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8928"
"9033","Forest Heights Country Club","Forest Heights Country Club","Statesboro","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9033"
"8963","Forest Hills Golf Club","Forest Hills Golf Club","Augusta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8963"
"9067","Forest Lakes Golf Club","Forest Lakes Golf Club","Tifton","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9067"
"9028","Forsyth Golf Club","Forsyth Golf Club","Forsyth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9028"
"9062","Fort Moore Golf Course","Fort Moore Golf Course - Bradley/Marshall","Fort Benning","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9062"
"9201","Fox Creek Golf Club","Fox Creek Golf Club","Smyrna","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9201"
"9078","Francis Lake Golf Club","Francis Lake Golf Club","Lake Park","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9078"
"9130","Frederica Golf Club","Frederica Golf Club","St. Simons Island","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9130"
"8977","Frog Golf Club","Frog Golf Club","Villa Rica","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8977"
"13979","Georgia Club","Georgia Club - Black/Silver","Statham","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13979"
"9189","Georgia Club","Georgia Club - Red/Black","Statham","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9189"
"13980","Georgia Club","Georgia Club - Silver/Red","Statham","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13980"
"9010","Georgia National Golf Club","Georgia National Golf Club","McDonough","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9010"
"9181","Georgia Southern University Golf Course","Georgia Southern University Golf Course","Statesboro","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9181"
"8971","Georgia Vets Memorial GC at Lake Blackshear","Georgia Vets Memorial GC at Lake Blackshear","Cordele","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8971"
"9224","Glen Arven Country Club","Glen Arven Country Club","Thomasville","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9224"
"9057","Golf Club of Georgia","Golf Club of Georgia - Creekside","Alpharetta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9057"
"9056","Golf Club of Georgia","Golf Club of Georgia - Lakeside","Alpharetta","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9056"
"14205","Gordon Lakes Golf Club","Gordon Lakes Golf Club - Island View/Lake View","Fort Gordon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14205"
"14213","Gordon Lakes Golf Club","Gordon Lakes Golf Club - Lake View/Pine View","Fort Gordon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14213"
"14214","Gordon Lakes Golf Club","Gordon Lakes Golf Club - Pine View/Island View","Fort Gordon","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14214"
"14443","Governors Towne Club","Governors Towne Club","Acworth","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14443"
"9162","Grand Island Club","Grand Island Club","Albany","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9162"
"8982","Green Acres Golf and Recreation Club","Green Acres Golf and Recreation Club","Dexter","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8982"
"9228","Green Island Country Club","Green Island Country Club","Columbus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9228"
"9245","Griffin Bell Golf & Conference Center","Griffin Bell Golf & Conference Center","Americus","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9245"
"9050","Griffin City Golf Course","Griffin City Golf Course","Griffin","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9050"
"8961","Hamilton Mill Golf Club","Hamilton Mill Golf Club","Dacula","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8961"
"9219","Hampton Golf Village","Hampton Golf Village","Cumming","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9219"
"9122","Harbor Club","Harbor Club","Greensboro","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9122"
"9200","Hartwell Golf Club","Hartwell Golf Club","Hartwell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9200"
"9233","Hawks Ridge Golf Club","Hawks Ridge Golf Club","Ball Ground","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9233"
"8999","Henderson Golf Club","Henderson Golf Club","Savannah","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8999"
"14451","Heritage Golf Links","Heritage Golf Links - Heritage/Tradition","Tucker","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14451"
"14450","Heritage Golf Links","Heritage Golf Links - Legacy/Heritage","Tucker","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14450"
"14452","Heritage Golf Links","Heritage Golf Links - Tradition/Legacy","Tucker","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=14452"
"9155","Heritage Oaks Golf Club","Heritage Oaks Golf Club","Brunswick","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9155"
"13684","Heron Bay Golf Club","Heron Bay Golf Club","Locust Grove","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=13684"
"8932","Hickory Hill Golf Club","Hickory Hill Golf Club - Creekside/Roadside","Jackson","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8932"
"8934","Hickory Hill Golf Club","Hickory Hill Golf Club - Fieldside/Creekside","Jackson","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8934"
"8933","Hickory Hill Golf Club","Hickory Hill Golf Club - Roadside/Fieldside","Jackson","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8933"
"8986","Highland Country Club","Highland Country Club","LaGrange","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=8986"
"9008","Highland Walk at Victoria Bryant","Highland Walk at Victoria Bryant","Royston","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9008"
"9278","Honey Creek Golf & Country Club","Honey Creek Golf & Country Club","Conyers","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9278"
"9015","Horseshoe Bend Country Club","Horseshoe Bend Country Club","Roswell","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9015"
"9117","Houston Lake Country Club","Houston Lake Country Club","Perry","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=9117"
"23899","Hunter Golf Club","Hunter Golf Club","Hunter Airfield","GA","https://ncrdb.usga.org/courseTeeInfo?CourseID=23899"
