RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,33413,Ben Martin,33' 11",50,1696.583,E
2,0,48045,Michael Gellerman,35' 6",47,1668.000,+8.00
3,0,27330,Josh Teater,36' 6",60,2190.333,+3.00
4,0,23325,Vaughn Taylor,37' 9",87,3284.167,+8.00
5,0,22371,Aaron Baddeley,38' 1",49,1866.333,+4.00
6,0,30692,Scott Stallings,38' 4",105,4026.167,+7.00
7,0,34098,Russell Henley,38' 7",116,4474.250,-11.00
8,0,35230,Nelson Ledesma,38' 8",71,2748.000,+5.00
9,0,12716,Charley Hoffman,38' 9",119,4612.000,-4.00
9,0,30925,Dustin Johnson,38' 9",112,4342.833,+7.00
11,0,33667,Carlos Ortiz,38' 10",139,5403.167,+17.00
12,0,34076,Joel Dahmen,38' 11",82,3193.667,+13.00
12,0,39324,J.J. Spaun,38' 11",49,1905.417,+5.00
14,0,20229,Stewart Cink,39' 1",148,5781.750,+26.00
14,0,33410,Andrew Landry,39' 1",82,3205.667,+7.00
16,0,22056,Cameron Percy,39' 3",110,4319.583,+3.00
17,0,32333,Kevin Tway,39' 4",90,3542.417,+8.00
17,0,27770,Camilo Villegas,39' 4",159,6251.917,+20.00
19,0,35450,Patrick Cantlay,39' 6",101,3991.083,E
20,0,32070,Rafael Campos,39' 7",65,2570.583,-3.00
21,0,24357,K.J. Choi,39' 10",65,2587.750,+21.00
22,0,45526,Abraham Ancer,39' 11",76,3032.167,+19.00
23,0,39977,Max Homa,40' 1",116,4647.583,+27.00
23,0,24781,Hunter Mahan,40' 1",92,3686.250,+14.00
25,0,33948,Byeong Hun An,40' 2",140,5618.917,+26.00
25,0,27942,Rob Oppenheim,40' 2",80,3212.167,+10.00
27,0,27936,Martin Laird,40' 3",67,2696.083,+5.00
28,0,34213,Grayson Murray,40' 4",67,2702.167,+17.00
29,0,34466,Peter Malnati,40' 5",137,5534.667,+14.00
30,0,37275,Sam Ryder,40' 6",99,4011.417,+4.00
31,0,47347,Adam Schenk,40' 8",144,5860.833,+8.00
32,0,33490,Bo Hoag,40' 9",100,4074.500,E
32,0,27556,Ted Potter Jr.,40' 9",112,4566.083,+19.00
34,0,56762,Will Gordon,40' 10",134,5476.417,+16.00
34,0,24924,Bill Haas,40' 10",40,1633.000,+3.00
34,0,33597,Harry Higgs,40' 10",124,5060.083,+20.00
34,0,26476,Chez Reavie,40' 10",78,3183.750,+15.00
38,0,35461,Beau Hossler,41' 0",137,5619.333,+35.00
38,0,33204,Shane Lowry,41' 0",104,4266.917,+12.00
40,0,28420,Ryan Brehm,41' 1",98,4022.667,+8.00
41,0,25364,Paul Casey,41' 3",80,3301.917,+3.00
41,0,31646,Emiliano Grillo,41' 3",121,4993.333,+16.00
43,0,32618,Rhein Gibson,41' 5",72,2980.000,+10.00
43,0,29974,Branden Grace,41' 5",99,4103.583,+2.00
43,0,31420,Anirban Lahiri,41' 5",83,3439.917,-4.00
46,0,29268,Bronson Burgoon,41' 6",92,3818.083,+6.00
46,0,45486,Joaquin Niemann,41' 6",164,6811.917,+3.00
48,0,46435,Austin Cook,41' 8",109,4540.667,+17.00
49,0,23623,Bo Van Pelt,41' 9",101,4214.667,+17.00
50,0,39953,Chase Seiffert,41' 10",80,3346.583,+4.00
50,0,47483,Will Zalatoris,41' 10",119,4982.750,E
52,0,30926,Chris Kirk,42' 0",139,5837.083,+8.00
52,0,23621,Rory Sabbatini,42' 0",94,3946.167,+8.00
54,0,33404,Chris Baker,42' 1",53,2230.417,+11.00
54,0,28775,Nate Lashley,42' 1",136,5724.667,+15.00
56,0,47504,Sam Burns,42' 2",101,4258.583,+11.00
57,0,32448,James Hahn,42' 3",86,3633.083,+6.00
57,0,49766,Hank Lebioda,42' 3",87,3678.083,+7.00
59,0,27095,Nick Watney,42' 4",90,3810.917,+4.00
60,0,51766,Wyndham Clark,42' 5",141,5979.583,+9.00
61,0,28252,Seamus Power,42' 8",47,2004.667,+1.00
61,0,36699,Patrick Rodgers,42' 8",167,7125.667,+11.00
63,0,26758,David Hearn,42' 9",61,2608.833,+5.00
63,0,27141,J.B. Holmes,42' 9",113,4832.750,+13.00
63,0,21961,Charles Howell III,42' 9",79,3375.500,-2.00
63,0,40042,Tyler McCumber,42' 9",112,4791.917,+14.00
67,0,24138,Ian Poulter,42' 10",60,2570.250,+9.00
68,0,23983,Luke Donald,42' 11",76,3259.167,+9.00
68,0,46402,Talor Gooch,42' 11",127,5453.083,E
68,0,29908,C.T. Pan,42' 11",104,4465.250,+11.00
71,0,27554,Scott Harrington,43' 0",111,4777.250,+11.00
71,0,29478,Kevin Kisner,43' 0",88,3784.750,+6.00
73,0,34431,Robert Streb,43' 1",151,6500.333,+16.00
74,0,24361,Pat Perez,43' 2",125,5400.250,+16.00
75,0,24024,Zach Johnson,43' 3",131,5661.417,+6.00
75,0,35617,Martin Trainer,43' 3",116,5016.333,+23.00
77,0,34099,Harris English,43' 7",110,4791.583,+11.00
77,0,30110,Kyle Stanley,43' 7",86,3746.917,+8.00
79,0,32640,Troy Merritt,43' 8",111,4843.167,+19.00
80,0,27349,Alex Noren,43' 9",100,4375.083,+1.00
81,0,21209,Sergio Garcia,43' 11",108,4743.417,+8.00
81,0,34563,Chesson Hadley,43' 11",114,5010.333,+23.00
81,0,39971,Sungjae Im,43' 11",132,5795.250,+16.00
81,0,34256,Andrew Putnam,43' 11",115,5046.250,+10.00
81,0,49960,Sepp Straka,43' 11",160,7032.667,+24.00
81,0,37189,Harold Varner III,43' 11",126,5532.750,+14.00
87,0,31557,Jim Herman,44' 0",89,3914.917,+15.00
87,0,40006,Erik van Rooyen,44' 0",100,4398.583,+26.00
89,0,26300,Matt Jones,44' 2",147,6494.083,+15.00
89,0,27129,Luke List,44' 2",140,6189.083,+12.00
89,0,35449,Adam Long,44' 2",89,3927.417,+17.00
89,0,29221,Webb Simpson,44' 2",111,4899.333,+5.00
93,0,33120,Mark Anderson,44' 3",51,2254.667,+11.00
93,0,34255,Joseph Bramlett,44' 3",94,4157.417,+3.00
93,0,25900,Lucas Glover,44' 3",118,5217.500,+13.00
93,0,36689,Brooks Koepka,44' 3",95,4200.833,+8.00
93,0,33419,Cameron Tringale,44' 3",155,6860.167,+6.00
98,0,52372,Cameron Champ,44' 4",87,3860.417,+8.00
98,0,25686,Jason Dufner,44' 4",122,5405.250,+13.00
100,0,34046,Jordan Spieth,44' 5",146,6490.667,+8.00
101,0,29970,Dylan Frittelli,44' 6",117,5206.500,+18.00
101,0,35104,Tom Lewis,44' 6",108,4805.333,+21.00
103,0,32254,Xinjun Zhang,44' 7",81,3614.250,+27.00
104,0,22405,Justin Rose,44' 8",88,3934.083,+18.00
104,0,32139,Danny Willett,44' 8",47,2098.833,+13.00
106,0,26499,Rafa Cabrera Bello,44' 9",88,3938.917,+13.00
107,0,32757,Patton Kizzire,44' 10",160,7176.500,+10.00
108,0,34314,Sebastian Cappelen,44' 11",71,3187.083,+12.00
109,0,34264,Hudson Swafford,45' 0",105,4721.333,+12.00
110,0,46046,Scottie Scheffler,45' 1",170,7660.167,+3.00
111,0,26331,Charl Schwartzel,45' 3",131,5929.500,+14.00
111,0,33448,Justin Thomas,45' 3",114,5162.333,-5.00
111,0,30927,Brendon Todd,45' 3",91,4117.000,+16.00
114,0,25632,Jimmy Walker,45' 4",139,6297.167,+39.00
115,0,50525,Collin Morikawa,45' 5",81,3678.417,+19.00
116,0,33122,Russell Knox,45' 6",110,5001.833,+24.00
116,0,25818,Scott Piercy,45' 6",85,3871.000,+19.00
118,0,47959,Bryson DeChambeau,45' 8",132,6023.500,+13.00
118,0,37455,Si Woo Kim,45' 8",114,5206.500,-6.00
118,0,49771,J.T. Poston,45' 8",113,5161.583,+19.00
118,0,33486,Roger Sloan,45' 8",96,4383.167,+7.00
118,0,48119,Ben Taylor,45' 8",56,2555.500,+8.00
118,0,25493,Nick Taylor,45' 8",149,6799.500,+25.00
124,0,19803,Ryan Armour,45' 9",78,3570.083,+15.00
124,0,40026,Daniel Berger,45' 9",92,4208.083,-5.00
124,0,31323,Gary Woodland,45' 9",92,4209.083,+16.00
127,0,19846,Brian Gay,45' 10",112,5132.917,+25.00
127,0,27644,Brian Harman,45' 10",101,4632.417,+16.00
127,0,24502,Adam Scott,45' 10",102,4677.000,+17.00
127,0,23788,D.J. Trahan,45' 10",87,3990.250,+10.00
127,0,48887,Matt Wallace,45' 10",67,3068.833,+15.00
132,0,36871,Matthew NeSmith,45' 11",81,3719.750,+7.00
132,0,34360,Patrick Reed,45' 11",115,5284.917,+5.00
132,0,56278,Matthew Wolff,45' 11",97,4451.167,+20.00
135,0,46441,Robby Shelton,46' 0",130,5982.333,+22.00
136,0,52375,Doug Ghim,46' 1",93,4282.667,+20.00
136,0,46550,Brandon Hagy,46' 1",116,5342.417,+8.00
136,0,46717,Viktor Hovland,46' 1",97,4470.250,+12.00
136,0,39546,Keith Mitchell,46' 1",136,6263.083,+12.00
140,0,39997,Corey Conners,46' 2",111,5126.500,+16.00
141,0,45609,Tyler Duncan,46' 3",101,4670.917,+22.00
141,0,35310,Lanto Griffin,46' 3",139,6429.917,+23.00
141,0,27649,Brandt Snedeker,46' 3",101,4669.833,+16.00
141,0,35658,Kris Ventura,46' 3",95,4390.083,+17.00
145,0,26329,Louis Oosthuizen,46' 4",91,4214.000,+13.00
146,0,35532,Tom Hoge,46' 5",126,5851.417,+20.00
146,0,51894,Vince Whaley,46' 5",125,5805.333,+9.00
148,0,32662,Michael Gligic,46' 7",117,5455.000,+17.00
149,0,32816,Satoshi Kodaira,46' 8",79,3689.167,+13.00
150,0,33141,Keegan Bradley,46' 9",107,5002.000,+16.00
150,0,32102,Rickie Fowler,46' 9",113,5284.417,+14.00
152,0,29725,Tony Finau,46' 10",127,5944.250,+9.00
152,0,30944,Jason Kokrak,46' 10",122,5716.250,+14.00
154,0,49298,Kramer Hickok,46' 11",52,2441.500,+7.00
154,0,28237,Rory McIlroy,46' 11",114,5351.917,+27.00
156,0,35506,Mackenzie Hughes,47' 2",151,7116.667,+20.00
156,0,01810,Phil Mickelson,47' 2",146,6886.500,+12.00
158,0,23320,Ryan Palmer,47' 5",106,5027.167,+3.00
158,0,35891,Cameron Smith,47' 5",98,4644.500,+6.00
160,0,28679,Fabián Gómez,47' 7",63,2999.000,+17.00
161,0,45157,Cam Davis,47' 9",156,7448.667,+15.00
161,0,47993,Denny McCarthy,47' 9",120,5729.250,+18.00
163,0,32791,K.H. Lee,47' 10",154,7370.833,+7.00
163,0,27064,Jhonattan Vegas,47' 10",131,6270.750,+5.00
165,0,34174,John Huh,47' 11",65,3116.750,+9.00
166,0,40098,Matt Fitzpatrick,48' 1",66,3175.167,+1.00
167,0,27974,Sung Kang,48' 2",146,7033.000,+29.00
168,0,48081,Xander Schauffele,48' 4",102,4927.167,+2.00
