RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
81,0,23656,Jason Caron,215.7,1048122.000,135
81,0,21805,Harrison Frazar,215.7,1374288.000,177
83,0,01797,Rocco Mediate,215.8,823378.000,106
84,0,26489,Cameron Yancey,215.9,808379.000,104
85,0,20574,Mathew Goggin,216.0,1563082.000,201
86,0,12755,Vance Veazey,216.6,896913.000,115
87,0,02223,Bob Tway,216.9,1210095.000,155
87,0,20566,Kaname Yokoo,216.9,671468.000,86
89,0,10201,Matt Gogel,217.2,781809.000,100
90,0,22046,Geoff Ogilvy,217.4,1205095.000,154
91,0,22548,Patrick Sheehan,217.7,1340422.000,171
92,0,01161,Mark Calcavecchia,217.8,1058516.000,135
92,0,01553,John Huston,217.8,956407.000,122
94,0,22621,Ben Curtis,218.0,808342.000,103
95,0,01457,Jay Haas,218.2,918886.000,117
96,0,01024,Billy Andrade,218.4,1304900.000,166
97,0,01941,Tom Pernice Jr.,218.5,1368631.000,174
98,0,12652,Cameron Beckman,218.6,1251096.000,159
98,0,24361,Pat Perez,218.6,1243258.000,158
98,0,23177,Kenneth Staton,218.6,904845.000,115
101,0,20628,Arron Oberholser,218.7,1102347.000,140
102,0,07941,Mike Grob,218.8,1118277.000,142
102,0,12660,Jesper Parnevik,218.8,1346632.000,171
104,0,10565,Ian Leggatt,219.5,1043189.000,132
105,0,08075,Jerry Kelly,219.6,1486075.000,188
106,0,02101,Joey Sindelar,219.7,1304765.000,165
107,0,12510,Chad Campbell,219.9,1369269.000,173
107,0,08725,Tom Gillis,219.9,934002.000,118
109,0,01329,Brad Faxon,220.0,879171.000,111
110,0,01361,Dan Forsman,220.2,1038470.000,131
110,0,06595,Kevin Sutherland,220.2,1086248.000,137
112,0,10809,Jim Furyk,220.3,1086654.000,137
112,0,08339,Spike McRoy,220.3,1245279.000,157
114,0,11032,Frank Lickliter II,220.7,1120402.000,141
114,0,02170,Hal Sutton,220.7,858116.000,108
116,0,25345,Carl Pettersson,220.8,969928.000,122
116,0,02239,Scott Verplank,220.8,1128691.000,142
118,0,01619,Skip Kendall,221.1,1273576.000,160
118,0,01938,David Peoples,221.1,1098186.000,138
120,0,01766,Billy Mayfair,221.4,1482211.000,186
120,0,06527,Steve Stricker,221.4,701489.000,88
122,0,07457,Steve Flesch,221.9,1469981.000,184
122,0,01677,Tom Lehman,221.9,1078231.000,135
124,0,21878,Mark Wilson,222.3,904203.000,113
125,0,07867,Woody Austin,222.5,1770066.000,221
126,0,20573,Scott Laycock,222.7,753572.000,94
127,0,07721,Pat Bates,223.0,1228476.000,153
127,0,20568,Anthony Painter,223.0,1300253.000,162
129,0,22293,Heath Slocum,223.2,1124850.000,140
130,0,08123,Jeff Brehaut,223.3,1744663.000,217
131,0,24356,Jason Buha,223.7,756988.000,94
132,0,01475,Donnie Hammond,224.0,1040455.000,129
133,0,06034,Marco Dawson,224.1,1113177.000,138
134,0,23036,Chris Anderson,224.3,1122148.000,139
135,0,10733,Kent Jones,224.4,1034025.000,128
136,0,23983,Luke Donald,224.7,817190.000,101
137,0,06251,Chris DiMarco,224.8,1278578.000,158
138,0,08547,John Maginnes,225.1,761621.000,94
139,0,23541,Ben Crane,225.2,1264943.000,156
140,0,07101,Dave Stockton Jr.,225.5,958087.000,118
141,0,08931,Glen Day,225.7,1267321.000,156
142,0,12662,Thomas Levet,225.8,1178419.000,145
143,0,20623,Gavin Coles,226.3,472420.000,58
143,0,20095,Carl Paulson,226.3,1816355.000,223
145,0,19881,Robert Damron,226.6,1215327.000,149
145,0,06581,David Sutherland,226.6,1158210.000,142
147,0,01569,Peter Jacobsen,226.8,767635.000,94
148,0,01381,Fred Funk,226.9,1119180.000,137
148,0,01968,Nick Price,226.9,604412.000,74
150,0,26420,Richard Johnson,227.0,939891.000,115
151,0,20645,John Senden,227.1,1774465.000,217
152,0,01948,Tim Petrovic,227.4,1309611.000,160
152,0,02104,Jeff Sluman,227.4,1236197.000,151
154,0,20099,Doug Barron,227.7,1147462.000,140
155,0,01139,Olin Browne,227.8,1041727.000,127
155,0,10860,Justin Leonard,227.8,918529.000,112
157,0,12705,Cliff Kresge,228.1,1453206.000,177
158,0,02246,Duffy Waldorf,228.3,1257463.000,153
159,0,06573,Brandt Jobe,228.5,1151805.000,140
160,0,12680,Shigeki Maruyama,228.6,905142.000,110
161,0,01928,Corey Pavin,228.9,823884.000,100
162,0,01320,Bob Estes,229.0,882259.000,107
162,0,10213,Dicky Pride,229.0,857388.000,104
164,0,06004,Stephen Ames,229.2,1245977.000,151
165,0,01761,Len Mattiace,229.4,809251.000,98
165,0,20548,Hidemichi Tanaka,229.4,1627054.000,197
167,0,23125,Brad Elder,229.5,644312.000,78
168,0,20940,Kenichi Kuboya,229.7,1033649.000,125
169,0,06617,Brian Henninger,229.8,554312.000,67
170,0,19846,Brian Gay,232.0,969016.000,116
171,0,06078,Esteban Toledo,232.4,1238327.000,148
172,0,23135,Tim Clark,232.6,678238.000,81
173,0,23338,David Gossett,232.9,1408280.000,168
174,0,01175,Jim Carter,233.4,1058770.000,126
175,0,20593,Greg Chalmers,233.5,1420782.000,169
176,0,02049,Gene Sauers,234.1,943989.000,112
177,0,12602,Dean Wilson,234.5,1097320.000,130
178,0,01887,Mark O'Meara,235.8,441448.000,52
179,0,01098,Jay Don Blake,236.2,816349.000,96
180,0,21739,Aaron Barber,236.3,986924.000,116
181,0,08537,J.P. Hayes,236.4,706355.000,83
182,0,08545,Glen Hnatiuk,237.0,1049273.000,123
183,0,06643,Paul Goydos,237.8,804569.000,94
184,0,01378,David Frost,237.9,865186.000,101
185,0,01157,Tom Byrum,238.4,884050.000,103
186,0,01666,Bernhard Langer,238.9,593511.000,69
187,0,06475,Jeff Klein,240.0,535775.000,62
188,0,19972,José Coceres,240.6,883440.000,102
189,0,02010,Loren Roberts,242.7,419432.000,48
190,0,20771,Steven Alker,243.5,832604.000,95
