RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
47,0,12652,Cameron Beckman,58.30,158,113,-81,-8
47,0,22046,Geoff Ogilvy,58.30,151,108,-90,-14
49,0,21806,Paul Gow,58.22,124,89,-61,-8
50,0,01766,Billy Mayfair,58.15,182,131,-94,-9
51,0,22892,Jason Gore,58.10,147,106,-97,+18
52,0,23621,Rory Sabbatini,58.08,151,109,-76,+4
53,0,20436,Garrett Willis,57.81,185,135,-105,-4
54,0,06621,Joe Durant,57.73,168,123,-80,-11
54,0,23177,Kenneth Staton,57.73,112,82,-63,+5
56,0,23353,J.J. Henry,57.70,191,140,-116,+3
57,0,20094,Jonathan Kaye,57.56,137,101,-83,+2
58,0,02206,David Toms,57.53,126,93,-77,-21
59,0,01388,Robert Gamez,57.51,203,150,-137,+3
60,0,23656,Jason Caron,57.27,130,97,-64,+7
61,0,06251,Chris DiMarco,57.20,155,116,-95,-14
61,0,20634,Peter Lonard,57.20,143,107,-86,-4
63,0,06573,Brandt Jobe,57.08,137,103,-69,-5
64,0,02223,Bob Tway,56.93,152,115,-90,-13
65,0,02246,Duffy Waldorf,56.92,148,112,-80,-6
66,0,12705,Cliff Kresge,56.86,174,132,-106,-6
67,0,01685,J.L. Lewis,56.83,158,120,-97,+18
68,0,06581,David Sutherland,56.80,142,108,-87,-10
69,0,26489,Cameron Yancey,56.35,102,79,-55,+5
70,0,06034,Marco Dawson,56.20,136,106,-83,-9
70,0,24361,Pat Perez,56.20,154,120,-83,-12
72,0,08633,Per-Ulrik Johansson,56.11,170,133,-84,-5
73,0,19824,Craig Barlow,56.01,177,139,-118,E
74,0,01707,Steve Lowery,56.00,140,110,-72,-13
75,0,08375,Paul Stankowski,55.91,123,97,-85,+7
76,0,20568,Anthony Painter,55.80,154,122,-77,+16
77,0,02002,John Riegger,55.43,97,78,-50,-6
78,0,07223,Brian Bateman,55.41,123,99,-71,+4
79,0,01161,Mark Calcavecchia,54.96,133,109,-74,-12
80,0,20472,Alex Cejka,54.79,143,118,-73,-2
81,0,22913,John Rollins,54.72,116,96,-70,-17
82,0,07749,Brett Quigley,54.58,155,129,-93,+1
83,0,06332,Neal Lancaster,54.27,197,166,-120,-12
84,0,12755,Vance Veazey,53.85,112,96,-50,-1
85,0,10733,Kent Jones,53.59,127,110,-79,-13
85,0,02101,Joey Sindelar,53.59,164,142,-84,-12
87,0,22548,Patrick Sheehan,53.46,170,148,-101,-11
88,0,06595,Kevin Sutherland,53.31,137,120,-95,-5
89,0,01941,Tom Pernice Jr.,53.25,172,151,-97,-15
90,0,07457,Steve Flesch,53.06,182,161,-117,-24
91,0,07941,Mike Grob,53.01,141,125,-76,-17
92,0,23541,Ben Crane,52.76,153,137,-88,-4
93,0,24502,Adam Scott,52.59,61,55,-34,+2
94,0,23338,David Gossett,52.56,164,148,-100,-19
95,0,12662,Thomas Levet,52.38,143,130,-82,-12
96,0,10860,Justin Leonard,52.36,111,101,-69,-19
97,0,11011,Mike Sposa,51.90,123,114,-83,E
98,0,01024,Billy Andrade,51.75,163,152,-88,-9
99,0,20593,Greg Chalmers,51.74,164,153,-108,-8
100,0,20566,Kaname Yokoo,51.50,86,81,-36,-2
101,0,01577,Lee Janzen,51.44,107,101,-70,-20
102,0,20628,Arron Oberholser,51.33,135,128,-86,-13
103,0,20548,Hidemichi Tanaka,51.32,195,185,-95,-37
104,0,12602,Dean Wilson,51.18,130,124,-80,-11
105,0,06515,Shaun Micheel,51.16,155,148,-88,-8
106,0,01948,Tim Petrovic,51.14,157,150,-95,-21
107,0,11032,Frank Lickliter II,50.93,137,132,-77,-22
108,0,08725,Tom Gillis,50.88,116,112,-59,-6
109,0,20498,Briny Baird,50.87,176,170,-106,-28
110,0,19972,José Coceres,50.77,99,96,-58,-3
111,0,25692,Akio Sadakata,50.59,128,125,-45,+5
112,0,02239,Scott Verplank,50.18,139,138,-81,-39
113,0,02104,Jeff Sluman,50.17,151,150,-83,-29
114,0,01035,Tommy Armour III,50.00,98,98,-61,-11
114,0,02214,Kirk Triplett,50.00,132,132,-82,-20
116,0,10809,Jim Furyk,49.64,136,138,-91,-37
117,0,20029,Notah Begay III,49.48,143,146,-65,E
117,0,06575,Dudley Hart,49.48,95,97,-48,-13
119,0,01724,Jeff Maggert,49.42,127,130,-65,-17
120,0,10912,Craig Perks,49.39,122,125,-79,-10
121,0,07101,Dave Stockton Jr.,49.16,117,121,-62,-12
122,0,23125,Brad Elder,49.03,76,79,-36,+4
123,0,01042,Paul Azinger,48.90,111,116,-60,-5
124,0,01457,Jay Haas,48.52,115,122,-75,-27
125,0,06004,Stephen Ames,48.38,149,159,-91,-17
126,0,01968,Nick Price,48.37,74,79,-51,E
127,0,01226,Fred Couples,48.15,78,84,-56,-9
128,0,19881,Robert Damron,48.03,146,158,-72,-20
129,0,24356,Jason Buha,47.94,93,101,-49,+1
130,0,01797,Rocco Mediate,47.93,104,113,-55,-2
131,0,12645,Brent Geiberger,47.53,77,85,-47,-13
132,0,22621,Ben Curtis,46.79,102,116,-42,-10
133,0,23036,Chris Anderson,46.78,138,157,-77,-13
134,0,20099,Doug Barron,46.62,138,158,-66,-19
135,0,25345,Carl Pettersson,46.54,121,139,-76,+1
136,0,01553,John Huston,46.46,118,136,-74,-32
137,0,06527,Steve Stricker,45.95,85,100,-52,+6
138,0,20121,Todd Fischer,45.83,143,169,-88,-17
139,0,20229,Stewart Cink,45.78,141,167,-97,-27
140,0,01307,Joel Edwards,45.59,93,111,-46,-19
141,0,10213,Dicky Pride,45.37,103,124,-55,-20
142,0,08931,Glen Day,45.00,153,187,-93,-33
143,0,08339,Spike McRoy,44.87,153,188,-79,+6
144,0,01098,Jay Don Blake,44.81,95,117,-44,+8
145,0,02170,Hal Sutton,44.26,104,131,-53,-13
146,0,07721,Pat Bates,43.71,153,197,-82,-19
147,0,12680,Shigeki Maruyama,43.60,109,141,-65,-15
148,0,12388,Michael Clark II,43.46,83,108,-44,-5
149,0,20127,Chris Riley,43.37,108,141,-54,-23
150,0,10425,Jay Williamson,43.36,124,162,-62,-11
151,0,01361,Dan Forsman,43.14,129,170,-79,-18
152,0,01619,Skip Kendall,43.13,157,207,-78,-48
153,0,21878,Mark Wilson,42.91,112,149,-52,-13
154,0,01381,Fred Funk,42.72,135,181,-75,-33
155,0,02049,Gene Sauers,42.64,110,148,-56,+3
156,0,01329,Brad Faxon,42.58,109,147,-58,-18
156,0,01938,David Peoples,42.58,132,178,-85,-13
158,0,01320,Bob Estes,42.40,106,144,-74,-26
159,0,20573,Scott Laycock,42.27,93,127,-49,-4
160,0,10201,Matt Gogel,41.99,97,134,-50,-7
161,0,01475,Donnie Hammond,41.97,128,177,-52,-20
162,0,23108,Matt Kuchar,41.95,86,119,-46,+4
163,0,01569,Peter Jacobsen,41.78,94,131,-52,-4
164,0,06078,Esteban Toledo,41.67,145,203,-84,-31
165,0,20940,Kenichi Kuboya,41.20,124,177,-80,-10
166,0,06809,Bob Burns,41.04,103,148,-51,-6
167,0,26420,Richard Johnson,40.86,114,165,-55,-13
168,0,01175,Jim Carter,40.85,125,181,-66,-13
169,0,22293,Heath Slocum,40.53,137,201,-67,-20
170,0,01666,Bernhard Langer,40.12,69,103,-31,-17
171,0,08545,Glen Hnatiuk,39.67,121,184,-60,-17
172,0,01928,Corey Pavin,39.60,99,151,-60,-22
173,0,01761,Len Mattiace,38.40,96,154,-54,-29
174,0,19846,Brian Gay,38.16,116,188,-66,-15
175,0,06617,Brian Henninger,38.07,67,109,-36,-6
176,0,21739,Aaron Barber,37.22,115,194,-56,-19
177,0,01139,Olin Browne,36.66,125,216,-67,-47
178,0,01378,David Frost,36.26,99,174,-56,-33
179,0,01157,Tom Byrum,36.20,101,178,-55,-17
180,0,08547,John Maginnes,35.77,93,167,-43,-20
181,0,23983,Luke Donald,35.61,99,179,-70,-36
182,0,23135,Tim Clark,35.51,76,138,-43,-31
183,0,08537,J.P. Hayes,34.47,81,154,-43,-33
184,0,20771,Steven Alker,34.44,93,177,-40,-41
185,0,06643,Paul Goydos,33.70,93,183,-51,-25
186,0,01887,Mark O'Meara,33.33,50,100,-27,-6
187,0,01132,Mark Brooks,32.84,89,182,-43,-23
188,0,06475,Jeff Klein,31.77,61,131,-19,-8
189,0,20623,Gavin Coles,27.75,58,151,-19,-2
190,0,02010,Loren Roberts,21.33,48,177,-32,-38
