RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,21528,Henrik Stenson,4184727
2,0,24024,Zach Johnson,2478617
3,0,08793,Tiger Woods,2394320
4,0,25686,Jason Dufner,2257600
5,0,06527,Steve Stricker,2133786
6,0,24502,Adam Scott,2092764
7,0,10809,Jim Furyk,2049600
8,0,34046,Jordan Spieth,1821000
9,0,31323,Gary Woodland,1361320
10,0,27095,Nick Watney,1341700
11,0,33141,Keegan Bradley,1285867
12,0,27436,Graham DeLaet,1257600
13,0,22405,Justin Rose,1113838
14,0,34360,Patrick Reed,987520
15,0,28089,Jason Day,956892
16,0,29221,Webb Simpson,880314
17,0,21209,Sergio Garcia,793317
18,0,32200,Roberto Castro,771019
19,0,23108,Matt Kuchar,758900
20,0,24781,Hunter Mahan,696467
21,0,23983,Luke Donald,679950
22,0,30925,Dustin Johnson,664620
23,0,01810,Phil Mickelson,634983
24,0,23638,Brendon de Jonge,615068
25,0,23621,Rory Sabbatini,604548
26,0,26331,Charl Schwartzel,578067
27,0,24924,Bill Haas,573267
28,0,25818,Scott Piercy,545457
29,0,34174,John Huh,537000
30,0,26300,Matt Jones,497650
31,0,25240,D.A. Points,493350
32,0,27649,Brandt Snedeker,488177
33,0,27895,Jonas Blixt,485781
34,0,27214,Kevin Streelman,482402
35,0,28307,Matt Every,451370
36,0,29420,Billy Horschel,441660
37,0,26289,Boo Weekley,425726
38,0,32102,Rickie Fowler,415133
39,0,28237,Rory McIlroy,411857
40,0,26679,Kevin Stadler,399207
41,0,02206,David Toms,387650
42,0,27644,Brian Harman,379400
43,0,29518,Brendan Steele,378040
44,0,19958,Miguel Angel Jiménez,370167
45,0,24138,Ian Poulter,337564
46,0,26596,Ryan Moore,334600
47,0,25804,Bubba Watson,318020
48,0,26851,Marc Leishman,305426
49,0,21099,David Lynn,300675
50,0,21753,Brian Davis,290267
51,0,27408,Martin Kaymer,282045
52,0,32839,Hideki Matsuyama,269733
53,0,24925,Jonathan Byrd,264000
53,0,25562,Andres Romero,264000
55,0,25834,Daniel Summerhays,263200
56,0,27933,John Merrick,249773
57,0,30944,Jason Kokrak,248304
58,0,32366,Kevin Chappell,236202
59,0,25572,Graeme McDowell,233112
60,0,06522,Ernie Els,229670
61,0,20396,Lee Westwood,228301
62,0,30926,Chris Kirk,219418
63,0,22000,Chris Wood,205000
64,0,25632,Jimmy Walker,194320
65,0,23800,Bryce Molder,194314
66,0,01320,Bob Estes,192207
67,0,34099,Harris English,191777
68,0,32150,Michael Thompson,191384
69,0,24358,Robert Garrigus,175350
70,0,29720,Andres Gonzales,153700
71,0,24459,Richard Sterne,145750
72,0,19846,Brian Gay,139180
73,0,25841,Marc Warren,132786
74,0,28780,Nicholas Thompson,131532
75,0,26758,David Hearn,127395
76,0,22961,David Mathis,124918
77,0,27963,Chris Stroud,124313
78,0,34098,Russell Henley,123420
79,0,31557,Jim Herman,122960
80,0,30978,Kiradech Aphibarnrat,120250
81,0,10213,Dicky Pride,114000
82,0,12716,Charley Hoffman,113570
83,0,25364,Paul Casey,112071
84,0,20098,Stuart Appleby,110075
85,0,22792,Peter Hanson,106571
86,0,20848,Ángel Cabrera,104404
87,0,28500,Martin Flores,100470
88,0,23623,Bo Van Pelt,99264
89,0,06251,Chris DiMarco,99177
90,0,30927,Brendon Todd,98810
91,0,29289,S.Y. Noh,96750
92,0,27770,Camilo Villegas,96288
93,0,25198,Francesco Molinari,96071
94,0,21961,Charles Howell III,95098
95,0,25369,Jamie Donaldson,93000
96,0,30852,Ryo Ishikawa,89310
97,0,24357,K.J. Choi,86175
98,0,20160,Charlie Wi,83448
99,0,30163,Henrik Norlander,82150
100,0,33968,Thorbjørn Olesen,81000
100,0,26951,Johnson Wagner,81000
102,0,28259,Sangmoon Bae,79452
103,0,28455,Will Claxton,78764
104,0,20104,Ken Duke,75820
105,0,19904,Paul Lawrie,73500
106,0,35139,Richard Lee,73440
107,0,20376,Stephen Gallacher,73200
108,0,30692,Scott Stallings,71580
109,0,30750,Tommy Gainey,70677
110,0,20229,Stewart Cink,69490
111,0,33204,Shane Lowry,69300
112,0,27936,Martin Laird,68520
113,0,25191,Gonzalo Fernandez-Castaño,64500
114,0,20645,John Senden,64334
115,0,24846,Ricky Barnes,63897
116,0,33199,Matteo Manassero,63625
117,0,20593,Greg Chalmers,60677
118,0,25345,Carl Pettersson,60320
119,0,27330,Josh Teater,58235
120,0,06573,Brandt Jobe,58000
121,0,32334,Charlie Beljan,57417
121,0,20443,Jin Park,57417
123,0,23135,Tim Clark,55960
124,0,34261,Scott Langley,53320
125,0,29531,Richie Ramsay,53000
126,0,28475,Jeff Overton,48824
127,0,26499,Rafa Cabrera Bello,48500
127,0,31138,Scott Jamieson,48500
129,0,23452,Nicolas Colsaerts,47250
129,0,37273,Derek Ernst,47250
131,0,33122,Russell Knox,46500
132,0,23797,Brett Rumford,44250
133,0,23353,J.J. Henry,42855
134,0,29974,Branden Grace,42800
134,0,24956,Mikko Ilonen,42800
134,0,32816,Satoshi Kodaira,42800
137,0,20935,Toru Taniguchi,41750
138,0,24457,Jaco Van Zyl,41500
139,0,35957,Daniel Popovic,41250
140,0,22046,Geoff Ogilvy,39060
141,0,21731,Freddie Jacobson,36800
142,0,24490,George McNeill,36408
143,0,29740,Brad Fritsch,36200
143,0,22913,John Rollins,36200
145,0,10860,Justin Leonard,35682
146,0,23320,Ryan Palmer,35435
147,0,33419,Cameron Tringale,34000
148,0,22378,Trevor Immelman,33960
149,0,08075,Jerry Kelly,32953
150,0,19970,Robert Karlsson,32350
151,0,25274,Steven Bowditch,32264
151,0,35901,Paul Haley II,32264
151,0,25336,Alistair Presnell,32264
154,0,34431,Robert Streb,31000
155,0,31560,Brian Stuard,30720
156,0,30711,Colt Knost,29364
157,0,07867,Woody Austin,28800
157,0,32448,James Hahn,28800
157,0,21878,Mark Wilson,28800
160,0,32139,Danny Willett,28000
161,0,22371,Aaron Baddeley,24960
161,0,24494,Erik Compton,24960
163,0,08725,Tom Gillis,23148
164,0,29425,Andrew Svoboda,22260
165,0,01116,Michael Bradley,21750
165,0,08931,Glen Day,21750
165,0,25444,Justin Hicks,21750
165,0,20572,Rod Pampling,21750
165,0,28118,Peter Tomasulo,21750
170,0,27503,Steve LeBrun,19658
171,0,30110,Kyle Stanley,19480
172,0,24083,Marcus Fraser,18875
172,0,35539,Luke Guthrie,18875
172,0,24511,Thongchai Jaidee,18875
175,0,29479,Scott Brown,17120
176,0,24227,Justin Bolli,16980
176,0,36884,Ben Kohles,16980
176,0,01706,Davis Love III,16980
176,0,27556,Ted Potter Jr.,16980
180,0,24361,Pat Perez,15840
181,0,22621,Ben Curtis,15350
182,0,06567,Vijay Singh,15150
183,0,36689,Brooks Koepka,14950
184,0,22806,Doug LaBelle II,14855
184,0,22348,Nick O'Hern,14855
184,0,33418,Shawn Stefani,14855
187,0,19825,Darren Clarke,14500
188,0,34021,Bud Cauley,14400
189,0,27896,Ross Fisher,12177
189,0,24399,Scott Gardiner,12177
189,0,01724,Jeff Maggert,12177
192,0,23409,James Driscoll,11700
192,0,01388,Robert Gamez,11700
192,0,32698,Bobby Gates,11700
192,0,23718,Nathan Green,11700
196,0,20691,Greg Owen,11448
196,0,22056,Cameron Percy,11448
198,0,33461,Morgan Hoffmann,10918
198,0,31202,William McGirt,10918
200,0,21407,Arjun Atwal,10494
201,0,12602,Dean Wilson,8740
202,0,23541,Ben Crane,7680
202,0,27129,Luke List,7680
204,0,24461,Thomas Aiken,7104
204,0,20070,Matt Bettencourt,7104
204,0,20127,Chris Riley,7104
207,0,20105,Jeff Gove,6720
207,0,01619,Skip Kendall,6720
207,0,26668,Marc Turnesa,6720
207,0,35459,Chris Williams,6720
211,0,23325,Vaughn Taylor,6540
212,0,22293,Heath Slocum,6360
212,0,21951,Joey Snyder III,6360
214,0,09011,David Duval,6210
214,0,23497,Tag Ridings,6210
216,0,21350,Ryuji Imada,6120
217,0,10585,Scott McCarron,6060
218,0,07013,Wes Short Jr.,6000
