RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,23063,Scott Hend,.06,5,79
2,0,08123,Jeff Brehaut,.05,5,104
2,0,23621,Rory Sabbatini,.05,4,86
2,0,23325,Vaughn Taylor,.05,4,82
5,0,20850,Daniel Chopra,.04,4,106
5,0,25900,Lucas Glover,.04,4,91
5,0,23338,David Gossett,.04,2,57
5,0,01527,Scott Hoch,.04,2,51
5,0,01553,John Huston,.04,2,56
5,0,23108,Matt Kuchar,.04,3,83
5,0,01766,Billy Mayfair,.04,4,105
5,0,25396,Kevin Na,.04,4,96
5,0,01945,Kenny Perry,.04,3,76
14,0,01042,Paul Azinger,.03,2,75
14,0,19824,Craig Barlow,.03,2,78
14,0,07721,Pat Bates,.03,3,97
14,0,20029,Notah Begay III,.03,2,67
14,0,24290,D.J. Brigman,.03,2,76
14,0,01132,Mark Brooks,.03,2,70
14,0,01161,Mark Calcavecchia,.03,2,78
14,0,08537,J.P. Hayes,.03,2,75
14,0,21893,Brian Kortan,.03,2,62
14,0,01724,Jeff Maggert,.03,2,60
14,0,01761,Len Mattiace,.03,2,75
14,0,12753,David Morland IV,.03,2,73
14,0,21949,Joe Ogilvie,.03,3,102
14,0,10107,Deane Pappas,.03,2,70
14,0,21878,Mark Wilson,.03,2,62
29,0,22371,Aaron Baddeley,.02,2,85
29,0,23613,Rich Barcelo,.02,1,65
29,0,06214,Guy Boros,.02,1,64
29,0,01139,Olin Browne,.02,2,88
29,0,06809,Bob Burns,.02,2,86
29,0,24357,K.J. Choi,.02,2,82
29,0,19972,José Coceres,.02,1,64
29,0,19881,Robert Damron,.02,2,92
29,0,20104,Ken Duke,.02,2,87
29,0,01313,Steve Elkington,.02,1,61
29,0,20585,Niclas Fasth,.02,1,60
29,0,01329,Brad Faxon,.02,2,89
29,0,20121,Todd Fischer,.02,2,102
29,0,07457,Steve Flesch,.02,2,105
29,0,12823,Carlos Franco,.02,2,99
29,0,01381,Fred Funk,.02,2,96
29,0,20378,Mathias Grönberg,.02,2,87
29,0,06575,Dudley Hart,.02,1,58
29,0,01577,Lee Janzen,.02,2,82
29,0,26420,Richard Johnson,.02,2,102
29,0,24024,Zach Johnson,.02,2,107
29,0,08075,Jerry Kelly,.02,2,109
29,0,01677,Tom Lehman,.02,1,66
29,0,11032,Frank Lickliter II,.02,2,86
29,0,01797,Rocco Mediate,.02,1,48
29,0,12682,Hirofumi Miyase,.02,1,63
29,0,22046,Geoff Ogilvy,.02,2,87
29,0,06373,José María Olazábal,.02,1,52
29,0,23320,Ryan Palmer,.02,2,100
29,0,01920,Craig Parry,.02,1,50
29,0,25345,Carl Pettersson,.02,2,97
29,0,01968,Nick Price,.02,1,50
29,0,10213,Dicky Pride,.02,1,63
29,0,02002,John Riegger,.02,1,53
29,0,24502,Adam Scott,.02,1,52
29,0,02101,Joey Sindelar,.02,2,98
29,0,06567,Vijay Singh,.02,2,110
29,0,06595,Kevin Sutherland,.02,2,81
29,0,26287,Roland Thatcher,.02,1,66
29,0,08385,Omar Uresti,.02,2,85
29,0,23623,Bo Van Pelt,.02,2,104
70,0,06004,Stephen Ames,.01,1,95
70,0,20098,Stuart Appleby,.01,1,78
70,0,01035,Tommy Armour III,.01,1,87
70,0,07867,Woody Austin,.01,1,94
70,0,20498,Briny Baird,.01,1,97
70,0,12652,Cameron Beckman,.01,1,96
70,0,23614,Rich Beem,.01,1,77
70,0,24507,Jason Bohn,.01,1,95
70,0,07363,Craig Bowden,.01,1,83
70,0,01127,Danny Briggs,.01,1,81
70,0,24925,Jonathan Byrd,.01,1,83
70,0,23135,Tim Clark,.01,1,84
70,0,08931,Glen Day,.01,1,99
70,0,01261,Jay Delsing,.01,1,73
70,0,25686,Jason Dufner,.01,1,79
70,0,12760,Danny Ellis,.01,1,77
70,0,21805,Harrison Frazar,.01,1,82
70,0,12645,Brent Geiberger,.01,1,91
70,0,23353,J.J. Henry,.01,1,103
70,0,20433,Mark Hensby,.01,1,93
70,0,21731,Freddie Jacobson,.01,1,80
70,0,01619,Skip Kendall,.01,1,99
70,0,06332,Neal Lancaster,.01,1,103
70,0,20382,Stephen Leaney,.01,1,75
70,0,10860,Justin Leonard,.01,1,85
70,0,01685,J.L. Lewis,.01,1,106
70,0,01707,Steve Lowery,.01,1,89
70,0,01771,Blaine McCallister,.01,1,68
70,0,08339,Spike McRoy,.01,1,91
70,0,06515,Shaun Micheel,.01,1,91
70,0,20628,Arron Oberholser,.01,1,73
70,0,20572,Rod Pampling,.01,1,94
70,0,20663,Brenden Pappas,.01,1,108
70,0,12660,Jesper Parnevik,.01,1,86
70,0,24361,Pat Perez,.01,1,100
70,0,07749,Brett Quigley,.01,1,98
70,0,22293,Heath Slocum,.01,1,90
70,0,02104,Jeff Sluman,.01,1,97
70,0,02106,Chris Smith,.01,1,105
70,0,23307,Roger Tambellini,.01,1,78
70,0,06613,Tommy Tolles,.01,1,67
70,0,02214,Kirk Triplett,.01,1,84
70,0,02223,Bob Tway,.01,1,85
70,0,12602,Dean Wilson,.01,1,99
