RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
145,0,37338,Zecheng Dou,3.15%,55,1746
146,0,52375,Doug Ghim,3.17%,53,1674
146,0,25632,Jimmy Walker,3.17%,49,1548
148,0,36871,Matt NeSmith,3.20%,57,1782
149,0,47995,Davis Riley,3.21%,59,1836
150,0,35310,Lanto Griffin,3.22%,33,1026
150,0,50095,Austin Smotherman,3.22%,58,1800
152,0,48117,Kurt Kitayama,3.24%,42,1296
153,0,46435,Austin Cook,3.27%,50,1530
154,0,52372,Cameron Champ,3.28%,46,1404
154,0,27129,Luke List,3.28%,59,1800
156,0,45609,Tyler Duncan,3.31%,56,1692
156,0,47079,Harrison Endycott,3.31%,53,1602
158,0,28420,Ryan Brehm,3.36%,52,1548
158,0,46601,Trey Mullinax,3.36%,43,1278
158,0,39335,Kevin Roy,3.36%,46,1368
161,0,49766,Hank Lebioda,3.37%,37,1098
161,0,48887,Matt Wallace,3.37%,51,1512
163,0,49298,Kramer Hickok,3.38%,59,1746
164,0,22056,Cameron Percy,3.40%,41,1206
165,0,45157,Cam Davis,3.42%,56,1638
166,0,35901,Paul Haley II,3.44%,57,1656
167,0,29908,C.T. Pan,3.53%,34,963
167,0,35617,Martin Trainer,3.53%,40,1134
169,0,39067,MJ Daffue,3.56%,66,1854
170,0,55454,Carl Yuan,3.57%,54,1512
171,0,51070,Vincent Norrman,3.59%,55,1530
172,0,27936,Martin Laird,3.60%,57,1584
173,0,27554,Scott Harrington,3.61%,52,1440
174,0,39954,Cody Gribble,3.65%,46,1260
175,0,45242,Kevin Yu,3.68%,47,1278
176,0,24140,Sean O'Hair,3.74%,35,936
177,0,59018,Ryan Gerard,3.76%,42,1116
178,0,30692,Scott Stallings,3.77%,57,1512
179,0,48084,Wesley Bryan,3.82%,33,864
180,0,53165,Doc Redman,3.85%,54,1404
181,0,51491,Brandon Matthews,3.86%,41,1062
181,0,32640,Troy Merritt,3.86%,64,1656
183,0,52411,Kyle Westmoreland,3.87%,55,1422
184,0,25900,Lucas Glover,3.89%,70,1800
185,0,31557,Jim Herman,4.04%,56,1386
186,0,31577,Tano Goya,4.07%,66,1620
187,0,25686,Jason Dufner,4.09%,67,1638
187,0,33448,Justin Thomas,4.09%,53,1296
189,0,31323,Gary Woodland,4.15%,62,1494
190,0,36724,Augusto Núñez,4.25%,65,1530
191,0,49453,Trevor Cone,4.27%,63,1476
192,0,32816,Satoshi Kodaira,4.67%,53,1134
193,0,51414,Brent Grant,4.83%,73,1512
