RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,01346,Ed Fiori,7.60,380,50
2,0,01960,Don Pooley,7.54,543,72
3,0,01011,Rafael Alarcon,7.48,591,79
4,0,01891,David Ogrin,7.47,717,96
5,0,01196,Brian Claar,7.46,440,59
6,0,01577,Lee Janzen,7.41,734,99
7,0,02225,Howard Twitty,7.40,355,48
8,0,06581,David Sutherland,7.39,606,82
9,0,01353,Bruce Fleisher,7.34,448,61
10,0,01320,Bob Estes,7.33,506,69
10,0,02294,Willie Wood,7.33,630,86
12,0,02131,Mike Springer,7.32,483,66
12,0,06577,John Wilson,7.32,666,91
14,0,21007,Gabriel Hjertstedt,7.31,526,72
15,0,01306,David Edwards,7.30,511,70
16,0,12663,Phil Tataurangi,7.29,554,76
17,0,01533,P.H. Horgan III,7.28,648,89
18,0,08537,J.P. Hayes,7.27,691,95
19,0,01475,Donnie Hammond,7.26,494,68
20,0,01201,Lennie Clements,7.25,638,88
20,0,01489,Steve Hart,7.25,500,69
22,0,11032,Frank Lickliter II,7.24,615,85
22,0,02242,Lanny Wadkins,7.24,514,71
24,0,10860,Justin Leonard,7.20,727,101
25,0,08265,Eric Johnson,7.18,596,83
26,0,02010,Loren Roberts,7.16,587,82
27,0,01329,Brad Faxon,7.15,536,75
27,0,07547,Craig Kanada,7.15,386,54
29,0,01072,Chip Beck,7.13,506,71
29,0,01510,Nolan Henke,7.13,585,82
29,0,02239,Scott Verplank,7.13,442,62
32,0,01157,Tom Byrum,7.11,697,98
32,0,02115,Taylor Smith,7.11,576,81
34,0,01381,Fred Funk,7.09,815,115
35,0,06214,Guy Boros,7.08,559,79
35,0,10569,Mike Brisky,7.08,708,100
37,0,02095,Larry Silveira,7.07,417,59
38,0,01941,Tom Pernice Jr.,7.06,600,85
39,0,06617,Brian Henninger,7.05,543,77
39,0,02007,Larry Rinker,7.05,691,98
41,0,12387,Michael Christie,7.04,669,95
42,0,01096,Phil Blackmar,7.03,647,92
42,0,02206,David Toms,7.03,619,88
44,0,01444,Ken Green,7.02,372,53
45,0,02214,Kirk Triplett,7.00,616,88
46,0,06034,Marco Dawson,6.99,594,85
46,0,06595,Kevin Sutherland,6.99,594,85
48,0,02099,Scott Simpson,6.98,558,80
49,0,01905,Joe Ozaki,6.97,460,66
49,0,02100,Tim Simpson,6.97,439,63
51,0,01035,Tommy Armour III,6.96,654,94
52,0,01374,Robin Freeman,6.95,452,65
52,0,07101,Dave Stockton Jr.,6.95,688,99
54,0,02267,D.A. Weibring,6.94,430,62
55,0,01378,David Frost,6.93,478,69
55,0,08339,Spike McRoy,6.93,471,68
55,0,02135,Mike Standly,6.93,596,86
55,0,08375,Paul Stankowski,6.93,700,101
59,0,06012,Greg Kraft,6.91,719,104
60,0,01323,Brad Fabel,6.90,649,94
61,0,06643,Paul Goydos,6.89,689,100
61,0,02049,Gene Sauers,6.89,365,53
63,0,12826,Paul Claxton,6.88,454,66
64,0,10963,Jimmy Green,6.87,563,82
64,0,02146,Payne Stewart,6.87,598,87
66,0,10837,Kevin Burton,6.86,508,74
66,0,07749,Brett Quigley,6.86,761,111
68,0,20158,Anthony Rodriguez,6.85,418,61
69,0,01040,Emlyn Aubrey,6.83,492,72
69,0,10809,Jim Furyk,6.83,669,98
69,0,12645,Brent Geiberger,6.83,635,93
72,0,01185,Brandel Chamblee,6.82,539,79
72,0,06315,Pete Jordan,6.82,689,101
72,0,06090,Jim McGovern,6.82,607,89
75,0,01331,Rick Fehr,6.80,469,69
75,0,07235,John Morse,6.80,626,92
77,0,20229,Stewart Cink,6.79,672,99
77,0,19881,Robert Damron,6.79,665,98
79,0,01996,Mike Reid,6.77,548,81
80,0,08385,Omar Uresti,6.76,683,101
81,0,01098,Jay Don Blake,6.75,614,91
81,0,12782,Tim Herron,6.75,682,101
81,0,01823,Larry Mize,6.75,466,69
81,0,05466,Jack O'Keefe,6.75,506,75
81,0,02166,Chip Sullivan,6.75,520,77
86,0,01261,Jay Delsing,6.73,565,84
87,0,01116,Michael Bradley,6.72,591,88
87,0,01139,Olin Browne,6.72,679,101
87,0,01864,Larry Nelson,6.72,363,54
87,0,02292,Bob Wolcott,6.72,477,71
91,0,20099,Doug Barron,6.71,691,103
91,0,01093,Ronnie Black,6.71,564,84
93,0,06332,Neal Lancaster,6.70,677,101
94,0,01761,Len Mattiace,6.69,716,107
94,0,01926,Steve Pate,6.69,555,83
96,0,01385,Jim Gallagher Jr.,6.68,581,87
97,0,08931,Glen Day,6.67,547,82
98,0,06124,Patrick Burke,6.65,432,65
99,0,01133,Billy Ray Brown,6.64,465,70
100,0,06575,Dudley Hart,6.63,524,79
100,0,10585,Scott McCarron,6.63,537,81
102,0,01006,John Adams,6.62,536,81
103,0,06527,Steve Stricker,6.61,390,59
104,0,10207,Jimmy Johnston,6.60,561,85
104,0,01723,Andrew Magee,6.60,673,102
104,0,02279,Mark Wiebe,6.60,508,77
107,0,01024,Billy Andrade,6.59,666,101
107,0,01527,Scott Hoch,6.59,573,87
107,0,06132,Sonny Skinner,6.59,468,71
110,0,20098,Stuart Appleby,6.58,513,78
110,0,01175,Jim Carter,6.58,645,98
112,0,10875,Todd Demsey,6.57,486,74
112,0,01307,Joel Edwards,6.57,604,92
112,0,08547,John Maginnes,6.57,664,101
112,0,01928,Corey Pavin,6.57,414,63
116,0,07267,Allen Doyle,6.55,557,85
116,0,01682,Wayne Levi,6.55,439,67
118,0,01334,Keith Fergus,6.53,379,58
118,0,01968,Nick Price,6.53,379,58
120,0,08793,Tiger Woods,6.52,528,81
121,0,01748,Doug Martin,6.51,664,102
122,0,01549,Mike Hulbert,6.50,637,98
122,0,10213,Dicky Pride,6.50,494,76
124,0,07465,Hideki Kase,6.48,551,85
124,0,01706,Davis Love III,6.48,583,90
126,0,07087,Hugh Royer III,6.47,537,83
127,0,01943,Chris Perry,6.45,684,106
