RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,10809,Jim Furyk,58
2,0,34261,Scott Langley,62
2,0,31202,William McGirt,62
2,0,25818,Scott Piercy,62
2,0,25240,D.A. Points,62
2,0,33448,Justin Thomas,62
2,0,32139,Danny Willett,62
8,0,24846,Ricky Barnes,63
8,0,28937,George Coetzee,63
8,0,27644,Brian Harman,63
8,0,29478,Kevin Kisner,63
8,0,30711,Colt Knost,63
8,0,35300,Andrew Loupe,63
8,0,25396,Kevin Na,63
8,0,22046,Geoff Ogilvy,63
8,0,35451,Scott Pinckney,63
8,0,26476,Chez Reavie,63
8,0,34046,Jordan Spieth,63
8,0,34264,Hudson Swafford,63
8,0,25632,Jimmy Walker,63
21,0,22371,Aaron Baddeley,64
21,0,35545,Blayne Barber,64
21,0,40026,Daniel Berger,64
21,0,24507,Jason Bohn,64
21,0,25274,Steven Bowditch,64
21,0,20229,Stewart Cink,64
21,0,33399,Adam Hadwin,64
21,0,12716,Charley Hoffman,64
21,0,36801,Mark Hubbard,64
21,0,21731,Freddie Jacobson,64
21,0,30925,Dustin Johnson,64
21,0,27974,Sung Kang,64
21,0,37455,Si Woo Kim,64
21,0,37454,Whee Kim,64
21,0,22986,Søren Kjeldsen,64
21,0,36689,Brooks Koepka,64
21,0,31420,Anirban Lahiri,64
21,0,27466,Spencer Levin,64
21,0,34409,David Lingmerth,64
21,0,30163,Henrik Norlander,64
21,0,24140,Sean O'Hair,64
21,0,26329,Louis Oosthuizen,64
21,0,33667,Carlos Ortiz,64
21,0,28475,Jeff Overton,64
21,0,20691,Greg Owen,64
21,0,23320,Ryan Palmer,64
21,0,22056,Cameron Percy,64
21,0,34360,Patrick Reed,64
21,0,29518,Brendan Steele,64
21,0,34431,Robert Streb,64
21,0,27963,Chris Stroud,64
21,0,31560,Brian Stuard,64
21,0,23325,Vaughn Taylor,64
21,0,32150,Michael Thompson,64
21,0,26951,Johnson Wagner,64
21,0,25892,Steve Wheatcroft,64
21,0,34265,Will Wilcox,64
21,0,25349,Tim Wilkinson,64
21,0,31323,Gary Woodland,64
60,0,33948,Byeong Hun An,65
60,0,20098,Stuart Appleby,65
60,0,19803,Ryan Armour,65
60,0,29479,Scott Brown,65
60,0,32200,Roberto Castro,65
60,0,32366,Kevin Chappell,65
60,0,23135,Tim Clark,65
60,0,25720,Chad Collins,65
60,0,23541,Ben Crane,65
60,0,28089,Jason Day,65
60,0,27436,Graham DeLaet,65
60,0,23983,Luke Donald,65
60,0,25686,Jason Dufner,65
60,0,20104,Ken Duke,65
60,0,31416,Derek Fathauer,65
60,0,28500,Martin Flores,65
60,0,29535,Brice Garnett,65
60,0,24358,Robert Garrigus,65
60,0,32618,Rhein Gibson,65
60,0,28679,Fabián Gómez,65
60,0,29720,Andres Gonzales,65
60,0,20157,Retief Goosen,65
60,0,22892,Jason Gore,65
60,0,31646,Emiliano Grillo,65
60,0,35539,Luke Guthrie,65
60,0,24924,Bill Haas,65
60,0,32448,James Hahn,65
60,0,20766,Padraig Harrington,65
60,0,26758,David Hearn,65
60,0,34098,Russell Henley,65
60,0,35532,Tom Hoge,65
60,0,34174,John Huh,65
60,0,29222,Billy Hurley III,65
60,0,30852,Ryo Ishikawa,65
60,0,24024,Zach Johnson,65
60,0,08075,Jerry Kelly,65
60,0,39975,Michael Kim,65
60,0,30926,Chris Kirk,65
60,0,30944,Jason Kokrak,65
60,0,23108,Matt Kuchar,65
60,0,28092,D.H. Lee,65
60,0,29926,Danny Lee,65
60,0,26851,Marc Leishman,65
60,0,10860,Justin Leonard,65
60,0,27129,Luke List,65
60,0,29461,Jamie Lovemark,65
60,0,33204,Shane Lowry,65
60,0,28300,Joost Luiten,65
60,0,33413,Ben Martin,65
60,0,28237,Rory McIlroy,65
60,0,01810,Phil Mickelson,65
60,0,23800,Bryce Molder,65
60,0,25198,Francesco Molinari,65
60,0,29289,S.Y. Noh,65
60,0,29476,Kyle Reifers,65
60,0,36699,Patrick Rodgers,65
60,0,23621,Rory Sabbatini,65
60,0,29223,Sam Saunders,65
60,0,24502,Adam Scott,65
60,0,20645,John Senden,65
60,0,29221,Webb Simpson,65
60,0,30692,Scott Stallings,65
60,0,33418,Shawn Stefani,65
60,0,21528,Henrik Stenson,65
60,0,25834,Daniel Summerhays,65
60,0,25493,Nick Taylor,65
60,0,33419,Cameron Tringale,65
60,0,37189,Harold Varner III,65
60,0,27064,Jhonattan Vegas,65
60,0,27770,Camilo Villegas,65
60,0,26289,Boo Weekley,65
131,0,24461,Thomas Aiken,66
131,0,40058,Zac Blair,66
131,0,26525,Grégory Bourdy,66
131,0,33141,Keegan Bradley,66
131,0,20848,Ángel Cabrera,66
131,0,12510,Chad Campbell,66
131,0,28093,Miguel Angel Carballo,66
131,0,25364,Paul Casey,66
131,0,34021,Bud Cauley,66
131,0,20472,Alex Cejka,66
131,0,20593,Greg Chalmers,66
131,0,34262,Jon Curran,66
131,0,23638,Brendon de Jonge,66
131,0,47959,Bryson DeChambeau,66
131,0,25369,Jamie Donaldson,66
131,0,06522,Ernie Els,66
131,0,25191,Gonzalo Fernandez-Castaño,66
131,0,29725,Tony Finau,66
131,0,27896,Ross Fisher,66
131,0,19846,Brian Gay,66
131,0,25900,Lucas Glover,66
131,0,29974,Branden Grace,66
131,0,34363,Tyrrell Hatton,66
131,0,31557,Jim Herman,66
131,0,12782,Tim Herron,66
131,0,25444,Justin Hicks,66
131,0,33461,Morgan Hoffmann,66
131,0,27141,J.B. Holmes,66
131,0,29420,Billy Horschel,66
131,0,21961,Charles Howell III,66
131,0,24511,Thongchai Jaidee,66
131,0,29378,Daisuke Kataoka,66
131,0,46440,Smylie Kaufman,66
131,0,33122,Russell Knox,66
131,0,27936,Martin Laird,66
131,0,32888,Lucas Lee,66
131,0,11032,Frank Lickliter II,66
131,0,26881,Jarrod Lyle,66
131,0,34466,Peter Malnati,66
131,0,28158,Steve Marino,66
131,0,32839,Hideki Matsuyama,66
131,0,47994,Lee McCoy,66
131,0,24490,George McNeill,66
131,0,27933,John Merrick,66
131,0,32640,Troy Merritt,66
131,0,26596,Ryan Moore,66
131,0,20572,Rod Pampling,66
131,0,24361,Pat Perez,66
131,0,24138,Ian Poulter,66
131,0,30946,Alex Prugh,66
131,0,46970,Jon Rahm,66
131,0,35732,Wes Roach,66
131,0,25562,Andres Romero,66
131,0,22405,Justin Rose,66
131,0,26331,Charl Schwartzel,66
131,0,06567,Vijay Singh,66
131,0,35891,Cameron Smith,66
131,0,27649,Brandt Snedeker,66
131,0,30110,Kyle Stanley,66
131,0,29485,Brett Stegmaier,66
131,0,23788,D.J. Trahan,66
131,0,28132,Tyrone Van Aswegen,66
131,0,28114,Dawie van der Walt,66
131,0,27095,Nick Watney,66
131,0,25804,Bubba Watson,66
131,0,29454,Bernd Wiesberger,66
131,0,21878,Mark Wilson,66
198,0,29745,Tyler Aldridge,67
198,0,10505,Shane Bertsch,67
198,0,27895,Jonas Blixt,67
198,0,01116,Michael Bradley,67
198,0,48084,Wesley Bryan,67
