RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,02104,Jeff Sluman,23,8
2,0,01226,Fred Couples,22,4
3,0,01098,Jay Don Blake,20,7
3,0,02101,Joey Sindelar,20,9
5,0,12660,Jesper Parnevik,19,6
5,0,01958,Dan Pohl,19,4
7,0,08931,Glen Day,18,9
8,0,01093,Ronnie Black,17,4
8,0,01346,Ed Fiori,17,1
8,0,01475,Donnie Hammond,17,4
8,0,01736,Roger Maltbie,17,1
8,0,01887,Mark O'Meara,17,5
8,0,02214,Kirk Triplett,17,9
14,0,01320,Bob Estes,16,6
14,0,01444,Ken Green,16,1
14,0,01577,Lee Janzen,16,5
14,0,01771,Blaine McCallister,16,5
14,0,01926,Steve Pate,16,5
14,0,01928,Corey Pavin,16,5
20,0,01527,Scott Hoch,15,5
20,0,01633,Tom Kite,15,4
20,0,01723,Andrew Magee,15,7
20,0,02099,Scott Simpson,15,4
20,0,02133,Craig Stadler,15,6
25,0,01203,Russ Cochran,14,4
25,0,06034,Marco Dawson,14,0
25,0,01724,Jeff Maggert,14,5
25,0,02010,Loren Roberts,14,8
25,0,02146,Payne Stewart,14,6
25,0,02245,Grant Waite,14,6
31,0,01024,Billy Andrade,13,4
31,0,01042,Paul Azinger,13,7
31,0,01142,Bart Bryant,13,0
31,0,01143,Brad Bryant,13,3
31,0,01162,Rex Caldwell,13,0
31,0,01219,John Cook,13,4
31,0,09011,David Duval,13,9
31,0,01313,Steve Elkington,13,4
31,0,01331,Rick Fehr,13,4
31,0,01390,Buddy Gardner,13,0
31,0,01553,John Huston,13,4
31,0,01569,Peter Jacobsen,13,4
31,0,01666,Bernhard Langer,13,1
31,0,10860,Justin Leonard,13,8
31,0,01748,Doug Martin,13,6
31,0,01783,Mark McCumber,13,1
31,0,01935,Calvin Peete,13,0
31,0,01938,David Peoples,13,7
31,0,01971,Dillard Pruitt,13,0
31,0,01996,Mike Reid,13,8
31,0,02033,Dave Rummells,13,1
31,0,02090,Tom Sieckmann,13,1
31,0,02094,Tony Sills,13,0
31,0,02159,Curtis Strange,13,4
31,0,02167,Mike Sullivan,13,5
56,0,01060,Dave Barr,12,2
56,0,01132,Mark Brooks,12,4
56,0,06124,Patrick Burke,12,0
56,0,01161,Mark Calcavecchia,12,5
56,0,12387,Michael Christie,12,0
56,0,20229,Stewart Cink,12,6
56,0,01305,Danny Edwards,12,0
56,0,01306,David Edwards,12,3
56,0,01329,Brad Faxon,12,6
56,0,01457,Jay Haas,12,5
56,0,01619,Skip Kendall,12,12
56,0,01641,Gary Koch,12,1
56,0,06012,Greg Kraft,12,7
56,0,01706,Davis Love III,12,7
