RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
1,0,01334,Keith Fergus,71.01,49,69,+8.00
2,0,01761,Len Mattiace,69.81,148,212,+38.00
3,0,02214,Kirk Triplett,66.67,72,108,+25.00
4,0,02321,Fuzzy Zoeller,64.89,61,94,+17.00
5,0,10860,Justin Leonard,64.38,94,146,+37.00
6,0,01920,Craig Parry,63.01,46,73,+27.00
7,0,20229,Stewart Cink,62.91,95,151,+35.00
7,0,06527,Steve Stricker,62.91,95,151,+40.00
9,0,01766,Billy Mayfair,62.73,101,161,+21.00
10,0,06078,Esteban Toledo,61.54,96,156,+33.00
11,0,06575,Dudley Hart,60.90,81,133,+32.00
12,0,19881,Robert Damron,59.89,112,187,+47.00
13,0,02159,Curtis Strange,59.78,55,92,+21.00
14,0,01891,David Ogrin,59.41,120,202,+56.00
15,0,07235,John Morse,59.38,57,96,+34.00
16,0,02146,Payne Stewart,59.20,74,125,+33.00
16,0,02294,Willie Wood,59.20,74,125,+37.00
18,0,08553,Lee Porter,58.94,89,151,+48.00
19,0,01185,Brandel Chamblee,58.87,73,124,+25.00
20,0,02104,Jeff Sluman,58.72,101,172,+41.00
21,0,01035,Tommy Armour III,58.70,81,138,+40.00
22,0,06132,Sonny Skinner,58.62,85,145,+40.00
23,0,02023,Clarence Rose,58.19,103,177,+46.00
24,0,01249,John Daly,57.50,69,120,+39.00
25,0,06012,Greg Kraft,57.46,77,134,+48.00
26,0,02279,Mark Wiebe,57.42,89,155,+39.00
27,0,08537,J.P. Hayes,57.41,62,108,+33.00
28,0,01226,Fred Couples,57.29,55,96,+27.00
29,0,20098,Stuart Appleby,57.14,68,119,+49.00
29,0,01323,Brad Fabel,57.14,88,154,+38.00
31,0,01748,Doug Martin,57.07,105,184,+62.00
32,0,10569,Mike Brisky,56.99,110,193,+74.00
33,0,01353,Bruce Fleisher,56.91,70,123,+40.00
34,0,19824,Craig Barlow,56.69,72,127,+38.00
35,0,10423,Mike Weir,56.55,82,145,+40.00
36,0,01724,Jeff Maggert,56.38,84,149,+32.00
37,0,01619,Skip Kendall,56.29,94,167,+36.00
38,0,01098,Jay Don Blake,55.96,61,109,+43.00
39,0,20099,Doug Barron,55.94,80,143,+47.00
39,0,06581,David Sutherland,55.94,80,143,+42.00
41,0,01823,Larry Mize,55.81,72,129,+41.00
42,0,01941,Tom Pernice Jr.,55.63,79,142,+49.00
42,0,02239,Scott Verplank,55.63,84,151,+51.00
44,0,01553,John Huston,55.62,94,169,+44.00
45,0,01569,Peter Jacobsen,55.32,52,94,+13.00
46,0,02007,Larry Rinker,55.28,89,161,+60.00
47,0,06617,Brian Henninger,55.11,97,176,+54.00
48,0,06621,Joe Durant,55.00,66,120,+42.00
49,0,01378,David Frost,54.96,72,131,+44.00
50,0,06595,Kevin Sutherland,54.94,89,162,+42.00
51,0,08385,Omar Uresti,54.84,102,186,+54.00
52,0,20154,Guy Hill,54.67,82,150,+54.00
53,0,07457,Steve Flesch,54.61,77,141,+38.00
53,0,01475,Donnie Hammond,54.61,77,141,+42.00
55,0,01096,Phil Blackmar,54.44,92,169,+63.00
56,0,06004,Stephen Ames,54.39,31,57,+23.00
57,0,02241,Bobby Wadkins,54.30,82,151,+51.00
