RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
59,0,01926,Steve Pate,1.776,1918,1080,2.85
61,0,20593,Greg Chalmers,1.777,2170,1221,3.08
61,0,06522,Ernie Els,1.777,1187,668,2.78
61,0,06613,Tommy Tolles,1.777,1503,846,3.07
64,0,06581,David Sutherland,1.778,1830,1029,2.81
65,0,20099,Doug Barron,1.779,1834,1031,2.94
65,0,20029,Notah Begay III,1.779,2055,1155,2.99
65,0,01226,Fred Couples,1.779,1224,688,2.95
65,0,01361,Dan Forsman,1.779,1961,1102,2.80
65,0,08537,J.P. Hayes,1.779,1871,1052,2.85
65,0,01533,P.H. Horgan III,1.779,2049,1152,2.73
65,0,10213,Dicky Pride,1.779,1742,979,2.81
72,0,01072,Chip Beck,1.780,1433,805,2.97
72,0,01157,Tom Byrum,1.780,1825,1025,2.80
72,0,10962,Bradley Hughes,1.780,2002,1125,2.77
72,0,01941,Tom Pernice Jr.,1.780,1791,1006,2.84
72,0,02214,Kirk Triplett,1.780,1862,1046,2.92
72,0,02242,Lanny Wadkins,1.780,1038,583,2.81
78,0,21007,Gabriel Hjertstedt,1.781,1998,1122,2.98
78,0,02007,Larry Rinker,1.781,1728,970,2.77
78,0,06567,Vijay Singh,1.781,2182,1225,2.99
78,0,08385,Omar Uresti,1.781,2123,1192,2.94
82,0,07457,Steve Flesch,1.782,2083,1169,2.95
82,0,08075,Jerry Kelly,1.782,2213,1242,3.03
82,0,01996,Mike Reid,1.782,1559,875,2.58
82,0,10649,Tom Scherrer,1.782,1983,1113,2.85
86,0,01175,Jim Carter,1.783,1959,1099,2.80
86,0,06599,John Elliott,1.783,1662,932,3.00
86,0,01553,John Huston,1.783,1530,858,2.80
86,0,21949,Joe Ogilvie,1.783,1874,1051,2.94
86,0,02104,Jeff Sluman,1.783,2279,1278,2.72
91,0,01096,Phil Blackmar,1.784,1759,986,2.98
91,0,01132,Mark Brooks,1.784,2171,1217,2.82
91,0,11011,Mike Sposa,1.784,1795,1006,2.95
91,0,06595,Kevin Sutherland,1.784,2060,1155,2.79
95,0,01185,Brandel Chamblee,1.785,1558,873,2.83
95,0,01748,Doug Martin,1.785,1928,1080,2.88
95,0,02101,Joey Sindelar,1.785,1498,839,2.72
95,0,08375,Paul Stankowski,1.785,1523,853,2.98
99,0,23614,Rich Beem,1.786,1291,723,2.89
99,0,01093,Ronnie Black,1.786,1179,660,2.91
99,0,10569,Mike Brisky,1.786,1511,846,2.86
99,0,01510,Nolan Henke,1.786,1684,943,2.75
103,0,07101,Dave Stockton Jr.,1.789,1791,1001,2.72
103,0,02223,Bob Tway,1.789,1948,1089,2.78
105,0,01203,Russ Cochran,1.790,1781,995,2.80
105,0,01457,Jay Haas,1.790,1561,872,2.88
107,0,01376,Bob Friend,1.791,2273,1269,2.70
107,0,06643,Paul Goydos,1.791,1965,1097,2.89
107,0,01677,Tom Lehman,1.791,1719,960,2.60
107,0,02239,Scott Verplank,1.791,1800,1005,2.70
111,0,01042,Paul Azinger,1.792,1557,869,2.82
111,0,07749,Brett Quigley,1.792,1183,660,2.94
113,0,06809,Bob Burns,1.793,1797,1002,2.74
113,0,06036,Scott Dunlap,1.793,1763,983,2.74
115,0,19824,Craig Barlow,1.795,1747,973,2.90
115,0,21805,Harrison Frazar,1.795,2014,1122,2.79
115,0,01920,Craig Parry,1.795,1149,640,2.94
115,0,23349,Charles Warren,1.795,1384,771,2.89
119,0,01761,Len Mattiace,1.797,1865,1038,2.69
120,0,06078,Esteban Toledo,1.798,2211,1230,2.63
120,0,07753,Kevin Wentworth,1.798,1447,805,2.80
122,0,07763,Doug Dunakey,1.799,1819,1011,2.76
122,0,06315,Pete Jordan,1.799,1898,1055,2.60
122,0,01723,Andrew Magee,1.799,1698,944,2.92
122,0,01891,David Ogrin,1.799,1146,637,2.76
122,0,10107,Deane Pappas,1.799,1596,887,2.91
122,0,06062,Charles Raulerson,1.799,2213,1230,2.62
122,0,10425,Jay Williamson,1.799,1745,970,2.74
129,0,01282,Trevor Dodds,1.800,2050,1139,2.60
129,0,01331,Rick Fehr,1.800,1453,807,2.83
129,0,01385,Jim Gallagher Jr.,1.800,1609,894,2.84
129,0,20213,Katsumasa Miyamoto,1.800,1251,695,2.88
129,0,06140,Sean Murphy,1.800,1735,964,2.71
129,0,23621,Rory Sabbatini,1.800,1589,883,3.25
129,0,02131,Mike Springer,1.800,1724,958,2.75
136,0,01161,Mark Calcavecchia,1.801,2017,1120,2.97
137,0,02008,Lee Rinker,1.802,1914,1062,2.78
138,0,01249,John Daly,1.803,1242,689,3.00
138,0,01418,Bill Glasson,1.803,1664,923,2.81
138,0,06332,Neal Lancaster,1.803,1906,1057,2.80
138,0,01766,Billy Mayfair,1.803,1731,960,2.78
138,0,01945,Kenny Perry,1.803,1834,1017,2.74
138,0,08553,Lee Porter,1.803,1792,994,2.62
144,0,01127,Danny Briggs,1.804,1559,864,2.70
144,0,19846,Brian Gay,1.804,1396,774,2.70
144,0,01604,Steve Jurgensen,1.804,1021,566,2.81
147,0,12652,Cameron Beckman,1.805,1684,933,2.87
147,0,02133,Craig Stadler,1.805,1099,609,2.82
147,0,02294,Willie Wood,1.805,1372,760,2.46
150,0,01266,Clark Dennis,1.806,1761,975,2.49
150,0,01313,Steve Elkington,1.806,1447,801,2.66
150,0,06044,Scott Gump,1.806,2052,1136,2.61
150,0,06655,Geoffrey Sisk,1.806,1515,839,2.73
154,0,01063,Ben Bates,1.807,2040,1129,2.71
154,0,06251,Chris DiMarco,1.807,2150,1190,2.65
154,0,01388,Robert Gamez,1.807,1258,696,2.66
157,0,06064,Jeff Gallagher,1.809,1845,1020,2.68
158,0,02279,Mark Wiebe,1.810,1587,877,2.58
159,0,20124,Alan Bratton,1.811,1382,763,2.71
159,0,01905,Joe Ozaki,1.811,956,528,2.58
159,0,02099,Scott Simpson,1.811,1119,618,2.69
162,0,07867,Woody Austin,1.812,2147,1185,2.99
163,0,01771,Blaine McCallister,1.813,2025,1117,2.59
164,0,08045,Perry Moss,1.815,1588,875,2.74
165,0,10457,Frank Nobilo,1.816,1680,925,2.42
166,0,01599,Steve Jones,1.817,1185,652,2.61
167,0,11123,Chris Couch,1.818,1514,833,2.77
167,0,02267,D.A. Weibring,1.818,1078,593,2.60
169,0,07781,Ty Armstrong,1.819,1597,878,2.69
170,0,01191,Barry Cheesman,1.820,2015,1107,2.76
171,0,01219,John Cook,1.821,1765,969,2.47
172,0,10963,Jimmy Green,1.822,1532,841,2.45
172,0,01685,J.L. Lewis,1.822,2053,1127,2.70
174,0,20498,Briny Baird,1.823,1734,951,2.60
175,0,01705,Tim Loustalot,1.824,1308,717,2.34
175,0,02246,Duffy Waldorf,1.824,1961,1075,2.73
177,0,02106,Chris Smith,1.825,1633,895,2.75
178,0,21959,Ted Purdy,1.827,1250,684,2.59
179,0,08123,Jeff Brehaut,1.828,1700,930,2.46
179,0,01374,Robin Freeman,1.828,1726,944,2.62
179,0,02245,Grant Waite,1.828,2190,1198,2.65
182,0,10885,Robert Allenby,1.830,1911,1044,2.72
183,0,23623,Bo Van Pelt,1.831,1448,791,2.79
183,0,02321,Fuzzy Zoeller,1.831,1117,610,2.48
185,0,01139,Olin Browne,1.832,1728,943,2.42
186,0,01014,Fulton Allem,1.833,1600,873,2.54
187,0,06621,Joe Durant,1.835,1835,1000,2.50
188,0,01633,Tom Kite,1.844,1274,691,2.49
189,0,02023,Clarence Rose,1.845,1009,547,2.45
190,0,10733,Kent Jones,1.860,1419,763,2.41
191,0,01975,Tom Purtzer,1.863,1101,591,2.25
192,0,22292,David Seawell,1.868,1007,539,2.30
