RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,25396,Kevin Na,19.57,700,137
2,0,25834,Daniel Summerhays,18.93,375,71
3,0,01810,Phil Mickelson,18.81,691,130
4,0,37454,Whee Kim,18.65,756,141
5,0,39327,Ben Silverman,18.62,811,151
6,0,31646,Emiliano Grillo,18.55,787,146
7,0,27942,Rob Oppenheim,18.47,574,106
8,0,30925,Dustin Johnson,18.18,627,114
9,0,08793,Tiger Woods,17.91,592,106
10,0,27649,Brandt Snedeker,17.83,785,140
11,0,50526,Tom Lovelady,17.81,775,138
12,0,24846,Ricky Barnes,17.80,455,81
13,0,25632,Jimmy Walker,17.74,654,116
14,0,29926,Danny Lee,17.66,719,127
15,0,30911,Tommy Fleetwood,17.59,597,105
16,0,26499,Rafa Cabrera Bello,17.56,524,92
17,0,40009,Dominic Bozzelli,17.48,618,108
18,0,34466,Peter Malnati,17.45,745,130
19,0,34099,Harris English,17.35,709,123
20,0,27644,Brian Harman,17.32,785,136
21,0,20593,Greg Chalmers,17.29,428,74
21,0,28089,Jason Day,17.29,509,88
23,0,29221,Webb Simpson,17.28,868,150
24,0,31420,Anirban Lahiri,17.26,707,122
25,0,49771,J.T. Poston,17.24,615,106
26,0,48084,Wesley Bryan,17.23,499,86
26,0,35532,Tom Hoge,17.23,830,143
28,0,33399,Adam Hadwin,17.20,721,124
29,0,26300,Matt Jones,17.19,512,88
30,0,36689,Brooks Koepka,17.15,554,95
31,0,29974,Branden Grace,17.14,461,79
32,0,35461,Beau Hossler,17.12,987,169
33,0,10809,Jim Furyk,17.00,494,84
34,0,32640,Troy Merritt,16.93,750,127
35,0,37278,Nicholas Lindheim,16.84,665,112
35,0,34213,Grayson Murray,16.84,576,97
37,0,29485,Brett Stegmaier,16.81,565,95
38,0,24024,Zach Johnson,16.80,762,128
39,0,34098,Russell Henley,16.77,656,110
39,0,26476,Chez Reavie,16.77,632,106
41,0,32839,Hideki Matsuyama,16.75,609,102
41,0,23325,Vaughn Taylor,16.75,758,127
43,0,32102,Rickie Fowler,16.59,687,114
43,0,27936,Martin Laird,16.59,645,107
45,0,46501,Ollie Schniederjans,16.56,791,131
46,0,34409,David Lingmerth,16.55,707,117
47,0,49964,Aaron Wise,16.53,883,146
48,0,20572,Rod Pampling,16.52,454,75
49,0,35421,Brandon Harkins,16.50,891,147
50,0,27556,Ted Potter Jr.,16.49,776,128
