RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
181,0,10962,Bradley Hughes,3.10,161,52
182,0,20502,Michael Long,3.09,216,70
183,0,01381,Fred Funk,3.08,311,101
184,0,23540,Jason Allred,3.07,224,73
184,0,01127,Danny Briggs,3.07,209,68
186,0,01619,Skip Kendall,3.06,239,78
187,0,28088,Matt Davidson,3.04,161,53
188,0,08993,Franklin Langham,3.03,264,87
189,0,12645,Brent Geiberger,3.00,177,59
190,0,01487,Jeff Hart,2.97,181,61
191,0,01418,Bill Glasson,2.96,154,52
192,0,10912,Craig Perks,2.95,192,65
193,0,20127,Chris Riley,2.94,188,64
194,0,01132,Mark Brooks,2.93,211,72
195,0,01887,Mark O'Meara,2.92,193,66
195,0,25847,Rob Rashell,2.92,190,65
195,0,21498,Hideto Tanihara,2.92,140,48
198,0,12662,Thomas Levet,2.91,154,53
199,0,01761,Len Mattiace,2.90,244,84
200,0,22621,Ben Curtis,2.88,187,65
201,0,01175,Jim Carter,2.60,156,60
202,0,01599,Steve Jones,2.57,139,54
