RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,08793,Tiger Woods,26.13,348,1332
2,0,01810,Phil Mickelson,24.77,330,1332
3,0,20663,Brenden Pappas,23.64,217,918
4,0,21407,Arjun Atwal,23.25,272,1170
5,0,02206,David Toms,23.09,320,1386
6,0,23497,Tag Ridings,22.89,375,1638
7,0,02239,Scott Verplank,22.74,352,1548
8,0,06567,Vijay Singh,22.68,445,1962
9,0,21805,Harrison Frazar,22.33,406,1818
10,0,23135,Tim Clark,22.22,348,1566
10,0,24980,Scott Gutschewski,22.22,328,1476
12,0,23320,Ryan Palmer,22.11,386,1746
13,0,22046,Geoff Ogilvy,22.04,369,1674
14,0,12782,Tim Herron,21.94,391,1782
15,0,23541,Ben Crane,21.85,291,1332
16,0,01226,Fred Couples,21.81,267,1224
16,0,10117,Bob Heintz,21.81,263,1206
18,0,06527,Steve Stricker,21.77,243,1116
19,0,01945,Kenny Perry,21.74,313,1440
20,0,23623,Bo Van Pelt,21.63,436,2016
21,0,10809,Jim Furyk,21.62,362,1674
22,0,26420,Richard Johnson,21.56,194,900
23,0,23325,Vaughn Taylor,21.55,384,1782
23,0,23322,Brett Wetterich,21.55,287,1332
25,0,23349,Charles Warren,21.52,337,1566
26,0,01706,Davis Love III,21.48,290,1350
27,0,01766,Billy Mayfair,21.46,425,1980
28,0,20157,Retief Goosen,21.40,235,1098
29,0,21949,Joe Ogilvie,21.38,381,1782
30,0,07867,Woody Austin,21.33,384,1800
31,0,21209,Sergio Garcia,21.32,261,1224
32,0,01161,Mark Calcavecchia,21.30,345,1620
33,0,06034,Marco Dawson,21.27,314,1476
34,0,26679,Kevin Stadler,21.26,352,1656
35,0,01361,Dan Forsman,21.22,191,900
36,0,10885,Robert Allenby,21.16,339,1602
37,0,01249,John Daly,21.13,289,1368
38,0,25900,Lucas Glover,21.12,327,1548
39,0,20094,Jonathan Kaye,21.10,281,1332
40,0,01024,Billy Andrade,21.08,315,1494
41,0,24781,Hunter Mahan,21.07,383,1818
42,0,01553,John Huston,21.06,326,1548
43,0,02106,Chris Smith,21.03,352,1674
44,0,01142,Bart Bryant,21.00,344,1638
45,0,22295,Darron Stiles,20.98,287,1368
46,0,06575,Dudley Hart,20.97,317,1512
46,0,20572,Rod Pampling,20.97,317,1512
48,0,24604,Hunter Haas,20.96,298,1422
49,0,08123,Jeff Brehaut,20.90,252,1206
50,0,01707,Steve Lowery,20.89,361,1728
51,0,22371,Aaron Baddeley,20.87,308,1476
51,0,02246,Duffy Waldorf,20.87,308,1476
51,0,12602,Dean Wilson,20.87,323,1548
54,0,11032,Frank Lickliter II,20.83,360,1728
55,0,24024,Zach Johnson,20.82,356,1710
55,0,22405,Justin Rose,20.82,356,1710
57,0,10733,Kent Jones,20.79,363,1746
58,0,21753,Brian Davis,20.74,280,1350
59,0,22548,Patrick Sheehan,20.71,410,1980
60,0,02101,Joey Sindelar,20.67,387,1872
61,0,01329,Brad Faxon,20.66,264,1278
62,0,06573,Brandt Jobe,20.65,342,1656
63,0,01388,Robert Gamez,20.63,338,1638
64,0,20850,Daniel Chopra,20.62,386,1872
65,0,23788,D.J. Trahan,20.56,285,1386
66,0,24925,Jonathan Byrd,20.54,366,1782
66,0,24140,Sean O'Hair,20.54,366,1782
66,0,20645,John Senden,20.54,366,1782
69,0,22913,John Rollins,20.53,351,1710
70,0,20433,Mark Hensby,20.51,251,1224
71,0,19824,Craig Barlow,20.49,284,1386
72,0,25345,Carl Pettersson,20.48,387,1890
73,0,23063,Scott Hend,20.47,269,1314
74,0,06332,Neal Lancaster,20.41,349,1710
75,0,20498,Briny Baird,20.37,352,1728
76,0,12652,Cameron Beckman,20.35,337,1656
76,0,07749,Brett Quigley,20.35,337,1656
76,0,27095,Nick Watney,20.35,326,1602
79,0,06373,José María Olazábal,20.34,194,954
80,0,12680,Shigeki Maruyama,20.29,358,1764
81,0,24502,Adam Scott,20.26,248,1224
82,0,24912,Will MacKenzie,20.24,266,1314
82,0,20474,Phillip Price,20.24,266,1314
82,0,21878,Mark Wilson,20.24,255,1260
85,0,21959,Ted Purdy,20.22,444,2196
86,0,12510,Chad Campbell,20.17,334,1656
87,0,20548,Hidemichi Tanaka,20.15,370,1836
88,0,20691,Greg Owen,20.14,290,1440
89,0,01139,Olin Browne,20.12,344,1710
90,0,10860,Justin Leonard,20.07,271,1350
91,0,07223,Brian Bateman,20.04,339,1692
91,0,24361,Pat Perez,20.04,321,1602
93,0,24507,Jason Bohn,20.02,328,1638
93,0,20378,Mathias Grönberg,20.02,209,1044
93,0,08537,J.P. Hayes,20.02,227,1134
96,0,23621,Rory Sabbatini,20.01,281,1404
97,0,01042,Paul Azinger,19.95,237,1188
98,0,21350,Ryuji Imada,19.94,280,1404
99,0,06251,Chris DiMarco,19.93,269,1350
99,0,23552,Hank Kuehne,19.93,287,1440
101,0,22293,Heath Slocum,19.92,355,1782
102,0,01724,Jeff Maggert,19.89,265,1332
103,0,20229,Stewart Cink,19.88,322,1620
104,0,20098,Stuart Appleby,19.86,286,1440
105,0,01685,J.L. Lewis,19.84,350,1764
105,0,21951,Joey Snyder III,19.84,350,1764
107,0,01941,Tom Pernice Jr.,19.78,381,1926
108,0,20099,Doug Barron,19.76,249,1260
109,0,02223,Bob Tway,19.75,295,1494
110,0,24357,K.J. Choi,19.71,259,1314
110,0,08385,Omar Uresti,19.71,298,1512
112,0,06197,Michael Allen,19.69,319,1620
112,0,21961,Charles Howell III,19.69,319,1620
114,0,06621,Joe Durant,19.68,287,1458
115,0,06595,Kevin Sutherland,19.67,308,1566
116,0,02214,Kirk Triplett,19.66,184,936
