RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,54576,Patrick Fishburn,64.64%,234,362
2,0,51890,Greyson Sigg,63.39%,232,366
3,0,27064,Jhonattan Vegas,62.90%,256,407
4,0,32757,Patton Kizzire,61.20%,194,317
5,0,51696,Rico Hoey,60.94%,259,425
6,0,48887,Matt Wallace,60.81%,239,393
7,0,47663,Kevin Dougherty,60.00%,225,375
7,0,50484,Hayden Springer,60.00%,243,405
9,0,59095,Chris Gotterup,59.92%,296,494
10,0,32366,Kevin Chappell,59.81%,189,316
11,0,32333,Kevin Tway,59.18%,187,316
12,0,55893,Sam Stevens,59.09%,325,550
13,0,52372,Cameron Champ,58.96%,181,307
14,0,47988,Nick Hardy,58.91%,291,494
15,0,34255,Joseph Bramlett,58.90%,301,511
16,0,35310,Lanto Griffin,58.84%,223,379
17,0,29725,Tony Finau,58.73%,269,458
18,0,60067,Joe Highsmith,58.52%,213,364
19,0,46340,Alex Smalley,58.40%,226,387
20,0,51287,Ryo Hisatsune,58.35%,248,425
21,0,54421,Garrick Higgo,58.17%,274,471
22,0,50095,Austin Smotherman,58.08%,151,260
23,0,39327,Ben Silverman,58.00%,232,400
24,0,48084,Wesley Bryan,57.97%,160,276
25,0,51997,Andrew Novak,57.96%,273,471
26,0,39546,Keith Mitchell,57.95%,266,459
27,0,27139,David Skinns,57.87%,294,508
28,0,46717,Viktor Hovland,57.64%,181,314
29,0,40162,Justin Lower,57.58%,304,528
30,0,34021,Bud Cauley,57.49%,165,287
31,0,46046,Scottie Scheffler,57.14%,188,329
32,0,32640,Troy Merritt,57.02%,199,349
33,0,60004,Jacob Bridgeman,56.95%,250,439
34,0,27330,Josh Teater,56.87%,149,262
35,0,32367,Jorge Campillo,56.78%,155,273
36,0,48117,Kurt Kitayama,56.60%,253,447
36,0,39324,J.J. Spaun,56.60%,240,424
38,0,48699,Callum Tarren,56.58%,258,456
39,0,40026,Daniel Berger,56.55%,177,313
40,0,34587,Chan Kim,56.52%,221,391
41,0,52375,Doug Ghim,56.47%,227,402
42,0,46113,Ryan McCormick,56.32%,214,380
43,0,28420,Ryan Brehm,56.29%,197,350
44,0,54591,Ben Griffin,56.24%,356,633
45,0,51977,Max Greyserman,56.22%,244,434
46,0,59836,Pierceson Coody,56.19%,254,452
47,0,34563,Chesson Hadley,56.06%,208,371
48,0,39975,Michael Kim,56.05%,264,471
49,0,49947,Taylor Moore,55.95%,315,563
50,0,27349,Alex Noren,55.91%,194,347
51,0,40006,Erik van Rooyen,55.88%,247,442
52,0,51634,Sahith Theegala,55.85%,296,530
53,0,28775,Nate Lashley,55.75%,189,339
54,0,27936,Martin Laird,55.73%,219,393
55,0,46414,Aaron Rai,55.56%,185,333
55,0,38991,Alejandro Tosti,55.56%,250,450
55,0,54783,Dylan Wu,55.56%,240,432
58,0,45242,Kevin Yu,55.50%,227,409
59,0,48319,Tom Whitney,55.35%,181,327
60,0,37275,Sam Ryder,55.34%,197,356
61,0,29908,C.T. Pan,55.33%,161,291
62,0,34256,Andrew Putnam,55.29%,209,378
62,0,50493,Justin Suh,55.29%,209,378
64,0,35461,Beau Hossler,55.04%,262,476
65,0,31323,Gary Woodland,55.02%,274,498
66,0,24502,Adam Scott,54.96%,227,413
67,0,47679,Victor Perez,54.94%,217,395
68,0,36699,Patrick Rodgers,54.93%,312,568
69,0,52374,Brandon Wu,54.78%,235,429
70,0,37378,Min Woo Lee,54.76%,213,389
71,0,51894,Vince Whaley,54.75%,248,453
72,0,36801,Mark Hubbard,54.70%,250,457
73,0,29936,Ryan Fox,54.58%,280,513
74,0,56149,Wilson Furr,54.57%,197,361
75,0,40250,Taylor Pendrith,54.44%,245,450
76,0,48867,Matti Schmid,54.39%,229,421
77,0,33948,Byeong Hun An,54.38%,267,491
78,0,47983,Chad Ramey,54.36%,218,401
79,0,26596,Ryan Moore,54.24%,160,295
80,0,23320,Ryan Palmer,54.23%,109,201
81,0,48081,Xander Schauffele,54.19%,233,430
82,0,52514,Trace Crowe,53.97%,204,378
83,0,34076,Joel Dahmen,53.85%,217,403
84,0,33408,Tyson Alexander,53.74%,244,454
85,0,45609,Tyler Duncan,53.73%,173,322
86,0,27214,Kevin Streelman,53.64%,184,343
87,0,27129,Luke List,53.59%,239,446
87,0,36871,Matt NeSmith,53.59%,194,362
89,0,34046,Jordan Spieth,53.53%,197,368
90,0,58168,Davis Thompson,53.47%,254,475
91,0,32791,K.H. Lee,53.42%,211,395
92,0,51349,Nico Echavarria,53.41%,227,425
93,0,30163,Henrik Norlander,53.40%,157,294
94,0,26476,Chez Reavie,53.36%,159,298
95,0,51766,Wyndham Clark,53.35%,223,418
96,0,39997,Corey Conners,53.33%,232,435
97,0,40058,Zac Blair,53.23%,198,372
98,0,35532,Tom Hoge,53.16%,294,553
99,0,32839,Hideki Matsuyama,53.05%,226,426
100,0,25493,Nick Taylor,52.94%,234,442
101,0,33204,Shane Lowry,52.85%,176,333
102,0,28252,Seamus Power,52.74%,250,474
103,0,52513,Carson Young,52.71%,185,351
104,0,57975,Harry Hall,52.67%,247,469
104,0,52215,Robert MacIntyre,52.67%,227,431
106,0,30911,Tommy Fleetwood,52.61%,161,306
107,0,33486,Roger Sloan,52.60%,172,327
108,0,57900,Chandler Phillips,52.58%,214,407
109,0,47420,Jake Knapp,52.52%,240,457
110,0,59442,Parker Coody,52.39%,186,355
111,0,27770,Camilo Villegas,52.37%,177,338
112,0,28237,Rory McIlroy,52.36%,200,382
113,0,59143,Mac Meissner,52.12%,197,378
114,0,35617,Martin Trainer,52.09%,162,311
115,0,33448,Justin Thomas,52.08%,213,409
116,0,33968,Thorbjørn Olesen,52.04%,153,294
117,0,46442,Maverick McNealy,52.02%,258,496
118,0,30926,Chris Kirk,52.01%,194,373
119,0,32070,Rafael Campos,51.95%,173,333
120,0,37212,Paul Barjon,51.76%,162,313
121,0,36799,Stephan Jaeger,51.73%,224,433
122,0,29221,Webb Simpson,51.71%,151,292
123,0,52955,Ludvig Åberg,51.65%,204,395
124,0,55454,Carl Yuan,51.52%,186,361
125,0,47347,Adam Schenk,51.46%,264,513
126,0,36326,David Lipsky,51.40%,183,356
127,0,12716,Charley Hoffman,51.36%,207,403
128,0,51070,Vincent Norrman,51.23%,146,285
129,0,22371,Aaron Baddeley,51.06%,217,425
130,0,55708,Hayden Buckley,51.03%,174,341
131,0,56630,Akshay Bhatia,50.97%,211,414
132,0,59866,Nick Dunlap,50.96%,213,418
133,0,31646,Emiliano Grillo,50.93%,220,432
134,0,60767,Blaine Hale Jr.,50.89%,171,336
135,0,57366,Cameron Young,50.87%,233,458
136,0,22405,Justin Rose,50.79%,160,315
137,0,48119,Ben Taylor,50.77%,199,392
138,0,50525,Collin Morikawa,50.76%,167,329
139,0,52453,Nicolai Højgaard,50.69%,183,361
140,0,25900,Lucas Glover,50.63%,202,399
141,0,48153,Matthieu Pavon,50.62%,164,324
142,0,39971,Sungjae Im,50.57%,223,441
143,0,50497,Adrien Dumont de Chassart,50.55%,231,457
144,0,35450,Patrick Cantlay,50.53%,192,380
145,0,35506,Mackenzie Hughes,50.50%,301,596
146,0,40115,Adam Svensson,50.49%,258,511
147,0,32102,Rickie Fowler,50.47%,214,424
148,0,52666,Sami Valimaki,50.45%,167,331
149,0,36884,Ben Kohles,50.43%,175,347
150,0,33141,Keegan Bradley,50.36%,209,415
151,0,37455,Si Woo Kim,50.25%,202,402
152,0,50188,S.H. Kim,50.08%,314,627
153,0,24024,Zach Johnson,50.00%,113,226
154,0,34099,Harris English,49.89%,225,451
155,0,57362,Austin Eckroat,49.88%,201,403
156,0,47504,Sam Burns,49.87%,196,393
157,0,39977,Max Homa,49.79%,238,478
158,0,46441,Robby Shelton,49.76%,211,424
159,0,27649,Brandt Snedeker,49.67%,152,306
160,0,29478,Kevin Kisner,49.65%,141,284
161,0,28089,Jason Day,49.47%,186,376
162,0,34374,Erik Barnes,49.42%,171,346
163,0,47483,Will Zalatoris,49.18%,180,366
164,0,47995,Davis Riley,48.97%,215,439
165,0,34098,Russell Henley,48.88%,153,313
166,0,33653,Thomas Detry,48.81%,185,379
167,0,34466,Peter Malnati,48.68%,240,493
168,0,33399,Adam Hadwin,48.45%,203,419
169,0,27644,Brian Harman,48.37%,193,399
170,0,49960,Sepp Straka,48.30%,156,323
171,0,23108,Matt Kuchar,48.26%,166,344
172,0,54628,Lee Hodges,47.98%,202,421
173,0,47591,Eric Cole,47.88%,305,637
174,0,29535,Brice Garnett,47.72%,94,197
175,0,29420,Billy Horschel,47.64%,182,382
