RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,46046,Scottie Scheffler,88.65%,328,370,-0.58
2,0,28775,Nate Lashley,88.43%,298,337,-0.46
3,0,46414,Aaron Rai,87.70%,321,366,-0.51
4,0,52375,Doug Ghim,87.56%,394,450,-0.46
5,0,48887,Matt Wallace,87.46%,265,303,-0.54
6,0,54783,Dylan Wu,87.43%,327,374,-0.50
7,0,32367,Jorge Campillo,87.38%,187,214,-0.47
8,0,29535,Brice Garnett,87.13%,176,202,-0.53
9,0,25900,Lucas Glover,87.10%,351,403,-0.51
10,0,55182,Tom Kim,87.08%,337,387,-0.50
11,0,33968,Thorbjørn Olesen,86.98%,187,215,-0.49
12,0,30911,Tommy Fleetwood,86.90%,292,336,-0.50
12,0,26596,Ryan Moore,86.90%,272,313,-0.43
14,0,36326,David Lipsky,86.89%,265,305,-0.45
15,0,27349,Alex Noren,86.78%,256,295,-0.51
16,0,27064,Jhonattan Vegas,86.67%,338,390,-0.46
17,0,35461,Beau Hossler,86.60%,433,500,-0.51
18,0,29908,C.T. Pan,86.35%,272,315,-0.48
19,0,32757,Patton Kizzire,86.29%,277,321,-0.53
20,0,47483,Will Zalatoris,86.21%,250,290,-0.43
21,0,27644,Brian Harman,86.05%,364,423,-0.46
22,0,27770,Camilo Villegas,85.94%,214,249,-0.40
23,0,35532,Tom Hoge,85.92%,409,476,-0.53
24,0,33948,Byeong Hun An,85.81%,369,430,-0.51
25,0,34256,Andrew Putnam,85.80%,302,352,-0.44
26,0,46442,Maverick McNealy,85.78%,392,457,-0.53
27,0,60004,Jacob Bridgeman,85.76%,283,330,-0.54
28,0,29478,Kevin Kisner,85.71%,186,217,-0.39
28,0,58168,Davis Thompson,85.71%,372,434,-0.53
30,0,34098,Russell Henley,85.67%,281,328,-0.48
31,0,40026,Daniel Berger,85.53%,266,311,-0.51
32,0,47988,Nick Hardy,85.52%,431,504,-0.45
33,0,51890,Greyson Sigg,85.46%,288,337,-0.40
