RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,40058,Zac Blair,94.66%,124,131,-0.65
2,0,23108,Matt Kuchar,94.00%,188,200,-0.64
3,0,30163,Henrik Norlander,93.75%,150,160,-0.59
4,0,25900,Lucas Glover,93.60%,161,172,-0.57
5,0,50525,Collin Morikawa,93.25%,152,163,-0.68
6,0,24925,Jonathan Byrd,92.71%,89,96,-0.58
7,0,46046,Scottie Scheffler,92.62%,226,244,-0.64
8,0,24502,Adam Scott,92.59%,150,162,-0.71
9,0,29535,Brice Garnett,92.54%,124,134,-0.61
10,0,27974,Sung Kang,92.31%,72,78,-0.58
10,0,55182,Tom Kim,92.31%,204,221,-0.68
10,0,46970,Jon Rahm,92.31%,168,182,-0.68
13,0,46414,Aaron Rai,92.24%,226,245,-0.64
14,0,36799,Stephan Jaeger,92.22%,308,334,-0.66
15,0,58696,Peter Kuest,92.20%,130,141,-0.59
16,0,55893,Sam Stevens,92.19%,236,256,-0.54
17,0,49766,Hank Lebioda,92.13%,82,89,-0.56
18,0,32791,K.H. Lee,92.02%,219,238,-0.63
19,0,54783,Dylan Wu,91.92%,182,198,-0.61
20,0,33448,Justin Thomas,91.86%,203,221,-0.67
21,0,31577,Tano Goya,91.75%,178,194,-0.57
21,0,35449,Adam Long,91.75%,189,206,-0.67
23,0,24140,Sean O'Hair,91.67%,66,72,-0.55
24,0,54421,Garrick Higgo,91.64%,252,275,-0.70
25,0,51070,Vincent Norrman,91.44%,203,222,-0.70
26,0,52372,Cameron Champ,91.41%,181,198,-0.57
27,0,30927,Brendon Todd,91.28%,136,149,-0.63
28,0,34076,Joel Dahmen,91.15%,175,192,-0.58
29,0,54591,Ben Griffin,91.13%,226,248,-0.64
30,0,39971,Sungjae Im,91.09%,235,258,-0.71
31,0,51890,Greyson Sigg,91.08%,194,213,-0.58
32,0,32839,Hideki Matsuyama,91.01%,172,189,-0.63
33,0,49298,Kramer Hickok,90.91%,170,187,-0.55
34,0,39997,Corey Conners,90.87%,199,219,-0.60
35,0,26476,Chez Reavie,90.86%,159,175,-0.62
36,0,39954,Cody Gribble,90.84%,119,131,-0.56
37,0,34610,Matthias Schwab,90.72%,176,194,-0.59
38,0,32102,Rickie Fowler,90.70%,195,215,-0.71
39,0,33122,Russell Knox,90.67%,136,150,-0.59
39,0,48119,Ben Taylor,90.67%,175,193,-0.62
41,0,47983,Chad Ramey,90.61%,222,245,-0.66
42,0,33399,Adam Hadwin,90.58%,173,191,-0.65
43,0,35450,Patrick Cantlay,90.57%,192,212,-0.68
44,0,40006,Erik van Rooyen,90.56%,163,180,-0.62
45,0,33410,Andrew Landry,90.51%,124,137,-0.56
46,0,34099,Harris English,90.50%,181,200,-0.59
47,0,34046,Jordan Spieth,90.45%,161,178,-0.63
48,0,28089,Jason Day,90.40%,160,177,-0.64
49,0,39324,J.J. Spaun,90.35%,206,228,-0.61
50,0,32640,Troy Merritt,90.29%,158,175,-0.61
51,0,46340,Alex Smalley,90.25%,213,236,-0.64
52,0,28775,Nate Lashley,90.15%,183,203,-0.72
53,0,48081,Xander Schauffele,90.06%,154,171,-0.71
54,0,22405,Justin Rose,90.00%,108,120,-0.75
55,0,52375,Doug Ghim,89.95%,188,209,-0.62
56,0,30692,Scott Stallings,89.90%,187,208,-0.55
57,0,37338,Zecheng Dou,89.87%,213,237,-0.60
58,0,40162,Justin Lower,89.77%,158,176,-0.65
59,0,27644,Brian Harman,89.74%,175,195,-0.70
60,0,19803,Ryan Armour,89.69%,87,97,-0.63
61,0,48117,Kurt Kitayama,89.68%,113,126,-0.61
62,0,23320,Ryan Palmer,89.64%,173,193,-0.61
63,0,27129,Luke List,89.63%,268,299,-0.61
64,0,57975,Harry Hall,89.60%,181,202,-0.71
65,0,30911,Tommy Fleetwood,89.53%,154,172,-0.75
66,0,34256,Andrew Putnam,89.42%,169,189,-0.61
67,0,33141,Keegan Bradley,89.36%,168,188,-0.58
68,0,45242,Kevin Yu,89.33%,159,178,-0.57
69,0,27095,Nick Watney,89.29%,100,112,-0.57
70,0,58967,Trevor Werbylo,89.27%,158,177,-0.55
71,0,35532,Tom Hoge,89.25%,191,214,-0.65
72,0,47591,Eric Cole,89.24%,257,288,-0.68
73,0,51766,Wyndham Clark,89.23%,232,260,-0.66
74,0,30926,Chris Kirk,89.22%,149,167,-0.70
75,0,31202,William McGirt,89.19%,66,74,-0.74
76,0,52374,Brandon Wu,89.17%,214,240,-0.63
77,0,48887,Matt Wallace,89.13%,164,184,-0.65
78,0,45157,Cam Davis,89.11%,229,257,-0.67
79,0,29289,S.Y. Noh,88.99%,97,109,-0.63
80,0,36699,Patrick Rodgers,88.98%,218,245,-0.61
81,0,52955,Ludvig Åberg,88.97%,129,145,-0.74
82,0,36801,Mark Hubbard,88.94%,201,226,-0.63
83,0,49453,Trevor Cone,88.89%,200,225,-0.64
84,0,37455,Si Woo Kim,88.72%,236,266,-0.64
85,0,35506,Mackenzie Hughes,88.67%,180,203,-0.64
86,0,25818,Scott Piercy,88.65%,164,185,-0.62
87,0,36871,Matt NeSmith,88.64%,195,220,-0.61
88,0,12716,Charley Hoffman,88.62%,148,167,-0.55
89,0,55789,Taylor Montgomery,88.58%,194,219,-0.76
90,0,40250,Taylor Pendrith,88.48%,215,243,-0.59
91,0,22371,Aaron Baddeley,88.46%,115,130,-0.56
92,0,35461,Beau Hossler,88.43%,237,268,-0.61
93,0,37275,Sam Ryder,88.41%,183,207,-0.59
94,0,27349,Alex Noren,88.38%,175,198,-0.54
95,0,55708,Hayden Buckley,88.37%,152,172,-0.56
96,0,32366,Kevin Chappell,88.35%,91,103,-0.69
97,0,25632,Jimmy Walker,88.18%,179,203,-0.59
98,0,46717,Viktor Hovland,88.13%,193,219,-0.61
99,0,51997,Andrew Novak,88.11%,163,185,-0.63
100,0,29221,Webb Simpson,88.06%,118,134,-0.71
101,0,28237,Rory McIlroy,88.00%,176,200,-0.62
102,0,36724,Augusto Núñez,87.98%,161,183,-0.62
103,0,47079,Harrison Endycott,87.96%,168,191,-0.64
104,0,27214,Kevin Streelman,87.94%,175,199,-0.59
105,0,32816,Satoshi Kodaira,87.93%,102,116,-0.57
105,0,22056,Cameron Percy,87.93%,102,116,-0.56
107,0,51414,Brent Grant,87.92%,182,207,-0.60
108,0,31557,Jim Herman,87.90%,109,124,-0.50
109,0,39067,MJ Daffue,87.89%,225,256,-0.63
110,0,48867,Matti Schmid,87.88%,145,165,-0.66
111,0,32757,Patton Kizzire,87.83%,202,230,-0.67
112,0,35879,Kelly Kraft,87.73%,143,163,-0.65
113,0,47347,Adam Schenk,87.70%,214,244,-0.68
114,0,34098,Russell Henley,87.69%,114,130,-0.65
