RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
160,0,40162,Justin Lower,167.78,115766.19,690
161,0,34098,Russell Henley,167.77,116262.97,693
162,0,24925,Jonathan Byrd,167.74,53843.62,321
163,0,28775,Nate Lashley,167.61,132581.28,791
164,0,45522,Christiaan Bezuidenhout,167.48,123100.41,735
164,0,51890,Greyson Sigg,167.48,145879.32,871
166,0,32640,Troy Merritt,167.01,114067.26,683
167,0,25818,Scott Piercy,166.80,127770.23,766
168,0,27644,Brian Harman,166.65,142152.56,853
169,0,47079,Harrison Endycott,166.56,110430.13,663
170,0,31557,Jim Herman,166.33,89820.20,540
171,0,22056,Cameron Percy,166.10,75079.14,452
172,0,23108,Matt Kuchar,166.09,129217.21,778
172,0,34256,Andrew Putnam,166.09,137191.38,826
174,0,51950,Max McGreevy,165.61,102179.96,617
175,0,33122,Russell Knox,165.59,131972.13,797
175,0,35449,Adam Long,165.59,135454.82,818
177,0,36326,David Lipsky,165.36,121708.42,736
178,0,27963,Chris Stroud,165.29,63803.31,386
179,0,33410,Andrew Landry,164.65,104389.96,634
180,0,29535,Brice Garnett,164.62,100418.79,610
181,0,40058,Zac Blair,164.36,112090.18,682
182,0,24024,Zach Johnson,163.91,84740.29,517
183,0,46435,Austin Cook,163.78,93681.23,572
184,0,35879,Kelly Kraft,163.16,116332.99,713
185,0,26476,Chez Reavie,162.15,131344.42,810
186,0,32816,Satoshi Kodaira,161.92,71894.39,444
187,0,31202,William McGirt,161.78,63904.28,395
188,0,35901,Paul Haley II,161.59,114728.44,710
189,0,30927,Brendon Todd,160.89,131125.07,815
190,0,26596,Ryan Moore,160.65,110047.23,685
191,0,19803,Ryan Armour,160.14,114180.48,713
192,0,34409,David Lingmerth,159.75,100483.12,629
193,0,31560,Brian Stuard,156.38,76000.63,486
