RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,51491,Brandon Matthews,313.3,80216.3,256
2,0,58696,Peter Kuest,307.8,85267.4,277
3,0,28237,Rory McIlroy,307.4,120818.1,393
4,0,52955,Ludvig Åberg,304.8,103925.9,341
5,0,57366,Cameron Young,304.3,163711.4,538
6,0,51766,Wyndham Clark,303.4,174764.1,576
7,0,34255,Joseph Bramlett,303.3,151336.3,499
8,0,33948,Byeong Hun An,302.8,227675.8,752
8,0,52372,Cameron Champ,302.8,106897.1,353
10,0,52411,Kyle Westmoreland,302.3,136335.0,451
11,0,49453,Trevor Cone,301.8,182618.1,605
12,0,47504,Sam Burns,300.1,161178.1,537
12,0,48867,Matti Schmid,300.1,108019.6,360
14,0,51070,Vincent Norrman,299.4,158399.4,529
15,0,46601,Trey Mullinax,299.2,162762.2,544
16,0,31323,Gary Woodland,298.9,162921.3,545
17,0,40250,Taylor Pendrith,298.8,209726.1,702
18,0,51414,Brent Grant,298.4,149177.8,500
19,0,52453,Nicolai Hojgaard,298.3,75176.9,252
20,0,45242,Kevin Yu,297.7,100615.4,338
21,0,48117,Kurt Kitayama,297.5,72282.5,243
22,0,46970,Jon Rahm,297.2,142674.3,480
23,0,45157,Cam Davis,296.8,176282.2,594
24,0,28420,Ryan Brehm,296.6,154511.1,521
25,0,33653,Thomas Detry,296.5,156253.4,527
26,0,56762,Will Gordon,296.3,181916.8,614
26,0,24502,Adam Scott,296.3,124735.1,421
28,0,32102,Rickie Fowler,296.2,160863.7,543
29,0,39546,Keith Mitchell,295.3,187504.4,635
30,0,54421,Garrick Higgo,294.9,207307.8,703
31,0,33141,Keegan Bradley,294.8,165688.4,562
31,0,39058,Lucas Herbert,294.8,96395.1,327
33,0,27554,Scott Harrington,294.7,160291.7,544
34,0,35450,Patrick Cantlay,294.4,162792.4,553
35,0,36724,Augusto Núñez,294.3,134479.6,457
35,0,55893,Sam Stevens,294.3,230698.6,784
37,0,48699,Callum Tarren,293.5,202253.8,689
38,0,32662,Michael Gligic,293.4,120894.8,412
38,0,58168,Davis Thompson,293.4,198365.6,676
40,0,27129,Luke List,293.3,212031.3,723
41,0,46046,Scottie Scheffler,293.0,182841.0,624
42,0,36799,Stephan Jaeger,292.9,284943.2,973
42,0,55454,Carl Yuan,292.9,179278.2,612
