RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,01457,Jay Haas,2' 8",277.167,105,11
2,0,01219,John Cook,3' 0",232.333,77,81
2,0,01926,Steve Pate,3' 0",290.000,98,97
4,0,01035,Tommy Armour III,3' 1",394.667,128,148
4,0,21961,Charles Howell III,3' 1",356.750,117,61
4,0,26420,Richard Johnson,3' 1",534.500,174,110
4,0,23108,Matt Kuchar,3' 1",418.917,136,111
4,0,01928,Corey Pavin,3' 1",470.167,151,15
4,0,06527,Steve Stricker,3' 1",371.750,121,75
4,0,06595,Kevin Sutherland,3' 1",453.500,147,6
11,0,10860,Justin Leonard,3' 2",322.417,102,26
11,0,08385,Omar Uresti,3' 2",478.917,153,9
13,0,07721,Pat Bates,3' 3",464.917,144,112
13,0,20029,Notah Begay III,3' 3",360.000,112,146
13,0,01249,John Daly,3' 3",391.917,120,163
13,0,19846,Brian Gay,3' 3",558.417,170,34
13,0,10201,Matt Gogel,3' 3",417.000,127,23
13,0,08075,Jerry Kelly,3' 3",451.250,140,17
13,0,01666,Bernhard Langer,3' 3",242.500,75,24
13,0,01927,Dennis Paulson,3' 3",433.750,135,66
13,0,22405,Justin Rose,3' 3",396.750,123,62
22,0,01203,Russ Cochran,3' 4",283.250,84,166
22,0,25686,Jason Dufner,3' 4",420.250,125,161
22,0,01320,Bob Estes,3' 4",262.500,78,35
22,0,23552,Hank Kuehne,3' 4",613.000,184,108
22,0,25345,Carl Pettersson,3' 4",491.167,149,48
22,0,23497,Tag Ridings,3' 4",320.250,96,122
22,0,02010,Loren Roberts,3' 4",319.583,96,20
22,0,08793,Tiger Woods,3' 4",308.250,93,41
30,0,20585,Niclas Fasth,3' 5",425.500,124,132
30,0,08537,J.P. Hayes,3' 5",428.750,125,87
30,0,01553,John Huston,3' 5",248.333,72,100
30,0,21731,Freddie Jacobson,3' 5",392.750,114,63
30,0,01724,Jeff Maggert,3' 5",317.417,93,140
30,0,22293,Heath Slocum,3' 5",508.000,148,80
36,0,06809,Bob Burns,3' 6",534.750,152,37
36,0,01157,Tom Byrum,3' 6",486.333,139,13
36,0,20850,Daniel Chopra,3' 6",597.333,170,105
36,0,06251,Chris DiMarco,3' 6",475.833,136,38
36,0,01388,Robert Gamez,3' 6",675.250,193,81
36,0,23353,J.J. Henry,3' 6",587.000,169,118
36,0,01527,Scott Hoch,3' 6",261.750,75,95
36,0,01677,Tom Lehman,3' 6",338.417,97,40
36,0,22046,Geoff Ogilvy,3' 6",486.833,138,64
36,0,01920,Craig Parry,3' 6",216.417,62,99
36,0,01938,David Peoples,3' 6",510.417,145,16
36,0,20645,John Senden,3' 6",464.083,133,143
36,0,02246,Duffy Waldorf,3' 6",432.917,125,115
49,0,20498,Briny Baird,3' 7",370.417,103,178
49,0,07363,Craig Bowden,3' 7",455.000,126,74
49,0,01132,Mark Brooks,3' 7",390.000,109,144
49,0,20229,Stewart Cink,3' 7",560.167,155,4
49,0,08931,Glen Day,3' 7",610.583,172,68
49,0,06621,Joe Durant,3' 7",460.250,128,85
49,0,01313,Steve Elkington,3' 7",365.583,103,136
49,0,01329,Brad Faxon,3' 7",433.333,120,25
49,0,12823,Carlos Franco,3' 7",519.833,144,42
49,0,12705,Cliff Kresge,3' 7",587.500,164,134
49,0,01706,Davis Love III,3' 7",426.667,119,33
49,0,06373,José María Olazábal,3' 7",230.250,64,8
49,0,01948,Tim Petrovic,3' 7",559.750,155,50
49,0,07749,Brett Quigley,3' 7",525.417,146,124
63,0,23613,Rich Barcelo,3' 8",411.167,112,168
63,0,01226,Fred Couples,3' 8",268.583,73,187
