RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,01706,Davis Love III,3.93,1592,405
2,0,06251,Chris DiMarco,3.94,2348,596
2,0,10809,Jim Furyk,3.94,1892,480
2,0,10860,Justin Leonard,3.94,1910,485
2,0,20127,Chris Riley,3.94,1961,498
2,0,02206,David Toms,3.94,2437,619
2,0,08793,Tiger Woods,3.94,1409,358
8,0,01329,Brad Faxon,3.95,1383,350
8,0,20634,Peter Lonard,3.95,1490,377
8,0,01810,Phil Mickelson,3.95,2171,550
8,0,06373,José María Olazábal,3.95,888,225
8,0,02239,Scott Verplank,3.95,1929,488
13,0,06621,Joe Durant,3.96,1449,366
13,0,01320,Bob Estes,3.96,1443,364
13,0,01388,Robert Gamez,3.96,1545,390
13,0,01553,John Huston,3.96,1884,476
13,0,08075,Jerry Kelly,3.96,2028,512
13,0,01677,Tom Lehman,3.96,987,249
19,0,01024,Billy Andrade,3.97,1902,479
19,0,01307,Joel Edwards,3.97,2026,510
19,0,01381,Fred Funk,3.97,2249,567
19,0,20157,Retief Goosen,3.97,1089,274
19,0,08545,Glen Hnatiuk,3.97,1811,456
19,0,10585,Scott McCarron,3.97,2005,505
19,0,01920,Craig Parry,3.97,1275,321
19,0,06567,Vijay Singh,3.97,2264,570
27,0,20229,Stewart Cink,3.98,1474,370
27,0,01219,John Cook,3.98,1452,365
27,0,08537,J.P. Hayes,3.98,1444,363
27,0,01797,Rocco Mediate,3.98,1328,334
27,0,01968,Nick Price,3.98,1319,331
27,0,02010,Loren Roberts,3.98,2040,513
27,0,02104,Jeff Sluman,3.98,2372,596
27,0,02214,Kirk Triplett,3.98,1574,395
35,0,20098,Stuart Appleby,3.99,1713,429
35,0,01157,Tom Byrum,3.99,1401,351
35,0,19846,Brian Gay,3.99,2109,529
35,0,23338,David Gossett,3.99,1998,501
35,0,01475,Donnie Hammond,3.99,1136,285
35,0,01619,Skip Kendall,3.99,1873,470
35,0,01945,Kenny Perry,3.99,1946,488
35,0,02246,Duffy Waldorf,3.99,1633,409
43,0,01139,Olin Browne,4.00,1915,479
43,0,01226,Fred Couples,4.00,1001,250
43,0,08931,Glen Day,4.00,1909,477
43,0,01361,Dan Forsman,4.00,1897,474
43,0,01577,Lee Janzen,4.00,1892,473
43,0,08633,Per-Ulrik Johansson,4.00,1775,444
43,0,01685,J.L. Lewis,4.00,1750,438
43,0,06515,Shaun Micheel,4.00,2248,562
43,0,01938,David Peoples,4.00,2202,550
43,0,20645,John Senden,4.00,1744,436
43,0,02106,Chris Smith,4.00,2011,503
54,0,06004,Stephen Ames,4.01,1604,400
54,0,07003,David Berganio Jr.,4.01,1541,384
54,0,01098,Jay Don Blake,4.01,2015,502
54,0,01142,Bart Bryant,4.01,1227,306
54,0,12510,Chad Campbell,4.01,2276,567
54,0,23135,Tim Clark,4.01,1330,332
54,0,09011,David Duval,4.01,1485,370
54,0,21209,Sergio Garcia,4.01,1439,359
54,0,01527,Scott Hoch,4.01,1320,329
54,0,21961,Charles Howell III,4.01,2218,553
54,0,08881,Tripp Isenhour,4.01,1300,324
54,0,01569,Peter Jacobsen,4.01,1390,347
54,0,20094,Jonathan Kaye,4.01,1566,391
54,0,01666,Bernhard Langer,4.01,581,145
54,0,12680,Shigeki Maruyama,4.01,1569,391
54,0,01761,Len Mattiace,4.01,2039,509
54,0,20095,Carl Paulson,4.01,1652,412
54,0,01948,Tim Petrovic,4.01,1811,452
54,0,12663,Phil Tataurangi,4.01,1647,411
54,0,02223,Bob Tway,4.01,2173,542
74,0,10885,Robert Allenby,4.02,1804,449
74,0,07721,Pat Bates,4.02,1770,440
74,0,08123,Jeff Brehaut,4.02,1680,418
74,0,12388,Michael Clark II,4.02,1659,413
74,0,23983,Luke Donald,4.02,2316,576
74,0,12645,Brent Geiberger,4.02,1721,428
74,0,06643,Paul Goydos,4.02,1077,268
74,0,12782,Tim Herron,4.02,1900,473
74,0,23108,Matt Kuchar,4.02,1562,389
74,0,10565,Ian Leggatt,4.02,1996,496
74,0,01707,Steve Lowery,4.02,1861,463
74,0,08339,Spike McRoy,4.02,1237,308
74,0,01926,Steve Pate,4.02,1214,302
74,0,02002,John Riegger,4.02,1602,399
74,0,22293,Heath Slocum,4.02,1854,461
74,0,02133,Craig Stadler,4.02,1226,305
74,0,06078,Esteban Toledo,4.02,2225,554
91,0,01042,Paul Azinger,4.03,1172,291
91,0,01175,Jim Carter,4.03,1697,421
91,0,19881,Robert Damron,4.03,1480,367
91,0,07457,Steve Flesch,4.03,2392,593
91,0,01378,David Frost,4.03,1856,461
91,0,11032,Frank Lickliter II,4.03,1660,412
91,0,01723,Andrew Magee,4.03,1759,437
91,0,01724,Jeff Maggert,4.03,1620,402
91,0,01766,Billy Mayfair,4.03,1486,369
91,0,10912,Craig Perks,4.03,1561,387
91,0,22913,John Rollins,4.03,2439,605
91,0,02101,Joey Sindelar,4.03,1958,486
91,0,06527,Steve Stricker,4.03,1095,272
104,0,07867,Woody Austin,4.04,1848,457
104,0,24925,Jonathan Byrd,4.04,2071,512
104,0,01161,Mark Calcavecchia,4.04,1375,340
104,0,20593,Greg Chalmers,4.04,1871,463
104,0,01185,Brandel Chamblee,4.04,1663,412
104,0,24357,K.J. Choi,4.04,1926,477
104,0,19972,José Coceres,4.04,828,205
104,0,23541,Ben Crane,4.04,1905,471
104,0,23125,Brad Elder,4.04,1429,354
104,0,01313,Steve Elkington,4.04,1710,423
104,0,06522,Ernie Els,4.04,1111,275
104,0,12823,Carlos Franco,4.04,1948,482
104,0,20105,Jeff Gove,4.04,1863,461
104,0,06617,Brian Henninger,4.04,1270,314
104,0,23353,J.J. Henry,4.04,1956,484
104,0,01599,Steve Jones,4.04,1310,324
104,0,07749,Brett Quigley,4.04,1766,437
104,0,06595,Kevin Sutherland,4.04,1529,378
104,0,10423,Mike Weir,4.04,1546,383
104,0,20566,Kaname Yokoo,4.04,1542,382
124,0,20498,Briny Baird,4.05,2137,528
124,0,12652,Cameron Beckman,4.05,2035,503
124,0,23614,Rich Beem,4.05,1895,468
124,0,21805,Harrison Frazar,4.05,1929,476
124,0,23903,Stephen Gangluff,4.05,1438,355
124,0,19958,Miguel Angel Jiménez,4.05,1155,285
124,0,06573,Brandt Jobe,4.05,2076,512
124,0,01771,Blaine McCallister,4.05,1549,382
124,0,10457,Frank Nobilo,4.05,1845,455
124,0,01887,Mark O'Meara,4.05,1090,269
124,0,24361,Pat Perez,4.05,1967,486
124,0,01941,Tom Pernice Jr.,4.05,1859,459
124,0,08553,Lee Porter,4.05,1633,403
124,0,08375,Paul Stankowski,4.05,1835,453
138,0,21633,Steve Allan,4.06,1620,399
138,0,06809,Bob Burns,4.06,2098,517
138,0,20574,Mathew Goggin,4.06,1226,302
138,0,06575,Dudley Hart,4.06,1649,406
138,0,10733,Kent Jones,4.06,1963,484
138,0,06350,Bob May,4.06,1730,426
138,0,20572,Rod Pampling,4.06,2001,493
138,0,01928,Corey Pavin,4.06,1378,339
138,0,06498,Matt Peterson,4.06,1580,389
138,0,02170,Hal Sutton,4.06,1145,282
138,0,20548,Hidemichi Tanaka,4.06,2271,560
138,0,02245,Grant Waite,4.06,1770,436
138,0,10425,Jay Williamson,4.06,1866,460
151,0,07223,Brian Bateman,4.07,1688,415
151,0,20043,Edward Fryatt,4.07,1798,442
151,0,21806,Paul Gow,4.07,1950,479
151,0,06012,Greg Kraft,4.07,1562,384
151,0,10107,Deane Pappas,4.07,1598,393
151,0,10649,Tom Scherrer,4.07,1564,384
151,0,11011,Mike Sposa,4.07,1990,489
158,0,01014,Fulton Allem,4.08,1273,312
158,0,20029,Notah Begay III,4.08,1611,395
158,0,01132,Mark Brooks,4.08,1664,408
158,0,01203,Russ Cochran,4.08,1301,319
158,0,24937,Jess Daley,4.08,1486,364
158,0,10201,Matt Gogel,4.08,1436,352
158,0,01457,Jay Haas,4.08,1740,426
158,0,01514,Eduardo Herrera,4.08,1274,312
158,0,06332,Neal Lancaster,4.08,1956,480
158,0,12753,David Morland IV,4.08,1236,303
158,0,22046,Geoff Ogilvy,4.08,1569,385
158,0,12660,Jesper Parnevik,4.08,1501,368
158,0,10213,Dicky Pride,4.08,865,212
158,0,23621,Rory Sabbatini,4.08,1455,357
158,0,06613,Tommy Tolles,4.08,1258,308
173,0,19824,Craig Barlow,4.09,1283,314
173,0,12826,Paul Claxton,4.09,1443,353
173,0,01549,Mike Hulbert,4.09,1105,270
173,0,08993,Franklin Langham,4.09,1362,333
173,0,01927,Dennis Paulson,4.09,1794,439
178,0,20502,Michael Long,4.10,1558,380
178,0,19817,Michael Muehr,4.10,1300,317
178,0,23177,Kenneth Staton,4.10,1788,436
181,0,01249,John Daly,4.11,1115,271
181,0,01374,Robin Freeman,4.11,1290,314
181,0,10962,Bradley Hughes,4.11,1156,281
181,0,02257,Brian Watts,4.11,962,234
185,0,01035,Tommy Armour III,4.12,1675,407
185,0,10117,Bob Heintz,4.12,1530,371
185,0,23800,Bryce Molder,4.12,1479,359
188,0,06016,Brad Lardon,4.13,1024,248
188,0,02099,Scott Simpson,4.13,1305,316
188,0,20436,Garrett Willis,4.13,1433,347
191,0,06197,Michael Allen,4.14,1516,366
191,0,08535,Gary Nicklaus,4.14,1313,317
191,0,21949,Joe Ogilvie,4.14,915,221
191,0,02110,Jerry Smith,4.14,1672,404
191,0,26289,Boo Weekley,4.14,1320,319
191,0,23322,Brett Wetterich,4.14,1837,444
191,0,02322,Richard Zokol,4.14,943,228
198,0,06315,Pete Jordan,4.15,1552,374
199,0,06036,Scott Dunlap,4.16,1547,372
199,0,20663,Brenden Pappas,4.16,1202,289
201,0,21259,Jason Hill,4.18,1280,306
201,0,23623,Bo Van Pelt,4.18,1720,411
