RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
56,0,01116,Michael Bradley,24.42,21,86,-19,-3.00
57,0,30110,Kyle Stanley,24.31,44,181,-47,-3.00
58,0,30926,Chris Kirk,24.29,43,177,-45,+6.00
59,0,01706,Davis Love III,24.21,23,95,-23,E
60,0,23204,Gary Christian,24.17,29,120,-30,-11.00
61,0,30927,Brendon Todd,24.05,19,79,-20,-5.00
62,0,21209,Sergio Garcia,24.00,24,100,-27,-7.00
63,0,24138,Ian Poulter,23.94,17,71,-18,-5.00
64,0,02206,David Toms,23.81,15,63,-16,-10.00
65,0,12716,Charley Hoffman,23.76,43,181,-45,E
66,0,25818,Scott Piercy,23.67,49,207,-52,-2.00
67,0,27302,Garth Mulroy,23.66,22,93,-27,+4.00
67,0,29289,S.Y. Noh,23.66,44,186,-49,-4.00
69,0,26329,Louis Oosthuizen,23.53,24,102,-28,+2.00
70,0,27120,Troy Matteson,23.33,42,180,-39,+6.00
70,0,22582,Kyle Thompson,23.33,14,60,-10,E
72,0,23983,Luke Donald,23.29,17,73,-19,-25.00
73,0,27060,John Mallinger,23.17,19,82,-22,-10.00
74,0,34099,Harris English,23.16,44,190,-43,-1.00
75,0,01724,Jeff Maggert,23.13,31,134,-37,-14.00
76,0,23800,Bryce Molder,23.08,18,78,-18,-41.00
77,0,28455,Will Claxton,23.03,38,165,-36,-22.00
78,0,22293,Heath Slocum,23.01,26,113,-26,-12.00
79,0,24925,Jonathan Byrd,22.83,29,127,-27,-17.00
80,0,06527,Steve Stricker,22.68,22,97,-21,-19.00
81,0,28500,Martin Flores,22.67,34,150,-32,-17.00
81,0,01941,Tom Pernice Jr.,22.67,17,75,-19,-3.00
83,0,24846,Ricky Barnes,22.54,32,142,-31,-11.00
83,0,26596,Ryan Moore,22.54,32,142,-34,-9.00
83,0,10213,Dicky Pride,22.54,16,71,-16,-11.00
83,0,25457,Alexandre Rocha,22.54,16,71,-17,-16.00
87,0,25345,Carl Pettersson,22.52,34,151,-36,+3.00
88,0,06004,Stephen Ames,22.45,11,49,-9,-4.00
88,0,20645,John Senden,22.45,33,147,-35,-6.00
90,0,23409,James Driscoll,22.44,35,156,-42,-1.00
91,0,23788,D.J. Trahan,22.40,28,125,-28,-3.00
92,0,32200,Roberto Castro,22.38,32,143,-29,-16.00
92,0,26851,Marc Leishman,22.38,32,143,-29,-20.00
92,0,27770,Camilo Villegas,22.38,32,143,-29,-13.00
95,0,23542,Tommy Biershenk,22.22,22,99,-21,+2.00
96,0,25892,Steve Wheatcroft,22.06,15,68,-20,-5.00
97,0,01797,Rocco Mediate,21.78,22,101,-26,-15.00
98,0,26476,Chez Reavie,21.70,23,106,-21,-18.00
99,0,23718,Nathan Green,21.67,26,120,-28,-4.00
100,0,22378,Trevor Immelman,21.65,21,97,-20,+3.00
101,0,32366,Kevin Chappell,21.62,32,148,-32,-8.00
101,0,06573,Brandt Jobe,21.62,16,74,-18,+5.00
103,0,12652,Cameron Beckman,21.57,22,102,-23,-17.00
103,0,28093,Miguel Angel Carballo,21.57,22,102,-24,-5.00
105,0,23621,Rory Sabbatini,21.47,35,163,-34,-5.00
106,0,33419,Cameron Tringale,21.30,36,169,-33,-7.00
107,0,34021,Bud Cauley,21.14,37,175,-36,-3.00
108,0,24940,Edward Loar,21.11,19,90,-22,+5.00
109,0,29910,Blake Adams,21.05,36,171,-38,-4.00
109,0,23623,Bo Van Pelt,21.05,28,133,-32,-8.00
111,0,10885,Robert Allenby,20.95,22,105,-13,+1.00
112,0,20229,Stewart Cink,20.83,20,96,-23,-7.00
113,0,27214,Kevin Streelman,20.78,32,154,-32,+1.00
114,0,24494,Erik Compton,20.74,28,135,-31,-5.00
115,0,22371,Aaron Baddeley,20.69,24,116,-26,-10.00
116,0,29478,Kevin Kisner,20.65,19,92,-23,+1.00
117,0,24357,K.J. Choi,20.59,21,102,-23,-15.00
118,0,06036,Scott Dunlap,20.51,16,78,-13,+4.00
119,0,01249,John Daly,20.45,18,88,-19,-6.00
120,0,26287,Roland Thatcher,20.25,16,79,-15,+1.00
121,0,30944,Jason Kokrak,20.14,29,144,-35,+5.00
122,0,10809,Jim Furyk,20.00,17,85,-16,-32.00
123,0,32102,Rickie Fowler,19.87,30,151,-34,-1.00
124,0,26758,David Hearn,19.85,26,131,-27,-13.00
125,0,28308,Troy Kelly,19.78,18,91,-22,+11.00
126,0,25562,Andres Romero,19.67,24,122,-25,-4.00
127,0,20104,Ken Duke,19.61,30,153,-36,-27.00
128,0,26679,Kevin Stadler,19.59,29,148,-27,-4.00
129,0,23325,Vaughn Taylor,19.57,18,92,-17,-16.00
130,0,28087,Kris Blanks,19.47,22,113,-27,-5.00
131,0,21731,Freddie Jacobson,19.44,14,72,-15,+2.00
132,0,22405,Justin Rose,19.42,20,103,-22,-10.00
133,0,22621,Ben Curtis,19.40,13,67,-15,-20.00
134,0,29221,Webb Simpson,19.23,30,156,-31,-20.00
135,0,24490,George McNeill,19.18,28,146,-32,-3.00
136,0,30711,Colt Knost,19.12,13,68,-13,-14.00
137,0,23108,Matt Kuchar,19.05,20,105,-21,-10.00
138,0,24507,Jason Bohn,18.95,18,95,-20,-15.00
139,0,12510,Chad Campbell,18.94,25,132,-22,-12.00
140,0,23903,Stephen Gangluff,18.92,14,74,-13,+5.00
141,0,28475,Jeff Overton,18.81,38,202,-38,-26.00
141,0,20396,Lee Westwood,18.81,19,101,-21,+4.00
143,0,25572,Graeme McDowell,18.75,12,64,-14,-9.00
144,0,23320,Ryan Palmer,18.63,30,161,-30,-11.00
145,0,27466,Spencer Levin,18.32,24,131,-22,-13.00
146,0,25396,Kevin Na,18.25,25,137,-22,-1.00
147,0,26300,Matt Jones,18.18,16,88,-17,+4.00
148,0,24024,Zach Johnson,18.11,23,127,-28,-31.00
149,0,24781,Hunter Mahan,18.05,24,133,-23,-3.00
150,0,20070,Matt Bettencourt,17.76,19,107,-20,E
151,0,28259,Sangmoon Bae,17.59,19,108,-18,+2.00
151,0,23353,J.J. Henry,17.59,19,108,-18,-1.00
153,0,20098,Stuart Appleby,17.53,17,97,-17,-14.00
154,0,34174,John Huh,17.34,30,173,-26,-10.00
155,0,20623,Gavin Coles,17.24,10,58,-9,-28.00
156,0,08725,Tom Gillis,17.02,24,141,-26,+10.00
157,0,29222,Billy Hurley III,16.98,9,53,-10,-9.00
158,0,06522,Ernie Els,16.94,21,124,-25,-2.00
159,0,20160,Charlie Wi,16.80,21,125,-23,-18.00
160,0,27936,Martin Laird,16.67,24,144,-21,E
161,0,21407,Arjun Atwal,16.53,20,121,-22,+6.00
162,0,21753,Brian Davis,16.52,19,115,-24,-10.00
163,0,27963,Chris Stroud,16.39,20,122,-20,-1.00
164,0,19970,Robert Karlsson,16.33,16,98,-13,-4.00
165,0,27556,Ted Potter Jr.,16.30,15,92,-14,-17.00
166,0,20850,Daniel Chopra,15.79,12,76,-13,-3.00
166,0,06251,Chris DiMarco,15.79,15,95,-17,-22.00
166,0,30750,Tommy Gainey,15.79,27,171,-28,E
166,0,19846,Brian Gay,15.79,12,76,-12,-43.00
170,0,20766,Padraig Harrington,15.73,14,89,-15,-5.00
171,0,21878,Mark Wilson,15.69,16,102,-21,-18.00
172,0,25834,Daniel Summerhays,15.45,19,123,-21,-11.00
173,0,31202,William McGirt,15.38,18,117,-19,-31.00
174,0,33120,Mark Anderson,15.25,18,118,-15,+10.00
175,0,08075,Jerry Kelly,15.24,16,105,-18,-28.00
176,0,21350,Ryuji Imada,15.05,14,93,-14,-9.00
177,0,28307,Matt Every,14.91,17,114,-16,-10.00
178,0,27797,Derek Lamely,14.85,15,101,-16,+6.00
179,0,23548,Bill Lunde,14.75,18,122,-18,-6.00
180,0,29926,Danny Lee,14.55,16,110,-17,+8.00
181,0,20593,Greg Chalmers,14.29,18,126,-18,-13.00
182,0,22961,David Mathis,14.12,12,85,-16,-1.00
183,0,27974,Sung Kang,13.86,14,101,-15,-7.00
184,0,22348,Nick O'Hern,13.85,9,65,-7,-22.00
185,0,10860,Justin Leonard,12.82,10,78,-9,-27.00
186,0,06034,Marco Dawson,12.68,9,71,-11,-1.00
187,0,31558,J.J. Killeen,12.50,19,152,-19,-6.00
188,0,24663,Y.E. Yang,12.33,9,73,-9,-7.00
189,0,24604,Hunter Haas,11.40,13,114,-14,+4.00
190,0,22548,Patrick Sheehan,10.94,7,64,-8,-1.00
191,0,01320,Bob Estes,8.99,8,89,-7,-13.00
