RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,25804,Bubba Watson,81.33,135,31
2,0,28237,Rory McIlroy,76.47,91,28
3,0,24358,Robert Garrigus,74.89,173,58
4,0,01249,John Daly,73.00,73,27
5,0,30110,Kyle Stanley,70.53,146,61
6,0,21528,Henrik Stenson,70.45,93,39
7,0,31323,Gary Woodland,70.18,120,51
8,0,11123,Chris Couch,70.06,117,50
9,0,21209,Sergio Garcia,69.85,95,41
10,0,20396,Lee Westwood,69.53,89,39
11,0,33141,Keegan Bradley,68.69,147,67
12,0,30925,Dustin Johnson,67.08,108,53
13,0,27936,Martin Laird,67.03,124,61
14,0,24924,Bill Haas,66.16,131,67
15,0,32698,Bobby Gates,65.37,151,80
16,0,24502,Adam Scott,65.12,84,45
17,0,23621,Rory Sabbatini,65.09,138,74
18,0,20645,John Senden,64.85,131,71
19,0,24604,Hunter Haas,64.74,101,55
20,0,08793,Tiger Woods,64.71,99,54
21,0,30692,Scott Stallings,64.42,134,74
22,0,27064,Jhonattan Vegas,64.29,135,75
23,0,19970,Robert Karlsson,63.49,80,46
24,0,25818,Scott Piercy,63.20,170,99
25,0,01810,Phil Mickelson,63.13,125,73
26,0,32334,Charlie Beljan,63.11,77,45
27,0,26329,Louis Oosthuizen,63.01,92,54
28,0,24140,Sean O'Hair,63.00,143,84
29,0,27330,Josh Teater,62.98,165,97
30,0,32102,Rickie Fowler,62.62,134,80
31,0,24940,Edward Loar,62.50,75,45
31,0,26331,Charl Schwartzel,62.50,75,45
33,0,12716,Charley Hoffman,62.24,150,91
33,0,27141,J.B. Holmes,62.24,150,91
35,0,29221,Webb Simpson,61.90,130,80
36,0,06567,Vijay Singh,61.89,151,93
37,0,28475,Jeff Overton,61.87,172,106
38,0,25562,Andres Romero,61.27,106,67
39,0,23409,James Driscoll,60.73,133,86
40,0,28089,Jason Day,60.69,88,57
41,0,29479,Scott Brown,60.40,90,59
42,0,29420,Billy Horschel,60.31,79,52
43,0,29289,S.Y. Noh,60.00,153,102
44,0,24925,Jonathan Byrd,59.44,107,73
44,0,21805,Harrison Frazar,59.44,85,58
46,0,20766,Padraig Harrington,59.40,79,54
47,0,27120,Troy Matteson,59.29,150,103
48,0,22913,John Rollins,59.26,128,88
49,0,25240,D.A. Points,58.94,145,101
